txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trial_start,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,trial_end,PresstoCont_8.started,PresstoCont_8.stopped,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,Choice_3_Intro_Txt.started,Choice_3_Intro_Txt.stopped,Question_Txt_8.started,Question_Txt_8.stopped,Accept_Deny_Button_8.response,Accept_Deny_Button_8.rt,Accept_Deny_Button_8.started,Accept_Deny_Button_8.stopped,ConfidenceSlider_8.response,ConfidenceSlider_8.rt,ConfidenceSlider_8.started,ConfidenceSlider_8.stopped,Experimental_Images_8.started,Experimental_Images_8.stopped,DenySlider_8.response,DenySlider_8.rt,DenySlider_8.started,DenySlider_8.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.time,mouse_11.clicked_name,mouse_11.started,mouse_11.stopped,Click_to_Continue_11.started,Click_to_Continue_11.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 10:,stim/Tp_D_CND_S_N_ind00078_ind00077_00476.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_S_N_ind00078_ind00077_00476.tif.png,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:22:02",1370.889366899999,1380.9385527999984,1380.9124536999989,None,2.0,17.77934120000282,1380.9124536999989,None,5.0,36.52257879999888,1380.9124536999989,None,1380.9124536999989,None,1.0,38.91776419999951,1380.9124536999989,None,1409.8432313999983,None,"Tuesday, July 26, 2022 01:22:58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 11:,stim/Au_ani_00021.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00021.jpg.png,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:22:58",1427.3329768000003,1437.3888262,1437.3520960999995,None,1.0,20.39893200000006,1437.3520960999995,None,4.0,29.58142130000124,1437.3520960999995,None,1437.3520960999995,None,3.0,44.739010000001144,1437.3520960999995,None,1472.110134399998,None,"Tuesday, July 26, 2022 01:23:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 12:,stim/Tp_D_CND_S_N_txt00028_txt00006_10848.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_S_N_txt00028_txt00006_10848.jpg.png,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:23:46",1475.210517200001,1485.2373993,1485.2120453999996,None,1.0,34.00847910000084,1485.2120453999996,None,5.0,37.91677920000075,1485.2120453999996,None,1485.2120453999996,None,1.0,41.21018770000228,1485.2120453999996,None,1516.452326499999,None,"Tuesday, July 26, 2022 01:24:33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 13:,stim/Tp_D_CNN_M_N_txt00049_txt00050_10374.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CNN_M_N_txt00049_txt00050_10374.tif.png,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:24:33",1521.9445917999983,1531.9617976000009,1531.9617976000009,None,2.0,49.46972900000037,1531.9617976000009,None,4.0,50.299350199999026,1531.9617976000009,None,1531.9617976000009,None,1.0,52.7415359000006,1531.9617976000009,None,1574.7185699000001,None,"Tuesday, July 26, 2022 01:25:27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 14:,stim/Au_txt_00038.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_txt_00038.jpg.png,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:25:27",1575.7171880999995,1585.7612678999976,1585.7299026,None,1.0,17.23063159999947,1585.7299026,None,5.0,19.192750400001387,1585.7299026,None,1585.7299026,None,1.0,22.373214199997165,1585.7299026,None,1598.125385700001,None,"Tuesday, July 26, 2022 01:25:50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 15:,stim/Tp_D_CNN_M_N_nat10139_nat00095_11947.jpg.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CNN_M_N_nat10139_nat00095_11947.jpg.png,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:25:50",1598.9517811000005,1609.0012779999997,1608.9657470999991,None,2.0,35.29445199999827,1608.9657470999991,None,3.0,37.182387000000745,1608.9657470999991,None,1608.9657470999991,None,3.0,41.519840699998895,1608.9657470999991,None,1640.5039572999995,None,"Tuesday, July 26, 2022 01:26:38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 16:,stim/Au_ani_00023.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00023.jpg.png,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:26:38",1647.5398712999995,1657.5594640999989,1657.5594640999989,None,1.0,13.604857399997854,1657.5594640999989,None,5.0,17.674405599998863,1657.5594640999989,None,1657.5594640999989,None,1.0,20.32153190000099,1657.5594640999989,None,1667.9037222999978,None,"Tuesday, July 26, 2022 01:27:01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 17:,stim/Tp_D_CNN_M_N_sec10110_sec10101_10298.tif.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CNN_M_N_sec10110_sec10101_10298.tif.png,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:27:01",1669.8623407999985,1679.9061282000002,1679.879022000001,None,1.0,45.62459669999953,1679.879022000001,None,4.0,46.85401869999987,1679.879022000001,None,1679.879022000001,None,2.0,50.66785680000248,1679.879022000001,None,1720.5653120999996,None,"Tuesday, July 26, 2022 01:27:52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 18:,stim/Au_txt_00042.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_txt_00042.jpg.png,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:27:52",1721.344712099999,1731.3842931,1731.3578744999977,None,1.0,34.87844640000185,1731.3578744999977,None,2.0,36.63595720000012,1731.3578744999977,None,1731.3578744999977,None,2.0,38.590486999997665,1731.3578744999977,None,1759.972238899998,None,"Tuesday, July 26, 2022 01:28:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760.8344202999979,None,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 1:,stim/Au_ani_00027.jpg.png,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/text_based_Au_ani_00027.jpg.png,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:32:41",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:33:12",,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,2010.322554800001,2020.3927675999985,2020.3645677999993,None,1.0,15.065651400000206,2020.3645677999993,None,5.0,28.13988000000245,2020.3645677999993,None,1.0,29.76715520000289,2020.3645677999993,None,"[-0.5638889, -0.24074075, 0.29259259, 0.5462963]","[-0.10555556, -0.3074074, -0.19722222, -0.43333334]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.789090100002795, 17.959381700002268, 19.6221108000027, 20.41218520000257]",['Click_to_Continue_8'],10.053528479998931,None,2040.119971199998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 2:,stim/Au_cha_30523.jpg,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/text_based_Au_cha_30523.jpg.png,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:33:12",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:33:45",,,,,,,,,,,,,,,,,,,,,,,,,,2040.8200351999985,2050.8620593999985,2050.8316355999996,None,1.0,28.204576500000258,2050.8316355999996,None,4.0,29.802320900002087,2050.8316355999996,None,3.0,32.637130800001614,2050.8316355999996,None,"[-0.5703704, -0.35277778, 0.49537036, 0.5675926]","[-0.098148145, -0.29166666, -0.19259259, -0.4462963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[18.032745999997132, 19.626737599999615, 22.437630299999, 23.220608699997683]",['Click_to_Continue_8'],10.026755779999803,None,2073.4925068999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 3:,stim/Au_ani_00031.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00031.jpg.png,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:33:45",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:34:28",,,,,,,,,,,,,,,,,,,,,,,,,,2074.097789399999,2084.1453908000003,2084.110648400001,None,1.0,19.576274600000033,2084.110648400001,None,5.0,22.206821800002217,2084.110648400001,None,1.0,42.66364450000037,2084.110648400001,None,"[-0.587037, -0.25555557, 0.3037037, 0.53518516]","[-0.106481485, -0.29074073, -0.19537038, -0.4537037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[9.46630119999827, 12.042908700001135, 32.55313190000015, 33.46582000000126]",['Click_to_Continue_8'],10.0251768800008,None,2116.7975277000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 4:,stim/Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg.png,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:34:29",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:35:37",,,,,,,,,,,,,,,,,,,,,,,,,,2117.6536834,2127.686694199998,2127.6605710000003,None,1.0,63.29505820000122,2127.6605710000003,None,4.0,64.98048840000047,2127.6605710000003,None,3.0,67.14861490000112,2127.6605710000003,None,"[-0.56666666, -0.34907407, 0.49351853, 0.57314813]","[-0.08981481, -0.29259259, -0.19444445, -0.45185184]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[53.0950617999988, 54.737689300000056, 57.011448799999926, 58.802708999999595]",['Click_to_Continue_8'],10.021876800001337,None,2184.843406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 5:,stim/Tp_D_CNN_S_N_sec00042_ani00078_10495.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CNN_S_N_sec00042_ani00078_10495.tif.png,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:35:37",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:36:16",,,,,,,,,,,,,,,,,,,,,,,,,,2186.508331599998,2196.5565637,2196.5242311,None,2.0,14.92625770000086,2196.5242311,None,4.0,18.77483199999915,2196.5242311,None,3.0,36.40218739999909,2196.5242311,None,"[-0.32685184, -0.35, 0.50555557, 0.55833334]","[-0.10185185, -0.3, -0.19351852, -0.4398148]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.736389400000917, 8.602257200000167, 26.32016940000176, 28.925069500000973]",['Click_to_Continue_8'],10.027482679997775,None,2222.952188899999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 6:,stim/Au_ani_00033.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00033.jpg.png,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:36:16",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:36:52",,,,,,,,,,,,,,,,,,,,,,,,,,2225.5047030999995,2235.5387766999993,2235.5120934999977,None,1.0,14.595597100000305,2235.5120934999977,None,5.0,16.221075800000108,2235.5120934999977,None,1.0,34.63702679999915,2235.5120934999977,None,"[-0.5787037, -0.2212963, -0.25277779, 0.28703704, 0.30648148, 0.5833333]","[-0.10462963, -0.29722223, -0.2888889, -0.19351852, -0.17777778, -0.4398148]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4.415843199996743, 5.259510799998679, 6.041642299998784, 23.534860599997046, 24.503496899997117, 25.687698399997316]",['Click_to_Continue_8'],10.02468374000091,None,2260.1758668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 7:,stim/Tp_D_CRD_S_N_ind00074_cha00049_00474.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRD_S_N_ind00074_cha00049_00474.tif.png,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:36:52",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:37:44",,,,,,,,,,,,,,,,,,,,,,,,,,2261.247245399998,2271.2703761999983,2271.2703761999983,None,2.0,36.917486300000746,2271.2703761999983,None,5.0,38.290191699998104,2271.2703761999983,None,1.0,40.95776660000047,2271.2703761999983,None,"[-0.3175926, -0.23425926, 0.3, 0.53981483]","[-0.10185185, -0.2935185, -0.19814815, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[26.800101600001653, 28.111598100000265, 30.812328899999557, 41.85350060000201]",['Click_to_Continue_8'],10.031016680000903,None,2302.240472900001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 8:,stim/Au_cha_30677.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Au_cha_30677.jpg.png,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:37:44",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:38:24",,,,,,,,,,,,,,,,,,,,,,,,,,2313.177297099999,2323.2163535,2323.1894345,None,2.0,20.657278999999107,2323.1894345,None,4.0,21.43887689999974,2323.1894345,None,3.0,39.59787579999829,2323.1894345,None,"[-0.32222223, -0.34814814, 0.4925926, 0.51111114]","[-0.108333334, -0.29907408, -0.20462963, -0.44166666]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[10.500471699997433, 11.300891799997771, 29.47814759999892, 30.223340999997163]",['Click_to_Continue_8'],10.031375940005091,None,2352.8115156999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 9:,stim/Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg.png,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:38:24",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:39:18",,,,,,,,,,,,,,,,,,,,,,,,,,2353.459186699998,2363.499184600001,2363.4713120999986,None,2.0,21.96382060000178,2363.4713120999986,None,5.0,23.231675399998494,2363.4713120999986,None,1.0,42.87178720000156,2363.4713120999986,None,"[-0.3314815, -0.29074073, 0.29444444, 0.53333336]","[-0.08981481, -0.29444444, -0.2, -0.4537037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[11.788849300002767, 13.057136600000376, 32.71580180000092, 43.20048520000273]",['Click_to_Continue_8'],10.021632479998516,None,2396.3794746999993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
Question 10:,stim/Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg.png,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:39:18",,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 01:40:10",,,,,,,,,,,,,,,,,,,,,,,,,,2406.738820300001,2416.7657564,2416.7657564,None,2.0,24.948645899999974,2416.7657564,None,3.0,26.915177399998356,2416.7657564,None,1.0,47.087501100002555,2416.7657564,None,"[-0.32777777, -0.35462964, -0.4601852, 0.29166666, 0.5416667]","[-0.097222224, -0.30277777, -0.30185184, -0.19537038, -0.44444445]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[14.763956200000393, 15.827153700000054, 16.761776799998188, 36.970293700000184, 42.15584239999953]",['Click_to_Continue_8'],10.032229040003585,None,2453.8618375999977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2022-07-26_13h13.38.321,CSVTrial2,2022.1.3,60.06428079417748,
