txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trial_start,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,trial_end,Q1_Slider.response,Q1_Slider.rt,Q1_Slider.started,Q1_Slider.stopped,Q2_Slider.response,Q2_Slider.rt,Q2_Slider.started,Q2_Slider.stopped,Q3_Slider.response,Q3_Slider.rt,Q3_Slider.started,Q3_Slider.stopped,Q4_Slider.response,Q4_Slider.rt,Q4_Slider.started,Q4_Slider.stopped,Q5_Slider.response,Q5_Slider.rt,Q5_Slider.started,Q5_Slider.stopped,Q6_Slider.response,Q6_Slider.rt,Q6_Slider.started,Q6_Slider.stopped,Q7_Slider.response,Q7_Slider.rt,Q7_Slider.started,Q7_Slider.stopped,Q8_Slider.response,Q8_Slider.rt,Q8_Slider.started,Q8_Slider.stopped,Q9_Slider.response,Q9_Slider.rt,Q9_Slider.started,Q9_Slider.stopped,Q10_Slider.response,Q10_Slider.rt,Q10_Slider.started,Q10_Slider.stopped,Q11_Slider.response,Q11_Slider.rt,Q11_Slider.started,Q11_Slider.stopped,Q12_Slider.response,Q12_Slider.rt,Q12_Slider.started,Q12_Slider.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,Click_to_Continue_2.started,Click_to_Continue_2.stopped,Q13_Slider.response,Q13_Slider.rt,Q13_Slider.started,Q13_Slider.stopped,Q14_Slider.response,Q14_Slider.rt,Q14_Slider.started,Q14_Slider.stopped,Q15_Slider.response,Q15_Slider.rt,Q15_Slider.started,Q15_Slider.stopped,Q16_Slider.response,Q16_Slider.rt,Q16_Slider.started,Q16_Slider.stopped,Q17_Slider.response,Q17_Slider.rt,Q17_Slider.started,Q17_Slider.stopped,Q18_Slider.response,Q18_Slider.rt,Q18_Slider.started,Q18_Slider.stopped,Q19_Slider.response,Q19_Slider.rt,Q19_Slider.started,Q19_Slider.stopped,Q20_Slider.response,Q20_Slider.rt,Q20_Slider.started,Q20_Slider.stopped,Q21_Slider.response,Q21_Slider.rt,Q21_Slider.started,Q21_Slider.stopped,Q22_Slider.response,Q22_Slider.rt,Q22_Slider.started,Q22_Slider.stopped,Q23_Slider.response,Q23_Slider.rt,Q23_Slider.started,Q23_Slider.stopped,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,PresstoCont_2.started,PresstoCont_2.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,mouse_6.started,mouse_6.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 10:,stim/Au_nat_30352.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_nat_30352.jpg.png,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:04:43",403.78176209999947,413.8232153999852,1.0,15.069332399987616,413.7954721999995,None,4.0,16.178470899991225,413.7954721999995,None,413.7954721999995,None,1.0,19.276831700000912,413.7954721999995,None,"[-0.57314813, -0.34814814, 0.2962963, 0.57222223]","[-0.10185185, -0.29259259, -0.21851853, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.905289399990579, 6.0174380999815185, 9.173627799988026, 10.696708400006173]",['Click_to_Continue'],10.024866860010661,None,423.09435010000016,None,"Friday, July 22, 2022 11:05:04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 12:,stim/Au_arc_30827.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_arc_30827.jpg.png,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:05:04",424.5405415999994,434.561801999982,1.0,17.034643899998628,434.561801999982,None,4.0,18.275479000003543,434.561801999982,None,434.561801999982,None,1.0,19.71278489998076,434.561801999982,None,"[-0.59166664, -0.59074074, -0.5833333, -0.3537037, 0.29537037, 0.57314813]","[-0.11666667, -0.06944445, -0.09166667, -0.2888889, -0.20092593, -0.4425926]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[5.483832199999597, 6.359480599989183, 6.856525700015482, 8.127178299997468, 9.566362000012305, 10.689656100003049]",['Click_to_Continue'],10.030100659991149,None,444.28728829999454,None,"Friday, July 22, 2022 11:05:25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 13:,stim/Au_art_10012.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_10012.jpg.png,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:05:25",445.3059942999971,455.33671609999146,1.0,13.085413100023288,455.3118375999911,None,5.0,14.853238700015936,455.3118375999911,None,455.3118375999911,None,1.0,16.552132200013148,455.3118375999911,None,"[-0.5740741, -0.25925925, 0.29814816, 0.54444444]","[-0.11481482, -0.30185184, -0.18425927, -0.44537038]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.8832770000153687, 4.6176471000071615, 6.425906400021631, 8.293842000013683]",['Click_to_Continue'],10.026920879987301,None,461.89324779997696,None,"Friday, July 22, 2022 11:05:43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 14:,stim/Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg.png,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:05:43",463.6494025999855,473.68767549999757,2.0,15.126592499989783,473.66335170000093,None,4.0,16.38780029999907,473.66335170000093,None,473.66335170000093,None,1.0,18.725281999999424,473.66335170000093,None,"[-0.3212963, -0.3537037, 0.31111112, 0.52962965]","[-0.09907407, -0.2935185, -0.2, -0.44814816]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.984463800006779, 6.195918299985351, 8.560207900009118, 9.777815000008559]",['Click_to_Continue'],10.027026160038076,None,482.409901099978,None,"Friday, July 22, 2022 11:06:03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 15:,stim/Tp_D_CRN_M_N_art10115_cha00086_11526.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_art10115_cha00086_11526.jpg.png,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:06:03",483.49410199999693,493.52538710000226,2.0,16.011304999992717,493.4992843999935,None,5.0,19.2656457000121,493.4992843999935,None,493.4992843999935,None,1.0,21.610171599983005,493.4992843999935,None,"[-0.32314816, -0.2685185, 0.29444444, 0.53333336]","[-0.09907407, -0.29444444, -0.19351852, -0.43611112]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.843570099998033, 9.099079899984645, 11.481479499983834, 12.934006499999668]",['Click_to_Continue'],10.023815380001906,None,505.1355760000006,None,"Friday, July 22, 2022 11:06:26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 16:,stim/Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg.png,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:06:26",506.4962730999978,516.5337143999932,2.0,14.314504000009038,516.5089222999814,None,4.0,15.611298300005728,516.5089222999814,None,516.5089222999814,None,1.0,17.438237800000934,516.5089222999814,None,"[-0.3212963, -0.3351852, 0.29537037, 0.59074074]","[-0.107407406, -0.2851852, -0.19074073, -0.4537037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.132695100008277, 5.3635660000145435, 7.274724499991862, 9.95334800001001]",['Click_to_Continue'],10.025064779998502,None,523.9693918999983,None,"Friday, July 22, 2022 11:06:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 17: ,stim/Au_art_20005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20005.jpg.png,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:06:46",526.5601479999896,536.60342639999,1.0,14.505717399995774,536.5779138999933,None,4.0,15.913526799995452,536.5779138999933,None,536.5779138999933,None,1.0,19.979743200005032,536.5779138999933,None,"[-0.5611111, -0.3462963, 0.32037038, 0.52685183]","[-0.1037037, -0.2898148, -0.19722222, -0.42685184]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.297252199990908, 5.648798100010026, 9.792504299985012, 10.937403999996604]",['Click_to_Continue'],10.033867119986098,None,546.6016031999898,None,"Friday, July 22, 2022 11:07:07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 18:,stim/Au_art_20034.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20034.jpg.png,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:07:07",547.566251399985,557.6023655000026,2.0,17.799261200008914,557.5764419999905,None,3.0,19.404187600011937,557.5764419999905,None,557.5764419999905,None,1.0,22.128969099983806,557.5764419999905,None,"[-0.32777777, -0.45185184, 0.2935185, 0.56296295]","[-0.11296296, -0.31388888, -0.18518518, -0.4425926]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[7.629888800001936, 9.22909229999641, 11.930426999984775, 15.318406699982006]",['Click_to_Continue'],10.017966660001548,None,569.7274372999964,None,"Friday, July 22, 2022 11:07:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 19:,stim/Tp_D_CRN_M_N_cha10137_art00021_12210.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_cha10137_art00021_12210.jpg.png,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:07:32",572.9527016999782,582.9910768999835,1.0,14.643343100004131,582.9587171999738,None,4.0,17.706976699992083,582.9587171999738,None,582.9587171999738,None,3.0,20.33350269999937,582.9587171999738,None,"[-0.5740741, -0.36296296, 0.50555557, 0.5833333]","[-0.09351852, -0.3074074, -0.2074074, -0.44537038]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.456796300015412, 7.529637500003446, 10.202040200005285, 12.57759289999376]",['Click_to_Continue'],10.023651680006878,None,593.3209693999961,None,"Friday, July 22, 2022 11:07:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.663385199994082,603.8233435000002,685.2452745999908,3.0,12.975458200002322,603.8233435000002,685.2452745999908,2.0,30.29244099999778,603.8233435000002,685.2452745999908,2.0,37.408522299985634,603.8233435000002,685.2452745999908,3.0,42.722674900025595,603.8233435000002,685.2452745999908,3.0,45.93604480000795,603.8233435000002,685.2452745999908,2.0,51.82732120002038,603.8233435000002,685.2452745999908,2.0,61.52790169999935,603.8233435000002,685.2452745999908,4.0,67.19875660000253,603.8233435000002,685.2452745999908,4.0,73.10308390000137,603.8233435000002,685.2452745999908,4.0,77.09619390001171,603.8233435000002,685.2452745999908,4.0,81.43530199999805,603.8233435000002,685.2452745999908,"[-0.45092592, -0.45555556, -0.5546296, -0.54907405, -0.46203703, -0.46666667, 0.3425926, 0.34444445, 0.5601852, 0.55925924, 0.5648148, 0.5675926, -0.32407406, -0.56666666, -0.5638889, -0.46388888, -0.55277777, -0.55925924, 0.33796296, 0.33703703, 0.44722223, 0.43796295, 0.44351852, 0.54907405]","[0.4027778, 0.2611111, 0.09351852, -0.05740741, -0.21574074, -0.34814814, 0.39074075, 0.24444444, 0.10092592, -0.03888889, -0.18611111, -0.35, 0.3962963, 0.26018518, 0.1, -0.053703703, -0.2, -0.34907407, 0.3935185, 0.24537037, 0.11018518, -0.044444446, -0.18796296, -0.44166666]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9.438037500018254, 12.751803000021027, 30.065690400020685, 37.17859320002026, 42.393026100005955, 45.792381900013424, 51.58653840000625, 61.28365090000443, 66.9564913000213, 72.94328300000052, 76.93538980002631, 81.16921730001923, 87.61500660001184, 93.41219030000502, 98.59457010001643, 104.65273060000618, 111.34336400000029, 119.84071650000988, 124.8468894000107, 127.26584890001686, 131.5212867000082, 134.0879155000148, 139.7921349000244, 141.29530290002003]",['Click_to_Continue_2'],0.014411439973628148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 1:,stim/Au_ani_00027.jpg.png,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/text_based_Au_ani_00027.jpg.png,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:10:28",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:11:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.6692059999914,None,4.0,87.7730819999997,685.2452745999908,None,2.0,93.66015979999793,685.2452745999908,None,2.0,98.7601549999963,685.2452745999908,None,3.0,104.83180430001812,685.2452745999908,None,2.0,111.51288589998148,685.2452745999908,None,2.0,120.02401900000405,685.2452745999908,None,2.0,125.0415097999794,685.2452745999908,None,2.0,127.3792946000176,685.2452745999908,None,3.0,131.7037919999857,685.2452745999908,None,3.0,134.2726797000214,685.2452745999908,None,3.0,139.89945060000173,685.2452745999908,None,748.2762172999792,758.3360602999746,758.310919999989,None,1.0,17.98487290000776,758.310919999989,None,4.0,20.888949399988633,758.310919999989,None,3.0,33.2540293999773,758.310919999989,None,"[-0.5685185, -0.35462964, 0.49722221, 0.5648148]","[-0.08796296, -0.29814816, -0.20555556, -0.45]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[7.795397700014291, 10.662311299995054, 23.070472399995197, 24.470120900019538]",['Click_to_Continue_8'],10.05346696000197,None,781.5585497999855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 2:,stim/Au_cha_30523.jpg,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/text_based_Au_cha_30523.jpg.png,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:11:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:11:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.8355003999895,792.8745139999955,792.8497155999939,None,2.0,15.536456100002397,792.8497155999939,None,4.0,17.015914400020847,792.8497155999939,None,1.0,32.81222220000927,792.8497155999939,None,"[-0.33333334, -0.35277778, 0.3074074, 0.5555556]","[-0.094444446, -0.30555555, -0.19629629, -0.425]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.372321100003319, 6.819477200013353, 22.647699599998305, 24.15594230001443]",['Click_to_Continue_8'],10.022504860040499,None,815.6775515999761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 3:,stim/Au_ani_00031.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00031.jpg.png,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:11:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:12:07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0477282999782,827.0794600999798,827.0544989999908,None,1.0,15.907074399990961,827.0544989999908,None,4.0,19.548772800015286,827.0544989999908,None,3.0,28.658344199997373,827.0544989999908,None,"[-0.5675926, -0.3398148, 0.50277776, 0.5083333]","[-0.08611111, -0.27962962, -0.21018519, -0.45277777]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.7271573999896646, 9.36451539999689, 18.52264529999229, 20.1952442000038]",['Click_to_Continue_8'],10.02531975999591,None,845.7370593999804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 4:,stim/Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg.png,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:12:07",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:12:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.3239906999806,857.3557429999928,857.3304375000007,None,1.0,32.210419899987755,857.3304375000007,None,3.0,33.362429200002225,857.3304375000007,None,3.0,34.96461389999604,857.3304375000007,None,"[-0.56666666, -0.43888888, 0.49907407, 0.5462963]","[-0.1, -0.30462962, -0.17962962, -0.44907406]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[22.04703290000907, 23.131863399990834, 24.839956100011477, 25.77431670000078]",['Click_to_Continue_8'],10.025594299979275,None,882.3195308999857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
