txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trial_start,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,trial_end,Q1_Slider.response,Q1_Slider.rt,Q1_Slider.started,Q1_Slider.stopped,Q2_Slider.response,Q2_Slider.rt,Q2_Slider.started,Q2_Slider.stopped,Q3_Slider.response,Q3_Slider.rt,Q3_Slider.started,Q3_Slider.stopped,Q4_Slider.response,Q4_Slider.rt,Q4_Slider.started,Q4_Slider.stopped,Q5_Slider.response,Q5_Slider.rt,Q5_Slider.started,Q5_Slider.stopped,Q6_Slider.response,Q6_Slider.rt,Q6_Slider.started,Q6_Slider.stopped,Q7_Slider.response,Q7_Slider.rt,Q7_Slider.started,Q7_Slider.stopped,Q8_Slider.response,Q8_Slider.rt,Q8_Slider.started,Q8_Slider.stopped,Q9_Slider.response,Q9_Slider.rt,Q9_Slider.started,Q9_Slider.stopped,Q10_Slider.response,Q10_Slider.rt,Q10_Slider.started,Q10_Slider.stopped,Q11_Slider.response,Q11_Slider.rt,Q11_Slider.started,Q11_Slider.stopped,Q12_Slider.response,Q12_Slider.rt,Q12_Slider.started,Q12_Slider.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,mouse_2.started,mouse_2.stopped,Click_to_Continue_2.started,Click_to_Continue_2.stopped,Q13_Slider.response,Q13_Slider.rt,Q13_Slider.started,Q13_Slider.stopped,Q14_Slider.response,Q14_Slider.rt,Q14_Slider.started,Q14_Slider.stopped,Q15_Slider.response,Q15_Slider.rt,Q15_Slider.started,Q15_Slider.stopped,Q16_Slider.response,Q16_Slider.rt,Q16_Slider.started,Q16_Slider.stopped,Q17_Slider.response,Q17_Slider.rt,Q17_Slider.started,Q17_Slider.stopped,Q18_Slider.response,Q18_Slider.rt,Q18_Slider.started,Q18_Slider.stopped,Q19_Slider.response,Q19_Slider.rt,Q19_Slider.started,Q19_Slider.stopped,Q20_Slider.response,Q20_Slider.rt,Q20_Slider.started,Q20_Slider.stopped,Q21_Slider.response,Q21_Slider.rt,Q21_Slider.started,Q21_Slider.stopped,Q22_Slider.response,Q22_Slider.rt,Q22_Slider.started,Q22_Slider.stopped,Q23_Slider.response,Q23_Slider.rt,Q23_Slider.started,Q23_Slider.stopped,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,PresstoCont_2.started,PresstoCont_2.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,mouse_6.clicked_name,mouse_6.started,mouse_6.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.908642200025497,1266.6401266999892,1337.156167899986,3.0,14.390228300006129,1266.6401266999892,1337.156167899986,4.0,20.119238600018434,1266.6401266999892,1337.156167899986,3.0,23.91184750001412,1266.6401266999892,1337.156167899986,3.0,28.469836800009944,1266.6401266999892,1337.156167899986,4.0,32.00486090002232,1266.6401266999892,1337.156167899986,3.0,39.89633730001515,1266.6401266999892,1337.156167899986,3.0,43.46570979998796,1266.6401266999892,1337.156167899986,4.0,70.5138033000112,1266.6401266999892,1337.156167899986,5.0,50.067246300022816,1266.6401266999892,1337.156167899986,4.0,55.032380799995735,1266.6401266999892,1337.156167899986,4.0,57.52689309997368,1266.6401266999892,1337.156167899986,"[-0.43425927, -0.44074073, -0.34444445, -0.4425926, -0.4351852, -0.35092592, 0.46388888, 0.44814816, 0.57222223, 0.67777777, 0.57222223, 0.5712963, 0.5712963, -0.2212963, -0.5574074, -0.58055556, -0.43796295, -0.5638889, -0.587963, 0.46388888, 0.45277777, 0.45277777, 0.43703705, 0.45740741, 0.5675926]","[0.38981482, 0.24444444, 0.096296296, -0.05277778, -0.20185184, -0.33796296, 0.3888889, 0.25277779, 0.119444445, -0.05462963, -0.19259259, -0.35740742, 0.08148148, 0.39814815, 0.24907407, 0.10925926, -0.049074072, -0.20185184, -0.36018518, 0.39259258, 0.25555557, 0.085185185, -0.053703703, -0.20648149, -0.44444445]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9.681897099973867, 14.161444599973038, 19.797846599976765, 23.67493619999732, 28.141878599999472, 31.761029699991923, 39.64632649999112, 43.12366129999282, 46.29458329998306, 49.80679939998663, 54.78156360000139, 57.26944239999284, 70.35259389999555, 76.1295809999865, 81.48121959998389, 84.4206193999853, 89.47923289999017, 92.89801039997838, 99.18114219998824, 103.57655169998179, 105.99998709998908, 108.53286749997642, 111.6178932999901, 114.16505059998599, 115.36354249998112]",['Click_to_Continue_2'],0.009963539952877909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.4919024999836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 1:,stim/Tp_D_CNN_S_B_sec00023_sec00022_00044.tif,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/image_based_Tp_D_CNN_S_B_sec00023_sec00022_00044.tif.png,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:21:04",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.9816208999837,None,5.0,76.3824733000074,1337.156167899986,None,2.0,81.73526910002693,1337.156167899986,None,2.0,84.59503900000709,1337.156167899986,None,3.0,89.65451029999531,1337.156167899986,None,2.0,93.07113250001566,1337.156167899986,None,2.0,99.37563530000625,1337.156167899986,None,3.0,103.75538299998152,1337.156167899986,None,3.0,106.19754940000712,1337.156167899986,None,3.0,108.73186890000943,1337.156167899986,None,3.0,111.72733880000305,1337.156167899986,None,3.0,114.36241520001204,1337.156167899986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.4495122999942,1394.4958458999754,1394.474005600001,None,1.0,21.991469700005837,1394.474005600001,None,4.0,22.95087679999415,1394.474005600001,None,1394.474005600001,None,3.0,25.710939599986887,1394.474005600001,None,"[-0.5833333, -0.35555556, 0.50277776, 0.57222223]","[-0.12314815, -0.30185184, -0.2037037, -0.43796295]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[11.806639600021299, 12.76475610001944, 15.547632300003897, 16.62757569999667]",['Click_to_Continue_7'],10.03051743999822,None,1410.1917448999884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 2:,stim/Au_art_30124.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_art_30124.jpg,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:21:53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.1415146999934,1421.1679812999791,1421.1456051999994,None,1.0,16.735149200016167,1421.1456051999994,None,5.0,18.912806500011357,1421.1456051999994,None,1421.1456051999994,None,3.0,22.27042819999042,1421.1456051999994,None,"[-0.5824074, -0.2361111, 0.5, 0.5861111]","[-0.1037037, -0.29814816, -0.2074074, -0.45185184]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.57677970000077, 8.74954419999267, 12.157590999995591, 12.866378600010648]",['Click_to_Continue_7'],10.02373936001095,None,1433.4406990999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 3:,stim/Au_cha_00098.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_cha_00098.jpg,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:21:53",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:22:17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.0487712999748,1444.077807499998,1444.0571679999994,None,1.0,14.79241940000793,1444.0571679999994,None,5.0,18.80899910000153,1444.0571679999994,None,1444.0571679999994,None,3.0,22.498933999973815,1444.0571679999994,None,"[-0.57592595, -0.2611111, 0.49722221, 0.55833334]","[-0.117592596, -0.30555555, -0.19629629, -0.46296296]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.6634945000114385, 8.613101700000698, 12.356350699992618, 13.216279399988707]",['Click_to_Continue_7'],10.01454914000351,None,1456.5749838999764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 4:,stim/Au_cha_30078.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_cha_30078.jpg,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:22:17",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:22:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.3061806999904,1467.3297891999828,1467.3297891999828,None,1.0,14.582949000003282,1467.3297891999828,None,4.0,15.46193079999648,1467.3297891999828,None,1467.3297891999828,None,1.0,19.01183140001376,1467.3297891999828,None,"[-0.5740741, -0.34537038, 0.2888889, 0.2824074, 0.2935185, 0.59074074]","[-0.09907407, -0.28703704, -0.19629629, -0.19814815, -0.19814815, -0.44166666]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4.406317399989348, 5.297541799984174, 6.746214799990412, 7.893187799985753, 8.858123999991221, 9.756875099992612]",['Click_to_Continue_7'],10.032478539971635,None,1476.3477858999977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 5:,stim/Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg.png,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:22:36",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:22:59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.1247584999946,1487.150379300001,1487.1278520999767,None,1.0,19.10397140000714,1487.1278520999767,None,5.0,20.642325799999526,1487.1278520999767,None,1487.1278520999767,None,3.0,21.94528519999585,1487.1278520999767,None,"[-0.59166664, -0.5703704, -0.25925925, 0.5, 0.5777778]","[-0.10277778, -0.1, -0.2935185, -0.19259259, -0.43425927]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7.882610000000568, 8.936173599999165, 10.437062400014838, 11.83217120001791, 12.568586400011554]",['Click_to_Continue_7'],10.024513960001059,None,1499.1001524999738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 6:,stim/Tp_D_CNN_S_N_ani10198_ani10197_12407.jpg.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CNN_S_N_ani10198_ani10197_12407.jpg.png,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:22:59",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:23:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.7460925999912,1509.7817868999846,1509.7559633999772,None,1.0,18.40232009999454,1509.7559633999772,None,4.0,19.249985400005244,1509.7559633999772,None,1509.7559633999772,None,3.0,20.616705000022193,1509.7559633999772,None,"[-0.57592595, -0.35925925, 0.49074075, 0.5555556]","[-0.11388889, -0.29444444, -0.19074073, -0.43148148]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[8.252602699998533, 9.111757500009844, 10.499984299996868, 11.296498700015945]",['Click_to_Continue_7'],10.017950659996131,None,1520.3919212999754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 7:,stim/Tp_D_CRD_S_N_ind00029_ind00088_00444.tif.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CRD_S_N_ind00029_ind00088_00444.tif.png,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:23:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:23:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.09440859998,1531.110264499992,1531.110264499992,None,2.0,19.16908659998444,1531.110264499992,None,4.0,20.078085100016324,1531.110264499992,None,1531.110264499992,None,1.0,21.22675899998285,1531.110264499992,None,"[-0.3314815, -0.34814814, 0.31388888, 0.5842593]","[-0.09907407, -0.29537037, -0.19814815, -0.43425927]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[9.041073900007177, 9.892403299978469, 11.10029649999342, 11.922078400006285]",['Click_to_Continue_7'],10.000023460015655,None,1542.3509334999835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 8:,stim/Au_cha_30543.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_cha_30543.jpg,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:23:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:24:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.0503806999768,1553.0775125999935,1553.0561200999946,None,2.0,25.627148699975805,1553.0561200999946,None,3.0,26.74417039999389,1553.0561200999946,None,1553.0561200999946,None,1.0,28.115522999985842,1553.0561200999946,None,"[-0.2851852, -0.3101852, -0.33703703, -0.44722223, 0.29074073, 0.5407407]","[-0.096296296, -0.08240741, -0.09259259, -0.30648148, -0.21388888, -0.4425926]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[11.672502900008112, 14.573253800015664, 15.486380100017413, 16.56676940000034, 17.97798330002115, 18.759946000005584]",['Click_to_Continue_7'],10.02031215999159,None,1571.1973892999813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 9:,stim/Tp_D_CRD_S_N_sec00003_sec00007_00023.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Tp_D_CRD_S_N_sec00003_sec00007_00023.tif,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:24:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:24:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.8552962999966,1581.8774577000004,1581.8548965999798,None,1.0,16.620152899995446,1581.8548965999798,None,5.0,18.129187699989416,1581.8548965999798,None,1581.8548965999798,None,1.0,20.14445419999538,1581.8548965999798,None,"[-0.5925926, -0.5638889, -0.2537037, 0.3287037, 0.5425926]","[-0.108333334, -0.10462963, -0.28611112, -0.19814815, -0.45]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[5.439653899986297, 6.454775199992582, 7.991486099985195, 9.989687499997672, 10.816402199998265]",['Click_to_Continue_7'],10.017674660019111,None,1592.0355647999968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 10:,stim/Au_ind_00022.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_ind_00022.jpg,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:24:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:24:53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.7095078999992,1602.725411099993,1602.7027131999785,None,1.0,15.495165800006362,1602.7027131999785,None,5.0,18.403947600018,1602.7027131999785,None,1602.7027131999785,None,1.0,20.7544074000034,1602.7027131999785,None,"[-0.5861111, -0.2361111, 0.2824074, 0.30462962, 0.57592595]","[-0.097222224, -0.29814816, -0.20185184, -0.18703704, -0.43611112]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[5.367141800001264, 8.250183799973456, 9.648961599974427, 10.654293300001882, 11.48446249999688]",['Click_to_Continue_7'],10.011711260012817,None,1613.4961438999744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 11:,stim/Au_art_30396.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Au_art_30396.jpg.png,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:24:53",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:25:15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.2285231999995,1624.2591149999935,1624.2377701999794,None,2.0,18.11314339999808,1624.2377701999794,None,4.0,18.997650000004796,1624.2377701999794,None,1624.2377701999794,None,1.0,20.250914800009923,1624.2377701999794,None,"[-0.32962963, -0.34907407, 0.2962963, 0.5277778, 0.537037]","[-0.096296296, -0.28796297, -0.19074073, -0.4027778, -0.42962962]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7.932790199993178, 8.791863199992804, 10.129141499986872, 10.827215199999046, 11.437207299983129]",['Click_to_Continue_7'],10.025114260002738,None,1634.508099699975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 12:,stim/Tp_D_CRN_M_N_cha00035_cha00040_11732.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CRN_M_N_cha00035_cha00040_11732.jpg.png,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:25:15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:25:34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.7143934999767,1645.7428731999826,1645.7207693999808,None,1.0,16.380514299991773,1645.7207693999808,None,4.0,17.335852899996098,1645.7207693999808,None,1645.7207693999808,None,3.0,18.529397400008747,1645.7207693999808,None,"[-0.5648148, -0.34814814, 0.49907407, 0.56203705]","[-0.106481485, -0.29907408, -0.20462963, -0.4537037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.234283400001004, 7.1894273000070825, 8.374148200004129, 9.154656600003364]",['Click_to_Continue_7'],10.024000660021557,None,1654.2894556999963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
Question 13:,stim/Tp_D_CRN_M_N_cha00094_cha00086_11501.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CRN_M_N_cha00094_cha00086_11501.jpg.png,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:25:34",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friday, July 22, 2022 11:25:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.9181634999986,1664.9410210999777,1664.919169699977,None,1.0,15.912243700004183,1664.919169699977,None,5.0,17.168058800016297,1664.919169699977,None,1664.919169699977,None,3.0,19.414963300019735,1664.919169699977,None,"[-0.5703704, -0.24351852, 0.52037036, 0.5009259, 0.5509259]","[-0.09351852, -0.30555555, -0.18055555, -0.19259259, -0.45277777]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[5.76958929997636, 6.996728700003587, 8.742377799993847, 9.303666699997848, 10.335436800000025]",['Click_to_Continue_7'],10.01610976003576,None,1674.3639676999883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2022-07-22_11h00.20.625,CSVTrial,2022.1.3,59.91342509714565,
