Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?
5,text,no,0.553829427,0.578066648,0.539370954,0.561623813,0.256353331,-14085.0176,148761.5653,127446.9165,8466.355086,36.1305,-0.866804015,-0.379070746,0.474794455,0.916586998,0.600770335,0.128081712,19.4751434,-105.2552581,103.1739962,0.0001825,0.2,4.152707143,79.0754717,781.1320755,2,37.0875041,5,37.6739593,1,40.9757078,1,0
5,text,no,0.349545591,0.454755333,0.349685616,0.370442552,0.259602871,-14153.30221,148557.2972,127433.9881,8256.054545,36.26003394,-0.864799842,-0.378706068,0.478707644,0.915242711,0.595026025,0.128428804,19.78486998,-105.3443656,103.0669819,0.0002115,0.13333325,4.512043137,78.45454545,769.6969697,1,47.3212639,2,49.5923231,2,50.9191009,1,0
5,text,no,0.519325765,0.299379629,0.50229407,0.280540824,0.263956587,-14242.13606,147654.6713,126915.8841,7805.193098,36.4324375,-0.870845082,-0.121520492,0.279303527,0.913611977,0.596494215,0.195376812,29.98032787,-111.1762295,96.13442623,0.000146429,0.095238286,7.605384354,66.825,1179,1,31.5683929,3,33.4822648,3,46.9141964,1,1
5,text,no,0.550930079,0.342195435,0.538868263,0.316496398,0.26762088,-14314.79504,145602.1325,125960.5737,7265.245392,36.52079468,-0.911758028,-0.438308486,0.33131422,0.848688863,0.579492503,0.145435464,20.06307339,-111.5229358,102.5424312,4.13E-05,0.088889,6.360813333,72.65789474,943.1578947,1,30.1078068,5,32.4948297,1,33.9815152,0,0
5,text,no,0.647639226,0.805810652,0.612560973,0.634848738,0.27013094,-14363.3752,145516.8571,125930.6519,7209.958442,36.55674678,-0.909815824,-0.440403372,0.334491569,0.912673152,0.592552219,0.138732591,19.63035019,-111.2101167,102.6964981,3.95E-05,0.1,4.50127766,77.38461538,785.6410256,2,17.1782333,4,26.5861753,1,28.5423037,0,1
5,text,no,0.394347747,0.486534075,0.398132503,0.412989031,0.272489563,-14408.21432,145401.6577,125855.8273,7150.357808,36.58907167,-0.907732235,-0.441808445,0.339126674,0.90269413,0.591578947,0.141065147,19.74665294,-111.1215242,102.7662204,0.00018375,0.0833335,4.520003419,76.81632653,789.3877551,2,34.7773184,5,36.1706347,1,37.7636434,1,0
5,text,no,0.433198943,0.623360795,0.44674151,0.596507004,0.275768936,-14469.21524,145267.9956,125757.6418,7055.586813,36.62788862,-0.906284149,-0.442322863,0.342720234,0.917592403,0.599809211,0.13729362,19.7027027,-111.0496713,102.8699781,0.000102333,0.088889,5.645676364,78.46478873,765.6338028,1,49.4306936,2,50.2724446,2,54.1731342,1,0
5,text,no,0.416563755,0.465575212,0.407550378,0.48083751,0.279206953,-14531.72585,145136.859,125764.0312,6988.605237,36.6562691,-0.908269076,-0.441507028,0.338589357,0.902675703,0.599006024,0.145669841,19.92871486,-111.3634538,102.748996,0.00022325,0.066667,5.37012,78.58823529,781.9607843,1,28.8422202,3,33.4255555,3,39.0871039,1,1
5,text,no,0.685168028,0.242480751,0.672087021,0.233237621,0.282175089,-14584.39953,146102.22,126372.0854,7222.999194,36.67443733,-0.856031325,-0.391806426,0.441911647,0.785960611,0.467306947,0.283152931,20.97991968,-107.5172691,101.6064257,7.55E-05,0.1666665,2.961584667,79.01666667,836,2,42.8119281,3,45.8382683,1,48.8094223,1,0
5,text,no,0.459963455,0.517447276,0.444072919,0.482425189,0.285565942,-14643.31227,145214.0789,126167.6873,7008.646057,36.68258284,-0.882610714,-0.428388393,0.402889286,0.866373214,0.730315364,0.159276119,19.27857143,-107.9919643,101.2589286,0.000232,0.066667,2.140626471,80.5,771.7241379,1,41.1360089,5,41.9888522,3,44.7070309,1,1
5,text,no,0.561941211,0.58633923,0.548117388,0.557088764,0.287379016,-14674.24518,144525.7922,125791.9809,6801.559915,36.6589021,-0.902731501,-0.429783298,0.363893235,0.905269556,0.577178112,0.13745172,18.73678647,-108.7061311,100.6744186,5.30E-05,0.066667,1.54837807,84.13461538,723.8461538,2,33.0349501,5,36.3614577,1,33.9076997,1,0
5,text,no,0.500301915,0.29870237,0.488597183,0.263333851,0.288575284,-14694.427,144557.1008,125770.2682,6808.269767,36.63985641,-0.900208655,-0.430613601,0.369599691,0.896578053,0.604979592,0.14145977,18.78825348,-108.5301391,100.763524,6.60E-05,0.066667,0.610794872,79.06060606,770.9090909,1,13.212737,5,15.2260672,1,18.0207012,1,1
5,text,no,0.626751883,0.530453802,0.501811651,0.499837977,0.28959125,-14711.43247,144468.3223,125662.9451,6753.413004,36.57268882,-0.899221715,-0.429394161,0.37257573,0.921423358,0.59961418,0.13410628,19.26642336,-109.1569343,100.8010949,0.0002075,0.1,3.115534848,79,775.4385965,1,28.6132882,4,40.8424563,1,42.808025,0,0
5,text,no,0.397103301,0.26901219,0.389071052,0.229597701,0.290767979,-14730.98164,145305.9597,126109.6597,6747.454839,36.59641711,-0.92687299,-0.295440514,0.214194534,1.329009646,0.845449111,-0.140897181,27.46302251,-113.7154341,94.67202572,0.000258,0.066667,2.107166667,73.42105263,1303.157895,2,20.6618311,5,22.4043991,1,23.4496269,1,0
5,text,no,0.576240138,0.460837123,0.557822327,0.437149599,0.293089923,-14769.06053,144306.7889,125552.4831,6460.489663,36.6396129,-0.959362649,-0.433435396,0.182218241,0.898369164,0.601514161,0.140264501,24.31487514,-115.4625407,94.81107492,0.0002335,0.1166665,3.873086607,78.46808511,771.0638298,1,26.43736,4,30.9789582,2,33.6690358,0,0
5,text,no,0.610098108,0.390241884,0.599529294,0.344807853,0.296956184,-14831.17815,144177.5971,125493.3626,6393.399793,36.70067577,-0.958626159,-0.436763131,0.178861998,0.898129763,0.608188211,0.146197802,24.2523172,-115.4057673,94.70545829,0.000255,0.1,4.486022222,80.21153846,751.5384615,1,34.2830784,4,35.654921,1,37.9936145,0,1
5,text,no,0.405196193,0.518826509,0.397179419,0.478301826,0.306728777,-14980.41466,143941.1439,125378.2962,6264.46093,36.88747386,-0.947233859,-0.387736816,0.115385165,0.903488659,0.679822349,0.123684021,25.45243963,-115.1217348,93.62198127,0.0001308,0.0800002,1.856504082,79.41,809.8,,,,,,,,
6,converstational,no,0.256152838,0.548430299,0.25956136,0.489251385,0.315355674,-15106.08916,144327.3547,125519.1026,6290.100671,36.99456013,-0.885053589,-0.409636973,0.344064115,0.848470307,-0.095309179,0.315938614,25.10813397,-110.64689,99.22488038,0,0,1.798415079,79.83673469,847.3469388,1,26.6385735,5,37.1315384,1,39.3602865,1,0
6,converstational,no,0.289287746,0.386629108,0.276611545,0.364146185,0.318392898,-15148.43242,145647.9194,126112.282,6589.617266,37.00660476,-0.805041607,-0.370905308,0.574322812,0.914491379,0.562648844,0.136496195,26.21807747,-105.1018651,104.3314204,0.0001125,0.133333,2.083363095,75.82352941,818.8235294,1,23.1456209,5,25.0338449,1,26.1872703,1,0
6,converstational,no,0.46451794,0.412411178,0.452313385,0.404748012,0.321210561,-15186.94866,145708.7115,126177.389,6671.957567,36.9833785,-0.792744186,-0.373959831,0.589482734,0.8929105,0.558342068,0.135879234,26.10500352,-104.7963354,104.7075405,0.000256,0.066667,2.90065614,77.47826087,820.8695652,2,43.4196169,2,45.6030285,3,56.7260441,0,1
6,converstational,no,0.333504859,0.300626876,0.318485503,0.273812965,0.324899429,-15236.37654,143129.1845,125169.7155,6117.478715,37.01168227,-0.844264137,-0.427389881,0.477049107,1.098697761,0.819771084,-0.07758618,26.99702381,-112.4166667,99.52306548,0.000203,0.133333,1.514657669,76.578125,830,1,49.8158181,2,50.6396906,3,52.2828568,0,0
6,converstational,no,0.295990608,0.399882409,0.288115424,0.364773938,0.329907732,-15301.72584,143564.531,125288.3554,6115.406124,37.08076064,-0.846289157,-0.376453815,0.45937992,0.647967794,0.606440389,0.360681818,26.90682731,-111.1871486,99.83212851,0.000363,0.066667,0.72224,75.52727273,901.0909091,2,41.0485881,3,44.917993,1,46.8233336,1,1
6,converstational,no,0.293015415,0.362308301,0.283107907,0.325939314,0.334711879,-15362.6159,143691.5576,125350.8569,6147.696546,37.10502717,-0.857897457,-0.421541427,0.459855619,0.90604758,0.577127677,0.138686684,24.60869565,-110.5758819,100.8613618,0.00026,0.133333,1.570404762,82.41538462,753.8461538,1,36.3204743,5,44.8932966,1,39.5792383,1,0
6,converstational,no,0.384698803,0.468948955,0.375174024,0.444866282,0.339669593,-15423.5858,144613.7656,125712.3363,6388.771429,37.1316432,-0.811660336,-0.320002191,0.569463842,0.821451023,0.466851331,0.219685671,24.09276844,-105.1241782,103.9196494,0.0001146,0.0933334,3.762521687,64.42553191,1152.340426,1,41.984687,3,48.1321108,3,52.6226199,0,1
6,converstational,no,0.493999162,0.545480057,0.48106251,0.531121868,0.344161706,-15477.41288,144145.7593,125542.3012,6323.966066,37.10896503,-0.794719873,-0.391128964,0.576567653,1.19428526,0.667445037,-0.080598698,27.82241015,-108.1680761,100.5317125,6.00E-05,0.066667,2.320914912,77.53191489,801.7021277,2,23.6657851,3,24.8630631,3,37.4115234,1,0
6,converstational,no,0.537650262,0.323068536,0.527095062,0.300051795,0.346786358,-15508.19316,143630.8004,125407.9469,6196.152866,37.13859441,-0.830575949,-0.438972574,0.480962025,0.195362869,0.956917927,0.142893013,24.45780591,-108.6097046,99.35021097,0,0,2.226312281,80.58333333,803.3333333,1,12.5061492,5,15.6722246,1,17.6433535,1,1
6,converstational,no,0.423142158,0.505181399,0.410802011,0.487340846,0.34918252,-15535.87019,143223.9252,125212.1468,6081.128058,37.1489,-0.855639368,-0.488860632,0.403847701,0.894854885,0.527249637,0.146009036,20.6795977,-107.9727011,98.69109195,0.000161,0.066667,2.227684524,78.47058824,810.5882353,2,16.5298303,4,22.5870595,1,27.6745315,0,1
6,converstational,no,0.378466461,0.356056738,0.364945487,0.321455108,0.352205795,-15570.26613,143901.2581,125367.15,6178.53871,37.20123404,-0.897197432,-0.326532905,0.410454254,0.85431562,0.781479871,0.438986928,24.11075441,-110.0304976,98.39486356,0,0,0.99142,69.54545455,1130.909091,1,17.7533034,5,18.8782845,1,23.4240438,1,1
6,converstational,no,0.389521759,0.418438875,0.381258966,0.374853716,0.354913787,-15600.56719,143340.4077,125007.1779,6053.687919,37.1999558,-0.881033501,-0.421586265,0.418329983,1.039485762,0.581205042,0.029345196,22.14907873,-109.5041876,97.90452261,0,0,0.420511111,76.2,802.6666667,1,15.1020651,4,19.388241,1,22.672891,1,1
6,converstational,no,0.429702622,0.492141771,0.423650315,0.455772326,0.357329913,-15627.22681,143152.286,125055.0596,6014.652632,37.16195954,-0.880968586,-0.423914485,0.416547993,0.888132867,0.594021164,0.142507407,22.18150087,-109.5602094,97.83944154,0.000378,0.1,1.706071014,84.3125,707.5,2,16.6379046,5,20.8608347,1,21.8426078,1,0
6,converstational,no,0.575510683,0.529690992,0.516463909,0.506415286,0.359620458,-15652.16761,143033.998,125069.1915,5991.239919,37.14355705,-0.879609658,-0.428156942,0.415891348,0.888303823,0.552688259,0.132547771,22.02816901,-109.5513078,97.87927565,0.000552,0.133333,4.344868333,83.85185185,731.8518519,1,15.6864425,4,17.574882,3,18.5946958,0,0
6,converstational,no,0.518767021,0.333890047,0.505742853,0.296012078,0.362060773,-15678.38055,143078.6167,125101.6539,6022.774793,37.1107483,-0.876212152,-0.432358393,0.418552008,0.885291452,0.567520124,0.136756257,22.02059732,-109.4067971,97.869207,6.60E-05,0.1,3.663608475,81.52,768.8,1,26.020191,1,30.6757081,2,32.8103606,1,0
6,converstational,no,0.407192341,0.320941851,0.393597926,0.286709016,0.364400259,-15703.19952,142988.205,125076.6801,6004.670498,37.08598089,-0.874271511,-0.441294455,0.414671128,0.879449331,0.574678295,0.131850806,21.73231358,-109.1625239,97.96175908,0,0,2.411165079,82.37931034,724.137931,1,14.0486218,4,17.9721657,1,19.0776789,1,1
6,converstational,no,0.414592304,0.391728808,0.402787997,0.343591943,0.366881341,-15729.13955,143149.5921,125145.1123,6043.923225,37.08805696,-0.863291587,-0.460953155,0.416919694,0.871685824,0.569354127,0.127942403,21.2791587,-108.6338432,98.10994264,0,0,0.857507143,78.50943396,791.6981132,2,24.1595005,2,26.6313794,1,38.7154959,1,1
6,converstational,no,0.392896265,0.579013869,0.385316007,0.543974618,0.36964529,-15757.67239,142895,124801.2604,6017.083453,37.06757619,-0.864014347,-0.462866571,0.413800574,0.890724534,0.587135642,0.133693233,21.07890961,-108.5136298,98.05595409,0,0,0.240757143,84.23076923,711.7948718,1,16.9259919,5,19.1050201,1,26.2202039,0,0
6,converstational,no,0.403811413,0.466741657,0.390331296,0.416991053,0.377885012,-15839.6501,142623.0936,124748.6902,5973.54516,37.01800134,-0.880279774,-0.570475575,0.20423698,0.86315206,0.601952313,0.178955608,18.26402907,-109.5914413,96.16330238,0.001057,0.1,0.387972408,79.72649573,842.5641026,,,,,,,,
7,feature,no,0.526154936,0.404747757,0.510894265,0.368773212,0.391512123,-15968.79569,143388.6101,125201.8621,6287.796822,37.01875094,-0.818849462,-0.39598755,0.52211545,0.878588202,0.430134593,0.212224538,21.92642898,-107.3520091,97.66440294,5.00E-06,0.066667,1.180976526,72.44736842,928.9473684,1,53.2844699,4,55.5889222,3,69.6825152,1,1
7,feature,no,0.508928278,0.564113691,0.481272735,0.500228022,0.400533765,-16049.48507,143121.5222,125025.001,6270.832472,37.05695904,-0.806294542,-0.446897013,0.523202884,0.880027979,0.579237945,0.140885993,21.32749743,-107.9104016,97.16477858,0,0,0.434352542,76.5,920,1,22.7810223,4,23.6181749,3,38.4865486,0,0
7,feature,no,0.420939943,0.488994045,0.410623195,0.452882711,0.405792766,-16094.78954,142900.8716,124927.9343,6224.513433,37.09936634,-0.8036875,-0.449282738,0.525922619,0.884490255,0.569977376,0.147112179,21.32738095,-107.733631,97.05654762,0.000282,0.066667,1.334155556,84.5,715.7894737,1,16.7426129,4,21.733723,3,26.074864,1,1
7,feature,no,0.608344968,0.648316753,0.592189228,0.617064132,0.408940494,-16121.34509,142855.8119,124955.334,6233.489443,37.15184177,-0.8058413,-0.450661568,0.522240918,0.873954111,0.590527132,0.144305955,21.14722753,-107.4225621,96.99808795,0,0,0.736647619,85.10714286,734.2857143,1,15.5038088,4,18.7195716,1,20.4982511,1,1
7,feature,no,0.473191431,0.617780763,0.458989467,0.582826724,0.411837286,-16145.40963,142776.1784,124917.7856,6220.630216,37.18643128,-0.804766141,-0.453189383,0.521832138,0.900258621,0.605669578,0.113075617,21.08177905,-107.0932568,96.95982783,0,0,0.31865119,85.20512821,711.7948718,2,20.6186573,2,23.6755312,1,26.7588632,1,0
7,feature,no,0.440338756,0.494456115,0.430192455,0.468707085,0.414457919,-16166.8849,142696.8705,124882.1525,6211.238849,37.25885714,-0.800569584,-0.382361549,0.477117647,1.968270893,0.947406433,0.962295666,23.54375897,-107.4375897,95.96700143,0,0,0.119909524,74.64285714,1004.285714,1,22.8639464,3,23.6888166,3,26.8198386,1,0
7,feature,no,0.405529962,0.322213287,0.389336011,0.280755787,0.41639476,-16182.59551,143007.0911,124973.3363,6209.357268,37.25101156,-0.878451049,-0.360468531,0.469825175,0.258160777,0.338664298,-0.872241379,25.03146853,-111.0157343,97.02797203,0,0,0.048610145,63.375,1405,1,14.5252795,5,20.9277725,1,22.201747,1,1
7,feature,no,0.287616586,0.583610901,0.28069996,0.534806783,0.417931291,-16194.95034,142287.4756,124605.2187,6061.065817,37.20355634,-0.873325581,-0.35882241,0.479471459,0.867447983,0.532785106,0.160681514,25.1205074,-110.9577167,97.15433404,0,0,0.02315614,66.58823529,1065.882353,1,15.4321924,4,16.6887423,1,18.0821588,0,0
7,feature,no,0.562952184,0.667227887,0.547802809,0.626638934,0.419311237,-16205.96646,142185.9636,124662.6513,6052.145594,37.19861006,-0.867271511,-0.363369025,0.486464627,0.732773512,0.49877821,0.229631791,24.59273423,-110.416826,97.52963671,0,0,0.011577778,58.15384615,1707.692308,2,17.8157262,4,18.6259026,1,19.6998891,0,1
7,feature,no,0.410314269,0.504369994,0.415988238,0.47552103,0.422274257,-16229.35764,142341.9076,124666.2057,6097.464316,37.22181944,-0.869433473,-0.368819247,0.479891213,0.865903523,0.595327426,0.148329148,22.88117155,-109.4502092,97.84351464,0,0,0.003788276,71.36,920.8,1,42.6822881,3,44.8624411,3,46.9847337,1,0
7,feature,no,0.484946724,0.635210902,0.476240165,0.602876781,0.424923095,-16250.03175,142198.5966,124438.2951,6081.165605,37.19975524,-0.875663848,-0.373877378,0.465832981,0.875104255,0.566587983,0.146327473,22.7167019,-109.9238901,97.88160677,0,0,0.001061404,57.18181818,1810.909091,1,16.277384,5,17.2037894,1,18.2862575,1,1
7,feature,no,0.477949638,0.560320644,0.466489737,0.527170393,0.427102595,-16266.81394,142091.3453,124499.7397,6070.471678,37.20610108,-0.874638436,-0.373381107,0.46810532,0.899504918,0.567830416,0.139764032,22.53963084,-109.441911,97.95656895,0,0,0.000417117,71.31578947,970.5263158,2,25.5852917,3,33.5361679,1,35.0325664,1,0
7,feature,no,0.444021841,0.950593241,0.434129123,0.890163668,0.431218149,-16298.07374,142075.1764,124523.9056,6023.194444,37.26160274,-0.909963989,-0.39749169,0.377934903,0.876566064,0.752672316,0.083076369,22.70498615,-111.4307479,96,0,0,0.000131034,64,1208.333333,1,20.2826199,3,21.1594853,3,22.9450154,0,0
7,feature,no,0.311082828,0.363242534,0.300946951,0.319968575,0.434417227,-16321.97789,141963.3264,124394.775,6002.46814,37.2775,-0.901003886,-0.402484456,0.394896373,0.902786736,0.561076823,0.134934156,22.74222798,-111.0906736,96.28497409,0.000231,0.066667,1.14541828,78.53658537,751.2195122,2,16.3344075,4,17.0099268,1,28.9568221,0,1
7,feature,no,0.556268126,0.592997065,0.540188656,0.572112511,0.4368111,-16339.63059,141989.854,124428.3221,6047.937919,37.26909392,-0.896731993,-0.403623116,0.402973199,0.882879195,0.548101868,0.156796396,22.76046901,-110.9128978,96.47906198,0,0,0.576113699,74.625,976.6666667,1,17.1580367,1,21.6769276,2,22.7023751,1,0
7,feature,no,0.392819741,0.448933677,0.387456716,0.415411933,0.438967905,-16355.36437,142014.6589,124374.0713,6053.182946,37.26933333,-0.893394127,-0.402188563,0.411684699,0.898418605,0.552098592,0.141522388,22.92272025,-110.8021638,96.55023184,0,0,0.240328205,73.93333333,852,1,12.9559608,5,21.6259956,1,23.1715171,1,1
7,feature,no,0.358345383,0.607696,0.3406342,0.559520344,0.441379825,-16372.77813,142071.6037,124477.9597,6096.456221,37.25827757,-0.894274083,-0.398131881,0.412866972,0.972069124,0.616297773,0.1214847,23.4896789,-111.712156,96.47821101,0,0,0.085181905,75.26315789,933.6842105,1,27.8577464,4,19.4437247,3,30.9926002,1,0
7,feature,no,0.355686919,0.446753074,0.339674141,0.411930984,0.444421092,-16394.4682,142099.4088,124477.2399,6122.435701,37.31123418,-0.89306705,-0.397727969,0.415318008,0.819978927,0.540434442,0.138898785,24.72413793,-112.5517241,96.24329502,0,0,0.030820635,70.45,1032,1,15.4168645,2,16.7593769,2,20.68539,0,1
7,feature,no,0.387270426,0.435961549,0.375107795,0.405886419,0.4537303,-16458.69591,143615.7574,125013.7696,6416.990636,37.40283318,-0.885275813,-0.498178218,0.327745686,0.823254746,0.608196459,0.115810795,21.7261669,-111.138331,97.63168317,0.0003215,0.066667,0.572174239,75.16025641,902.5641026,,,,,,,,
