Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?
4,image,no,0.617552522,0.23973632,0.53117318,0.199199827,0.106351166,-6387.789358,136307.4688,99263.96781,5550.110664,37.12964901,-0.39414257,-0.992580321,-0.103927711,0.938196356,0.526753036,0.163422131,-4.134538153,-94.91365462,90.1064257,6.06E-05,0.088889,28.68933833,46.61111111,1197.777778,2,16.9478409,4,17.7477268,1,19.317429,0,0
4,image,no,0.499301239,0.374805869,0,0,0.106028263,-6347.754922,136053.0058,99246.97697,5553.261036,37.07603822,-0.383172414,-0.993727969,-0.125733716,0.753137331,0.431314779,0.002237911,-4.666666667,-93.8045977,89.17241379,0.000109417,0.122222333,27.67646667,51.85714286,1457.142857,2,17.3087219,3,18.0932866,1,19.2991714,0,1
4,image,no,0.574073128,0.430248547,0.548980943,0.467373484,0.105618038,-6296.487069,136720.3397,99801.87898,5625.726115,36.98813986,-0.381807611,-0.994422833,-0.131048626,0.913577495,0.536816631,0.156783726,-4.490486258,-93.78012685,88.15010571,0.000188,0.133333,23.17527719,48.92307692,1556.923077,1,15.8753496,4,16.829335,3,17.9488953,1,1
4,image,no,0.766962389,0.840781077,0.729198777,0.891917731,0.105157544,-6238.495376,136593.1588,99837.4519,5683.337808,36.92719259,-0.391625,-0.991555804,-0.127441964,0.951973214,0.571053933,0.196670561,-4.493303571,-94.23214286,88.36383929,7.75E-05,0.1,15.8509,45.66666667,1480,1,14.1039215,3,14.9333714,1,17.7791013,1,1
4,image,no,0.46021491,0.43467781,0.504258601,0.487987099,0.104398758,-6141.639397,136327.4043,100097.8659,5639.769194,36.78016745,-0.401005198,-0.989872873,-0.105894612,0.898103742,0.540589021,0.106540984,-4.313327032,-94.9489603,90.01890359,6.75E-05,0.129166719,17.86951797,51.44067797,1408.813559,,,,,,,,
5,feature,yes,0.503800128,0.406710553,0.549296232,0.381235198,0.109009374,-6674.615621,136651.7566,101658.5023,5621.094574,36.59977436,-0.411944444,-0.978697531,-0.104587963,0.780486781,0.524062112,0.092674016,-4.615008157,-96.69907407,89.60030864,0.005366571,0.161904714,26.98088462,43.1,2632,,,,,,,1,1
5,feature,yes,0.347763168,0.384539694,0.325081677,0.379218847,0.107360929,-6511.473047,133415.4333,100378.3653,5505.752778,36.49894954,-0.377720222,-0.999127424,-0.081198061,1.033356944,0.637903766,0.128934566,-4.158113731,-95.09972299,89.1565097,5.07E-05,0.096296556,20.17833103,44.21428571,2068.571429,1,23.6309263,3,24.6736209,3,25.7107035,0,0
5,feature,yes,0.392706445,0.389225107,0.359772544,0.384278505,0.106897252,-6455.011485,133064.5874,100102.0448,5509.446188,36.44164444,-0.405700893,-0.989354911,-0.091292411,0.884881166,0.436142212,0.1247669,-4.4375,-95.22544643,90.65848214,6.72E-05,0.1333334,19.29088889,50.92857143,1257.142857,1,24.675487,3,25.8945039,1,27.9465263,1,0
5,feature,yes,0.477462149,0.410960763,0.439799885,0.409772749,0.106408157,-6394.844558,132995.5777,99930.11335,5513.096892,36.43176506,-0.404813528,-0.989968921,-0.089325411,0.860589319,0.557938318,0.085237383,-4.460694698,-94.57586837,89.87568556,8.25E-05,0.1444445,17.83822727,46.21428571,1614.285714,1,15.1564003,3,16.3664737,3,17.1729508,1,1
5,feature,yes,0.494692527,0.230882575,0.451944901,0.236957645,0.105981144,-6341.872029,133117.361,99885.33857,5532.558296,36.38837037,-0.40215625,-0.990450893,-0.095582589,0.837749441,0.454640271,0.100609195,-4.470982143,-94.27008929,89.13839286,3.18E-05,0.13333325,14.43577407,42.36363636,1596.363636,2,16.9631232,3,18.3122231,3,20.9866976,1,0
5,feature,yes,0.355827392,0.354620515,0.323081893,0.33954058,0.105765906,-6314.997155,134530.0119,100503.3627,5648.51194,36.36115764,-0.373072917,-0.999001488,-0.109139881,0.807622388,0.561036145,-0.031434389,-4.269345238,-93.30505952,88.47767857,0.000144077,0.179487231,18.62639012,47.5,1597.142857,1,15.0517937,3,16.2587037,3,17.3407895,0,0
5,feature,yes,0.490291572,0.551496927,0.478093156,0.54558258,0.105733861,-6310.991977,136860.2148,101760.4614,5778.466443,36.31338889,-0.352489967,-1.006374582,-0.118884615,0.924355219,0.530318644,0.131837651,-4.190635452,-92.7458194,87.90133779,9.41E-05,0.1133335,24.6740589,46.33333333,1904,2,23.4800826,4,24.3790993,3,26.1894611,0,1
5,feature,yes,0.628188837,0.946736373,0.567510619,0.920356337,0.105714641,-6308.602907,135585.4011,101053.0088,5719.935201,36.2859711,-0.365865385,-1.002486014,-0.108666084,0.925203866,0.54721164,0.175679012,-4.194055944,-93.08216783,88.1958042,0.0001207,0.1266666,26.62359275,36.55555556,2524.444444,1,18.1227576,3,20.3114026,3,21.4849572,1,0
5,feature,yes,0.470897849,0.486108887,0.452708638,0.574854076,0.105663287,-6302.183223,135371.8577,100893.983,5681.324841,36.26858451,-0.371654008,-1.001548523,-0.098208861,0.939860759,0.578732484,0.120826552,-4.139240506,-93.60126582,88.97046414,5.11E-05,0.123809714,23.91122632,30,2422.857143,1,19.5488147,3,20.1997267,3,22.4719289,1,1
5,feature,yes,0.382855035,0.521574409,0.355202878,0.530080777,0.105541147,-6286.854982,135855.3964,101191.4085,5696.686117,36.23554305,-0.382688129,-0.99815493,-0.087700201,1.011665996,0.823415822,0.203098765,-4.056338028,-94.94969819,90.64788732,0.000104,0.161904714,22.92521167,40.5,1796.666667,2,14.3242552,4,17.2875774,3,18.3905494,1,0
5,feature,yes,0.61867808,0.478765137,0.594533278,0.510318604,0.105624562,-6297.321678,134727.1019,100281.372,5623.594787,36.22144094,-0.384915094,-0.99742217,-0.077129717,0.710668246,0.277859524,0.005490476,-5.087264151,-93.42688679,90.12971698,7.19E-05,0.123809714,22.79816078,40.125,1825,2,17.2652656,4,18.052741,3,18.9797469,0,1
5,feature,yes,0.454426276,0.433711778,0.417226262,0.453029415,0.105438906,-6273.828042,136521.6227,101254.13,5653.510989,36.15463253,-0.396846435,-0.947146252,-0.206963437,0.448645872,0.03707963,0.377366171,-5.559414991,-95.20292505,86.16636197,0.000135615,0.143589769,25.57685,33.9,2320,1,14.3045765,4,15.330139,3,16.372806,1,1
5,feature,yes,0.621715438,0.485272064,0.600060533,0.522376222,0.105929258,-6335.377937,136608.1043,101433.9194,5705.066351,36.13474219,-0.421191489,-0.980484634,-0.118817967,0.97736342,0.19617619,-0.04796875,-4.924349882,-95.46099291,87.20567376,8.30E-05,0.114814944,38.45468039,37.625,1840,1,15.3192652,4,15.9842723,3,20.1302287,1,1
5,feature,yes,0.478066751,0.303092427,0.455414406,0.298825301,0.106687644,-6429.2277,136104.5153,101211.2972,5681.898611,36.15346789,-0.401065097,-0.989639889,-0.109415512,0.88283032,0.574991513,0.117464748,-4.506925208,-95.62880886,87.29916898,9.44E-05,0.106666733,40.47473793,40.35294118,1797.647059,1,14.4649506,3,15.9057359,3,16.9510101,1,0
5,feature,yes,0.357647331,0.290526144,0.331882603,0.30439455,0.107149266,-6485.298704,137512.5281,101822.6316,5736.514035,36.2205407,-0.385701571,-0.922338569,-0.237726003,0.256094737,-0.027098418,0.287412811,-5.713787086,-96.18673647,83.34205934,0.000186263,0.150877263,40.18320725,37.22222222,2297.777778,1,24.7477716,4,23.4501314,3,27.8209758,1,0
5,feature,yes,0.459743938,0.465626714,0.44074954,0.517536619,0.107602084,-6540.72833,137230.5975,101583.5614,5692.603814,36.25041958,-0.407528541,-0.982268499,-0.143997886,0.988653191,0.504972222,0.09475803,-4.816067653,-94.5602537,86.10147992,8.26E-05,0.1083335,37.1845569,40.28571429,1620,1,20.2357735,4,21.460626,3,22.7220814,1,1
5,feature,yes,0.834704478,0.421231009,0.874735232,0.504703212,0.108079027,-6598.111181,136700.8318,101470.6019,5698.066351,36.29061719,-0.414685579,-0.980276596,-0.139380615,0.92883848,0.661071942,0.138232274,-4.747044917,-94.61938534,86.35460993,8.19E-05,0.1066667,34.62706863,57.25,1380,2,15.8364905,4,16.7931691,3,17.6339757,0,0
5,feature,yes,0.477150986,0.333497286,0.456604077,0.366251563,0.107980515,-6586.30408,137176.698,101800.0694,5675.590604,36.33860741,-0.418689732,-0.979901786,-0.132089286,0.900013483,0.494538636,0.109944056,-4.776785714,-94.91964286,87.32142857,0.000117857,0.104762143,31.9062963,40.16666667,3046.666667,2,15.0837788,3,16.3747943,3,17.2810024,0,1
5,feature,yes,0.465378453,0.427837519,0.447330307,0.451055187,0.108482775,-6646.120558,137285.4657,101716.5517,5698.559368,36.4051277,-0.400766015,-0.98835722,-0.119804017,0.898251363,0.497425602,0.114479085,-4.497285559,-94.20846906,85.61780673,9.26E-05,0.131531514,30.79991486,35.64705882,2107.058824,1,13.8631255,4,15.4719814,3,16.6359534,,
