Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?
3,feature,no,0.512818615,0.364622456,0.482018803,0.40344537,0.094703557,-4769.799508,142646.4205,103117.3662,5990.253521,36.80181333,-0.766325301,-0.73523494,-0.155279116,0.910629779,0.478107724,0.162792812,-4.194779116,-121.0140562,107.126506,6.75E-05,0.144444542,50.814575,43.33333333,1603.333333,1,16.7039145,3,17.6092226,3,18.7150717,1,0
3,feature,no,0.348170085,0.393188905,0.309526986,0.41941364,0.096139259,-4990.121275,142565.6532,103132.9597,5960.754032,36.83194,-0.768106426,-0.735433735,-0.14463253,0.894892713,0.548494929,0.079010395,-4.078313253,-120.7570281,107.5481928,8.27E-05,0.170114966,65.78068167,36.5,1992,1,17.0642401,3,17.7328813,3,19.3445589,0,0
3,feature,no,0.609685625,0.438888471,0.5735079,0.494375402,0.097240215,-5155.27759,141960.3132,102762.0738,5939.011186,36.84372794,-0.760171875,-0.743944196,-0.143564732,0.911042601,0.529663677,0.142052273,-4.287946429,-120.6316964,107.6941964,5.16E-05,0.133333231,67.45652407,42.7,1836,1,15.3949623,4,16.5693713,3,17.5626889,0,1
3,feature,no,0.434026014,0.286890767,0.40417298,0.297443395,0.095011837,-4805.515372,138082.5956,100825.4597,5770.323826,36.86997778,-0.446534338,-0.955165829,-0.133345059,0.055355705,-0.447676271,-1.322592721,-4.271356784,-100.6515913,92.81742044,0.002079444,0.281481444,47.7976375,36.22222222,2537.777778,2,19.7077808,4,21.4579285,3,23.2108363,1,0
3,feature,no,0.419535243,0.473973194,0.390992816,0.439540449,0.094610399,-4755.19495,134488.9982,98922.06305,5692.730298,36.87981977,-0.390551483,-0.994382199,-0.109029668,0.869598604,0.383207381,0.078053763,-3.87609075,-95.66317627,89.38219895,8.69E-05,0.139130391,44.94972714,32.4,2296,2,17.7411864,4,18.669569,1,21.9488181,1,1
3,feature,no,0.71177515,0.397880351,0.703699682,0.441024661,0.095648606,-4915.819561,134982.0509,99008.75439,5724.215789,36.90254913,-0.397616056,-0.992801047,-0.097104712,0.871020979,0.464389771,0.113012522,-3.853403141,-95.15357766,87.93193717,0.000100412,0.156862706,48.68388235,33.76923077,1741.538462,1,17.2395281,3,19.2263991,3,21.0643064,1,0
3,feature,no,0.442769716,0.455068428,0.406747042,0.443694309,0.096962409,-5113.383065,134838.4272,98780.37931,5680.059891,36.94457794,-0.360715889,-1.004261672,-0.114913862,0.910456128,0.574443917,0.105354983,-3.64096996,-94.80854144,88.96235975,7.96E-05,0.120000108,37.92571347,37.9375,2320.833333,,,,,,,0,1
4,image,no,0.260194212,0.445380114,0.228484816,0.42893327,0.098414668,-5326.889459,134729.0841,98588.85814,5648.984238,37.0470289,-0.363905594,-1.004082168,-0.106251748,0.904017606,0.608794737,0.121737123,-3.583916084,-95.43706294,90.04020979,0.000109588,0.133333529,36.02243623,38.84615385,1720,2,19.608252,4,21.2303308,3,22.6236287,1,0
4,image,no,0.591207954,0.266593576,0.565087274,0.27193135,0.099441446,-5473.650767,134476.7225,98260.93023,5658.103876,37.10259184,-0.361459042,-1.004868624,-0.106562597,0.920407176,0.59929375,0.133384858,-3.56877898,-96.02163833,91.1561051,6.61E-05,0.12000005,41.80287564,38.30769231,1953.846154,1,20.3661576,3,21.2114135,1,25.0687309,1,1
4,image,no,0.618783105,0.282966571,0.587972968,0.319153666,0.100673136,-5645.722732,134545.9081,98275.23548,5664.082258,37.14268984,-0.367995185,-1.002770465,-0.107038523,0.87064687,0.441626427,0.134958472,-3.587479936,-96.06581059,90.71107544,6.56E-05,0.135897462,49.79514933,38.72727273,2065.454545,1,21.8168338,3,22.9790834,3,23.8227477,1,1
4,image,no,0.414965915,0.510273148,0.395818347,0.52706517,0.101682063,-5783.714106,134325.7011,98110.99234,5630.609195,37.17525316,-0.355727969,-1.005760536,-0.117124521,0.782621359,0.357456647,0.023150495,-3.584291188,-94.8467433,88.9559387,7.38E-05,0.112820538,51.95864062,45.88888889,2062.222222,2,18.0805395,3,18.7586091,3,20.5405465,1,1
4,image,no,0.645693902,0.430460349,0.622828865,0.46958845,0.101744864,-5792.255749,133337.1026,97522.67033,5539.051282,37.18620606,-0.372093066,-1.000206204,-0.11554927,0.924382353,0.51106422,0.141457407,-3.921532847,-94.88321168,87.67518248,8.10E-05,0.190476286,36.51136818,37.8,2712,1,18.5528852,3,19.4657122,3,21.1690689,1,0
4,image,no,0.640770062,0.209082489,0.623234828,0.227407777,0.102410518,-5881.50239,132581.4395,96906.84383,5534.521411,37.22089212,-0.356431619,-1.007351317,-0.100836888,0.911814628,0.442882872,0.083873563,-3.34629862,-94.48180678,87.46047679,8.51E-05,0.108772,30.97362187,35,2270.769231,2,29.2693925,3,30.1822371,3,31.5151166,1,0
4,image,no,0.556388375,0.388645406,0.541483129,0.399078208,0.103053736,-5966.900241,134056.1164,97732.23433,5616.302985,37.25602956,-0.366574405,-1.00331994,-0.093709821,0.976618834,0.411085329,0.095699849,-3.568452381,-94.06994048,86.39285714,0.00011975,0.133333417,32.3074358,38.27272727,2640,1,23.4739295,3,25.0395079,3,25.9317807,1,0
4,image,no,0.406174781,0.277077397,0.388821389,0.280991646,0.10358671,-6036.646343,133496.1048,97308.40323,5578.725806,37.28708,-0.369323944,-1.004128773,-0.089432596,0.880253036,0.617509091,0.12038809,-3.334004024,-94.40040241,86.3943662,0.000125,0.142857,31.07822667,45.22222222,2062.222222,1,16.3259848,3,17.1508294,3,18.424824,1,1
4,image,no,0.44398898,0.337656334,0.427096474,0.339227865,0.104270063,-6125.264857,133115.0254,97072.77966,5511.879237,37.31832867,-0.395660338,-0.993658228,-0.098234177,0.732989384,0.174584222,0.094464363,-3.210970464,-95.11181435,83.75105485,7.16E-05,0.133333429,40.2757,35.28571429,2440,1,15.9498873,4,16.7766132,1,18.4303446,0,0
4,image,no,0.761791497,0.379770604,0.749174852,0.419634751,0.104228733,-6119.928841,133661.5053,97402.52632,5477.205263,37.31360465,-0.413347902,-0.989038462,-0.063917688,0.96754833,0.509269366,0.227570144,-3.798951049,-95.58916084,85.6013986,0.000114889,0.155555444,33.76225507,32.14285714,2297.142857,1,17.9729742,4,20.6635185,1,21.63339,1,1
4,image,no,0.433471582,0.328061885,0.40942778,0.370863966,0.104855479,-6200.08988,133912.8008,97687.0339,5508.277542,37.31764336,-0.411966173,-0.988953488,-0.075665962,0.9452569,0.514234542,0.106780911,-3.534883721,-95.31289641,85.61310782,7.28E-05,0.129629722,37.06433684,32.54545455,2567.272727,2,14.5416372,4,15.3607932,1,17.6048287,0,1
4,image,no,0.41608947,0.492585335,0.396544667,0.478528396,0.105863504,-6327.13774,133483.2065,97407.43548,5503.35,37.33590426,-0.392109325,-0.996811897,-0.060512077,0.852379645,0.532043902,-0.036639478,-3.511254019,-94.00321543,85.78456592,9.25E-05,0.128571571,41.82614933,52.4,2060,2,21.4275276,4,22.1932329,3,23.818561,1,0
4,image,no,0.762343815,0.706754224,0.712935153,0.655687959,0.106313894,-6383.206953,134956.0549,98256.91758,5584.844322,37.30882424,-0.381014599,-1.000040146,-0.075821168,0.963456881,0.506873394,0.277869159,-3.209854015,-94.14051095,85.55291971,8.90E-05,0.103030273,36.35307612,43,2003.076923,1,18.386396,4,19.3323254,3,21.0003782,1,0
4,image,no,0.561506237,0.347224185,0.522329857,0.389730382,0.106422803,-6396.66254,134539.9952,97963.08213,5579.760064,37.29076596,-0.437482315,-0.979506431,-0.049085209,1.040800971,0.838505654,0.135457711,-3.393890675,-96.38263666,87.91639871,7.56E-05,0.103703778,28.64287733,47.47058824,1451.764706,2,19.8063638,4,20.6599963,1,23.4542073,1,1
4,image,no,0.336077672,0.311727623,0.302451135,0.288459435,0.106713096,-6432.41418,134730.9134,98120.36062,5599.466192,37.2353451,-0.385841795,-0.994644628,-0.085746163,0.789739027,0.707021251,0.070565269,-3.775678867,-94.56198347,88.17119244,6.67E-05,0.112500063,28.7806451,41.53846154,2433.846154,2,30.8459863,3,31.9028645,1,33.9366842,1,0
