Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt,Accuracy of AI response,Image authentic?
1,converstational,no,0.368872522,0.407613567,0.368743991,0.373267632,0.236707315,-13632.13279,146269.9509,118857.8018,7395.859649,35.31513372,0.150513089,0.839930192,0.418689354,0.935585664,0.599448944,0.097026834,51.95287958,-128.9616056,82.17975567,0,0,0,10,11600,1,17.2306316,5,19.1927504,1,22.3732142,0,0
1,converstational,no,0.435753782,0.405606428,0.440080165,0.363810126,0.236646595,-13630.61457,146343.0848,118952.7859,7415.014274,35.28218006,0.149538912,0.837864435,0.422959833,0.931594142,0.607274576,0.10081826,51.94309623,-129.2334728,82.37405858,0,0,0,16.375,6235,2,35.294452,3,37.182387,3,41.5198407,1,0
1,converstational,no,0.58653359,0.541955843,0.605415634,0.498866039,0.236395577,-13624.33869,146324.535,118906.0699,7381.701049,35.26450581,0.149905594,0.837524476,0.423702797,0.941017575,0.625399293,0.10121755,52.03321678,-129.3916084,82.58566434,0,0,0,0,0,1,13.6048574,5,17.6744056,1,20.3215319,1,1
1,converstational,no,0.317976122,0.551881671,0.313495899,0.506822083,0.236345372,-13623.08266,146596.6688,119032.3312,7377.284585,35.2408151,0.149298425,0.837734646,0.423855118,0.936570528,0.606256574,0.106727496,52.00393701,-129.3984252,82.7519685,0,0,0,15,17520,1,45.6245967,4,46.8540187,2,50.6678568,1,1
1,converstational,no,0.516826373,0.652665619,0.528250356,0.629175626,0.236450203,-13625.70432,146685.1198,119092.0514,7376.116818,35.21739,0.149434739,0.83775,0.424105422,0.938475277,0.614944388,0.094804527,52.01104418,-129.7188755,83.12449799,0,0,0,14.25,15960,1,34.8784464,2,36.6359572,2,38.590487,0,0
1,converstational,no,0.474396947,0.242587139,0.478748109,0.214309101,0.23665687,-13630.87021,146897.8424,119268.0377,7333.672977,35.13886371,0.148465311,0.83700839,0.426081801,0.934127038,0.622765022,0.101744178,51.87818651,-130.1234269,83.81026137,3.20E-05,0.066667,0.683653293,13.92857143,15505.71429,,,,,,,,
2,text,no,0.752261327,0.451144774,0.753359751,0.442503774,0.237358906,-13648.3384,146999.1209,119379.7165,7269.585176,35.06618455,0.145553109,0.838208549,0.425490933,0.921970091,0.609718016,0.102172507,52.01943005,-130.6515544,83.55181347,0.000184667,0.088889,1.434270968,11.2,12256,1,15.0656514,5,28.13988,1,29.7671552,1,1
2,text,no,0.474796419,0.492095585,0.472957602,0.465109551,0.245452089,-13841.23135,146819.3394,119356.1001,7210.931624,35.08402016,0.148873479,0.837698297,0.425367397,0.935514042,0.622031941,0.094403965,51.80778589,-130.1034063,83.93430657,0.000938083,0.27777775,12.16294848,14,15000,1,28.2045765,4,29.8023209,3,32.6371308,0,1
2,text,no,0.537292648,0.29169664,0.539945056,0.268696103,0.251121947,-13971.37524,146741.9316,119177.6654,7206.58388,35.09591022,0.149052336,0.837471963,0.425471028,0.936949486,0.629546742,0.105524543,52.00280374,-130.6168224,84.0411215,0.0001425,0.1,12.32860388,12,42640,1,19.5762746,5,22.2068218,1,42.6636445,1,1
2,text,no,0.529816359,0.486447321,0.530656554,0.46119809,0.25257002,-14003.24999,146624.6252,119117.5639,7159.633392,35.13931274,0.148363213,0.83799709,0.424671711,0.937463869,0.613364596,0.100544852,52.14842841,-130.9825378,84.20954598,0.000628125,0.2833335,6.318644712,10.33333333,10820,1,63.2950582,4,64.9804884,3,67.1486149,1,0
2,text,no,0.255123432,0.470336366,0.255086748,0.441077515,0.253569442,-14025.16398,146666.9845,119060.7262,7142.178719,35.21742662,0.148180412,0.837241237,0.425750515,0.932511364,0.614559958,0.095788136,52.12680412,-131.2865979,84.60927835,0,0,4.038180342,9,21220,2,14.9262577,4,18.774832,3,36.4021874,1,0
2,text,no,0.518985782,0.546730549,0.533276795,0.514098348,0.258288686,-14125.20981,146913.7424,119080.3583,7141.282195,35.2781476,0.15145262,0.839176143,0.420294314,0.956070787,0.608665922,0.120855991,52.16164994,-130.9788183,84.10479376,0.00242075,0.40000025,4.768805556,10.6,7496,1,14.5955971,5,16.2210758,1,34.6370268,1,1
2,text,no,0.371021355,0.395287108,0.379674264,0.37813636,0.258864237,-14138.01171,147012.416,119086.44,7146.210689,35.37644103,0.153962133,0.836868624,0.422270479,0.934373065,0.617525371,0.103778577,52.2179289,-131.0780526,84.48454405,0,0,1.973853205,19.25,5750,2,36.9174863,5,38.2901917,1,40.9577666,0,0
2,text,no,0.572458249,0.367320976,0.574695238,0.34658314,0.260589093,-14173.72721,146778.6546,118987.0332,7077.844914,35.44358804,0.15422992,0.835448795,0.424553213,0.935514056,0.619476673,0.097426943,51.88253012,-130.4658635,84.78514056,0.000583,0.3,4.13703,19.4,8056,2,20.657279,4,21.4388769,3,39.5978758,0,1
2,text,no,0.375465253,0.450438985,0.360274673,0.423078547,0.261985383,-14202.39791,146655.5582,118894.4201,7058.535821,35.49381034,0.153845353,0.835436431,0.425086989,0.943912687,0.632840995,0.106513867,51.80148699,-130.46171,84.866171,0,0,1.47792638,18,23720,2,21.9638206,5,23.2316754,1,42.8717872,1,0
2,text,no,0.289544759,0.494682728,0.295193706,0.466518471,0.265894416,-14280.62653,146774.3563,118977.9837,7086.444617,35.49852308,0.146401082,0.835612056,0.42761051,0.939619675,0.59832943,0.101018327,51.97604328,-131.5200927,84.86785162,0.0019314,0.2133332,4.861074359,14.66666667,8913.333333,2,24.9486459,3,26.9151774,1,47.0875011,1,0
2,text,no,0.721630428,0.299623921,0.722878552,0.275471941,0.266994976,-14302.57818,146774.4359,118947.838,7079.540296,35.51417663,0.146901639,0.835013115,0.428845082,0.940431389,0.609107884,0.106634518,51.92704918,-132.0811475,85.84836066,0.000262333,0.188888833,4.849680952,13,56040,1,19.1565693,4,21.1597123,3,48.5980044,1,1
2,text,no,0.689448659,0.420178544,0.692063972,0.395716238,0.267335845,-14309.26663,146769.6647,118878.6284,7061.399799,35.5544186,0.145487952,0.834836345,0.429958835,0.944836345,0.610111111,0.101510926,51.89959839,-132.2841365,86.14859438,3.10E-05,0.1,4.654164463,12,43240,2,17.5250849,3,19.3422767,3,34.9898546,1,0
2,text,no,0.618703508,0.205681712,0.62460349,0.186249278,0.272172647,-14401.82837,146545.0134,118829.9409,7008.75672,35.59981416,0.14473494,0.834934404,0.430218206,0.945089812,0.610625,0.111255587,51.83266399,-132.356091,86.29451138,0.001389333,0.2,9.179252222,11.5,5740,1,24.2381475,5,26.977853,3,29.0245362,1,1
2,text,no,0.601942345,0.306607491,0.604366782,0.273778664,0.274571375,-14447.14921,146837.667,118821.597,7120.598091,35.63946667,0.145232558,0.834616279,0.430878436,0.947342495,0.617878723,0.128017448,51.88477801,-132.1818182,86.01374207,0.000661,0.333333667,6.934298246,11,15280,1,32.181021,2,36.0510921,2,37.4346816,1,0
2,text,no,0.544490914,0.571630048,0.559514551,0.554827389,0.278109209,-14511.20689,146699.9806,118852.1,7058.623881,35.677133,0.144178571,0.834255952,0.43171875,0.949782934,0.609565611,0.102544615,51.85565476,-132.2514881,86.02678571,0.00202025,0.35000025,5.953619753,14.33333333,14306.66667,1,14.6842475,5,16.5075006,3,20.9370241,1,1
2,text,no,0.427116358,0.496737724,0.433806931,0.468885529,0.280612076,-14556.83828,146561.1764,118860.3236,7049.345833,35.7063211,0.144987535,0.832831025,0.433915512,0.954556944,0.624507671,0.136431206,51.8199446,-132.0166205,85.94182825,0.000725667,0.288889,7.638891954,23.44444444,3831.111111,2,17.2417718,5,18.1515463,1,26.047534,0,0
2,text,no,0.476181218,0.315323983,0.481422886,0.291745062,0.283569692,-14608.64599,146445.4494,118799.6849,7033.783058,35.72677474,0.14476725,0.832300721,0.434749743,0.944359794,0.608178125,0.106436306,51.95159629,-131.8650875,85.5561277,0.00230525,0.5,7.224830769,26,4026.666667,2,35.9684118,5,37.0411033,3,38.6690738,1,0
2,text,no,0.537951924,0.347181005,0.540312313,0.317686854,0.285687322,-14645.09147,146598.5453,118825.5466,7049.521411,35.76834583,0.14353074,0.832890841,0.434780427,0.945619347,0.617888041,0.113542857,51.97239649,-131.7766625,85.33124216,0.003673,0.5,4.253142268,21.5,14920,2,19.6582758,4,28.2875644,2,31.215818,0,0
2,text,no,0.469455392,0.506914448,0.489288102,0.485707916,0.288055746,-14685.63302,146714.2892,118843.964,7087.358273,35.7965,0.141150862,0.834645115,0.431863506,0.942753602,0.568084302,0.095895833,51.8204023,-131.9655172,85.4612069,0.000797667,0.266666667,4.536777381,17.66666667,15586.66667,2,15.3430257,4,21.0116592,3,27.2613067,0,1
2,text,no,0.473912748,0.406853407,0.478905006,0.38058339,0.29895889,-14861.54966,146386.7086,118664.0551,6995.870049,35.88050612,0.140379271,0.832380886,0.436132041,0.947072353,0.597998363,0.11675252,51.70452447,-132.088181,85.88388735,0.001395687,0.291666687,6.168608604,23.05,8522,,,,,,,,
3,image,no,0.552797652,0.659575734,0.5577181,0.643955452,0.311159737,-15044.97242,146860.3708,118802.4144,6970.268456,35.94874444,0.139356784,0.832716918,0.435576214,0.916717647,0.603796296,0.136905009,51.49413735,-130.8944724,85.29145729,0.0029116,0.4000002,5.751566667,27.71428571,3205.714286,2,16.3739056,5,17.4032079,1,19.0384029,1,0
3,image,no,0.402972618,0.511244222,0.410785655,0.477406806,0.325600539,-15244.381,146818.4532,118872.9496,6924.054676,35.94440952,0.141065997,0.831047346,0.438836442,0.938523673,0.59374817,0.09120088,51.48780488,-130.964132,85.64418938,0.0021146,0.346667,9.930846429,31.25,3190,1,19.491079,3,25.0514906,1,27.1882623,1,1
3,image,no,0.506787203,0.634763439,0.516414513,0.607325239,0.334015719,-15353.46464,146897.3263,118844.6649,6944.478947,35.91663584,0.141239092,0.831581152,0.437488656,0.934363636,0.567742557,0.122398182,51.47469459,-131.2408377,86.06806283,0.00425725,0.71666675,9.993455072,27,11680,2,15.8570447,4,18.7819186,1,20.6295798,1,1
3,image,no,0.440529145,0.431110912,0.444929391,0.417604395,0.333949472,-15353.08877,146932.4264,118791.4389,6953.475,35.89244495,0.141743767,0.83151662,0.437890582,0.939228532,0.602463788,0.107276353,51.48060942,-131.2742382,86.10526316,0.000352286,0.180952429,12.16809885,23,36360,2,16.5453209,4,19.9743045,1,27.2649461,1,1
3,image,no,0.43255053,0.482081352,0.425398031,0.463003973,0.331654363,-15324.02466,146764.5996,118727.1275,6944.248322,35.84771111,0.1423125,0.832024554,0.436808036,0.935565996,0.578036117,0.111849315,51.40625,-131.3616071,86.28794643,0.000982,0.2666665,10.27679444,22,3066.666667,1,14.6838701,5,15.3971704,3,17.5633976,1,0
3,image,no,0.426979218,0.454554923,0.44679633,0.44419761,0.332735885,-15337.17633,146632.6248,118737.9721,6917.48062,35.81214796,0.142185471,0.831948995,0.437412674,0.934815789,0.595967341,0.107233279,51.46058733,-131.6429675,86.6877898,0.011987,1.333333,6.309957692,21,13240,1,14.6190053,5,15.3894882,3,24.9660699,1,0
3,image,no,0.395406129,0.405760196,0.391069194,0.37906213,0.341599742,-15445.62132,146634.1023,118718.4245,6946.370805,35.76451667,0.137342809,0.833717391,0.43591806,0.952275168,0.638588629,0.142208696,51.51839465,-131.5518395,85.84280936,0.0036868,0.36,9.010061644,18,22320,2,15.7385345,2,18.1303705,3,24.000527,1,0
3,image,no,0.578881432,0.538894135,0.581536025,0.507674876,0.346045339,-15498.99537,146682.4105,118793.5754,6884.529825,35.73162209,0.143758741,0.831909091,0.437012238,0.927748252,0.605680851,0.10545173,51.53496503,-131.3898601,86.43006993,0.01026,1.0666665,7.153508696,21.4,2512,1,16.4564506,5,17.5501138,3,21.6777918,1,1
3,image,no,0.538735326,0.509300244,0.560099482,0.487124256,0.340499002,-15433.36343,146643.5191,118752.1421,6887.306011,35.65076351,0.145738598,0.831748128,0.436874064,0.935293716,0.607591627,0.118826087,51.54050374,-131.2947583,86.35466304,0.001448286,0.323809571,6.325281356,23.55555556,6933.333333,1,13.6509594,1,54.460298,3,16.7011892,0,0
3,image,no,0.481902899,0.581120164,0.461114232,0.591309212,0.346334226,-15500.96305,146702.2224,118817.4939,6881.987741,35.57616763,0.145611888,0.831463287,0.438527972,0.925739054,0.620757895,0.097755064,51.61188811,-131.1451049,86.21153846,0.0151345,1.1333335,7.036498551,27.25,3890,2,18.0521997,2,19.8278574,3,22.1126646,1,1
3,image,no,0.357002961,0.420810033,0.359947981,0.391396901,0.344390647,-15479.03694,146650.3639,118944.3736,6819.629167,35.52816055,0.146265928,0.831619114,0.438621884,0.930480501,0.603955245,0.099575323,51.51246537,-131.1232687,86.35734072,0.006379,0.511111333,6.712217241,30.8,7664,1,25.7396306,2,27.2028707,3,28.6899526,0,1
3,image,no,0.33161131,0.459342872,0.340078492,0.441649104,0.347065461,-15510.40555,146791.5056,118968.9732,6883.574944,35.49937037,0.142100446,0.837714286,0.427747768,0.966154018,0.565441704,0.124528868,51.39285714,-131.3973214,86.15625,0.005966667,0.555555667,6.977992593,26.5,4940,1,12.9853718,5,13.8827747,3,17.0363431,1,0
3,image,no,0.590492454,0.617118581,0.595581431,0.626490853,0.34611055,-15500.29873,147090.7809,119198.6222,6914.843829,35.468525,0.152145363,0.839145363,0.420726817,0.939126263,0.657987406,0.125362468,51.43107769,-130.7568922,85.84210526,0,0,5.516420833,30.5,4340,1,12.0315996,5,13.1560908,1,15.5881115,1,0
3,image,no,0.449904098,0.561194241,0.454774009,0.56606556,0.341898316,-15450.45246,146848.4194,118958.5415,6861.709677,35.42530038,0.149912744,0.836117107,0.427409874,0.938203682,0.600679443,0.113521945,51.7347876,-130.783008,85.64064294,0,0,2.36654434,27.75,8530,2,18.3296619,1,19.407076,3,33.8777392,1,1
3,image,no,0.479886015,0.422614154,0.489016648,0.415264822,0.348551281,-15527.80539,146689.4063,118906.2717,6823.45283,35.38048548,0.151953576,0.836710163,0.425825596,0.925319848,0.607328264,0.106821566,51.54579674,-130.685069,85.77164366,0.003582714,0.447619143,5.192238542,22,3910,1,17.7573451,5,27.9669996,1,30.5703209,1,0
3,image,no,0.396360247,0.331715474,0.40176112,0.329420013,0.345358411,-15491.49871,146556.3677,118902.0561,6787.634529,35.33734328,0.149903803,0.835512304,0.429194631,0.929435955,0.60863964,0.117357968,51.80536913,-130.9574944,85.51901566,0.000979,0.233333,9.621805556,24,11280,1,15.2477589,5,16.0437562,3,17.3549436,0,0
3,image,no,0.512700819,0.323361082,0.517981161,0.321074162,0.345696859,-15495.01636,146631.4044,118931.8708,6794.473154,35.30698895,0.150764214,0.835688963,0.428680602,0.932625839,0.603868465,0.108908304,51.9548495,-131.451505,85.72073579,0.011165,1.2,6.352777778,21.5,8260,1,20.315682,1,21.9180269,2,23.0456033,0,1
3,image,no,0.495539216,0.562510217,0.505459547,0.554085301,0.352307129,-15570.19771,146965.7217,119116.4484,6874.356423,35.27215417,0.136327478,0.83531995,0.434874529,0.908293082,0.627463476,0.077697674,51.66122961,-131.8519448,85.54203262,0.006624667,0.611111,7.783559375,26.4,3256,2,23.4994591,2,24.9575992,3,31.1835774,1,1
3,image,no,0.390272069,0.495994206,0.382912909,0.476867419,0.351399689,-15560.60705,146727.3033,118972.8304,6782.964588,35.31790416,0.144438588,0.834188076,0.432792733,0.930952833,0.616677769,0.116448806,51.72697032,-131.09826,85.16146366,0.003758333,0.444444533,6.395658686,32.15384615,3985.641026,,,,,,,1,1
4,feature,no,0.383232889,0.36520091,0.389789382,0.363894637,0.363620065,-15693.70121,146983.2332,118938.4811,6806.442002,35.41975,0.131633374,0.835002436,0.434697929,0.904981663,0.571986486,0.111598475,51.84652862,-130.9439708,83.9817296,0.0129975,1.033333,5.10400404,45.3,1610,1,25.9042738,4,31.0152661,2,32.3086207,1,1
4,feature,no,0.543675148,0.446139014,0.552554726,0.453352698,0.361970417,-15677.42111,146952.1544,118909.8484,6751.397775,35.44857991,0.139925208,0.831873961,0.43833795,0.943735744,0.610078322,0.112560694,51.75623269,-130.6952909,84.88088643,0.000973,0.266667,2.579344828,46.4,2864,1,24.2382842,5,25.5395912,3,28.2177945,0,0
4,feature,no,0.448014499,0.53634626,0.442532497,0.483639946,0.359299853,-15648.65304,146987.0268,118940.3624,6762.355705,35.44452778,0.141148829,0.833220736,0.434695652,0.945495798,0.622053872,0.114635112,51.73244147,-130.4464883,84.73076923,0.001024,0.333333,4.023586111,37.57142857,2611.428571,1,20.8628251,5,21.6807214,3,23.4879896,1,1
4,feature,no,0.443880055,0.373315483,0.449391723,0.344692499,0.366568545,-15723.66551,146931.0319,118987.6208,6749.5375,35.43143318,0.140890582,0.832799169,0.435559557,0.925784423,0.608972222,0.110206304,51.84210526,-131.1426593,84.86565097,0.013629,0.966667,4.395503448,30.6,7128,1,13.6881003,2,25.5410577,2,27.4653181,1,1
4,feature,no,0.502715569,0.459852925,0.510993259,0.453863521,0.376173863,-15822.5175,146847.3641,118983.5202,6770.315995,35.40859657,0.129114137,0.831862516,0.442588846,0.908102464,0.606857702,0.093219251,52.06485084,-131.7652399,84.42023346,0.004266,0.455555667,8.206589362,32.33333333,2370,1,27.4886425,4,28.2807903,3,30.2704166,1,0
4,feature,no,0.386189609,0.479360483,0.388492088,0.46180586,0.390223648,-15952.276,146798.1986,118900.4245,6738.51223,35.40282938,0.130220947,0.835134864,0.43492109,0.955962644,0.580965468,0.101801775,51.98134864,-132.0573888,84.82065997,0.008787833,0.588888667,8.785540476,37.53846154,2240,2,16.7211087,4,24.7949573,1,27.3106563,1,0
4,feature,no,0.487630793,0.518330763,0.504310076,0.560423262,0.405238726,-16089.73874,146920.3752,118977.831,6717.635659,35.40865641,0.136887172,0.835213292,0.432930448,0.943544049,0.607924031,0.1227712,51.86553323,-131.690881,85.10664606,0.003835,0.433333,9.730308974,46.14285714,3000,2,20.6388192,3,21.8063393,1,25.3469066,1,1
4,feature,no,0.661824805,0.630421484,0.682211162,0.632986338,0.403494176,-16073.93457,146817.91,118790.2986,6714.052133,35.40589063,0.137830189,0.835948113,0.430867925,0.937175772,0.640364929,0.124423267,52.04009434,-131.4433962,84.6509434,0.016035,1.066667,5.507027451,38.5,3320,1,13.0165913,4,14.5097474,3,16.6830084,0,0
4,feature,no,0.656911126,0.457740002,0.675236697,0.436106366,0.402808064,-16069.04455,146637.3881,118730.4428,6695.004831,35.43598396,0.140229904,0.835861736,0.42992926,0.924377814,0.609288961,0.094799672,51.97749196,-131.2202572,84.56109325,0,0,3.498234667,36,26040,1,19.3875918,5,20.3419432,3,23.692253,0,1
4,feature,no,0.460491222,0.460963032,0.468174841,0.441517786,0.3905549,-15960.02613,146419.71,118571.5297,6650.970796,35.4540596,0.140407631,0.835183735,0.431552209,0.922959839,0.585240365,0.103521288,51.91164659,-131.4588353,85.11746988,0,0,1.180823333,32,9020,1,34.1752355,3,35.4120537,2,39.2138766,1,0
4,feature,no,0.480240884,0.356280091,0.484907134,0.340392539,0.382534753,-15885.18298,146507.4597,118652.7694,6662.23871,35.47704813,0.140770096,0.834818328,0.432614148,0.947774194,0.605306947,0.11316,51.70578778,-131.3585209,85.6977492,0.000776,0.222222333,2.290896,27,4800,2,17.6940131,3,18.610478,3,24.7977189,1,1
4,feature,no,0.532826214,0.647091728,0.538192343,0.640518293,0.383905872,-15897.79603,146519.6258,118668.3065,6667.822581,35.49121809,0.142399679,0.832311396,0.437715891,0.912491172,0.610088567,0.097958814,51.67255217,-131.364366,86.18298555,0.013474,1,4.439473333,31.75,3633.333333,1,20.2733094,5,21.2728672,2,23.7002728,1,0
4,feature,no,0.574596972,0.632962653,0.582140776,0.628117033,0.389198903,-15945.68588,146803.3313,118671.7229,6774.955108,35.48586735,0.135323029,0.831514683,0.440939722,0.929995356,0.6614875,0.132394277,51.67387944,-131.2905719,85.52086553,0.025698,1.266667,2.936818987,28.8,4744,1,22.7476605,2,24.2069945,2,25.4559814,0,0
4,feature,no,0.330656407,0.699433965,0.325467412,0.689469386,0.390994753,-15964.06499,146752.4538,118813.0286,6726.722689,35.46566667,0.139829146,0.83178057,0.4389866,0.934154622,0.571079125,0.07667753,51.53266332,-131.1474037,85.86934673,0.005044,0.622222333,4.4379625,25,3420,1,18.9453633,2,19.7810049,2,21.0888446,0,1
4,feature,no,0.46003308,0.380460014,0.467986562,0.388393024,0.396273608,-16009.86148,146585.5473,118784.9638,6669.855131,35.43152667,0.137036145,0.833859438,0.435825301,0.927796781,0.584718623,0.097497942,51.43172691,-131.0843373,85.7188755,0.024429,1.133333,4.560135,32.66666667,4813.333333,2,15.2914494,2,16.9127072,3,19.7736694,1,0
4,feature,no,0.408154604,0.601409298,0.417334136,0.604806878,0.401875248,-16059.12984,146586.3119,118882.9688,6646.445872,35.41111515,0.138525547,0.834554745,0.434275547,0.932884826,0.599760148,0.117210227,51.60218978,-131.169708,85.7080292,0.010152667,0.644444667,4.651766667,0,0,1,16.4357824,4,17.6058428,3,19.1374026,1,1
4,feature,no,0.489378721,0.616138741,0.472453177,0.642229108,0.41993452,-16210.38318,146548.7047,118933,6643.621924,35.35433333,0.139029018,0.834513393,0.434830357,0.917656951,0.584403587,0.10872028,51.69196429,-131.3526786,85.89285714,0.007209,0.555555667,8.238087037,36,28680,2,13.4509446,3,14.7091731,1,16.0371762,1,0
4,feature,no,0.450856882,0.483116418,0.427912309,0.535417672,0.42189414,-16226.1722,146626.9367,118837.4319,6703.3762,35.31026582,0.138816092,0.834394636,0.435078544,0.933055877,0.603228682,0.103193548,51.51724138,-131.5019157,86.11111111,0.004852667,0.511111,8.767466667,36.14285714,4200,1,15.8577968,4,16.9145696,3,18.6853782,0,1
4,feature,no,0.535075307,0.573836603,0.540599857,0.582588357,0.419502965,-16207.42817,146633.7107,118707.341,6689.084291,35.26958228,0.143277247,0.834684512,0.432814532,0.929735632,0.585585413,0.113181102,51.37858509,-131.3900574,86.56596558,0.003069,0.6,6.268969841,40,3880,1,15.2900822,5,16.8546871,1,20.121327,,
4,feature,no,0.608126285,0.381708665,0.604000893,0.39175617,0.420675054,-16210.60888,146659.5929,118751.247,6690.529566,35.1304866,0.142653886,0.833681534,0.434957486,0.919107917,0.618586688,0.114082404,51.48513302,-131.6189358,86.58476787,0.01053475,0.66666675,4.676147516,30.45,7962,,,,,,,,
7,image,yes,0.615945848,0.408971073,0.620053349,0.403462099,0.484225772,-16651.91235,146937.6084,118950.2857,6651.645378,35.04908333,0.139580268,0.832285953,0.438618729,0.956843697,0.666131092,0.076683673,51.45652174,-130.3862876,85.1187291,0.0095734,0.4533332,7.1696875,31.57142857,2148.571429,,,,,,,1,0
7,image,yes,0.320486168,0.355985534,0.327814067,0.351074649,0.480090846,-16628.35333,146580.7588,118785.3894,6615.467337,35.0475,0.147155779,0.833334171,0.43318593,0.929220253,0.570042821,0.191287599,51.76130653,-130.580402,84.94472362,0.000212,0.1333335,8.7294375,47,1737.777778,1,18.6492933,3,21.0491416,2,23.0985376,1,1
