Question Number,Question Type,Choice,left eye 1,left eye 2,right eye 1,right eye 2,EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Accept_Deny_button.response,Accept_Deny_button.rt,Confidence_Slider.response,Confidence_Slider.rt,Deny_Slider.response,Deny_Slider.rt
4,image,no,0.441896741,0.470658329,0.429570554,0.499709846,0.444488271,-16394.95471,142527.8104,111864.8602,5767.514218,35.26075,0.867605201,0.384326241,-0.103865248,0.899220379,0.633327751,0.092935961,26.36406619,-81.70685579,92.02836879,0,0,0.174273077,45.6,2024,1,14.5024071,5,15.4656428,3,16.3654499
4,image,no,0.539326737,1.078692868,0.52012865,1.092576575,0.444340626,-16393.9065,142481.4047,111810.0466,5726.182203,35.23321831,0.869672304,0.384439746,-0.081951374,0.867036017,0.624268657,0.095323974,26.26215645,-81.87103594,92.40591966,0,0,0.092719298,39.125,3185,2,13.2720308,4,17.6325299,1,18.3669871
4,image,no,0.489595012,0.379503136,0.483776906,0.367332208,0.444082096,-16392.07579,142988.5743,112104.063,5719.312343,35.189175,0.895660804,0.320233668,-0.076693467,1.064424242,0.619287879,0.535298429,27.21356784,-80.97236181,93.85929648,0,0,0.050064583,31,3466.666667,1,13.8447819,5,14.7129752,3,15.4991721
4,image,no,0.54597427,0.805335985,0.542512244,0.823931771,0.44272866,-16382.4463,142982.4936,112197.1538,5655.891026,35.16191667,0.914878981,0.270318471,-0.078420382,0.876426752,0.591057325,0.109125828,28.07643312,-80.72611465,94.68789809,0,0,0.033547368,27,7800,1,13.5401458,5,14.7494923,3,17.2646797
4,image,no,0.709871024,0.48582844,0.697256352,0.508055825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8,image,yes,0.531246376,0.38343831,0.535439236,0.359147638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8,image,yes,0.490618968,0.489212206,0.494724812,0.469720742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.6720655,5,16.3172139,3,17.3724133
8,image,yes,0.527300354,0.650589168,0.525638579,0.673174045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.5775218,5,14.3747245,3,15.2938579
8,image,yes,0.325174634,0.346880371,0.320600513,0.363948307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17.1405521,4,18.0247527,1,18.8278254
8,image,yes,0.571494551,0.716965744,0.568349618,0.73437522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.5416618,4,16.3020296,1,17.1107405
8,image,yes,0.377933553,0.978375893,0.392029667,0.928113132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.3843013,5,15.1902679,3,15.9568102
8,image,yes,0.52384772,0.684466328,0.511531468,0.688065101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.2424246,5,13.00772,3,13.6885633
8,image,yes,0.416611293,0.341416513,0.409624511,0.336101675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.4343508,2,27.0733545,3,29.1915755
8,image,yes,0.298749295,0.268009972,0.286946883,0.234319695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.4128743,5,14.5096673,3,15.1453641
8,image,yes,0.430637621,0.578435376,0.425632721,0.546622189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.326692,4,19.1833919,1,20.0149332
8,image,yes,0.407593599,0.781747515,0.383762625,0.748890641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.8855351,5,14.2607458,3,21.0404873
8,image,yes,0.428587919,0.389786262,0.432666793,0.366014121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.1048929,4,15.8214565,1,16.6929393
8,image,yes,0.426010854,0.475065486,0.418041684,0.451508524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.6958843,5,19.3824942,3,20.5454114
8,image,yes,0.522714265,0.581252663,0.510640167,0.615357341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.5683077,5,14.5088724,3,16.5687123
8,image,yes,0.419227312,0.455350032,0.412852302,0.474417158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0855541,5,19.0053865,3,19.878659
8,image,yes,0.554603034,0.479249251,0.522994894,0.510044008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.3487835,2,19.3721112,1,20.082301
8,image,yes,0.490690137,0.458298064,0.48292022,0.475895416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.386746,5,17.2055824,3,17.9213074
8,image,yes,0.454790374,0.443270082,0.450674114,0.453565111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.0152533,4,17.2086556,1,18.7090916
8,image,yes,0.471921256,0.429959737,0.469013391,0.42644453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.270879,5,20.3605852,3,21.8711059
8,image,yes,0.508648953,0.448843603,0.499409217,0.428252551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.5240857,5,15.296657,3,17.5498282
