Accuracy,Precision,Recall,AUC
0.875,0.875,0.875,0.5
0.625,0.625,0.625,0.35714285714285715
0.375,0.375,0.375,0.6428571428571428
0.5,0.5,0.5,0.2857142857142857
0.5,0.5,0.5,0.2857142857142857
0.875,0.875,0.875,0.5
