Accuracy,Precision,Recall,AUC
0.75,0.75,0.75,0.42857142857142855
0.75,0.75,0.75,0.42857142857142855
0.875,0.875,0.875,0.5
0.875,0.875,0.875,0.5
0.75,0.75,0.75,0.42857142857142855
0.75,0.75,0.75,0.42857142857142855
