EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,Question Type,left eye 1,left eye 2,right eye 1,right eye 2,Accuracy of AI response,Image authentic?,response
0.49833135858377936,-0.676014258604866,0.7419395029198654,0.6626803283886085,-0.11960334732812215,0.6806746182842897,0.6247132027173362,0.4210320615005909,0.5050015461767255,-0.06259214026761596,-0.38926940617403294,0.41993229976053625,-0.6009842960718015,0.6825039293855845,0.2668809523022549,0.3860204208223286,0.3907756666995979,0.15021859769793575,0.8778722387677526,-0.575013792216155,text,0.426259389,0.355492359,0.412626384,0.340889876,1.0,1.0,1
0.5957263775275039,-0.7200015213977757,0.5970400233341254,0.6699116631076735,-0.5368982653177287,0.6896291553104194,0.5665710105814953,0.36117797861515605,0.44330042054822144,0.023226294463485182,-0.33922336143061793,0.3173167757194998,-0.5451657145938107,0.6736420944039568,0.25909380685381134,0.17890795378192126,-0.016376432349875313,0.02639185703981576,0.9275228163668411,-0.591222909044917,text,0.595708592,0.325606305,0.594589394,0.32286822,1.0,0.0,1
0.6719295275983664,-0.7526925342560392,0.5173037335388583,0.683606855249884,-0.7302392588037615,0.6931418254178785,0.7817321622635635,0.4354829148597366,0.442802402374836,0.2831645056113386,-0.40280636446029794,0.08549120665349007,-0.3604998858891179,0.7079702723766282,0.08330532411382724,1.1137778327857952,0.5121642430240085,-0.20027319821078657,1.013348488009023,-0.5878753740402167,text,0.729651702,0.232507293,0.728517004,0.227820327,1.0,0.0,1
0.7190050513352687,-0.7719902059302954,0.6672828780084145,0.7057137169945163,-0.5260931600932994,0.6846980181562693,0.7246188571158082,0.37467352969724504,0.3996357177580482,-0.08557036594834025,-0.5820844931527079,0.3188972827600243,-0.251790792620214,0.6873147213556555,0.08197949649192089,1.0632781880444613,0.36731842036637624,-0.3883151973817206,0.8773362299216418,-0.5645339848230109,text,0.559467382,0.326867369,0.568395205,0.297125261,1.0,1.0,1
0.782444598108297,-0.7970987345303047,0.8000203751120265,0.6992071507206863,-0.30494765837161314,0.6700164041962883,0.9595043873704089,0.48923172622940825,0.43794082394151296,0.040099117884651994,-0.37210695151263135,0.16449012680115144,0.7021591150877862,0.7445111533999751,-0.04245858377123221,0.40903291716015155,0.13762712707551464,-0.35070051898856097,0.5056140577573355,-0.4858401582359943,text,0.522776528,0.531048111,0.530885906,0.526457877,0.0,0.0,1
0.845901435022783,-0.821281894384911,0.7993576352427945,0.7091744963782036,-0.3211385159119399,0.6692697193212436,0.8511008163928147,0.7419352950817777,0.7799880928627468,0.06447598164271275,0.07829587682238066,-8.999686678734639e-05,1.0221490554457162,0.9055558319141686,0.6803844901626218,0.41158986119768753,-0.09261492382538132,-0.35515979181851687,0.37329643236639276,-0.4421107800341847,text,0.359799029,0.372800653,0.342961301,0.353729157,0.0,1.0,1
0.9038121024771356,-0.8425065783670154,0.7350162649735961,0.7155709379717176,-0.7351964430512465,0.6632399125603451,1.0441286923946873,0.5582600961188938,0.4847228512980639,-0.1960664588222145,-0.5412519271077827,0.48154321922955534,1.4651470325017362,0.7729353927337513,0.1882152512199464,0.5164245667366594,-0.0003607177895258092,-0.25973680181370495,0.6769865614935413,-0.5310961957395668,text,0.412397747,0.297731291,0.400611314,0.264336487,1.0,0.0,0
0.9754100216311625,-0.8677506957980868,0.6868499118202501,0.70675265457767,-0.8929419424806759,0.6646034896073765,0.9933532366690668,0.43483849986590667,0.3616093771637065,-0.10670046032689487,-0.33820045660682857,0.4334214057350036,1.3171090421810734,0.7184842221561436,0.028774268139123652,0.3988051410100081,-0.3591269464647883,-0.2647838057722146,0.7602025201337264,-0.5541662608850868,text,0.491490626,0.456991588,0.486943284,0.440145774,1.0,0.0,1
1.0350947897973883,-0.888038653186622,0.6808280726560649,0.7489193517577382,-0.8723372261993136,0.6537443600326416,1.0769109743325362,1.0791794209147134,1.0828755821071607,0.7479794481640144,-0.0903595764121914,-0.36747953880594025,1.4335045302978107,1.0485390701172435,0.8650208000861668,1.6669471058663108,0.7684243325092697,-0.285749261741026,0.83811012374777,-0.563061615158438,text,0.280274219,0.323891283,0.270041508,0.300586447,1.0,1.0,1
1.095067750180595,-0.9076736305115257,0.5186666762593748,0.7359206915134194,-1.2179256437986719,0.6651832318936655,1.3741729011883828,1.0276760521881947,0.8821738577716031,0.10944468814601607,-0.7270583539425919,0.21250483340273418,1.614381962099428,0.6753350261407143,0.29063918749937984,0.2223760024200315,-0.1217458038298082,-0.43804851078418916,0.91514400010514,-0.5881816021727603,text,0.559404706,0.44549508,0.551930959,0.438606623,1.0,0.0,1
1.157145132992265,-0.9273462324322717,0.603523012089591,0.7447305747491901,-1.0939801558026543,0.7181307122702763,1.5203584048498706,1.0811479005162923,0.8818453682326253,-0.19849313411432362,-0.38315017550041336,0.40118579745300587,1.6466597528656564,0.7755236379171605,0.13113399376819546,0.42437458138536693,0.12102478339468395,-0.41064343877184417,0.872933299252862,-0.5676643169064934,text,0.373102667,0.479732556,0.358023168,0.457506851,1.0,1.0,1
1.20344656631149,-0.941565310638659,0.5170045817687695,0.71115718047891,-1.0677642743124662,0.7708678041711945,1.2206375788350396,1.4778569268400559,1.44158393388636,0.6512168316111663,0.80567160312975,-0.31011684480664364,1.438124838178782,1.1562590305643887,1.0073588809168768,0.8153568941649807,0.055348122327100034,-0.3432232875183364,0.8569678913573997,-0.5801584249457797,text,0.644586996,0.271907651,0.64753356,0.26348732,1.0,0.0,1
1.2693525500240754,-0.9611596207634775,0.523587971316059,0.7261540967648514,-1.0313164684079588,0.8202380079599637,1.2018883475638187,1.8072715051364037,1.803604568161504,0.1695522424441903,-0.14145278839458553,0.1319792392648258,1.6231367596133806,1.3751928288348247,1.5850884806138115,1.0150286540561588,-0.13947478662615054,-0.3729094381300996,0.9119745408885053,-0.5727488595541412,text,0.430012207,0.461599772,0.412362166,0.441191778,1.0,1.0,0
1.3273148095906664,-0.9778866703929905,0.6497273302878932,0.7760880169220273,-0.5957743687115654,0.8335552564233965,0.8719072493706644,2.078609565291088,2.1449501843173953,1.972440113130985,1.689143994470132,-4.3371653502912775,1.320395842984617,1.7788605255755945,3.2820324017744578,1.3678869312361124,0.08506052671927383,-0.5284361703032466,0.954253506815834,-0.5612947716038227,text,0.285224317,0.273536159,0.265596589,0.23164833,0.0,0.0,1
1.3782875381700446,-0.992111852494172,0.21452728191882056,0.701542748750632,-1.7019874362024996,0.8468639362958456,1.6355547974197266,2.159012493171248,1.9986953174073943,-0.06806018633959021,-0.7002441635800509,0.33901324716512826,1.5339329196230496,2.0318673917096577,2.590104141201237,1.2563018934380459,-0.10131151256856727,-0.47366169097812394,1.013348488009023,-0.5985933588936014,text,0.332255021,0.548309599,0.31126392,0.513953227,1.0,0.0,1
1.4428628767706912,-1.0096499956084508,0.15942507170949344,0.6971223505196816,-1.8446111708330433,0.8667251069796574,1.310062563638623,1.2452484116511824,1.1950085842508729,-0.6622414634515706,-1.5974410935711856,2.4216783732047973,1.394957539332498,1.2572504602950105,1.0052805493830694,1.7319446233004732,-0.02365699590891612,-0.44100095778931864,1.0069738105996235,-0.5951023581311583,text,0.336212236,0.450533567,0.311859643,0.40273435,0.0,0.0,0
-1.2184388480630026,1.419998747571534,-1.074747897594276,-1.2344567697797617,2.1530029863698124,-3.3436909647364326,0.7955116045898528,0.5719413068919227,-0.6459333105989372,0.15918072826192256,0.004797568757538931,-0.1925098063943764,-0.35743345570146834,1.9246396561939618,-1.349300588273376,-0.6121547717521869,-0.9469065051300702,-1.25282682816477,-1.8660768261840266,-0.660463114859676,converstational,0.482162088,0.559872142,0.481296235,0.532488127,1.0,0.0,1
-1.2125028310914892,1.4082897855622072,-1.3452866941667718,-1.5364391732019962,2.2102816836780153,-2.8366058936695118,0.7854350827594929,0.5587345108596096,-0.6349427758849223,0.2240294767998911,-0.08814675054477349,-0.2181974622829832,-0.3603785687280488,1.9362096490861052,-1.3519843243428271,-0.553884687844256,0.11398622165275844,-1.383396850370913,-1.8660768261840266,-0.660463114859676,converstational,0.409980934,0.361471015,0.410505136,0.338896976,1.0,0.0,0
-1.2288236951175115,1.4406465453948765,-1.5950340028470458,-1.4463333814783208,1.8749671510046977,-2.33011790338079,0.7452451776706197,0.5466848251935634,-0.6214090169540863,0.20384753276795817,0.057010486383976273,-0.45563124065006055,-0.32838420872712987,1.6751315752465148,-1.292573072938362,-0.6121547717521869,-0.9469065051300702,-1.1002358122514424,-0.7226460087955401,5.859500308926649,converstational,0.283617901,0.418939041,0.286236707,0.387015414,0.0,1.0,1
-1.2486825739106107,1.4804372475072165,-2.2913201413463873,-1.6268498354460545,1.689001607862292,-1.7766026224241989,0.7488324013577542,0.5381915172935223,-0.6082627494032808,0.2290107697819313,0.0525252547288164,-0.05854683873158249,-0.33338326487311376,1.8856977311016117,-1.3441374921365108,-0.6121547717521869,-0.9469065051300702,-1.3652661205904058,-0.4532800950288567,-0.26993856240449676,converstational,0.471008709,0.45496676,0.474253107,0.424178189,0.0,0.0,0
-1.2447855894477717,1.4725745760232676,-2.6393227436835502,-2.2750045618736734,1.6553417704316078,-1.1681223968421974,0.6847295432207842,0.5474455438470939,-0.6136838029418308,0.21858296985266146,-0.11381864382296265,-0.17885410357172518,-0.3228785726339098,1.6551674447979954,-1.32529914729591,-0.6121547717521869,-0.9469065051300702,-1.4249776851563805,-0.48783432277555683,-0.3183792765115894,converstational,0.315099322,0.589655419,0.304137928,0.525680509,1.0,1.0,1
-1.2431348806227462,1.469248268962107,-1.778941202395774,-1.9740938993895336,1.9941164720261533,-0.6705927803576334,0.5947124536513869,0.5467590020697948,-0.6022487234866012,0.1954327928955225,-0.1389494909530746,-0.43386701541593664,-0.34440983705795913,1.3322765296838834,-1.287008787279215,-0.6121547717521869,-0.9469065051300702,-1.4332373032658279,-0.3117255587965528,0.04943109276411786,converstational,0.246508436,0.262125623,0.248386959,0.231196358,1.0,0.0,1
-1.2381671127156537,1.4592759531438844,-1.8645673520456127,-1.9794303687908563,1.6440247694810266,-0.2392281131463198,0.6075514209741748,0.537188962462299,-0.5923273201848621,0.1919592792937242,-0.013079916551281063,-0.088476690904616,-0.33658675120611636,1.4134742293363645,-1.2730041255238367,-0.6121547717521869,-0.9469065051300702,-1.4345679733075303,-0.7226460087955401,0.7736665973067491,converstational,0.30343008,0.308923247,0.302292399,0.285528533,0.0,1.0,0
-1.2258859699872393,1.4347594703292166,-2.144898051778915,-2.2325816066034183,1.5489949112931,0.06923895179553398,0.6096200745391652,0.5294013351739701,-0.5812140747079213,0.23367726332406344,-0.10464701208217937,0.23168546521922584,-0.3943071351941761,1.9636836552424892,-1.2879023214828338,-0.6121547717521869,-0.9469065051300702,-1.434792821730627,-1.8660768261840266,-0.660463114859676,converstational,0.247959113,0.504414796,0.250668275,0.47621039,1.0,0.0,1
-1.2123742510386124,1.408045068167836,-2.0785368557138044,-2.0881238740273336,1.5285611591457164,0.22244458503629594,0.6040249274748517,0.5254264926841125,-0.5767749533292869,0.25125999359091605,-0.09191324483543988,0.013509780840822211,-0.38414905958553813,1.9203498015262142,-1.2910484864689837,-0.6121547717521869,-0.9469065051300702,-1.4348167040373767,-0.9370392870558812,4.374561429602766,converstational,0.447625707,0.411587434,0.459064764,0.375724265,1.0,1.0,0
-1.2049030707682695,1.3933747341394742,-1.917289425539079,-1.716473862570983,1.5722712152925273,0.2443683156907499,0.5875178610139881,0.5274327582343525,-0.5716915448841452,0.1515552788635886,-0.0978032754894759,-0.057957351025646316,-0.40122026780746445,1.8613501071100487,-1.2383150790490274,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-1.0085037131426617,0.9129820552848368,converstational,0.309735843,0.317361232,0.312171248,0.283505929,0.0,1.0,0
-1.199308453184356,1.3824543069687678,-1.5048444671677916,-1.2485554254674518,1.7219626624331055,0.23796419469018207,0.5778174541902702,0.5237571350825088,-0.5654151195423972,0.17232127647987874,-0.12736066801320567,-0.03617045879032566,-0.4130982299036334,2.001139300130278,-1.2123662182077002,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-1.0680574013100972,-0.14130815896077759,converstational,0.404699559,0.505755381,0.406806354,0.472255836,1.0,1.0,1
-1.1972983304375473,1.3785363413971676,-1.151474311689029,-0.7516762653936095,1.7165026602513838,0.1657049744135384,0.5820686514508542,0.5223394164762245,-0.5581965200104293,0.15630056357543098,-0.151870459516786,-0.229203544167517,-0.4036834075509115,1.8488460000936582,-1.2012554999340768,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-1.0085037131426617,-0.301520935420459,converstational,0.491728563,0.516171897,0.494653163,0.483820698,1.0,1.0,1
-1.197339748668963,1.3786171637354199,-1.310911411926509,-0.7385426212558797,1.498476024454315,0.08731727711304622,0.5695267531596461,0.5190064807119796,-0.5520751817059908,0.18450764710556802,-0.11527170455008141,-0.21926796822768777,-0.41340435653841323,1.9280720706748387,-1.185901717173386,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-1.062102032707747,0.539288827375515,converstational,0.422510684,0.470858149,0.423264844,0.439830849,1.0,0.0,0
-1.1970285566508179,1.3780105269898228,-1.0284627382539413,-0.04661797515165538,1.4931047901088597,0.0581726943508154,0.5612435382602065,0.5222000097398477,-0.5532947647684129,0.0995654336681848,-0.1788401292947324,-0.35645142729319196,-0.4427520334816692,1.6964924224004778,-1.0586115601964383,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-1.1514325653162225,0.052504227862056364,converstational,0.368872522,0.407613567,0.368743991,0.373267632,0.0,0.0,1
-1.1977383830723722,1.3793937542514783,-0.8540502911478001,0.42271512046072407,1.5683965855191642,-0.033173623930463886,0.5407580977578231,0.4992405549431069,-0.5193986628183622,0.06311895234835287,-0.12583261702736906,-0.24598837114897915,-0.44601314980866985,1.438827049594349,-1.005391269735388,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-0.6958468490129974,-0.2772431681467449,converstational,0.435753782,0.405606428,0.440080165,0.363810126,1.0,0.0,0
-1.2006728232681174,1.385111613525416,-0.8982885446982084,0.1918831718016565,1.437451055593237,-0.08216598671757014,0.5484688549346967,0.49546214669216354,-0.5135015296187333,0.1491640686732013,-0.0030634708778963966,-0.23435507178145296,-0.4159729696042117,1.288952153586567,-0.9474316642388377,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-1.8660768261840266,-0.660463114859676,converstational,0.58653359,0.541955843,0.605415634,0.498866039,1.0,1.0,1
-1.2012597276734884,1.3862559634466776,-0.24929372836426264,0.8157623977462262,1.4200910966316302,-0.1478357525636111,0.5357010268866197,0.4977980403208097,-0.512292511111645,0.10855820068251525,-0.132728130834203,-0.07382299906011255,-0.42573289192098623,1.2824914502970788,-0.9018803356453445,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-0.7941104348823205,0.41636342345797495,converstational,0.317976122,0.551881671,0.313495899,0.506822083,1.0,1.0,1
-1.2000342366722048,1.383867408703101,-0.03835249100406213,1.1108503791724664,1.4155009115431256,-0.21276925738130786,0.538567500162669,0.49796868937050354,-0.5103057714736543,0.1259504131887899,-0.07388056335574625,-0.4211982594641687,-0.4233638355010724,0.9787808665438905,-0.7998431213642646,-0.6121547717521869,-0.9469065051300702,-1.4348453629201117,-0.8477087544474058,0.3204816084022937,converstational,0.516826373,0.652665619,0.528250356,0.629175626,0.0,0.0,1
-1.1894113546111795,1.3632458410129826,0.7104890208668047,2.532254086557616,0.9967530324179641,-0.6319051336865583,0.45694280524863723,0.503065143134228,-0.49930854561001775,-0.024758001603701348,-0.10928179074591796,-0.20653243494077397,-0.42056854579222014,0.09482334435314314,-0.6827998204476471,-0.5865952430466623,-0.7111522711525731,-1.023799328098128,-1.065675254012086,0.09282376034700951,text,0.752261327,0.451144774,0.753359751,0.442503774,1.0,1.0,1
-1.0948007629136782,1.1875039939676588,0.2817394073577717,2.4155613125120703,0.76620133864836,-0.5824654869887163,0.5267650676105066,0.49739404642297574,-0.5002890887412456,0.09891145508931469,-0.02587248521035257,-0.43286861850460295,-0.49111659177753114,0.6143372266437974,-0.5780335362918987,-0.48231587597403147,-0.21017551853732308,2.0509197790876112,-0.8655748609691009,0.26147741452187445,text,0.474796419,0.492095585,0.472957602,0.465109551,0.0,1.0,1
-1.028519224460784,1.068931865695146,0.09713440443713493,1.5338841674355366,0.749111499941293,-0.5495066834705786,0.5305261545915531,0.49487850115702037,-0.4994665377016115,0.11201845611089681,0.02502958968842833,-0.1088709901795093,-0.4261106485483085,0.1277410105089293,-0.5487765292806451,-0.5924315248237305,-0.6816833234343631,2.0983947659178885,-1.0085037131426617,1.960306496662278,text,0.537292648,0.29169664,0.539945056,0.268696103,1.0,1.0,1
-1.0115910216324067,1.0398912634382564,-0.1826222649761988,1.2369121158400695,0.5645614741950329,-0.42919651439891754,0.5160349602651377,0.500714923165537,-0.5058109619506026,0.1167152736157828,-0.08458140436384351,-0.2539541031068961,-0.3775690969375479,-0.2188701102218953,-0.5026444371449601,-0.5252167754228068,-0.19544038162026375,0.376007615536394,-1.127611090192177,0.004563320334215742,text,0.529816359,0.486447321,0.530656554,0.46119809,1.0,0.0,1
-0.9999076200862539,1.0199257588475878,-0.08160222952480801,0.9560670724224637,0.4959517432047489,-0.21266774810509728,0.5121909370442284,0.4923141418604359,-0.49724816363965857,0.07149408205805732,-0.07648452913652179,-0.392540847664241,-0.38477719285344564,-0.5070466869548742,-0.39315625275243193,-0.6121547717521869,-0.9469065051300702,-0.2775479940764983,-1.2228969914030028,0.643775420705424,text,0.255123432,0.470336366,0.255086748,0.441077515,1.0,0.0,0
-0.944738909925507,0.9287755174656053,0.5068751958793202,1.0530727214350126,0.4924277430435131,-0.04435145287623196,0.5810004267934455,0.5138192786422272,-0.5405557048676961,0.2866145474533442,-0.11640822930211595,0.33781017970118427,-0.37316192072991783,-0.215344909851459,-0.5313364602075062,-0.27710178928158485,0.11398688471071262,-0.06815897076353161,-1.1085539096641543,-0.19973870097673585,text,0.518985782,0.546730549,0.533276795,0.514098348,1.0,1.0,1
