Accuracy,Precision,Recall
0.632183908045977,0.632183908045977,0.632183908045977
0.6091954022988506,0.6091954022988506,0.6091954022988506
0.47126436781609193,0.47126436781609193,0.47126436781609193
0.5977011494252874,0.5977011494252874,0.5977011494252874
0.4942528735632184,0.4942528735632184,0.4942528735632184
0.6436781609195402,0.6436781609195402,0.6436781609195402
