Accuracy,Precision,Recall,AUC
0.875,0.875,0.875,0.5
0.75,0.75,0.75,0.42857142857142855
0.25,0.25,0.25,0.14285714285714285
0.5,0.5,0.5,0.2857142857142857
0.5,0.5,0.5,0.2857142857142857
0.875,0.875,0.875,0.5
