EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,left eye 1,left eye 2,right eye 1,right eye 2,response
0.234875835,-13586.04683,146250.5428,118617.4058,7563.741188,34.08789369,0.161653614,0.844405622,0.407018072,0.942114573,0.626559838,0.102653806,52.20883534,-128.7208835,81.1184739,0.0,0.0,0.635120833,0.0,0.0,0.482162088,0.559872142,0.481296235,0.532488127,1
0.233987494,-13563.38396,146032.3786,118574.526,7493.007423,34.45354545,0.159263214,0.842133192,0.410107822,0.947006363,0.634268162,0.093622683,52.29598309,-128.9841438,81.3255814,0.0,0.0,1.167559649,16.0,106080.0,0.283617901,0.418939041,0.286236707,0.387015414,1
0.232622081,-13528.33999,145594.4918,118406.8187,7437.133582,34.87274138,0.156385417,0.842201637,0.411081101,0.948620149,0.609048229,0.103122511,52.3125,-129.0052083,81.20610119,0.0,0.0,0.034431481,19.28571429,5565.714286,0.315099322,0.589655419,0.304137928,0.525680509,1
0.234238793,-13569.84557,145801.8119,118415.4043,7410.078387,35.31912593,0.152813616,0.840578125,0.415171875,0.950273236,0.61040226,0.11721347,52.09821429,-128.6796875,81.34263393,0.0,0.0,0.000183333,0.0,0.0,0.247959113,0.504414796,0.250668275,0.47621039,1
0.235394613,-13599.1671,145829.6382,118444.6398,7404.879934,35.37439566,0.152547541,0.840220492,0.415731148,0.95219885,0.612282178,0.109725021,52.12868852,-128.7254098,81.33114754,0.0,0.0,0.0001,13.0,81920.0,0.447625707,0.411587434,0.459064764,0.375724265,0
0.236033713,-13615.26915,145897.2518,118519.8547,7416.0,35.38230476,0.151762554,0.840401004,0.416371593,0.941279454,0.611412618,0.107272053,52.07747489,-128.7876614,81.52367288,0.0,0.0,0.0,12.0,25600.0,0.309735843,0.317361232,0.312171248,0.283505929,0
0.236512288,-13627.25533,146070.1965,118614.5525,7454.082284,35.37999444,0.151301255,0.840070293,0.417162343,0.943553691,0.607048986,0.108019845,52.041841,-128.6401674,81.61841004,0.0,0.0,0.0,11.16666667,8446.666667,0.404699559,0.505755381,0.406806354,0.472255836,1
0.236684238,-13631.55566,146218.3702,118715.1114,7452.693231,35.35392655,0.151503419,0.839942735,0.418071795,0.941799145,0.603430544,0.101394366,52.07008547,-128.8008547,81.65897436,0.0,0.0,0.0,12.0,5840.0,0.491728563,0.516171897,0.494653163,0.483820698,1
0.236680695,-13631.46695,146151.5157,118717.7694,7397.226119,35.32564778,0.150906994,0.839642857,0.418843006,0.94488831,0.60883371,0.101735385,52.04092262,-128.7172619,81.71502976,0.0,0.0,0.0,11.25,19520.0,0.422510684,0.470858149,0.423264844,0.439830849,0
0.236707315,-13632.13279,146269.9509,118857.8018,7395.859649,35.31513372,0.150513089,0.839930192,0.418689354,0.935585664,0.599448944,0.097026834,51.95287958,-128.9616056,82.17975567,0.0,0.0,0.0,10.0,11600.0,0.368872522,0.407613567,0.368743991,0.373267632,1
0.236395577,-13624.33869,146324.535,118906.0699,7381.701049,35.26450581,0.149905594,0.837524476,0.423702797,0.941017575,0.625399293,0.10121755,52.03321678,-129.3916084,82.58566434,0.0,0.0,0.0,0.0,0.0,0.58653359,0.541955843,0.605415634,0.498866039,1
0.236345372,-13623.08266,146596.6688,119032.3312,7377.284585,35.2408151,0.149298425,0.837734646,0.423855118,0.936570528,0.606256574,0.106727496,52.00393701,-129.3984252,82.7519685,0.0,0.0,0.0,15.0,17520.0,0.317976122,0.551881671,0.313495899,0.506822083,1
0.237358906,-13648.3384,146999.1209,119379.7165,7269.585176,35.06618455,0.145553109,0.838208549,0.425490933,0.921970091,0.609718016,0.102172507,52.01943005,-130.6515544,83.55181347,0.000184667,0.088889,1.434270968,11.2,12256.0,0.752261327,0.451144774,0.753359751,0.442503774,1
0.245452089,-13841.23135,146819.3394,119356.1001,7210.931624,35.08402016,0.148873479,0.837698297,0.425367397,0.935514042,0.622031941,0.094403965,51.80778589,-130.1034063,83.93430657,0.000938083,0.27777775,12.16294848,14.0,15000.0,0.474796419,0.492095585,0.472957602,0.465109551,1
0.251121947,-13971.37524,146741.9316,119177.6654,7206.58388,35.09591022,0.149052336,0.837471963,0.425471028,0.936949486,0.629546742,0.105524543,52.00280374,-130.6168224,84.0411215,0.0001425,0.1,12.32860388,12.0,42640.0,0.537292648,0.29169664,0.539945056,0.268696103,1
0.25257002,-14003.24999,146624.6252,119117.5639,7159.633392,35.13931274,0.148363213,0.83799709,0.424671711,0.937463869,0.613364596,0.100544852,52.14842841,-130.9825378,84.20954598,0.000628125,0.2833335,6.318644712,10.33333333,10820.0,0.529816359,0.486447321,0.530656554,0.46119809,1
0.253569442,-14025.16398,146666.9845,119060.7262,7142.178719,35.21742662,0.148180412,0.837241237,0.425750515,0.932511364,0.614559958,0.095788136,52.12680412,-131.2865979,84.60927835,0.0,0.0,4.038180342,9.0,21220.0,0.255123432,0.470336366,0.255086748,0.441077515,0
0.258288686,-14125.20981,146913.7424,119080.3583,7141.282195,35.2781476,0.15145262,0.839176143,0.420294314,0.956070787,0.608665922,0.120855991,52.16164994,-130.9788183,84.10479376,0.00242075,0.40000025,4.768805556,10.6,7496.0,0.518985782,0.546730549,0.533276795,0.514098348,1
0.258864237,-14138.01171,147012.416,119086.44,7146.210689,35.37644103,0.153962133,0.836868624,0.422270479,0.934373065,0.617525371,0.103778577,52.2179289,-131.0780526,84.48454405,0.0,0.0,1.973853205,19.25,5750.0,0.371021355,0.395287108,0.379674264,0.37813636,0
0.260589093,-14173.72721,146778.6546,118987.0332,7077.844914,35.44358804,0.15422992,0.835448795,0.424553213,0.935514056,0.619476673,0.097426943,51.88253012,-130.4658635,84.78514056,0.000583,0.3,4.13703,19.4,8056.0,0.572458249,0.367320976,0.574695238,0.34658314,0
0.261985383,-14202.39791,146655.5582,118894.4201,7058.535821,35.49381034,0.153845353,0.835436431,0.425086989,0.943912687,0.632840995,0.106513867,51.80148699,-130.46171,84.866171,0.0,0.0,1.47792638,18.0,23720.0,0.375465253,0.450438985,0.360274673,0.423078547,0
0.266994976,-14302.57818,146774.4359,118947.838,7079.540296,35.51417663,0.146901639,0.835013115,0.428845082,0.940431389,0.609107884,0.106634518,51.92704918,-132.0811475,85.84836066,0.000262333,0.188888833,4.849680952,13.0,56040.0,0.721630428,0.299623921,0.722878552,0.275471941,1
0.272172647,-14401.82837,146545.0134,118829.9409,7008.75672,35.59981416,0.14473494,0.834934404,0.430218206,0.945089812,0.610625,0.111255587,51.83266399,-132.356091,86.29451138,0.001389333,0.2,9.179252222,11.5,5740.0,0.618703508,0.205681712,0.62460349,0.186249278,1
0.278109209,-14511.20689,146699.9806,118852.1,7058.623881,35.677133,0.144178571,0.834255952,0.43171875,0.949782934,0.609565611,0.102544615,51.85565476,-132.2514881,86.02678571,0.00202025,0.35000025,5.953619753,14.33333333,14306.66667,0.544490914,0.571630048,0.559514551,0.554827389,1
