EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,left eye 1,left eye 2,right eye 1,right eye 2,Accuracy of AI response,Image authentic?,response
-2.1583405063102656,2.8575734348619837,1.357110584575057,0.13276056499892921,1.7706214496505142,-2.32291902822095,0.436955179152097,0.7826908299349812,-0.40962471773358716,-0.017106343808065094,0.1573074450215607,-0.14009691364923568,0.5968325825501593,1.3849987435390867,-0.4873489750246198,-0.18908315064543668,1.6727882802808913,2.056757383812487,-3.7705900216507984,9.328008079312012,0.530438109,0.581822643,0.525654797,0.600710223,1.0,1.0,1
-2.0994406708722755,2.7153514999778454,1.3386390316133594,0.2556087984804801,1.7097971232827136,-2.2122131953767474,0.41464932013746864,0.8196844505243773,-0.5028269253464426,-0.05003814345751369,0.34362122483992097,-0.07961495948835381,0.6445086874222586,1.2006454522537373,-0.5057256501439724,-0.5026382654881695,1.7236175236664149,2.101926450648223,-4.005329533517834,1.198697035481498,0.381841421,0.427847659,0.379321425,0.437205934,0.0,0.0,0
-2.041001486152467,2.579761330198754,1.3504022650346803,0.3001203226251011,1.666916377028712,-2.0527126328916765,0.3993100301527435,0.8109919800527475,-0.5125430987111628,0.046348518652589175,0.35827803150826687,-0.04896552572074614,0.6696031054330164,1.1413321903731417,-0.5160732112864475,0.006345554908379126,1.567633953240527,1.8354022742961877,-3.366838061239497,0.18828788338691554,0.646725125,0.288554912,0.645112798,0.311042429,1.0,0.0,1
-1.9693709089306588,2.420703311629567,1.428825669105186,0.34964593055046866,1.7198580347012469,-1.758308499993605,0.4113811937980552,0.8389000436383879,-0.5607613631918968,-0.06733985963234299,0.18954399496753574,-0.04315490042211882,0.6393664123111197,1.1582057395630998,-0.5219219640430788,-0.38518127814628833,0.7228074057202596,1.799977612979824,-3.0569819055750096,0.7878180825742458,0.530403027,0.36800922,0.529129794,0.384442018,1.0,1.0,0
-1.8936840651790336,2.2601616287636825,1.4140574778137778,0.33138094551144154,1.6713148294190208,-1.4729500096857437,0.4211519650373788,0.8799518532072547,-0.6188179545407733,0.20803262304135178,0.16472854722021923,-0.05922633319277829,0.6572986769501703,1.1595292958993353,-0.5523598512411746,-0.362123411081707,0.9398014020736012,2.3493269161635313,-3.038202744625647,0.26167148744448715,0.503562251,0.436476783,0.497710346,0.456073862,1.0,0.0,1
-1.8325668362173193,2.1359724029765395,1.4426222271816829,0.3174909579772734,1.6818791349105757,-1.2339331997689271,0.44066577430321247,0.92601535054693,-0.7092033729888291,0.06449705129478989,0.09290029604588423,0.032774595898908784,0.6828786594181785,1.1976803340336286,-0.5744671013494032,-0.19942200071632937,0.6707282779928897,2.7595391808455196,-2.4795227063821015,0.130827136813534,0.577296204,0.531844705,0.577118131,0.564350324,0.0,0.0,1
-1.7675220820701312,2.009206740620124,1.4305623446814717,0.282136843029874,1.6425490457912477,-0.9942667188746847,0.43630264637814925,0.8835868844129373,-0.6419703593551264,0.15234220659263348,0.12924313362292383,0.04609429011705653,0.6718107972945383,1.1889727467648137,-0.5472421710121786,-0.47039975457851985,0.29816955917011667,2.508540044710923,-2.181584095455159,0.08742536804578466,0.537204193,0.491108383,0.5409668,0.519796879,0.0,1.0,0
-1.685239615202147,1.8555800722568856,1.3729294928747222,0.23008033682055584,1.5298145740227211,-0.7271960068382196,0.4274095353146691,0.8955777484706325,-0.7033451708453766,0.25382757951304485,0.09918260529763473,0.0791838497513712,0.6611317777733399,1.1833652410661033,-0.5725540009699195,-0.15457073026490184,1.1227671258886782,2.339129192186908,-1.2140633376064562,-0.0671071983789585,0.276270764,0.339188193,0.272296159,0.355445667,1.0,0.0,1
-1.605652208568939,1.7139135325991306,1.3841415156505905,0.2576175068168272,1.5415787104243037,-0.4531166787039725,0.4260229185140463,0.8889669884504013,-0.7290792781838508,0.16238685415570742,0.15315834412183338,0.03411861501474142,0.6721967156526554,1.1790962646617134,-0.5884387156803927,-0.41123560535474607,0.410334576673137,2.544849561978023,-0.5695966780947613,-0.09605784830301102,0.502387598,0.545369637,0.501710868,0.563005985,1.0,1.0,0
-1.5325610594547527,1.5894455240523864,1.3951423088954644,0.27058504713398257,1.5365545872925777,-0.22693179502016764,0.42162550767336493,0.8996760788990024,-0.7567248785943239,-0.007471661228143871,0.19073077353354015,0.04240737349613446,0.6748522877773826,1.1812875437877677,-0.5840447497489706,-0.4251765830454054,0.43155309061526326,2.52713033179817,-1.3684223505244513,0.07025104855846312,0.285710959,0.352221926,0.292984542,0.366557494,1.0,0.0,0
