Accuracy,Precision,Recall
0.5263157894736842,0.5263157894736842,0.5263157894736842
0.5263157894736842,0.5263157894736842,0.5263157894736842
0.5263157894736842,0.5263157894736842,0.5263157894736842
0.47368421052631576,0.47368421052631576,0.47368421052631576
0.5263157894736842,0.5263157894736842,0.5263157894736842
0.47368421052631576,0.47368421052631576,0.47368421052631576
