EA,EL,PI,PR,PG,TH,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,left eye 1,left eye 2,right eye 1,right eye 2,response
1.818889454,-18768.28898,147062.5713,114153.1726,6374.87252,34.3998171,0.911623875,0.264976005,-0.128482903,0.966451381,0.567201813,0.082960049,33.70485903,-83.44991002,97.31373725,0.0,0.0,0.042705473,26.5625,5507.5,0.576610045,0.53286145,0.57883944,0.53976999,-2.0
1.403018746,-18540.77715,146570.601,114046.9967,6268.586282,34.56222482,0.912684211,0.261697233,-0.127444384,0.894258415,0.576460066,0.101547486,33.88822572,-84.63863266,97.05208899,0.0,0.0,0.003815315,30.92,3059.2,0.723468699,0.328494183,0.71806189,0.367260882,5.0
1.184505381,-18359.16704,146451.6569,115206.7141,6389.585445,34.74073333,0.912475697,0.261421905,-0.128666883,0.894754215,0.573525733,0.101113757,33.9345431,-84.7815943,96.96305898,0.0,0.0,0.000326738,29.25,3782.5,0.738129434,0.320969877,0.726966906,0.369052206,5.0
1.034977654,-18188.80748,146711.0777,115003.0424,6415.607067,34.94008625,0.915494715,0.255738548,-0.119434813,0.890405081,0.604087732,0.114077145,33.94362227,-85.22269204,96.83650458,0.0,0.0,0.0001,26.21052632,3069.473684,0.315557446,0.495884606,0.314860722,0.488285814,4.0
0.923840409,-18026.84206,146531.3533,114810.4417,6384.964837,35.10076989,0.919370402,0.247007699,-0.112037639,0.879538922,0.557004307,0.096455895,33.69888794,-84.85457656,97.04619333,0.0,0.0,0.0,29.875,2962.5,0.50390545,0.485288241,0.503501774,0.4738118,-4.0
0.845378629,-17886.75828,147035.8964,115070.7388,6511.942463,35.14162357,0.920572905,0.246646383,-0.102998852,0.881503456,0.587081301,0.107356389,33.34213548,-84.89667049,97.54190586,0.0,0.0,0.0,34.25,1555.0,0.431509775,0.537402293,0.434691796,0.547639637,-4.0
0.794388518,-17780.92256,146817.9116,115002.9194,6405.745736,35.13023469,0.92131221,0.243659969,-0.105826893,0.882907264,0.567710731,0.108144654,33.38176198,-84.81916538,97.44204019,0.0,0.0,0.0,33.25,8730.0,0.329581052,0.72407649,0.338741005,0.710964082,5.0
0.744988619,-17663.60989,146602.831,114580.0674,6378.302977,35.11417971,0.919814847,0.248089956,-0.10569869,0.877255895,0.573914688,0.081833034,33.24279476,-84.59912664,97.54061135,0.0,0.0,0.0,32.55555556,3168.888889,0.533602678,0.511134539,0.534107404,0.535268146,4.0
0.693349714,-17523.94379,146516.946,114425.4615,6362.21978,35.0588852,0.920782648,0.24583105,-0.106026484,0.871324771,0.575738848,0.109267739,32.99269406,-84.7826484,97.54246575,0.0,0.0,0.0,37.85714286,2173.333333,0.334628436,0.413075522,0.332335355,0.399559119,-4.0
0.660314512,-17423.44385,146717.1586,114573.3173,6381.452536,34.99153448,0.922472798,0.247766839,-0.085283679,0.930057516,0.651077124,0.089206117,32.90414508,-85.60362694,97.37953368,0.0,0.0,0.0,38.23076923,1889.230769,0.508396957,0.390893604,0.509947915,0.370433877,-5.0
