Accuracy,Precision,Recall,AUC
0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4571428571428572
0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5285714285714286
0.47058823529411764,0.47058823529411764,0.47058823529411764,0.4214285714285714
0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5571428571428572
0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6571428571428573
0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5285714285714286
