Accuracy,Precision,Recall
0.5760869565217391,0.5760869565217391,0.5760869565217391
0.5869565217391305,0.5869565217391305,0.5869565217391305
0.5217391304347826,0.5217391304347826,0.5217391304347826
0.5543478260869565,0.5543478260869565,0.5543478260869565
0.44565217391304346,0.44565217391304346,0.44565217391304346
0.5,0.5,0.5
