TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
944109.000000,3435491.000000,1660660552.846337,1660663105.941447,630,235787,3.4723e+06,1.5.10
