LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1660659827.807792,236596.000,22616,2,RD,1,100,TL
1660659827.807792,236596.000,22616,2,RD,1,100,TU
1660659830.420957,239146.000,23444,2,RD,1,100,TL
1660659833.034122,241696.000,23444,2,RD,1,100,TU
1660659835.654460,244253.000,24278,2,RD,1,100,TL
1660659838.274799,246810.000,24278,2,RD,1,100,TU
1660659840.890014,249362.000,25110,2,RD,1,100,TL
1660659843.505228,251914.000,25110,2,RD,1,100,TU
1660659846.133765,254479.000,25948,2,RD,1,100,TL
1660659848.762302,257044.000,25948,2,RD,1,100,TU
1660659851.384177,259602.500,26781,2,RD,1,100,TL
1660659854.006053,262161.000,26781,2,RD,1,100,TU
1660659856.632540,264724.000,27614,2,RD,1,100,TL
1660659859.259027,267287.000,27614,2,RD,1,100,TU
1660659861.875267,269840.000,28447,2,RD,1,100,TL
1660659864.491506,272393.000,28447,2,RD,1,100,TU
1660659867.105696,274944.000,29282,2,RD,1,100,TL
1660659869.719886,277495.000,29282,2,RD,1,100,TU
1660659872.341249,280053.000,30117,2,RD,1,100,TL
1660659874.962612,282611.000,30117,2,RD,1,100,TU
1660659877.580389,285165.500,30936,2,RD,1,100,TL
1660659880.198166,287720.000,30936,2,RD,1,100,TU
1660659882.834900,290293.000,31751,2,RD,1,100,TL
1660659885.471635,292866.000,31751,2,RD,1,100,TU
1660659888.087362,295418.500,32586,2,RD,1,100,TL
1660659890.703089,297971.000,32586,2,RD,1,100,TU
1660659893.319841,300524.500,33421,2,RD,1,100,TL
1660659895.936593,303078.000,33421,2,RD,1,100,TU
1660659898.576402,305654.000,34258,2,RD,1,100,TL
1660659901.216211,308230.000,34258,2,RD,1,100,TU
1660659903.833988,310784.500,35075,2,RD,1,100,TL
1660659906.451764,313339.000,35075,2,RD,1,100,TU
1660659909.068004,315892.000,35895,2,RD,1,100,TL
1660659911.684243,318445.000,35895,2,RD,1,100,TU
1660659914.309706,321007.000,36713,2,RD,1,100,TL
1660659916.935168,323569.000,36713,2,RD,1,100,TU
1660659919.569341,326139.500,37546,2,RD,1,100,TL
1660659922.203514,328710.000,37546,2,RD,1,100,TU
1660659924.824877,331268.000,38363,2,RD,1,100,TL
1660659927.446240,333826.000,38363,2,RD,1,100,TU
1660659930.064017,336380.500,39185,2,RD,1,100,TL
1660659932.681793,338935.000,39185,2,RD,1,100,TU
1660659935.296496,341486.500,40003,2,RD,1,100,TL
1660659937.911198,344038.000,40003,2,RD,1,100,TU
1660659940.559205,346622.000,40838,2,RD,1,100,TL
1660659943.207213,349206.000,40838,2,RD,1,100,TU
1660659945.823965,351759.500,41660,2,RD,1,100,TL
1660659948.440716,354313.000,41660,2,RD,1,100,TU
1660659951.056956,356866.000,42464,2,RD,1,100,TL
1660659953.673195,359419.000,42464,2,RD,1,100,TU
1660659956.294559,361977.000,43282,2,RD,1,100,TL
1660659958.915922,364535.000,43282,2,RD,1,100,TU
1660659961.532674,367088.500,44101,2,RD,1,100,TL
1660659964.149425,369642.000,44101,2,RD,1,100,TU
1660659966.781549,372210.500,44934,2,RD,1,100,TL
1660659969.413672,374779.000,44934,2,RD,1,100,TU
1660659972.056043,377357.500,45770,2,RD,1,100,TL
1660659974.698414,379936.000,45770,2,RD,1,100,TU
1660659977.326951,382501.000,46601,2,RD,1,100,TL
1660659979.955488,385066.000,46601,2,RD,1,100,TU
1660659982.578388,387625.500,47417,2,RD,1,100,TL
1660659985.201288,390185.000,47417,2,RD,1,100,TU
1660659987.822140,392742.500,48232,2,RD,1,100,TL
1660659990.442990,395300.000,48232,2,RD,1,100,TU
1660659993.083824,397877.000,49066,2,RD,1,100,TL
1660659995.724658,400454.000,49066,2,RD,1,100,TU
1660659998.348583,403014.500,49882,2,RD,1,100,TL
1660660000.972509,405575.000,49882,2,RD,1,100,TU
1660660003.588236,408127.500,50701,2,RD,1,100,TL
1660660006.203963,410680.000,50701,2,RD,1,100,TU
1660660008.821227,413234.000,51517,2,RD,1,100,TL
1660660011.438491,415788.000,51517,2,RD,1,100,TU
1660660014.056780,418343.000,52337,2,RD,1,100,TL
1660660016.675069,420898.000,52337,2,RD,1,100,TU
1660660019.291821,423451.500,53158,2,RD,1,100,TL
1660660021.908573,426005.000,53158,2,RD,1,100,TU
1660660024.536597,428569.500,53987,2,RD,1,100,TL
1660660027.164621,431134.000,53987,2,RD,1,100,TU
1660660029.781885,433688.000,54800,2,RD,1,100,TL
1660660032.399150,436242.000,54800,2,RD,1,100,TU
1660660035.025124,438804.500,55621,2,RD,1,100,TL
1660660037.651099,441367.000,55621,2,RD,1,100,TU
1660660040.267851,443920.500,56412,2,RD,1,100,TL
1660660042.884603,446474.000,56412,2,RD,1,100,TU
1660660045.529023,449054.500,57249,2,RD,1,100,TL
1660660048.173444,451635.000,57249,2,RD,1,100,TU
1660660050.790196,454188.500,58070,2,RD,1,100,TL
1660660053.406948,456742.000,58070,2,RD,1,100,TU
1660660056.040608,459312.000,58892,2,RD,1,100,TL
1660660058.674269,461882.000,58892,2,RD,1,100,TU
1660660061.310491,464454.500,59712,2,RD,1,100,TL
1660660063.946713,467027.000,59712,2,RD,1,100,TU
1660660066.574738,469591.500,60535,2,RD,1,100,TL
1660660069.202762,472156.000,60535,2,RD,1,100,TU
1660660071.914818,474802.500,61336,2,RD,1,100,TL
1660660074.626873,477449.000,61336,2,RD,1,100,TU
1660660077.266170,480024.500,62124,2,RD,1,100,TL
1660660079.905467,482600.000,62124,2,RD,1,100,TU
1660660082.541177,485172.000,62955,2,RD,1,100,TL
1660660085.176887,487744.000,62955,2,RD,1,100,TU
1660660087.812597,490316.000,63791,2,RD,1,100,TL
1660660090.448307,492888.000,63791,2,RD,1,100,TU
1660660093.066596,495443.000,64608,2,RD,1,100,TL
1660660095.684885,497998.000,64608,2,RD,1,100,TU
1660660098.297025,500547.000,65428,2,RD,1,100,TL
1660660100.909165,503096.000,65428,2,RD,1,100,TU
1660660103.556148,505679.000,729,2,RD,1,100,TL
1660660106.203130,508262.000,729,2,RD,1,100,TU
1660660108.820907,510816.500,1573,2,RD,1,100,TL
1660660111.438684,513371.000,1573,2,RD,1,100,TU
1660660114.061072,515930.000,2430,2,RD,1,100,TL
1660660116.683460,518489.000,2430,2,RD,1,100,TU
1660660119.297650,521040.000,3282,2,RD,1,100,TL
1660660121.911840,523591.000,3282,2,RD,1,100,TU
1660660124.538327,526154.000,4127,2,RD,1,100,TL
1660660127.164814,528717.000,4127,2,RD,1,100,TU
1660660129.792326,531281.000,4983,2,RD,1,100,TL
1660660132.419838,533845.000,4983,2,RD,1,100,TU
1660660135.043251,536405.000,5842,2,RD,1,100,TL
1660660137.666663,538965.000,5842,2,RD,1,100,TU
1660660140.281366,541516.500,6697,2,RD,1,100,TL
1660660142.896068,544068.000,6697,2,RD,1,100,TU
1660660145.514357,546623.000,7556,2,RD,1,100,TL
1660660148.132646,549178.000,7556,2,RD,1,100,TU
1660660150.750935,551733.000,8410,2,RD,1,100,TL
1660660153.369224,554288.000,8410,2,RD,1,100,TU
1660660155.984951,556840.500,9267,2,RD,1,100,TL
1660660158.600678,559393.000,9267,2,RD,1,100,TU
1660660161.223066,561952.000,10124,2,RD,1,100,TL
1660660163.845454,564511.000,10124,2,RD,1,100,TU
1660660166.462718,567065.000,10971,2,RD,1,100,TL
1660660169.079982,569619.000,10971,2,RD,1,100,TU
1660660171.704932,572180.500,11827,2,RD,1,100,TL
1660660174.329882,574742.000,11827,2,RD,1,100,TU
1660660176.943560,577292.500,12686,2,RD,1,100,TL
1660660179.557237,579843.000,12686,2,RD,1,100,TU
1660660182.175014,582397.500,13536,2,RD,1,100,TL
1660660184.792790,584952.000,13536,2,RD,1,100,TU
1660660187.443360,587538.500,14407,2,RD,1,100,TL
1660660190.093929,590125.000,14407,2,RD,1,100,TU
1660660192.710168,592678.000,15260,2,RD,1,100,TL
1660660195.326408,595231.000,15260,2,RD,1,100,TU
1660660197.960581,597801.500,16137,2,RD,1,100,TL
1660660200.594754,600372.000,16137,2,RD,1,100,TU
1660660203.219191,602933.000,16990,2,RD,1,100,TL
1660660205.843629,605494.000,16990,2,RD,1,100,TU
1660660208.459868,608047.000,17844,2,RD,1,100,TL
1660660211.076108,610600.000,17844,2,RD,1,100,TU
1660660213.694909,613155.500,18698,2,RD,1,100,TL
1660660216.313710,615711.000,18698,2,RD,1,100,TU
1660660218.929950,618264.000,19559,2,RD,1,100,TL
1660660221.546189,620817.000,19559,2,RD,1,100,TU
1660660224.189073,623396.000,20438,2,RD,1,100,TL
1660660226.831956,625975.000,20438,2,RD,1,100,TU
1660660229.448708,628528.500,21291,2,RD,1,100,TL
1660660232.065460,631082.000,21291,2,RD,1,100,TU
1660660234.682724,633636.000,22151,2,RD,1,100,TL
1660660237.299988,636190.000,22151,2,RD,1,100,TU
1660660239.918277,638745.000,22996,2,RD,1,100,TL
1660660242.536566,641300.000,22996,2,RD,1,100,TU
1660660245.174326,643874.000,23867,2,RD,1,100,TL
1660660247.812085,646448.000,23867,2,RD,1,100,TU
1660660250.429349,649002.000,24722,2,RD,1,100,TL
1660660253.046614,651556.000,24722,2,RD,1,100,TU
1660660255.663366,654109.500,25579,2,RD,1,100,TL
1660660258.280117,656663.000,25579,2,RD,1,100,TU
1660660260.897894,659217.500,26438,2,RD,1,100,TL
1660660263.515671,661772.000,26438,2,RD,1,100,TU
1660660266.132422,664325.500,27297,2,RD,1,100,TL
1660660268.749174,666879.000,27297,2,RD,1,100,TU
1660660271.384372,669450.500,28153,2,RD,1,100,TL
1660660274.019569,672022.000,28153,2,RD,1,100,TU
1660660276.664503,674603.000,29024,2,RD,1,100,TL
1660660279.309436,677184.000,29024,2,RD,1,100,TU
1660660281.926700,679738.000,29874,2,RD,1,100,TL
1660660284.543964,682292.000,29874,2,RD,1,100,TU
1660660287.161228,684846.000,30733,2,RD,1,100,TL
1660660289.778492,687400.000,30733,2,RD,1,100,TU
1660660292.399856,689958.000,31591,2,RD,1,100,TL
1660660295.021219,692516.000,31591,2,RD,1,100,TU
1660660297.661541,695092.500,32462,2,RD,1,100,TL
1660660300.301862,697669.000,32462,2,RD,1,100,TU
1660660302.939109,700242.500,33322,2,RD,1,100,TL
1660660305.576356,702816.000,33322,2,RD,1,100,TU
1660660308.192596,705369.000,34159,2,RD,1,100,TL
1660660310.808835,707922.000,34159,2,RD,1,100,TU
1660660313.442496,710492.000,35020,2,RD,1,100,TL
1660660316.076156,713062.000,35020,2,RD,1,100,TU
1660660318.709304,715631.500,35881,2,RD,1,100,TL
1660660321.342453,718201.000,35881,2,RD,1,100,TU
1660660323.970989,720766.000,36746,2,RD,1,100,TL
1660660326.599526,723331.000,36746,2,RD,1,100,TU
