LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1660660108.356174,510363,1132,1,SR,1,100,0.200000
1660660108.953615,510946,1216,1,SR,1,100,0.133333
1660660109.950717,511919,1366,1,SR,1,100,0.066667
1660660110.881208,512827,1519,1,SR,1,100,0.066667
1660660111.148674,513088,1626,1,SR,1,100,0.466667
1660660111.748164,513673,1644,1,SR,1,100,0.066667
1660660112.080190,513997,1712,1,SR,1,100,0.066667
1660660112.282070,514194,1766,1,SR,1,100,0.266667
1660660112.812901,514712,1899,1,SR,1,100,0.466667
1660660113.546637,515428,2014,1,SR,1,100,0.466667
1660660114.409494,516270,2102,1,SR,1,100,0.200000
1660660114.875764,516725,2185,1,SR,1,100,0.200000
1660660115.607451,517439,2271,1,SR,1,100,0.066667
1660660115.807281,517634,2307,1,SR,1,100,0.066667
1660660116.006086,517828,2340,1,SR,1,100,0.066667
1660660116.337087,518151,2410,1,SR,1,100,0.066667
1660660116.537942,518347,2434,1,SR,1,100,0.066667
1660660117.734874,519515,2752,1,SR,1,100,0.800000
1660660118.933856,520685,2835,1,SR,1,100,0.200000
1660660119.401152,521141,2903,1,SR,1,100,0.066667
1660660119.597908,521333,2941,1,SR,1,100,0.133333
1660660119.865373,521594,2992,1,SR,1,100,0.133333
1660660120.265033,521984,3043,1,SR,1,100,0.066667
1660660120.730279,522438,3144,1,SR,1,100,0.266667
1660660121.130965,522829,3214,1,SR,1,100,0.266667
1660660121.660771,523346,3285,1,SR,1,100,0.066667
1660660121.856502,523537,3304,1,SR,1,100,0.133333
1660660122.128066,523802,3360,1,SR,1,100,0.266667
1660660122.525677,524190,3394,1,SR,1,100,0.066667
1660660122.726532,524386,3461,1,SR,1,100,0.200000
1660660123.458219,525100,3579,1,SR,1,100,0.200000
1660660123.791269,525425,3630,1,SR,1,100,0.200000
1660660124.523980,526140,3782,1,SR,1,100,0.400000
1660660125.054811,526658,3819,1,SR,1,100,0.133333
1660660125.321252,526918,3852,1,SR,1,100,0.066667
1660660126.054987,527634,3970,1,SR,1,100,0.066667
1660660126.652429,528217,4089,1,SR,1,100,0.200000
1660660126.987529,528544,4182,1,SR,1,100,0.400000
1660660127.651580,529192,4317,1,SR,1,100,0.533333
1660660128.981732,530490,4500,1,SR,1,100,0.333333
1660660129.446978,530944,4585,1,SR,1,100,0.400000
1660660129.980884,531465,4620,1,SR,1,100,0.133333
1660660130.511715,531983,4705,1,SR,1,100,0.066667
1660660130.844765,532308,4774,1,SR,1,100,0.133333
1660660131.246475,532700,4843,1,SR,1,100,0.266667
1660660131.645111,533089,4896,1,SR,1,100,0.200000
1660660132.110357,533543,4964,1,SR,1,100,0.066667
1660660132.443408,533868,5036,1,SR,1,100,0.200000
1660660132.774408,534191,5088,1,SR,1,100,0.133333
1660660133.039824,534450,5125,1,SR,1,100,0.133333
1660660133.707974,535102,5241,1,SR,1,100,0.200000
1660660134.037951,535424,5294,1,SR,1,100,0.133333
1660660134.571856,535945,5363,1,SR,1,100,0.066667
1660660134.969467,536333,5448,1,SR,1,100,0.133333
1660660135.236932,536594,5482,1,SR,1,100,0.133333
1660660135.637618,536985,5534,1,SR,1,100,0.066667
1660660135.836423,537179,5601,1,SR,1,100,0.200000
1660660136.168449,537503,5636,1,SR,1,100,0.133333
1660660136.567085,537892,5721,1,SR,1,100,0.266667
1660660137.102015,538414,5789,1,SR,1,100,0.133333
1660660137.497576,538800,5847,1,SR,1,100,0.133333
1660660137.766066,539062,5916,1,SR,1,100,0.266667
1660660138.297922,539581,6001,1,SR,1,100,0.266667
1660660138.828753,540099,6068,1,SR,1,100,0.133333
1660660139.760270,541008,6235,1,SR,1,100,0.200000
1660660140.226540,541463,6289,1,SR,1,100,0.066667
1660660140.692811,541918,6372,1,SR,1,100,0.133333
1660660140.958227,542177,6425,1,SR,1,100,0.200000
1660660141.291277,542502,6508,1,SR,1,100,0.333333
1660660142.357038,543542,6627,1,SR,1,100,0.066667
1660660142.822284,543996,6752,1,SR,1,100,0.266667
