LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1660660205.613568,605269.500,16969,2,MX,1,100,-5
1660660205.655071,605310.000,16969,2,MX,1,100,-4
1660660205.694012,605348.000,16985,3,MX,1,100,-5
1660660205.732954,605386.000,16985,3,MX,1,100,-4
1660660205.771895,605424.000,16985,3,MX,1,100,-4
1660660205.813398,605464.500,17006,2,MX,1,100,-3
1660660205.854901,605505.000,17006,2,MX,1,100,-5
1660660205.893501,605542.667,17023,3,MX,1,100,-4
1660660205.932101,605580.333,17023,3,MX,1,100,-4
1660660205.970700,605618.000,17023,3,MX,1,100,-4
1660660206.012716,605659.000,17040,2,MX,1,100,-5
1660660206.054732,605700.000,17040,2,MX,1,100,-6
1660660206.093673,605738.000,17060,3,MX,1,100,-4
1660660206.132614,605776.000,17060,3,MX,1,100,-6
1660660206.171556,605814.000,17060,3,MX,1,100,-4
1660660206.212546,605854.000,17074,2,MX,1,100,-4
1660660206.253537,605894.000,17074,2,MX,1,100,-5
1660660206.292478,605932.000,17094,3,MX,1,100,-4
1660660206.331420,605970.000,17094,3,MX,1,100,-5
1660660206.370361,606008.000,17094,3,MX,1,100,-5
1660660206.415109,606051.667,17110,3,MX,1,100,-6
1660660206.459857,606095.333,17110,3,MX,1,100,-5
1660660206.504606,606139.000,17110,3,MX,1,100,-4
1660660206.546109,606179.500,17127,2,MX,1,100,-4
1660660206.587612,606220.000,17127,2,MX,1,100,-4
1660660206.626554,606258.000,17142,3,MX,1,100,-5
1660660206.665495,606296.000,17142,3,MX,1,100,-5
1660660206.704436,606334.000,17142,3,MX,1,100,-4
1660660206.743719,606372.333,17159,3,MX,1,100,-4
1660660206.783002,606410.667,17159,3,MX,1,100,-4
1660660206.822285,606449.000,17159,3,MX,1,100,-5
1660660206.862763,606488.500,17177,2,MX,1,100,-4
1660660206.903242,606528.000,17177,2,MX,1,100,-5
1660660206.942183,606566.000,17194,3,MX,1,100,-5
1660660206.981124,606604.000,17194,3,MX,1,100,-5
1660660207.020066,606642.000,17194,3,MX,1,100,-5
1660660207.058665,606679.667,17212,3,MX,1,100,-5
1660660207.097265,606717.333,17212,3,MX,1,100,-5
1660660207.135864,606755.000,17212,3,MX,1,100,-5
1660660207.177880,606796.000,17229,2,MX,1,100,-5
1660660207.219896,606837.000,17229,2,MX,1,100,-5
1660660207.258496,606874.667,17247,3,MX,1,100,-4
1660660207.297095,606912.333,17247,3,MX,1,100,-4
1660660207.335695,606950.000,17247,3,MX,1,100,-5
1660660207.377198,606990.500,17265,2,MX,1,100,-4
1660660207.418701,607031.000,17265,2,MX,1,100,-5
1660660207.457301,607068.667,17281,3,MX,1,100,-5
1660660207.495901,607106.333,17281,3,MX,1,100,-4
1660660207.534500,607144.000,17281,3,MX,1,100,-4
1660660207.577028,607185.500,17297,2,MX,1,100,-5
1660660207.619556,607227.000,17297,2,MX,1,100,-4
1660660207.664305,607270.667,17313,3,MX,1,100,-4
1660660207.709053,607314.333,17313,3,MX,1,100,-5
1660660207.753801,607358.000,17313,3,MX,1,100,-5
1660660207.792401,607395.667,17330,3,MX,1,100,-5
1660660207.831001,607433.333,17330,3,MX,1,100,-5
1660660207.869600,607471.000,17330,3,MX,1,100,-4
1660660207.911103,607511.500,17348,2,MX,1,100,-5
1660660207.952607,607552.000,17348,2,MX,1,100,-5
1660660207.991206,607589.667,17366,3,MX,1,100,-5
1660660208.029806,607627.333,17366,3,MX,1,100,-4
1660660208.068406,607665.000,17366,3,MX,1,100,-5
1660660208.109909,607705.500,17381,2,MX,1,100,-5
1660660208.151412,607746.000,17381,2,MX,1,100,-4
1660660208.190354,607784.000,17398,3,MX,1,100,-5
1660660208.229295,607822.000,17398,3,MX,1,100,-5
1660660208.268236,607860.000,17398,3,MX,1,100,-5
1660660208.306494,607897.333,17417,3,MX,1,100,-5
1660660208.344752,607934.667,17417,3,MX,1,100,-4
1660660208.383010,607972.000,17417,3,MX,1,100,-4
1660660208.424514,608012.500,17434,2,MX,1,100,-4
1660660208.466017,608053.000,17434,2,MX,1,100,-5
1660660208.505641,608091.667,17449,3,MX,1,100,-5
1660660208.545266,608130.333,17449,3,MX,1,100,-5
1660660208.584890,608169.000,17449,3,MX,1,100,-4
1660660208.626394,608209.500,17465,2,MX,1,100,-5
1660660208.667897,608250.000,17465,2,MX,1,100,-4
1660660208.706496,608287.667,17484,3,MX,1,100,-3
1660660208.745096,608325.333,17484,3,MX,1,100,-5
1660660208.783696,608363.000,17484,3,MX,1,100,-5
1660660208.825711,608404.000,17501,2,MX,1,100,-4
1660660208.867727,608445.000,17501,2,MX,1,100,-5
1660660208.907010,608483.333,17517,3,MX,1,100,-4
1660660208.946293,608521.667,17517,3,MX,1,100,-4
1660660208.985576,608560.000,17517,3,MX,1,100,-5
1660660209.026567,608600.000,17536,2,MX,1,100,-5
1660660209.067557,608640.000,17536,2,MX,1,100,-4
1660660209.106157,608677.667,17552,3,MX,1,100,-4
1660660209.144757,608715.333,17552,3,MX,1,100,-5
1660660209.183356,608753.000,17552,3,MX,1,100,-5
1660660209.227422,608796.000,17569,3,MX,1,100,-4
1660660209.271487,608839.000,17569,3,MX,1,100,-4
1660660209.315552,608882.000,17569,3,MX,1,100,-5
1660660209.356030,608921.500,17586,2,MX,1,100,-5
1660660209.396509,608961.000,17586,2,MX,1,100,-5
1660660209.436133,608999.667,17604,3,MX,1,100,-4
1660660209.475758,609038.333,17604,3,MX,1,100,-5
1660660209.515382,609077.000,17604,3,MX,1,100,-4
1660660209.556885,609117.500,17619,2,MX,1,100,-5
1660660209.598388,609158.000,17619,2,MX,1,100,-5
1660660209.637330,609196.000,17637,3,MX,1,100,-5
1660660209.676271,609234.000,17637,3,MX,1,100,-4
1660660209.715212,609272.000,17637,3,MX,1,100,-5
1660660209.754495,609310.333,17653,3,MX,1,100,-5
1660660209.793778,609348.667,17653,3,MX,1,100,-6
1660660209.833061,609387.000,17653,3,MX,1,100,-4
1660660209.875077,609428.000,17672,2,MX,1,100,-4
1660660209.917092,609469.000,17672,2,MX,1,100,-6
1660660209.955692,609506.667,17687,3,MX,1,100,-5
1660660209.994292,609544.333,17687,3,MX,1,100,-5
1660660210.032891,609582.000,17687,3,MX,1,100,-5
1660660210.074907,609623.000,17705,2,MX,1,100,-4
1660660210.116922,609664.000,17705,2,MX,1,100,-5
1660660210.155180,609701.333,17721,3,MX,1,100,-4
1660660210.193439,609738.667,17721,3,MX,1,100,-6
1660660210.231697,609776.000,17721,3,MX,1,100,-4
1660660210.270296,609813.667,17738,3,MX,1,100,-4
1660660210.308896,609851.333,17738,3,MX,1,100,-5
1660660210.347496,609889.000,17738,3,MX,1,100,-5
1660660210.390024,609930.500,17756,2,MX,1,100,-5
1660660210.432552,609972.000,17756,2,MX,1,100,-6
1660660210.473542,610012.000,17772,2,MX,1,100,-6
1660660210.514533,610052.000,17772,2,MX,1,100,-4
1660660210.552791,610089.333,17788,3,MX,1,100,-5
1660660210.591050,610126.667,17788,3,MX,1,100,-4
1660660210.629308,610164.000,17788,3,MX,1,100,-5
1660660210.674397,610208.000,17808,3,MX,1,100,-5
1660660210.719487,610252.000,17808,3,MX,1,100,-2
1660660210.764577,610296.000,17808,3,MX,1,100,-4
1660660210.803177,610333.667,17824,3,MX,1,100,-6
1660660210.841777,610371.333,17824,3,MX,1,100,-5
1660660210.880377,610409.000,17824,3,MX,1,100,-4
1660660210.922904,610450.500,17839,2,MX,1,100,-4
1660660210.965432,610492.000,17839,2,MX,1,100,-5
1660660211.002836,610528.500,17861,4,MX,1,100,-3
1660660211.040241,610565.000,17861,4,MX,1,100,-5
1660660211.077645,610601.500,17861,4,MX,1,100,-5
1660660211.115049,610638.000,17861,4,MX,1,100,-5
1660660211.156040,610678.000,17877,2,MX,1,100,-5
1660660211.197031,610718.000,17877,2,MX,1,100,-5
1660660211.235630,610755.667,17895,3,MX,1,100,-5
1660660211.274230,610793.333,17895,3,MX,1,100,-5
1660660211.312830,610831.000,17895,3,MX,1,100,-5
1660660211.357236,610874.333,17913,3,MX,1,100,-4
1660660211.401643,610917.667,17913,3,MX,1,100,-4
1660660211.446050,610961.000,17913,3,MX,1,100,-5
1660660211.486528,611000.500,17931,2,MX,1,100,-5
1660660211.527007,611040.000,17931,2,MX,1,100,-6
1660660211.566631,611078.667,17947,3,MX,1,100,-5
1660660211.606256,611117.333,17947,3,MX,1,100,-5
1660660211.645880,611156.000,17947,3,MX,1,100,-3
1660660211.686871,611196.000,17963,2,MX,1,100,-4
1660660211.727862,611236.000,17963,2,MX,1,100,-5
1660660211.766803,611274.000,17980,3,MX,1,100,-5
1660660211.805744,611312.000,17980,3,MX,1,100,-6
1660660211.844686,611350.000,17980,3,MX,1,100,-4
1660660211.883969,611388.333,17998,3,MX,1,100,-5
1660660211.923251,611426.667,17998,3,MX,1,100,-4
1660660211.962534,611465.000,17998,3,MX,1,100,-5
1660660212.001134,611502.667,18016,3,MX,1,100,-5
1660660212.039734,611540.333,18016,3,MX,1,100,-5
1660660212.078333,611578.000,18016,3,MX,1,100,-6
1660660212.120349,611619.000,18032,2,MX,1,100,-4
1660660212.162364,611660.000,18032,2,MX,1,100,-5
1660660212.201648,611698.333,18048,3,MX,1,100,-4
1660660212.240930,611736.667,18048,3,MX,1,100,-6
1660660212.280213,611775.000,18048,3,MX,1,100,-4
1660660212.320692,611814.500,18065,2,MX,1,100,-5
1660660212.361170,611854.000,18065,2,MX,1,100,-4
1660660212.399428,611891.333,18082,3,MX,1,100,-5
1660660212.437686,611928.667,18082,3,MX,1,100,-4
1660660212.475944,611966.000,18082,3,MX,1,100,-5
1660660212.518472,612007.500,18098,2,MX,1,100,-4
1660660212.561000,612049.000,18098,2,MX,1,100,-6
1660660212.605407,612092.333,18113,3,MX,1,100,-5
1660660212.649814,612135.667,18113,3,MX,1,100,-4
1660660212.694221,612179.000,18113,3,MX,1,100,-5
1660660212.726501,612210.500,18130,2,MX,1,100,-4
1660660212.758781,612242.000,18130,2,MX,1,100,-5
1660660212.803871,612286.000,18147,3,MX,1,100,-5
1660660212.848961,612330.000,18147,3,MX,1,100,-4
1660660212.894051,612374.000,18147,3,MX,1,100,-5
1660660212.932651,612411.667,18163,3,MX,1,100,-5
1660660212.971250,612449.333,18163,3,MX,1,100,-6
1660660213.009850,612487.000,18163,3,MX,1,100,-4
1660660213.051865,612528.000,18181,2,MX,1,100,-4
1660660213.093881,612569.000,18181,2,MX,1,100,-4
1660660213.132822,612607.000,18198,3,MX,1,100,-4
1660660213.171764,612645.000,18198,3,MX,1,100,-5
1660660213.210705,612683.000,18198,3,MX,1,100,-4
1660660213.252208,612723.500,18215,2,MX,1,100,-5
1660660213.293711,612764.000,18215,2,MX,1,100,-5
1660660213.332311,612801.667,18232,3,MX,1,100,-4
1660660213.370911,612839.333,18232,3,MX,1,100,-6
1660660213.409510,612877.000,18232,3,MX,1,100,-5
1660660213.448452,612915.000,18251,3,MX,1,100,-4
1660660213.487393,612953.000,18251,3,MX,1,100,-5
1660660213.526334,612991.000,18251,3,MX,1,100,-4
1660660213.567837,613031.500,18265,2,MX,1,100,-6
1660660213.609341,613072.000,18265,2,MX,1,100,-6
1660660213.647940,613109.667,18283,3,MX,1,100,-4
1660660213.686540,613147.333,18283,3,MX,1,100,-5
1660660213.725140,613185.000,18283,3,MX,1,100,-4
1660660213.766643,613225.500,18301,2,MX,1,100,-4
1660660213.808146,613266.000,18301,2,MX,1,100,-5
1660660213.846746,613303.667,18318,3,MX,1,100,-4
1660660213.885345,613341.333,18318,3,MX,1,100,-5
1660660213.923945,613379.000,18318,3,MX,1,100,-5
1660660213.965961,613420.000,18336,2,MX,1,100,-5
1660660214.007977,613461.000,18336,2,MX,1,100,-5
1660660214.047259,613499.333,18353,3,MX,1,100,-5
1660660214.086542,613537.667,18353,3,MX,1,100,-4
1660660214.125825,613576.000,18353,3,MX,1,100,-5
1660660214.169890,613619.000,18369,3,MX,1,100,-5
1660660214.213955,613662.000,18369,3,MX,1,100,-5
1660660214.258020,613705.000,18369,3,MX,1,100,-5
1660660214.291326,613737.500,18386,2,MX,1,100,-4
1660660214.324630,613770.000,18386,2,MX,1,100,-5
1660660214.369379,613813.667,18405,3,MX,1,100,-5
1660660214.414127,613857.333,18405,3,MX,1,100,-5
1660660214.458875,613901.000,18405,3,MX,1,100,-5
1660660214.500891,613942.000,18422,2,MX,1,100,-4
1660660214.542907,613983.000,18422,2,MX,1,100,-4
1660660214.581506,614020.667,18438,3,MX,1,100,-5
1660660214.620106,614058.333,18438,3,MX,1,100,-5
1660660214.658706,614096.000,18438,3,MX,1,100,-4
1660660214.697647,614134.000,18456,3,MX,1,100,-5
1660660214.736588,614172.000,18456,3,MX,1,100,-5
1660660214.775530,614210.000,18456,3,MX,1,100,-5
1660660214.816008,614249.500,18472,2,MX,1,100,-4
1660660214.856487,614289.000,18472,2,MX,1,100,-4
1660660214.895769,614327.333,18489,3,MX,1,100,-5
1660660214.935052,614365.667,18489,3,MX,1,100,-4
1660660214.974335,614404.000,18489,3,MX,1,100,-5
1660660215.013276,614442.000,18505,3,MX,1,100,-5
1660660215.052218,614480.000,18505,3,MX,1,100,-6
1660660215.091159,614518.000,18505,3,MX,1,100,-5
1660660215.132150,614558.000,18524,2,MX,1,100,-5
1660660215.173141,614598.000,18524,2,MX,1,100,-5
1660660215.212082,614636.000,18540,3,MX,1,100,-5
1660660215.251023,614674.000,18540,3,MX,1,100,-5
1660660215.289964,614712.000,18540,3,MX,1,100,-4
1660660215.332493,614753.500,18560,2,MX,1,100,-4
1660660215.375021,614795.000,18560,2,MX,1,100,-5
1660660215.413620,614832.667,18574,3,MX,1,100,-5
1660660215.452220,614870.333,18574,3,MX,1,100,-5
1660660215.490819,614908.000,18574,3,MX,1,100,-5
1660660215.532835,614949.000,18591,2,MX,1,100,-4
1660660215.574851,614990.000,18591,2,MX,1,100,-4
1660660215.619257,615033.333,18608,3,MX,1,100,-4
1660660215.663664,615076.667,18608,3,MX,1,100,-5
1660660215.708071,615120.000,18608,3,MX,1,100,-5
1660660215.741376,615152.500,18625,2,MX,1,100,-4
1660660215.774681,615185.000,18625,2,MX,1,100,-5
1660660215.819088,615228.333,18641,3,MX,1,100,-5
1660660215.863494,615271.667,18641,3,MX,1,100,-4
1660660215.907901,615315.000,18641,3,MX,1,100,-5
1660660215.940694,615347.000,18656,2,MX,1,100,-4
1660660215.973486,615379.000,18656,2,MX,1,100,-5
1660660216.017210,615421.667,18676,3,MX,1,100,-4
1660660216.060934,615464.333,18676,3,MX,1,100,-5
1660660216.104657,615507.000,18676,3,MX,1,100,-5
1660660216.143599,615545.000,18693,3,MX,1,100,-5
1660660216.182540,615583.000,18693,3,MX,1,100,-5
1660660216.221481,615621.000,18693,3,MX,1,100,-5
1660660216.260422,615659.000,18714,3,MX,1,100,-4
1660660216.299364,615697.000,18714,3,MX,1,100,-5
1660660216.338305,615735.000,18714,3,MX,1,100,-5
1660660216.376904,615772.667,18734,3,MX,1,100,-4
1660660216.415504,615810.333,18734,3,MX,1,100,-5
1660660216.454104,615848.000,18734,3,MX,1,100,-5
1660660216.496632,615889.500,18748,2,MX,1,100,-4
1660660216.539160,615931.000,18748,2,MX,1,100,-4
1660660216.581176,615972.000,18767,2,MX,1,100,-5
1660660216.623191,616013.000,18767,2,MX,1,100,-5
1660660216.661791,616050.667,18784,3,MX,1,100,-3
1660660216.700391,616088.333,18784,3,MX,1,100,-5
1660660216.738990,616126.000,18784,3,MX,1,100,-4
1660660216.781518,616167.500,18801,2,MX,1,100,-5
1660660216.824046,616209.000,18801,2,MX,1,100,-5
1660660216.862646,616246.667,18815,3,MX,1,100,-5
1660660216.901246,616284.333,18815,3,MX,1,100,-3
1660660216.939845,616322.000,18815,3,MX,1,100,-3
1660660216.983569,616364.667,18833,3,MX,1,100,-4
1660660217.027292,616407.333,18833,3,MX,1,100,-5
1660660217.071016,616450.000,18833,3,MX,1,100,-4
1660660217.103809,616482.000,18852,2,MX,1,100,-6
1660660217.136601,616514.000,18852,2,MX,1,100,-4
1660660217.181008,616557.333,18869,3,MX,1,100,-5
1660660217.225415,616600.667,18869,3,MX,1,100,-5
1660660217.269821,616644.000,18869,3,MX,1,100,-5
1660660217.308421,616681.667,18886,3,MX,1,100,-5
1660660217.347021,616719.333,18886,3,MX,1,100,-4
1660660217.385620,616757.000,18886,3,MX,1,100,-4
1660660217.428149,616798.500,18901,2,MX,1,100,-5
1660660217.470676,616840.000,18901,2,MX,1,100,-5
1660660217.509618,616878.000,18919,3,MX,1,100,-4
1660660217.548559,616916.000,18919,3,MX,1,100,-5
1660660217.587500,616954.000,18919,3,MX,1,100,-5
1660660217.629004,616994.500,18937,2,MX,1,100,-4
1660660217.670507,617035.000,18937,2,MX,1,100,-5
1660660217.709790,617073.333,18953,3,MX,1,100,-4
1660660217.749073,617111.667,18953,3,MX,1,100,-5
1660660217.788355,617150.000,18953,3,MX,1,100,-4
1660660217.830883,617191.500,18970,2,MX,1,100,-4
1660660217.873411,617233.000,18970,2,MX,1,100,-4
1660660217.911669,617270.333,18986,3,MX,1,100,-4
1660660217.949928,617307.667,18986,3,MX,1,100,-5
1660660217.988186,617345.000,18986,3,MX,1,100,-5
1660660218.027127,617383.000,19007,3,MX,1,100,-4
1660660218.066068,617421.000,19007,3,MX,1,100,-5
1660660218.105010,617459.000,19007,3,MX,1,100,-4
1660660218.145488,617498.500,19023,2,MX,1,100,-5
1660660218.185966,617538.000,19023,2,MX,1,100,-4
1660660218.229690,617580.667,19040,3,MX,1,100,-4
1660660218.273413,617623.333,19040,3,MX,1,100,-6
1660660218.317137,617666.000,19040,3,MX,1,100,-5
1660660218.350954,617699.000,19055,2,MX,1,100,-6
1660660218.384772,617732.000,19055,2,MX,1,100,-5
1660660218.429520,617775.667,19074,3,MX,1,100,-4
1660660218.474268,617819.333,19074,3,MX,1,100,-5
1660660218.519017,617863.000,19074,3,MX,1,100,-5
1660660218.557958,617901.000,19090,3,MX,1,100,-5
1660660218.596899,617939.000,19090,3,MX,1,100,-5
1660660218.635841,617977.000,19090,3,MX,1,100,-4
1660660218.677856,618018.000,19108,2,MX,1,100,-5
1660660218.719872,618059.000,19108,2,MX,1,100,-4
1660660218.758813,618097.000,19124,3,MX,1,100,-4
1660660218.797754,618135.000,19124,3,MX,1,100,-5
1660660218.836696,618173.000,19124,3,MX,1,100,-4
1660660218.878199,618213.500,19139,2,MX,1,100,-5
1660660218.919702,618254.000,19139,2,MX,1,100,-4
1660660218.958643,618292.000,19158,3,MX,1,100,-5
1660660218.997585,618330.000,19158,3,MX,1,100,-5
1660660219.036526,618368.000,19158,3,MX,1,100,-4
1660660219.074784,618405.333,19176,3,MX,1,100,-5
1660660219.113042,618442.667,19176,3,MX,1,100,-4
1660660219.151300,618480.000,19176,3,MX,1,100,-4
1660660219.193316,618521.000,19192,2,MX,1,100,-5
1660660219.235332,618562.000,19192,2,MX,1,100,-4
1660660219.274273,618600.000,19210,3,MX,1,100,-5
1660660219.313214,618638.000,19210,3,MX,1,100,-5
1660660219.352155,618676.000,19210,3,MX,1,100,-5
1660660219.392634,618715.500,19226,2,MX,1,100,-5
1660660219.433112,618755.000,19226,2,MX,1,100,-5
1660660219.471712,618792.667,19243,3,MX,1,100,-4
1660660219.510312,618830.333,19243,3,MX,1,100,-5
1660660219.548911,618868.000,19243,3,MX,1,100,-4
1660660219.591439,618909.500,19259,2,MX,1,100,-4
1660660219.633967,618951.000,19259,2,MX,1,100,-5
1660660219.672909,618989.000,19279,3,MX,1,100,-4
1660660219.711850,619027.000,19279,3,MX,1,100,-4
1660660219.750791,619065.000,19279,3,MX,1,100,-5
1660660219.792294,619105.500,19295,2,MX,1,100,-3
1660660219.833797,619146.000,19295,2,MX,1,100,-5
1660660219.873080,619184.333,19312,3,MX,1,100,-5
1660660219.912363,619222.667,19312,3,MX,1,100,-3
1660660219.951646,619261.000,19312,3,MX,1,100,-5
1660660219.995711,619304.000,19330,3,MX,1,100,-5
1660660220.039776,619347.000,19330,3,MX,1,100,-5
1660660220.083842,619390.000,19330,3,MX,1,100,-3
1660660220.125857,619431.000,19349,2,MX,1,100,-5
1660660220.167873,619472.000,19349,2,MX,1,100,-5
1660660220.206472,619509.667,19363,3,MX,1,100,-5
1660660220.245072,619547.333,19363,3,MX,1,100,-4
1660660220.283672,619585.000,19363,3,MX,1,100,-5
1660660220.321930,619622.333,19381,3,MX,1,100,-4
1660660220.360188,619659.667,19381,3,MX,1,100,-5
1660660220.398446,619697.000,19381,3,MX,1,100,-5
1660660220.439949,619737.500,19397,2,MX,1,100,-5
1660660220.481452,619778.000,19397,2,MX,1,100,-4
1660660220.520394,619816.000,19414,3,MX,1,100,-5
1660660220.559335,619854.000,19414,3,MX,1,100,-6
1660660220.598276,619892.000,19414,3,MX,1,100,-4
1660660220.636876,619929.667,19435,3,MX,1,100,-4
1660660220.675476,619967.333,19435,3,MX,1,100,-4
1660660220.714076,620005.000,19435,3,MX,1,100,-4
1660660220.756091,620046.000,19450,2,MX,1,100,-5
1660660220.798107,620087.000,19450,2,MX,1,100,-4
1660660220.837389,620125.333,19468,3,MX,1,100,-4
1660660220.876673,620163.667,19468,3,MX,1,100,-4
1660660220.915955,620202.000,19468,3,MX,1,100,-5
1660660220.956946,620242.000,19485,2,MX,1,100,-4
1660660220.997937,620282.000,19485,2,MX,1,100,-5
1660660221.036878,620320.000,19503,3,MX,1,100,-4
1660660221.075819,620358.000,19503,3,MX,1,100,-5
1660660221.114761,620396.000,19503,3,MX,1,100,-5
1660660221.157289,620437.500,19520,2,MX,1,100,-5
1660660221.199817,620479.000,19520,2,MX,1,100,-4
1660660221.243540,620521.667,19536,3,MX,1,100,-4
1660660221.287264,620564.333,19536,3,MX,1,100,-4
1660660221.330987,620607.000,19536,3,MX,1,100,-4
1660660221.363780,620639.000,19554,2,MX,1,100,-4
1660660221.396573,620671.000,19554,2,MX,1,100,-3
1660660221.438332,620711.750,19577,4,MX,1,100,-4
1660660221.480092,620752.500,19577,4,MX,1,100,-5
1660660221.521851,620793.250,19577,4,MX,1,100,-4
1660660221.563610,620834.000,19577,4,MX,1,100,-4
1660660221.601868,620871.333,19594,3,MX,1,100,-5
1660660221.640126,620908.667,19594,3,MX,1,100,-5
1660660221.678385,620946.000,19594,3,MX,1,100,-5
1660660221.720913,620987.500,19611,2,MX,1,100,-5
1660660221.763441,621029.000,19611,2,MX,1,100,-4
1660660221.802382,621067.000,19626,3,MX,1,100,-5
1660660221.841323,621105.000,19626,3,MX,1,100,-5
1660660221.880265,621143.000,19626,3,MX,1,100,-4
1660660221.921768,621183.500,19644,2,MX,1,100,-5
1660660221.963271,621224.000,19644,2,MX,1,100,-4
1660660222.002212,621262.000,19663,3,MX,1,100,-5
1660660222.041153,621300.000,19663,3,MX,1,100,-5
1660660222.080095,621338.000,19663,3,MX,1,100,-4
1660660222.124501,621381.333,19681,3,MX,1,100,-4
1660660222.168908,621424.667,19681,3,MX,1,100,-4
1660660222.213315,621468.000,19681,3,MX,1,100,-4
1660660222.254818,621508.500,19698,2,MX,1,100,-5
1660660222.296321,621549.000,19698,2,MX,1,100,-4
1660660222.335263,621587.000,19713,3,MX,1,100,-4
1660660222.374204,621625.000,19713,3,MX,1,100,-4
1660660222.413145,621663.000,19713,3,MX,1,100,-5
1660660222.454136,621703.000,19732,2,MX,1,100,-4
1660660222.495127,621743.000,19732,2,MX,1,100,-5
1660660222.533726,621780.667,19750,3,MX,1,100,-4
1660660222.572326,621818.333,19750,3,MX,1,100,-4
1660660222.610926,621856.000,19750,3,MX,1,100,-4
1660660222.649867,621894.000,19768,3,MX,1,100,-5
1660660222.688808,621932.000,19768,3,MX,1,100,-4
1660660222.727750,621970.000,19768,3,MX,1,100,-5
1660660222.769253,622010.500,19785,2,MX,1,100,-5
1660660222.810756,622051.000,19785,2,MX,1,100,-4
1660660222.849356,622088.667,19801,3,MX,1,100,-4
1660660222.887956,622126.333,19801,3,MX,1,100,-4
1660660222.926555,622164.000,19801,3,MX,1,100,-4
1660660222.965838,622202.333,19818,3,MX,1,100,-5
1660660223.005121,622240.667,19818,3,MX,1,100,-5
1660660223.044404,622279.000,19818,3,MX,1,100,-5
1660660223.085395,622319.000,19836,2,MX,1,100,-4
1660660223.126385,622359.000,19836,2,MX,1,100,-4
1660660223.165327,622397.000,19852,3,MX,1,100,-5
1660660223.204268,622435.000,19852,3,MX,1,100,-4
1660660223.243209,622473.000,19852,3,MX,1,100,-4
1660660223.285737,622514.500,19867,2,MX,1,100,-5
1660660223.328265,622556.000,19867,2,MX,1,100,-4
1660660223.369256,622596.000,19886,2,MX,1,100,-4
1660660223.410247,622636.000,19886,2,MX,1,100,-4
1660660223.448505,622673.333,19903,3,MX,1,100,-5
1660660223.486763,622710.667,19903,3,MX,1,100,-4
1660660223.525021,622748.000,19903,3,MX,1,100,-5
1660660223.569770,622791.667,19919,3,MX,1,100,-5
1660660223.614518,622835.333,19919,3,MX,1,100,-6
1660660223.659266,622879.000,19919,3,MX,1,100,-5
1660660223.692571,622911.500,19940,2,MX,1,100,-4
1660660223.725876,622944.000,19940,2,MX,1,100,-5
1660660223.770283,622987.333,19955,3,MX,1,100,-5
1660660223.814690,623030.667,19955,3,MX,1,100,-5
1660660223.859097,623074.000,19955,3,MX,1,100,-5
1660660223.897696,623111.667,19972,3,MX,1,100,-4
1660660223.936296,623149.333,19972,3,MX,1,100,-4
1660660223.974896,623187.000,19972,3,MX,1,100,-5
1660660224.015887,623227.000,19992,2,MX,1,100,-4
1660660224.056877,623267.000,19992,2,MX,1,100,-5
1660660224.095477,623304.667,20009,3,MX,1,100,-4
1660660224.134077,623342.333,20009,3,MX,1,100,-5
1660660224.172676,623380.000,20009,3,MX,1,100,-4
1660660224.215204,623421.500,20023,2,MX,1,100,-5
1660660224.257732,623463.000,20023,2,MX,1,100,-5
1660660224.296332,623500.667,20041,3,MX,1,100,-4
1660660224.334932,623538.333,20041,3,MX,1,100,-4
1660660224.373531,623576.000,20041,3,MX,1,100,-4
1660660224.412814,623614.333,20057,3,MX,1,100,-5
1660660224.452097,623652.667,20057,3,MX,1,100,-4
1660660224.491380,623691.000,20057,3,MX,1,100,-6
1660660224.532883,623731.500,20076,2,MX,1,100,-5
1660660224.574386,623772.000,20076,2,MX,1,100,-4
1660660224.613669,623810.333,20094,3,MX,1,100,-5
1660660224.652952,623848.667,20094,3,MX,1,100,-5
1660660224.692235,623887.000,20094,3,MX,1,100,-4
1660660224.733226,623927.000,20112,2,MX,1,100,-4
1660660224.774217,623967.000,20112,2,MX,1,100,-5
1660660224.813158,624005.000,20128,3,MX,1,100,-4
1660660224.852099,624043.000,20128,3,MX,1,100,-5
1660660224.891041,624081.000,20128,3,MX,1,100,-5
1660660224.931519,624120.500,20145,2,MX,1,100,-5
1660660224.971997,624160.000,20145,2,MX,1,100,-3
1660660225.016746,624203.667,20163,3,MX,1,100,-4
1660660225.061494,624247.333,20163,3,MX,1,100,-5
1660660225.106242,624291.000,20163,3,MX,1,100,-5
1660660225.140060,624324.000,20178,2,MX,1,100,-6
1660660225.173877,624357.000,20178,2,MX,1,100,-5
1660660225.217942,624400.000,20194,3,MX,1,100,-4
1660660225.262007,624443.000,20194,3,MX,1,100,-4
1660660225.306073,624486.000,20194,3,MX,1,100,-5
1660660225.345014,624524.000,20212,3,MX,1,100,-4
1660660225.383955,624562.000,20212,3,MX,1,100,-4
1660660225.422897,624600.000,20212,3,MX,1,100,-4
1660660225.464912,624641.000,20228,2,MX,1,100,-5
1660660225.506928,624682.000,20228,2,MX,1,100,-4
1660660225.545869,624720.000,20244,3,MX,1,100,-5
