LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1660659826.999248,235807.000,22482,4,EM,1,100,RS
1660659826.999248,235807.000,22482,4,EM,1,100,RB
1660659826.999248,235807.000,22482,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659826.999248,235807.000,22482,4,EM,1,100,PS
1660659827.050742,235857.250,22514,4,EM,1,100,RS
1660659827.102237,235907.500,22514,4,EM,1,100,RB
1660659827.153732,235957.750,22514,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659827.205227,236008.000,22514,4,EM,1,100,PS
1660659827.256721,236058.250,22547,4,EM,1,100,RS
1660659827.308216,236108.500,22547,4,EM,1,100,RB
1660659827.359711,236158.750,22547,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659827.411206,236209.000,22547,4,EM,1,100,PS
1660659827.462700,236259.250,22580,4,EM,1,100,RS
1660659827.514195,236309.500,22580,4,EM,1,100,RB
1660659827.565690,236359.750,22580,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659827.617184,236410.000,22580,4,EM,1,100,PS
1660659827.676621,236468.000,22619,4,EM,1,100,RS
1660659827.736058,236526.000,22619,4,EM,1,100,RB
1660659827.795495,236584.000,22619,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659827.854931,236642.000,22619,4,EM,1,100,PS
1660659827.908219,236694.000,22652,4,EM,1,100,RS
1660659827.961507,236746.000,22652,4,EM,1,100,RB
1660659828.014795,236798.000,22652,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659828.068084,236850.000,22652,4,EM,1,100,PS
1660659828.119578,236900.250,22684,4,EM,1,100,RS
1660659828.171073,236950.500,22684,4,EM,1,100,RB
1660659828.222568,237000.750,22684,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659828.274062,237051.000,22684,4,EM,1,100,PS
1660659828.325557,237101.250,22718,4,EM,1,100,RS
1660659828.377052,237151.500,22718,4,EM,1,100,RB
1660659828.428546,237201.750,22718,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659828.480041,237252.000,22718,4,EM,1,100,PS
1660659828.531536,237302.250,22750,4,EM,1,100,RS
1660659828.583031,237352.500,22750,4,EM,1,100,RB
1660659828.634525,237402.750,22750,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659828.686020,237453.000,22750,4,EM,1,100,PS
1660659828.737515,237503.250,22784,4,EM,1,100,RS
1660659828.789010,237553.500,22784,4,EM,1,100,RB
1660659828.840504,237603.750,22784,4,EM,1,100,2022-08-16_10-23-46-670518.csv
1660659828.891999,237654.000,22784,4,EM,1,100,PS
