LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1660659833.693049,242339,23565,1,BI,1,100,13520
1660659840.711704,249188,24659,1,BI,1,100,6960
1660659843.127088,251545,25058,1,BI,1,100,2400
1660659844.014539,252411,25196,1,BI,1,100,880
1660659844.887644,253263,25347,1,BI,1,100,880
1660659847.392183,255707,25728,1,BI,1,100,2480
1660659848.837110,257117,25966,1,BI,1,100,1440
1660659850.442925,258684,26216,1,BI,1,100,1600
1660659855.036972,263167,26933,1,BI,1,100,4560
1660659858.904457,266941,27562,1,BI,1,100,3840
1660659861.517622,269491,27981,1,BI,1,100,2600
1660659864.993644,272883,28533,1,BI,1,100,3440
1660659866.281780,274140,28732,1,BI,1,100,1280
1660659868.163259,275976,29047,1,BI,1,100,1880
1660659870.100076,277866,29351,1,BI,1,100,1920
1660659871.266265,279004,29535,1,BI,1,100,1160
1660659873.920421,281594,29965,1,BI,1,100,2640
1660659876.745713,284351,30387,1,BI,1,100,2800
1660659878.229581,285799,30633,1,BI,1,100,1480
1660659879.676557,287211,30867,1,BI,1,100,1440
1660659882.495701,289962,31285,1,BI,1,100,2800
1660659885.596657,292988,31771,1,BI,1,100,3080
1660659888.313324,295639,32202,1,BI,1,100,2680
1660659891.236995,298492,32671,1,BI,1,100,2920
1660659893.134870,300344,32985,1,BI,1,100,1880
1660659893.976207,301165,33121,1,BI,1,100,840
1660659895.907899,303050,33425,1,BI,1,100,1920
1660659896.953165,304070,33577,1,BI,1,100,1040
1660659898.974013,306042,33908,1,BI,1,100,2000
1660659905.138008,312057,34872,1,BI,1,100,6120
1660659907.959202,314810,35313,1,BI,1,100,2800
1660659909.199174,316020,35511,1,BI,1,100,1240
1660659911.579717,318343,35899,1,BI,1,100,2360
1660659913.065634,319793,36098,1,BI,1,100,1480
1660659915.889902,322549,36561,1,BI,1,100,2800
1660659917.427058,324049,36782,1,BI,1,100,1520
1660659918.706996,325298,37001,1,BI,1,100,1280
1660659924.710103,331156,37930,1,BI,1,100,5960
1660659926.474758,332878,38211,1,BI,1,100,1760
1660659927.557940,333935,38385,1,BI,1,100,1080
1660659928.820458,335167,38569,1,BI,1,100,1240
1660659930.545147,336850,38850,1,BI,1,100,1720
1660659934.776425,340979,39504,1,BI,1,100,4200
1660659937.315806,343457,39917,1,BI,1,100,2520
