LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1660659827.010520,235818.000,22489,1,TH,1,100,32.697
1660659827.217524,236020.000,22521,1,TH,1,100,32.725
1660659827.321026,236121.000,22537,1,TH,1,100,32.894
1660659827.425552,236223.000,22555,1,TH,1,100,32.901
1660659827.536227,236331.000,22570,1,TH,1,100,32.711
1660659827.735033,236525.000,22603,1,TH,1,100,32.704
1660659827.865179,236652.000,22626,1,TH,1,100,32.622
1660659827.968681,236753.000,22642,1,TH,1,100,32.615
1660659828.077306,236859.000,22660,1,TH,1,100,32.719
1660659828.285335,237062.000,22691,1,TH,1,100,32.726
1660659828.389861,237164.000,22708,1,TH,1,100,32.751
1660659828.492338,237264.000,22725,1,TH,1,100,32.758
1660659828.600964,237370.000,22740,1,TH,1,100,32.966
1660659828.801819,237566.000,22774,1,TH,1,100,32.973
1660659828.905321,237667.000,22791,1,TH,1,100,32.880
1660659829.008823,237768.000,22807,1,TH,1,100,32.887
1660659829.215827,237970.000,22839,1,TH,1,100,32.911
1660659829.321378,238073.000,22856,1,TH,1,100,32.925
1660659829.422830,238172.000,22873,1,TH,1,100,32.981
1660659829.629834,238374.000,22904,1,TH,1,100,32.995
1660659829.733336,238475.000,22922,1,TH,1,100,32.776
1660659829.837862,238577.000,22939,1,TH,1,100,32.791
1660659829.940339,238677.000,22956,1,TH,1,100,32.767
1660659830.147343,238879.000,22988,1,TH,1,100,32.782
1660659830.251870,238981.000,23004,1,TH,1,100,32.741
1660659830.354347,239081.000,23021,1,TH,1,100,32.755
1660659830.465022,239189.000,23037,1,TH,1,100,32.756
1660659830.664852,239384.000,23069,1,TH,1,100,32.771
1660659830.769379,239486.000,23087,1,TH,1,100,32.611
1660659830.871856,239586.000,23104,1,TH,1,100,32.625
1660659831.086033,239795.000,23136,1,TH,1,100,32.657
1660659831.189535,239896.000,23153,1,TH,1,100,32.664
1660659831.293037,239997.000,23169,1,TH,1,100,32.534
1660659831.397563,240099.000,23187,1,TH,1,100,32.542
1660659831.603542,240300.000,23218,1,TH,1,100,32.650
1660659831.707044,240401.000,23234,1,TH,1,100,32.657
1660659831.810546,240502.000,23253,1,TH,1,100,32.518
1660659832.017550,240704.000,23284,1,TH,1,100,32.525
1660659832.121051,240805.000,23301,1,TH,1,100,32.597
1660659832.224553,240906.000,23318,1,TH,1,100,32.604
1660659832.333179,241012.000,23334,1,TH,1,100,32.697
1660659832.539158,241213.000,23366,1,TH,1,100,32.697
1660659832.642659,241314.000,23383,1,TH,1,100,32.720
1660659832.747186,241416.000,23400,1,TH,1,100,32.727
1660659832.953165,241617.000,23432,1,TH,1,100,32.645
1660659833.089459,241750.000,23455,1,TH,1,100,32.645
1660659833.191936,241850.000,23471,1,TH,1,100,32.669
1660659833.299537,241955.000,23488,1,TH,1,100,32.676
1660659833.400990,242054.000,23505,1,TH,1,100,32.681
1660659833.607993,242256.000,23536,1,TH,1,100,32.688
1660659833.712520,242358.000,23554,1,TH,1,100,32.571
1660659833.814997,242458.000,23573,1,TH,1,100,32.578
1660659833.925672,242566.000,23589,1,TH,1,100,32.615
