LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1660659827.669448,236461.000,22613,1,B%,1,100,81
1660659828.669624,237437.000,22766,1,B%,1,100,80
1660659829.667750,238411.000,22932,1,B%,1,100,80
1660659830.667927,239387.000,23097,1,B%,1,100,81
1660659831.664004,240359.000,23244,1,B%,1,100,81
1660659832.662130,241333.000,23410,1,B%,1,100,81
1660659833.660257,242307.000,23564,1,B%,1,100,81
1660659834.660433,243283.000,23731,1,B%,1,100,81
1660659835.656510,244255.000,23878,1,B%,1,100,81
1660659836.655661,245230.000,24044,1,B%,1,100,81
1660659837.652763,246203.000,24192,1,B%,1,100,81
1660659838.652939,247179.000,24363,1,B%,1,100,80
1660659839.649016,248151.000,24510,1,B%,1,100,80
1660659840.649193,249127.000,24678,1,B%,1,100,81
1660659841.648344,250102.000,24826,1,B%,1,100,80
1660659842.645446,251075.000,24990,1,B%,1,100,80
1660659843.642548,252048.000,25146,1,B%,1,100,80
1660659844.638625,253020.000,25311,1,B%,1,100,80
1660659845.636751,253994.000,25464,1,B%,1,100,81
1660659846.635903,254969.000,25630,1,B%,1,100,80
1660659847.634029,255943.000,25779,1,B%,1,100,80
1660659848.633181,256918.000,25945,1,B%,1,100,79
1660659849.632332,257893.000,26100,1,B%,1,100,80
1660659850.630458,258867.000,26266,1,B%,1,100,81
1660659851.627560,259840.000,26415,1,B%,1,100,80
1660659852.626712,260815.000,26578,1,B%,1,100,80
1660659853.625863,261790.000,26744,1,B%,1,100,80
1660659854.622965,262763.000,26883,1,B%,1,100,80
1660659855.620067,263736.000,27051,1,B%,1,100,80
1660659856.621268,264713.000,27216,1,B%,1,100,80
1660659857.618369,265686.000,27363,1,B%,1,100,80
1660659858.618546,266662.000,27528,1,B%,1,100,79
1660659859.614623,267634.000,27684,1,B%,1,100,80
1660659860.613774,268609.000,27848,1,B%,1,100,80
1660659861.611901,269583.000,28015,1,B%,1,100,80
1660659862.609002,270556.000,28162,1,B%,1,100,80
1660659863.605079,271528.000,28328,1,B%,1,100,80
1660659864.603206,272502.000,28481,1,B%,1,100,80
1660659865.602357,273477.000,28649,1,B%,1,100,80
1660659866.601509,274452.000,28798,1,B%,1,100,80
1660659867.598611,275425.000,28963,1,B%,1,100,80
1660659868.598787,276401.000,29131,1,B%,1,100,80
1660659869.597938,277376.000,29279,1,B%,1,100,80
1660659870.597090,278351.000,29434,1,B%,1,100,80
1660659871.594191,279324.000,29601,1,B%,1,100,80
