LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1660659833.693049,242339,23566,1,HR,1,100,23
1660659840.711704,249188,24660,1,HR,1,100,22
1660659843.127088,251545,25059,1,HR,1,100,22
1660659844.014539,252411,25197,1,HR,1,100,27
1660659844.887644,253263,25348,1,HR,1,100,32
1660659847.392183,255707,25729,1,HR,1,100,31
1660659848.837110,257117,25967,1,HR,1,100,33
1660659850.442925,258684,26217,1,HR,1,100,33
1660659855.036972,263167,26934,1,HR,1,100,31
1660659858.904457,266941,27563,1,HR,1,100,29
1660659861.517622,269491,27982,1,HR,1,100,28
1660659864.993644,272883,28534,1,HR,1,100,27
1660659866.281780,274140,28733,1,HR,1,100,29
1660659868.163259,275976,29048,1,HR,1,100,30
1660659870.100076,277866,29352,1,HR,1,100,30
1660659871.266265,279004,29536,1,HR,1,100,32
1660659873.920421,281594,29966,1,HR,1,100,31
1660659876.745713,284351,30388,1,HR,1,100,30
1660659878.229581,285799,30634,1,HR,1,100,31
1660659879.676557,287211,30868,1,HR,1,100,33
1660659882.495701,289962,31286,1,HR,1,100,31
1660659885.596657,292988,31772,1,HR,1,100,30
1660659888.313324,295639,32203,1,HR,1,100,29
1660659891.236995,298492,32672,1,HR,1,100,28
1660659893.134870,300344,32986,1,HR,1,100,28
1660659893.976207,301165,33122,1,HR,1,100,34
1660659895.907899,303050,33426,1,HR,1,100,33
1660659896.953165,304070,33578,1,HR,1,100,36
1660659898.974013,306042,33909,1,HR,1,100,35
1660659905.138008,312057,34873,1,HR,1,100,32
1660659907.959202,314810,35314,1,HR,1,100,31
1660659909.199174,316020,35512,1,HR,1,100,33
1660659911.579717,318343,35900,1,HR,1,100,32
1660659913.065634,319793,36099,1,HR,1,100,33
1660659915.889902,322549,36562,1,HR,1,100,32
1660659917.427058,324049,36783,1,HR,1,100,33
1660659918.706996,325298,37002,1,HR,1,100,34
1660659924.710103,331156,37931,1,HR,1,100,32
1660659926.474758,332878,38212,1,HR,1,100,32
1660659927.557940,333935,38386,1,HR,1,100,35
1660659928.820458,335167,38570,1,HR,1,100,36
1660659930.545147,336850,38851,1,HR,1,100,36
1660659934.776425,340979,39505,1,HR,1,100,34
1660659937.315806,343457,39918,1,HR,1,100,32
1660659938.968761,345070,40157,1,HR,1,100,33
1660659940.890206,346945,40473,1,HR,1,100,33
1660659942.463229,348480,40721,1,HR,1,100,33
1660659943.462381,349455,40877,1,HR,1,100,37
1660659945.208590,351159,41143,1,HR,1,100,36
1660659945.924904,351858,41260,1,HR,1,100,42
1660659946.856421,352767,41410,1,HR,1,100,45
1660659948.712281,354578,41700,1,HR,1,100,43
1660659952.578740,358351,42297,1,HR,1,100,40
1660659954.152788,359887,42535,1,HR,1,100,40
1660659956.035291,361724,42834,1,HR,1,100,39
1660659959.220279,364832,43321,1,HR,1,100,36
1660659962.441133,367975,43833,1,HR,1,100,34
1660659963.607322,369113,44017,1,HR,1,100,36
1660659965.946873,371396,44386,1,HR,1,100,35
1660659967.514772,372926,44637,1,HR,1,100,36
1660659973.237091,378510,45535,1,HR,1,100,33
1660659974.409429,379654,45716,1,HR,1,100,35
1660659975.366565,380588,45874,1,HR,1,100,38
1660659982.498968,387548,47003,1,HR,1,100,35
1660659984.061743,389073,47251,1,HR,1,100,35
1660659988.821803,393718,47983,1,HR,1,100,32
1660659995.467441,400203,49031,1,HR,1,100,30
1660659997.606137,402290,49353,1,HR,1,100,30
1660660004.132901,408659,50383,1,HR,1,100,27
1660660005.380047,409876,50584,1,HR,1,100,30
1660660007.959395,412393,50971,1,HR,1,100,29
1660660011.221240,415576,51500,1,HR,1,100,28
1660660013.998368,418286,51919,1,HR,1,100,27
1660660015.609308,419858,52169,1,HR,1,100,28
1660660017.342195,421549,52444,1,HR,1,100,29
1660660019.106850,423271,52725,1,HR,1,100,30
1660660021.201481,425315,53057,1,HR,1,100,30
1660660022.448627,426532,53244,1,HR,1,100,32
1660660024.019600,428065,53490,1,HR,1,100,33
1660660027.806128,431760,54089,1,HR,1,100,31
1660660029.709127,433617,54387,1,HR,1,100,31
1660660033.363459,437183,54954,1,HR,1,100,29
1660660034.135111,437936,55071,1,HR,1,100,35
