LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1660667335.161739,2089664.000,568,1,T1,1,100,35.174
1660667335.296075,2089795.000,585,1,T1,1,100,35.288
1660667335.428360,2089924.000,601,1,T1,1,100,35.231
1660667335.562696,2090055.000,619,1,T1,1,100,35.171
1660667335.696006,2090185.000,651,1,T1,1,100,35.287
1660667335.828291,2090314.000,668,1,T1,1,100,35.337
1660667335.962626,2090445.000,685,1,T1,1,100,35.358
1660667336.093886,2090573.000,718,1,T1,1,100,35.261
1660667336.226171,2090702.000,733,1,T1,1,100,35.255
1660667336.358455,2090831.000,750,1,T1,1,100,35.288
1660667336.492791,2090962.000,766,1,T1,1,100,35.231
1660667336.627127,2091093.000,804,1,T1,1,100,35.277
1660667336.760437,2091223.000,821,1,T1,1,100,35.262
1660667336.893747,2091353.000,838,1,T1,1,100,35.255
1660667337.026032,2091482.000,855,1,T1,1,100,35.252
1660667337.159342,2091612.000,887,1,T1,1,100,35.215
1660667337.291627,2091741.000,903,1,T1,1,100,35.235
1660667337.425963,2091872.000,920,1,T1,1,100,35.279
1660667337.559273,2092002.000,937,1,T1,1,100,35.298
1660667337.692583,2092132.000,969,1,T1,1,100,35.342
1660667337.826919,2092263.000,987,1,T1,1,100,35.290
1660667337.958179,2092391.000,1003,1,T1,1,100,35.196
1660667338.092514,2092522.000,1035,1,T1,1,100,35.156
1660667338.224799,2092651.000,1052,1,T1,1,100,35.174
1660667338.359135,2092782.000,1068,1,T1,1,100,35.288
1660667338.492445,2092912.000,1085,1,T1,1,100,35.195
1660667338.625755,2093042.000,1118,1,T1,1,100,35.191
1660667338.758040,2093171.000,1134,1,T1,1,100,35.260
1660667338.891350,2093301.000,1152,1,T1,1,100,35.219
1660667339.023635,2093430.000,1183,1,T1,1,100,35.272
1660667339.154894,2093558.000,1200,1,T1,1,100,35.330
1660667339.290256,2093690.000,1217,1,T1,1,100,35.249
1660667339.422540,2093819.000,1233,1,T1,1,100,35.250
1660667339.555851,2093949.000,1266,1,T1,1,100,35.250
1660667339.689161,2094079.000,1283,1,T1,1,100,35.285
1660667339.821446,2094208.000,1300,1,T1,1,100,35.159
1660667339.955781,2094339.000,1331,1,T1,1,100,35.175
1660667340.088066,2094468.000,1348,1,T1,1,100,35.218
1660667340.222402,2094599.000,1365,1,T1,1,100,35.236
1660667340.355712,2094729.000,1382,1,T1,1,100,35.244
1660667340.489022,2094859.000,1414,1,T1,1,100,35.283
1660667340.622333,2094989.000,1431,1,T1,1,100,35.300
1660667340.755643,2095119.000,1448,1,T1,1,100,35.236
1660667340.888953,2095249.000,1480,1,T1,1,100,35.173
1660667341.021238,2095378.000,1496,1,T1,1,100,35.181
1660667341.156599,2095510.000,1514,1,T1,1,100,35.114
1660667341.286833,2095637.000,1530,1,T1,1,100,35.120
1660667341.421169,2095768.000,1561,1,T1,1,100,35.194
1660667341.554479,2095898.000,1580,1,T1,1,100,35.155
1660667341.686764,2096027.000,1596,1,T1,1,100,35.244
1660667341.819561,2096156.500,1634,2,T1,1,100,35.318
1660667341.952359,2096286.000,1634,2,T1,1,100,35.315
1660667342.085669,2096416.000,1666,1,T1,1,100,35.349
1660667342.218979,2096546.000,1683,1,T1,1,100,35.328
1660667342.353315,2096677.000,1699,1,T1,1,100,35.248
1660667342.485600,2096806.000,1732,1,T1,1,100,35.320
1660667342.619936,2096937.000,1749,1,T1,1,100,35.209
1660667342.752220,2097066.000,1765,1,T1,1,100,35.232
1660667342.884505,2097195.000,1783,1,T1,1,100,35.171
1660667343.018841,2097326.000,1814,1,T1,1,100,35.145
1660667343.151126,2097455.000,1831,1,T1,1,100,35.240
1660667343.286487,2097587.000,1848,1,T1,1,100,35.281
1660667343.418772,2097716.000,1880,1,T1,1,100,35.299
1660667343.552595,2097846.500,1897,2,T1,1,100,35.271
1660667343.686418,2097977.000,1897,2,T1,1,100,35.224
1660667343.817677,2098105.000,1929,1,T1,1,100,35.203
1660667343.950987,2098235.000,1946,1,T1,1,100,35.194
1660667344.084298,2098365.000,1962,1,T1,1,100,35.226
1660667344.218633,2098496.000,1995,1,T1,1,100,35.204
1660667344.351943,2098626.000,2011,1,T1,1,100,35.266
1660667344.486279,2098757.000,2028,1,T1,1,100,35.328
1660667344.616513,2098884.000,2046,1,T1,1,100,35.177
1660667344.748798,2099013.000,2077,1,T1,1,100,35.183
1660667344.883134,2099144.000,2094,1,T1,1,100,35.186
1660667345.014393,2099272.000,2111,1,T1,1,100,35.293
1660667345.149754,2099404.000,2144,1,T1,1,100,35.269
1660667345.282039,2099533.000,2159,1,T1,1,100,35.294
1660667345.417400,2099665.000,2176,1,T1,1,100,35.233
1660667345.549685,2099794.000,2193,1,T1,1,100,35.207
1660667345.681970,2099923.000,2225,1,T1,1,100,35.161
1660667345.815280,2100053.000,2243,1,T1,1,100,35.176
1660667345.947565,2100182.000,2259,1,T1,1,100,35.147
