LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1660667335.033556,2089539.000,551,1,EA,1,100,0.104236
1660667335.139692,2089642.500,566,2,EA,1,100,0.104232
1660667335.245827,2089746.000,566,2,EA,1,100,0.104223
1660667335.313508,2089812.000,583,1,EA,1,100,0.104210
1660667335.379650,2089876.500,599,2,EA,1,100,0.104183
1660667335.445793,2089941.000,599,2,EA,1,100,0.104155
1660667335.512448,2090006.000,617,1,EA,1,100,0.104151
1660667335.580128,2090072.000,634,2,EA,1,100,0.104154
1660667335.647809,2090138.000,634,2,EA,1,100,0.104146
1660667335.713439,2090202.000,649,1,EA,1,100,0.104124
1660667335.779581,2090266.500,666,2,EA,1,100,0.104076
1660667335.845724,2090331.000,666,2,EA,1,100,0.104077
1660667335.911866,2090395.500,683,2,EA,1,100,0.104148
1660667335.978008,2090460.000,683,2,EA,1,100,0.104088
1660667336.045689,2090526.000,699,1,EA,1,100,0.104054
1660667336.111319,2090590.000,716,2,EA,1,100,0.104084
1660667336.176948,2090654.000,716,2,EA,1,100,0.104037
1660667336.242578,2090718.000,731,1,EA,1,100,0.104039
1660667336.309233,2090783.000,748,2,EA,1,100,0.104059
1660667336.375888,2090848.000,748,2,EA,1,100,0.104000
1660667336.442543,2090913.000,764,1,EA,1,100,0.103975
1660667336.510224,2090979.000,783,2,EA,1,100,0.103990
1660667336.577904,2091045.000,783,2,EA,1,100,0.104000
1660667336.644047,2091109.500,802,2,EA,1,100,0.103985
1660667336.710189,2091174.000,802,2,EA,1,100,0.103984
1660667336.777870,2091240.000,819,1,EA,1,100,0.104015
1660667336.844012,2091304.500,836,2,EA,1,100,0.103928
1660667336.910155,2091369.000,836,2,EA,1,100,0.103950
1660667336.977835,2091435.000,853,1,EA,1,100,0.103959
1660667337.044490,2091500.000,869,2,EA,1,100,0.103964
1660667337.111145,2091565.000,869,2,EA,1,100,0.103919
1660667337.177288,2091629.500,885,2,EA,1,100,0.103886
1660667337.243430,2091694.000,885,2,EA,1,100,0.103915
1660667337.307009,2091756.000,901,1,EA,1,100,0.103931
1660667337.375202,2091822.500,918,2,EA,1,100,0.103943
1660667337.443396,2091889.000,918,2,EA,1,100,0.103886
1660667337.510051,2091954.000,935,1,EA,1,100,0.103885
1660667337.576706,2092019.000,953,2,EA,1,100,0.103881
1660667337.643361,2092084.000,953,2,EA,1,100,0.103822
1660667337.710016,2092149.000,967,1,EA,1,100,0.103797
1660667337.777184,2092214.500,985,2,EA,1,100,0.103786
1660667337.844352,2092280.000,985,2,EA,1,100,0.103751
1660667337.909982,2092344.000,1001,1,EA,1,100,0.103742
1660667337.977149,2092409.500,1018,2,EA,1,100,0.103751
1660667338.044317,2092475.000,1018,2,EA,1,100,0.103757
1660667338.110460,2092539.500,1033,2,EA,1,100,0.103755
1660667338.176602,2092604.000,1033,2,EA,1,100,0.103674
1660667338.241206,2092667.000,1050,1,EA,1,100,0.103714
1660667338.308374,2092732.500,1066,2,EA,1,100,0.103729
1660667338.375542,2092798.000,1066,2,EA,1,100,0.103687
1660667338.443223,2092864.000,1083,1,EA,1,100,0.103698
1660667338.509365,2092928.500,1100,2,EA,1,100,0.103670
1660667338.575507,2092993.000,1100,2,EA,1,100,0.103643
1660667338.643188,2093059.000,1116,1,EA,1,100,0.103608
1660667338.709331,2093123.500,1132,2,EA,1,100,0.103611
1660667338.775473,2093188.000,1132,2,EA,1,100,0.103610
1660667338.841103,2093252.000,1150,1,EA,1,100,0.103618
1660667338.908270,2093317.500,1166,2,EA,1,100,0.103602
1660667338.975438,2093383.000,1166,2,EA,1,100,0.103567
1660667339.042094,2093448.000,1181,2,EA,1,100,0.103565
1660667339.108748,2093513.000,1181,2,EA,1,100,0.103555
1660667339.172327,2093575.000,1198,1,EA,1,100,0.103539
1660667339.239495,2093640.500,1215,2,EA,1,100,0.103504
1660667339.306663,2093706.000,1215,2,EA,1,100,0.103486
1660667339.374344,2093772.000,1231,1,EA,1,100,0.103499
1660667339.440486,2093836.500,1249,2,EA,1,100,0.103519
1660667339.506628,2093901.000,1249,2,EA,1,100,0.103523
1660667339.572258,2093965.000,1264,1,EA,1,100,0.103524
1660667339.639426,2094030.500,1281,2,EA,1,100,0.103501
1660667339.706594,2094096.000,1281,2,EA,1,100,0.103524
1660667339.772736,2094160.500,1298,2,EA,1,100,0.103477
1660667339.838879,2094225.000,1298,2,EA,1,100,0.103443
1660667339.906559,2094291.000,1315,1,EA,1,100,0.103467
1660667339.972702,2094355.500,1329,2,EA,1,100,0.103489
1660667340.038844,2094420.000,1329,2,EA,1,100,0.103521
1660667340.105499,2094485.000,1346,1,EA,1,100,0.103510
1660667340.172154,2094550.000,1363,2,EA,1,100,0.103451
1660667340.238809,2094615.000,1363,2,EA,1,100,0.103421
1660667340.307515,2094682.000,1380,1,EA,1,100,0.103396
1660667340.373658,2094746.500,1396,2,EA,1,100,0.103374
1660667340.439800,2094811.000,1396,2,EA,1,100,0.103346
1660667340.505430,2094875.000,1412,1,EA,1,100,0.103370
1660667340.571572,2094939.500,1429,2,EA,1,100,0.103336
1660667340.637715,2095004.000,1429,2,EA,1,100,0.103313
1660667340.705395,2095070.000,1446,1,EA,1,100,0.103339
1660667340.772563,2095135.500,1463,2,EA,1,100,0.103379
1660667340.839731,2095201.000,1463,2,EA,1,100,0.103349
1660667340.905873,2095265.500,1478,2,EA,1,100,0.103337
1660667340.972016,2095330.000,1478,2,EA,1,100,0.103312
1660667341.038671,2095395.000,1494,1,EA,1,100,0.103254
1660667341.105839,2095460.500,1512,2,EA,1,100,0.103230
1660667341.173007,2095526.000,1512,2,EA,1,100,0.103235
1660667341.239662,2095591.000,1528,1,EA,1,100,0.103193
1660667341.306317,2095656.000,1545,2,EA,1,100,0.103179
1660667341.372972,2095721.000,1545,2,EA,1,100,0.103141
1660667341.438602,2095785.000,1559,1,EA,1,100,0.103175
1660667341.504231,2095849.000,1578,2,EA,1,100,0.103191
1660667341.569861,2095913.000,1578,2,EA,1,100,0.103163
1660667341.636516,2095978.000,1594,2,EA,1,100,0.103146
1660667341.703171,2096043.000,1594,2,EA,1,100,0.103129
1660667341.770852,2096109.000,1611,1,EA,1,100,0.103114
1660667341.836994,2096173.500,1632,2,EA,1,100,0.103071
