LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1660667335.266337,2089766.000,569,1,TH,1,100,35.959
1660667335.370934,2089868.000,586,1,TH,1,100,36.034
1660667335.473480,2089968.000,602,1,TH,1,100,36.034
1660667335.577052,2090069.000,620,1,TH,1,100,35.964
1660667335.784196,2090271.000,652,1,TH,1,100,35.957
1660667335.887768,2090372.000,669,1,TH,1,100,35.988
1660667335.991339,2090473.000,686,1,TH,1,100,35.988
1660667336.099013,2090578.000,701,1,TH,1,100,36.062
1660667336.303080,2090777.000,734,1,TH,1,100,36.062
1660667336.405627,2090877.000,751,1,TH,1,100,35.956
1660667336.509198,2090978.000,767,1,TH,1,100,35.957
1660667336.732749,2091196.000,805,1,TH,1,100,35.983
1660667336.835296,2091296.000,822,1,TH,1,100,35.983
1660667336.938868,2091397.000,839,1,TH,1,100,36.033
1660667337.042439,2091498.000,856,1,TH,1,100,36.033
1660667337.255736,2091706.000,888,1,TH,1,100,36.005
1660667337.359308,2091807.000,904,1,TH,1,100,36.005
1660667337.462880,2091908.000,921,1,TH,1,100,36.022
1660667337.567477,2092010.000,938,1,TH,1,100,36.022
1660667337.773595,2092211.000,970,1,TH,1,100,36.019
1660667337.877167,2092312.000,988,1,TH,1,100,36.019
1660667337.980739,2092413.000,1004,1,TH,1,100,36.012
1660667338.187882,2092615.000,1036,1,TH,1,100,36.012
1660667338.291454,2092716.000,1053,1,TH,1,100,35.945
1660667338.395026,2092817.000,1069,1,TH,1,100,35.945
1660667338.498598,2092918.000,1086,1,TH,1,100,36.046
1660667338.705741,2093120.000,1119,1,TH,1,100,36.046
1660667338.809313,2093221.000,1135,1,TH,1,100,35.947
1660667338.913910,2093323.000,1153,1,TH,1,100,35.947
1660667339.120029,2093524.000,1184,1,TH,1,100,35.983
1660667339.223600,2093625.000,1201,1,TH,1,100,35.983
1660667339.327172,2093726.000,1218,1,TH,1,100,35.921
1660667339.430744,2093827.000,1234,1,TH,1,100,35.921
1660667339.637888,2094029.000,1267,1,TH,1,100,35.901
1660667339.741460,2094130.000,1284,1,TH,1,100,35.901
1660667339.845031,2094231.000,1301,1,TH,1,100,35.945
1660667340.052175,2094433.000,1332,1,TH,1,100,35.945
1660667340.155747,2094534.000,1349,1,TH,1,100,36.036
1660667340.259319,2094635.000,1366,1,TH,1,100,36.036
1660667340.363916,2094737.000,1383,1,TH,1,100,35.976
1660667340.571059,2094939.000,1415,1,TH,1,100,35.976
1660667340.673606,2095039.000,1432,1,TH,1,100,35.998
1660667340.778203,2095141.000,1449,1,TH,1,100,35.998
1660667340.984321,2095342.000,1481,1,TH,1,100,36.031
1660667341.087893,2095443.000,1497,1,TH,1,100,36.031
1660667341.191465,2095544.000,1515,1,TH,1,100,36.012
1660667341.302215,2095652.000,1531,1,TH,1,100,36.012
1660667341.508333,2095853.000,1562,1,TH,1,100,36.002
1660667341.612931,2095955.000,1581,1,TH,1,100,36.002
1660667341.715477,2096055.000,1597,1,TH,1,100,35.985
1660667341.826227,2096163.000,1613,1,TH,1,100,35.985
1660667341.967741,2096301.000,1635,1,TH,1,100,35.937
1660667342.175910,2096504.000,1667,1,TH,1,100,35.937
1660667342.280507,2096606.000,1684,1,TH,1,100,35.945
1660667342.382028,2096705.000,1700,1,TH,1,100,35.945
1660667342.491753,2096812.000,1716,1,TH,1,100,36.022
1660667342.692744,2097008.000,1750,1,TH,1,100,36.022
1660667342.796315,2097109.000,1766,1,TH,1,100,36.039
1660667342.899887,2097210.000,1784,1,TH,1,100,36.039
1660667343.108056,2097413.000,1815,1,TH,1,100,35.964
1660667343.211628,2097514.000,1832,1,TH,1,100,35.964
1660667343.314174,2097614.000,1849,1,TH,1,100,35.945
1660667343.521318,2097816.000,1881,1,TH,1,100,35.945
1660667343.610533,2097903.000,1898,2,TH,1,100,35.949
1660667343.699749,2097990.000,1898,2,TH,1,100,35.949
1660667343.900740,2098186.000,1930,1,TH,1,100,36.017
1660667344.004311,2098287.000,1947,1,TH,1,100,36.017
1660667344.107883,2098388.000,1963,1,TH,1,100,35.964
1660667344.223761,2098501.000,1980,1,TH,1,100,35.964
1660667344.424752,2098697.000,2012,1,TH,1,100,35.995
1660667344.529349,2098799.000,2029,1,TH,1,100,35.995
1660667344.631895,2098899.000,2047,1,TH,1,100,36.022
1660667344.840064,2099102.000,2078,1,TH,1,100,36.022
1660667344.942611,2099202.000,2095,1,TH,1,100,36.024
1660667345.046182,2099303.000,2112,1,TH,1,100,36.024
1660667345.155907,2099410.000,2127,1,TH,1,100,35.954
1660667345.362025,2099611.000,2160,1,TH,1,100,35.954
1660667345.464571,2099711.000,2177,1,TH,1,100,35.993
1660667345.568143,2099812.000,2194,1,TH,1,100,35.993
1660667345.776312,2100015.000,2226,1,TH,1,100,35.978
1660667345.878859,2100115.000,2244,1,TH,1,100,35.978
1660667345.982430,2100216.000,2260,1,TH,1,100,35.988
1660667346.087028,2100318.000,2276,1,TH,1,100,35.988
1660667346.293146,2100519.000,2309,1,TH,1,100,36.012
1660667346.396718,2100620.000,2325,1,TH,1,100,36.012
1660667346.500290,2100721.000,2342,1,TH,1,100,35.998
1660667346.707433,2100923.000,2375,1,TH,1,100,35.998
1660667346.811005,2101024.000,2391,1,TH,1,100,35.998
1660667346.914577,2101125.000,2409,1,TH,1,100,35.998
1660667347.020200,2101228.000,2424,1,TH,1,100,35.995
1660667347.236573,2101439.000,2462,1,TH,1,100,35.995
1660667347.340144,2101540.000,2479,1,TH,1,100,35.918
1660667347.442691,2101640.000,2495,1,TH,1,100,35.918
1660667347.552415,2101747.000,2512,1,TH,1,100,35.901
1660667347.753406,2101943.000,2545,1,TH,1,100,35.901
1660667347.856978,2102044.000,2562,1,TH,1,100,35.885
1660667347.960550,2102145.000,2579,1,TH,1,100,35.885
1660667348.167693,2102347.000,2610,1,TH,1,100,35.988
1660667348.272291,2102449.000,2627,1,TH,1,100,35.981
1660667348.376888,2102551.000,2644,1,TH,1,100,36.029
1660667348.484562,2102656.000,2659,1,TH,1,100,36.036
1660667348.687603,2102854.000,2693,1,TH,1,100,36.002
1660667348.791175,2102955.000,2710,1,TH,1,100,36.002
1660667348.896798,2103058.000,2727,1,TH,1,100,36.046
1660667349.102916,2103259.000,2758,1,TH,1,100,36.046
1660667349.206488,2103360.000,2776,1,TH,1,100,35.916
1660667349.310060,2103461.000,2792,1,TH,1,100,35.916
1660667349.416708,2103565.000,2808,1,TH,1,100,36.031
1660667349.620775,2103764.000,2842,1,TH,1,100,36.031
1660667349.725373,2103866.000,2858,1,TH,1,100,36.022
1660667349.827919,2103966.000,2875,1,TH,1,100,36.022
1660667350.037113,2104170.000,2907,1,TH,1,100,35.952
1660667350.138634,2104269.000,2923,1,TH,1,100,35.952
1660667350.242206,2104370.000,2941,1,TH,1,100,35.973
