LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1660667352.172128,2106252,3248,1,HR,1,100,25
1660667358.579225,2112500,4266,1,HR,1,100,24
1660667361.925312,2115763,4795,1,HR,1,100,23
1660667372.434262,2126011,6454,1,HR,1,100,21
1660667376.585339,2130059,7121,1,HR,1,100,20
1660667378.688564,2132110,7442,1,HR,1,100,21
1660667379.894510,2133286,7625,1,HR,1,100,25
1660667385.245378,2138504,8472,1,HR,1,100,23
1660667387.217345,2140427,8788,1,HR,1,100,24
1660667391.210500,2144321,9407,1,HR,1,100,23
1660667395.880461,2148875,10094,1,HR,1,100,22
1660667397.050514,2150016,10261,1,HR,1,100,25
1660667399.273719,2152184,10609,1,HR,1,100,25
1660667408.776690,2161451,12122,1,HR,1,100,23
1660667414.061929,2166605,12970,1,HR,1,100,22
1660667415.465788,2167974,13190,1,HR,1,100,24
1660667421.190951,2173557,14090,1,HR,1,100,23
1660667437.652717,2189610,16712,1,HR,1,100,20
1660667439.400107,2191314,16994,1,HR,1,100,22
1660667440.157925,2192053,17112,1,HR,1,100,29
1660667443.143049,2194964,17567,1,HR,1,100,28
1660667443.977776,2195778,17716,1,HR,1,100,33
1660667445.324210,2197091,17915,1,HR,1,100,34
1660667446.730120,2198462,18148,1,HR,1,100,35
1660667447.969906,2199671,18354,1,HR,1,100,37
1660667450.745836,2202378,18784,1,HR,1,100,35
1660667451.871794,2203476,18969,1,HR,1,100,37
1660667453.576115,2205138,19239,1,HR,1,100,37
1660667454.690794,2206225,19422,1,HR,1,100,39
1660667455.989031,2207491,19638,1,HR,1,100,40
1660667456.705830,2208190,19755,1,HR,1,100,45
1660667457.446214,2208912,19862,1,HR,1,100,50
1660667458.653185,2210089,20062,1,HR,1,100,50
1660667459.369984,2210788,20180,1,HR,1,100,54
1660667461.299906,2212670,20477,1,HR,1,100,51
1660667463.835877,2215143,20883,1,HR,1,100,48
1660667465.041823,2216319,21082,1,HR,1,100,48
1660667465.817073,2217075,21201,1,HR,1,100,52
1660667466.549254,2217789,21317,1,HR,1,100,55
1660667467.139921,2218365,21418,1,HR,1,100,61
1660667468.846292,2220029,21688,1,HR,1,100,58
1660667471.651961,2222765,22138,1,HR,1,100,53
1660667473.945922,2225002,22489,1,HR,1,100,50
1660667475.194937,2226220,22705,1,HR,1,100,50
1660667477.089994,2228068,23004,1,HR,1,100,48
1660667479.921299,2230829,23441,1,HR,1,100,45
1660667482.535205,2233378,23871,1,HR,1,100,42
1660667483.175094,2234002,23972,1,HR,1,100,48
1660667485.478285,2236248,24327,1,HR,1,100,46
1660667489.540146,2240209,24978,1,HR,1,100,42
1660667492.044328,2242651,25376,1,HR,1,100,40
1660667494.932034,2245467,25842,1,HR,1,100,38
1660667498.043290,2248501,26340,1,HR,1,100,36
1660667500.010129,2250419,26660,1,HR,1,100,35
1660667501.430396,2251804,26877,1,HR,1,100,36
1660667503.686416,2254004,27241,1,HR,1,100,35
1660667506.743323,2256985,27726,1,HR,1,100,33
1660667507.835441,2258050,27893,1,HR,1,100,36
1660667508.682474,2258876,28027,1,HR,1,100,40
1660667510.896450,2261035,28381,1,HR,1,100,38
1660667511.545568,2261668,28483,1,HR,1,100,45
1660667512.176228,2262283,28598,1,HR,1,100,51
1660667516.178612,2266186,29216,1,HR,1,100,47
1660667518.790468,2268733,29630,1,HR,1,100,44
1660667519.387288,2269315,29732,1,HR,1,100,50
1660667521.484361,2271360,30054,1,HR,1,100,48
1660667524.275672,2274082,30502,1,HR,1,100,45
1660667527.003405,2276742,30936,1,HR,1,100,42
1660667528.294464,2278001,31138,1,HR,1,100,43
1660667530.273609,2279931,31452,1,HR,1,100,41
1660667533.776592,2283347,32004,1,HR,1,100,38
1660667536.225399,2285735,32408,1,HR,1,100,37
1660667537.113450,2286601,32540,1,HR,1,100,40
1660667539.085417,2288524,32855,1,HR,1,100,39
1660667541.789564,2291161,33274,1,HR,1,100,37
1660667542.954491,2292297,33459,1,HR,1,100,39
1660667544.887489,2294182,33773,1,HR,1,100,38
1660667545.496615,2294776,33873,1,HR,1,100,45
1660667547.600866,2296828,34197,1,HR,1,100,43
1660667548.847830,2298044,34395,1,HR,1,100,44
1660667550.969514,2300113,34728,1,HR,1,100,42
1660667553.830557,2302903,35179,1,HR,1,100,40
1660667556.904896,2305901,35664,1,HR,1,100,37
1660667557.629899,2306608,35772,1,HR,1,100,43
1660667559.925912,2308847,36138,1,HR,1,100,41
1660667563.310967,2312148,36657,1,HR,1,100,38
1660667565.673635,2314452,37038,1,HR,1,100,37
1660667568.462896,2317172,37459,1,HR,1,100,35
1660667569.227892,2317918,37593,1,HR,1,100,40
1660667571.275742,2319915,37908,1,HR,1,100,39
1660667573.340000,2321928,38230,1,HR,1,100,38
1660667574.661823,2323217,38445,1,HR,1,100,39
1660667575.396055,2323933,38562,1,HR,1,100,44
1660667577.039873,2325536,38828,1,HR,1,100,43
1660667578.240691,2326707,39018,1,HR,1,100,44
1660667579.862974,2328289,39268,1,HR,1,100,43
1660667583.443892,2331781,39837,1,HR,1,100,40
1660667586.379795,2334644,40284,1,HR,1,100,38
1660667587.229904,2335473,40418,1,HR,1,100,42
1660667589.283907,2337476,40737,1,HR,1,100,40
1660667591.937807,2340064,41151,1,HR,1,100,38
1660667595.124948,2343172,41651,1,HR,1,100,36
1660667597.622977,2345608,42050,1,HR,1,100,35
1660667598.355158,2346322,42166,1,HR,1,100,40
1660667604.991958,2352794,43202,1,HR,1,100,37
1660667605.714910,2353499,43319,1,HR,1,100,42
1660667607.457172,2355198,43600,1,HR,1,100,41
1660667612.858289,2360465,44451,1,HR,1,100,38
1660667616.509964,2364026,45017,1,HR,1,100,35
1660667619.499190,2366941,45499,1,HR,1,100,33
1660667620.621047,2368035,45671,1,HR,1,100,36
1660667622.120275,2369497,45921,1,HR,1,100,36
1660667623.563102,2370904,46137,1,HR,1,100,37
1660667627.227083,2374477,46708,1,HR,1,100,35
1660667629.724087,2376912,47103,1,HR,1,100,33
1660667631.861153,2378996,47443,1,HR,1,100,33
1660667634.156141,2381234,47808,1,HR,1,100,32
1660667637.709372,2384699,48375,1,HR,1,100,30
1660667641.003160,2387911,48888,1,HR,1,100,29
1660667644.310280,2391136,49409,1,HR,1,100,28
1660667647.863512,2394601,49962,1,HR,1,100,26
1660667649.146366,2395852,50179,1,HR,1,100,29
1660667650.077487,2396760,50329,1,HR,1,100,33
1660667651.234210,2397888,50511,1,HR,1,100,35
1660667653.260526,2399864,50831,1,HR,1,100,35
1660667655.678569,2402222,51211,1,HR,1,100,34
1660667657.766413,2404258,51529,1,HR,1,100,33
1660667660.422363,2406848,51960,1,HR,1,100,32
1660667664.102752,2410437,52531,1,HR,1,100,30
1660667665.905517,2412195,52812,1,HR,1,100,30
1660667676.572388,2422597,54506,1,HR,1,100,27
1660667677.985477,2423975,54721,1,HR,1,100,29
1660667680.765509,2426686,55158,1,HR,1,100,28
1660667681.456671,2427360,55275,1,HR,1,100,35
1660667682.145783,2428032,55377,1,HR,1,100,42
1660667683.593737,2429444,55598,1,HR,1,100,42
1660667684.877618,2430696,55813,1,HR,1,100,42
1660667685.650817,2431450,55932,1,HR,1,100,47
1660667687.215674,2432976,56180,1,HR,1,100,46
1660667688.587744,2434314,56396,1,HR,1,100,45
1660667690.599704,2436276,56701,1,HR,1,100,44
1660667693.412550,2439019,57164,1,HR,1,100,41
1660667696.805809,2442328,57667,1,HR,1,100,38
1660667698.855711,2444327,57999,1,HR,1,100,37
1660667700.178559,2445617,58206,1,HR,1,100,38
1660667704.098906,2449440,58833,1,HR,1,100,36
1660667705.535580,2450841,59056,1,HR,1,100,36
1660667707.830568,2453079,59420,1,HR,1,100,35
1660667712.340556,2457477,60135,1,HR,1,100,33
1660667713.149647,2458266,60270,1,HR,1,100,38
1660667715.336961,2460399,60605,1,HR,1,100,36
1660667717.858576,2462858,61017,1,HR,1,100,35
1660667719.397796,2464359,61251,1,HR,1,100,35
1660667721.335922,2466249,61555,1,HR,1,100,35
1660667723.919065,2468768,61967,1,HR,1,100,34
1660667727.328731,2472093,62505,1,HR,1,100,32
1660667728.060912,2472807,62621,1,HR,1,100,38
1660667731.764886,2476419,63191,1,HR,1,100,35
1660667735.720099,2480276,63820,1,HR,1,100,33
1660667737.575163,2482085,64109,1,HR,1,100,33
1660667739.630192,2484089,64440,1,HR,1,100,32
1660667741.319130,2485736,64707,1,HR,1,100,33
1660667742.242047,2486636,64845,1,HR,1,100,37
1660667747.269895,2491539,124,1,HR,1,100,34
1660667748.641965,2492877,340,1,HR,1,100,35
1660667749.927896,2494131,538,1,HR,1,100,36
1660667752.867900,2496998,1008,1,HR,1,100,35
1660667754.238945,2498335,1225,1,HR,1,100,36
1660667760.278925,2504225,2169,1,HR,1,100,33
1660667763.865997,2507723,2750,1,HR,1,100,31
1660667767.217211,2510991,3264,1,HR,1,100,29
1660667767.898119,2511655,3370,1,HR,1,100,36
1660667770.270016,2513968,3752,1,HR,1,100,35
1660667771.529286,2515196,3952,1,HR,1,100,37
1660667772.975189,2516606,4191,1,HR,1,100,37
1660667776.926300,2520459,4804,1,HR,1,100,35
1660667779.131047,2522609,5157,1,HR,1,100,34
1660667779.829387,2523290,5258,1,HR,1,100,40
1660667781.960301,2525368,5592,1,HR,1,100,39
1660667782.727347,2526116,5661,1,HR,1,100,43
1660667784.098392,2527453,5883,1,HR,1,100,44
1660667788.275105,2531526,6545,1,HR,1,100,40
1660667791.904221,2535065,7130,1,HR,1,100,37
1660667795.164169,2538244,7646,1,HR,1,100,35
1660667796.694161,2539736,7896,1,HR,1,100,36
1660667798.475391,2541473,8177,1,HR,1,100,35
1660667799.316271,2542293,8318,1,HR,1,100,40
1660667804.074422,2546933,9048,1,HR,1,100,37
1660667806.170469,2548977,9367,1,HR,1,100,36
1660667809.745235,2552463,9917,1,HR,1,100,33
1660667812.293512,2554948,10316,1,HR,1,100,32
1660667814.905368,2557495,10718,1,HR,1,100,31
