LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1660667555.526674,2304557,35478,1,SR,1,100,0.133333
1660667557.057691,2306050,35721,1,SR,1,100,0.133333
1660667987.804671,2726101,38166,1,SR,1,100,0.200000
1660668002.656460,2740584,40506,1,SR,1,100,0.066667
1660668013.901693,2751550,42289,1,SR,1,100,0.133333
1660668016.032606,2753628,42611,1,SR,1,100,0.066667
1660668058.038668,2794591,49264,1,SR,1,100,0.133333
1660668058.306314,2794852,49299,1,SR,1,100,0.066667
1660668066.495666,2802838,50602,1,SR,1,100,0.133333
1660668071.358414,2807580,51405,1,SR,1,100,0.333333
1660668075.350544,2811473,51994,1,SR,1,100,0.066667
1660668077.278415,2813353,52305,1,SR,1,100,0.066667
1660668079.012474,2815044,52581,1,SR,1,100,0.066667
1660668086.799844,2822638,53813,1,SR,1,100,0.066667
1660668094.389299,2830039,55022,1,SR,1,100,0.133333
1660668094.658996,2830302,55058,1,SR,1,100,0.066667
1660668095.653696,2831272,55240,1,SR,1,100,0.133333
1660668097.653350,2833222,55557,1,SR,1,100,0.200000
1660668105.173074,2840555,56751,1,SR,1,100,0.133333
1660668106.839452,2842180,57017,1,SR,1,100,0.133333
1660668108.701694,2843996,57334,1,SR,1,100,0.266667
1660668109.633840,2844905,57457,1,SR,1,100,0.133333
1660668113.229115,2848411,58020,1,SR,1,100,0.133333
1660668114.359176,2849513,58230,1,SR,1,100,0.200000
1660668117.958553,2853023,58811,1,SR,1,100,0.333333
1660668119.152193,2854187,58964,1,SR,1,100,0.066667
1660668120.353011,2855358,59126,1,SR,1,100,0.066667
1660668129.738053,2864510,60625,1,SR,1,100,0.133333
1660668130.337949,2865095,60730,1,SR,1,100,0.200000
1660668132.601147,2867302,61063,1,SR,1,100,0.066667
1660668138.859551,2873405,62066,1,SR,1,100,0.066667
1660668140.058318,2874574,62249,1,SR,1,100,0.066667
1660668145.047198,2879439,63069,1,SR,1,100,0.266667
1660668146.645895,2880998,63310,1,SR,1,100,0.133333
1660668146.911490,2881257,63331,1,SR,1,100,0.066667
1660668149.112135,2883403,63713,1,SR,1,100,0.200000
1660668150.440110,2884698,63913,1,SR,1,100,0.133333
1660668157.101521,2891194,64954,1,SR,1,100,0.133333
1660668177.003718,2910602,2586,1,SR,1,100,0.133333
1660668186.256475,2919625,4060,1,SR,1,100,0.066667
1660668192.781500,2925988,5110,1,SR,1,100,0.066667
1660668196.042474,2929168,5631,1,SR,1,100,0.133333
1660668199.837714,2932869,6234,1,SR,1,100,0.200000
1660668202.832068,2935789,6702,1,SR,1,100,0.200000
1660668213.154384,2945855,8282,1,SR,1,100,0.066667
1660668214.752056,2947413,8570,1,SR,1,100,0.266667
1660668215.814436,2948449,8704,1,SR,1,100,0.066667
1660668218.410910,2950981,9136,1,SR,1,100,0.133333
1660668218.679581,2951243,9154,1,SR,1,100,0.066667
1660668224.203753,2956630,10057,1,SR,1,100,0.133333
1660668229.865337,2962151,10945,1,SR,1,100,0.133333
1660668234.988553,2967147,11769,1,SR,1,100,0.133333
1660668235.255173,2967407,11825,1,SR,1,100,0.133333
1660668237.983932,2970068,12243,1,SR,1,100,0.133333
1660668238.649458,2970717,12329,1,SR,1,100,0.066667
1660668240.980336,2972990,12701,1,SR,1,100,0.066667
1660668242.844629,2974808,13020,1,SR,1,100,0.133333
1660668245.504682,2977402,13438,1,SR,1,100,0.066667
1660668245.836932,2977726,13496,1,SR,1,100,0.066667
1660668246.704474,2978572,13646,1,SR,1,100,0.200000
1660668249.566543,2981363,14093,1,SR,1,100,0.200000
1660668249.900844,2981689,14161,1,SR,1,100,0.200000
1660668252.827517,2984543,14616,1,SR,1,100,0.200000
1660668265.676574,2997073,16635,1,SR,1,100,0.066667
1660668270.670582,3001943,17472,1,SR,1,100,0.266667
1660668273.663910,3004862,17927,1,SR,1,100,0.066667
1660668281.253366,3012263,19150,1,SR,1,100,0.133333
1660668284.317451,3015251,19626,1,SR,1,100,0.133333
1660668298.957993,3029528,21917,1,SR,1,100,0.066667
1660668302.952174,3033423,22546,1,SR,1,100,0.066667
1660668304.019681,3034464,22724,1,SR,1,100,0.133333
1660668320.194318,3050237,25250,1,SR,1,100,0.200000
1660668320.526568,3050561,25285,1,SR,1,100,0.066667
1660668331.042696,3060816,26989,1,SR,1,100,0.200000
1660668340.895350,3070424,28545,1,SR,1,100,0.133333
1660668344.488574,3073928,29143,1,SR,1,100,0.200000
1660668344.955160,3074383,29195,1,SR,1,100,0.133333
1660668351.545814,3080810,30251,1,SR,1,100,0.066667
1660668364.129277,3093081,32249,1,SR,1,100,0.133333
1660668374.845371,3103531,33953,1,SR,1,100,0.133333
1660668383.099327,3111580,35213,1,SR,1,100,0.066667
1660668384.894913,3113331,35530,1,SR,1,100,0.200000
1660668385.230240,3113658,35550,1,SR,1,100,0.066667
1660668401.543314,3129566,38104,1,SR,1,100,0.066667
1660668402.941021,3130929,38323,1,SR,1,100,0.066667
1660668403.140986,3131124,38374,1,SR,1,100,0.133333
1660668409.728564,3137548,39418,1,SR,1,100,0.133333
1660668411.590806,3139364,39703,1,SR,1,100,0.066667
1660668457.995081,3184616,46995,1,SR,1,100,0.133333
1660668478.100319,3204222,50155,1,SR,1,100,0.200000
1660668478.433595,3204547,50190,1,SR,1,100,0.066667
1660668499.204359,3224802,53466,1,SR,1,100,0.066667
1660668501.867487,3227399,53897,1,SR,1,100,0.066667
1660668515.446675,3240641,56039,1,SR,1,100,0.133333
1660668522.042457,3247073,57054,1,SR,1,100,0.066667
1660668524.770190,3249733,57478,1,SR,1,100,0.066667
1660668562.375988,3286405,63371,1,SR,1,100,0.066667
1660668574.358530,3298090,65263,1,SR,1,100,0.066667
1660668581.749045,3305297,903,1,SR,1,100,0.066667
1660668592.863019,3316135,2681,1,SR,1,100,0.133333
1660668595.989657,3319184,3180,1,SR,1,100,0.066667
1660668645.586201,3367549,11020,1,SR,1,100,0.466667
1660668652.041494,3373844,12003,1,SR,1,100,0.200000
1660668712.818666,3433112,21674,1,SR,1,100,0.133333
1660668720.210207,3440320,22830,1,SR,1,100,0.066667
1660668753.423945,3472709,28015,1,SR,1,100,0.066667
1660668951.667580,3666030,59258,1,SR,1,100,0.066667
1660668981.759808,3695375,64010,1,SR,1,100,0.066667
1660668993.546485,3706869,295,1,SR,1,100,0.066667
1660669006.266335,3719273,2323,1,SR,1,100,0.066667
1660669007.930662,3720896,2629,1,SR,1,100,0.333333
1660669039.485201,3751667,7611,1,SR,1,100,0.066667
1660669044.479208,3756537,8433,1,SR,1,100,0.133333
1660669050.868871,3762768,9455,1,SR,1,100,0.066667
1660669051.399036,3763285,9556,1,SR,1,100,0.200000
1660669052.797768,3764649,9757,1,SR,1,100,0.066667
1660669061.381923,3773020,11180,1,SR,1,100,0.266667
1660669068.376610,3779841,12264,1,SR,1,100,0.066667
1660669081.953747,3793081,14436,1,SR,1,100,0.066667
1660669084.217971,3795289,14786,1,SR,1,100,0.066667
1660669090.006712,3800934,15720,1,SR,1,100,0.066667
1660669094.599763,3805413,16455,1,SR,1,100,0.133333
1660669097.263918,3808011,16885,1,SR,1,100,0.133333
1660669106.050089,3816579,18305,1,SR,1,100,0.200000
1660669108.113322,3818591,18628,1,SR,1,100,0.133333
1660669110.911812,3821320,19060,1,SR,1,100,0.066667
1660669131.410828,3841310,22259,1,SR,1,100,0.066667
1660669133.410481,3843260,22575,1,SR,1,100,0.066667
1660669135.542420,3845339,22927,1,SR,1,100,0.066667
1660669137.334930,3847087,23227,1,SR,1,100,0.133333
1660669137.602576,3847348,23247,1,SR,1,100,0.066667
1660669137.802542,3847543,23281,1,SR,1,100,0.066667
1660669139.333559,3849036,23554,1,SR,1,100,0.133333
1660669139.600179,3849296,23573,1,SR,1,100,0.066667
1660669141.730067,3851373,23921,1,SR,1,100,0.066667
1660669146.454378,3855980,24659,1,SR,1,100,0.066667
1660669150.851565,3860268,25363,1,SR,1,100,0.133333
1660669158.643037,3867866,26584,1,SR,1,100,0.133333
1660669159.574158,3868774,26704,1,SR,1,100,0.133333
1660669163.036123,3872150,27260,1,SR,1,100,0.066667
1660669166.364778,3875396,27799,1,SR,1,100,0.133333
1660669166.630373,3875655,27848,1,SR,1,100,0.133333
1660669166.893917,3875912,27887,1,SR,1,100,0.066667
1660669170.025682,3878966,28385,1,SR,1,100,0.133333
1660669170.824518,3879745,28523,1,SR,1,100,0.133333
1660669174.219828,3883056,29056,1,SR,1,100,0.066667
1660669174.419794,3883251,29107,1,SR,1,100,0.200000
1660669177.679742,3886430,29660,1,SR,1,100,0.400000
1660669180.877137,3889548,30126,1,SR,1,100,0.133333
1660669182.943446,3891563,30449,1,SR,1,100,0.133333
1660669183.205965,3891819,30499,1,SR,1,100,0.200000
1660669186.203395,3894742,30984,1,SR,1,100,0.133333
1660669186.537696,3895068,31020,1,SR,1,100,0.066667
1660669186.735610,3895261,31060,1,SR,1,100,0.133333
1660669191.928558,3900325,31896,1,SR,1,100,0.133333
1660669192.727394,3901104,32015,1,SR,1,100,0.066667
1660669194.858307,3903182,32349,1,SR,1,100,0.066667
1660669195.522808,3903830,32502,1,SR,1,100,0.266667
1660669198.118256,3906361,32891,1,SR,1,100,0.066667
1660669198.453582,3906688,32944,1,SR,1,100,0.066667
1660669198.654573,3906884,32980,1,SR,1,100,0.133333
1660669201.780186,3909932,33479,1,SR,1,100,0.066667
1660669202.311376,3910450,33567,1,SR,1,100,0.066667
1660669204.643280,3912724,33939,1,SR,1,100,0.133333
1660669204.909901,3912984,33974,1,SR,1,100,0.066667
