LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1660667352.172128,2106252,3247,1,BI,1,100,21920
1660667358.579225,2112500,4265,1,BI,1,100,6360
1660667361.925312,2115763,4794,1,BI,1,100,3320
1660667372.434262,2126011,6453,1,BI,1,100,10440
1660667376.585339,2130059,7120,1,BI,1,100,4120
1660667378.688564,2132110,7441,1,BI,1,100,2080
1660667379.894510,2133286,7624,1,BI,1,100,1200
1660667385.245378,2138504,8471,1,BI,1,100,5320
1660667387.217345,2140427,8787,1,BI,1,100,1960
1660667391.210500,2144321,9406,1,BI,1,100,3960
1660667395.880461,2148875,10093,1,BI,1,100,4640
1660667397.050514,2150016,10260,1,BI,1,100,1160
1660667399.273719,2152184,10608,1,BI,1,100,2200
1660667408.776690,2161451,12121,1,BI,1,100,9440
1660667414.061929,2166605,12969,1,BI,1,100,5240
1660667415.465788,2167974,13189,1,BI,1,100,1400
1660667421.190951,2173557,14089,1,BI,1,100,5680
1660667437.652717,2189610,16711,1,BI,1,100,16360
1660667439.400107,2191314,16993,1,BI,1,100,1720
1660667440.157925,2192053,17111,1,BI,1,100,760
1660667443.143049,2194964,17566,1,BI,1,100,2960
1660667443.977776,2195778,17715,1,BI,1,100,840
1660667445.324210,2197091,17914,1,BI,1,100,1320
1660667446.730120,2198462,18147,1,BI,1,100,1400
1660667447.969906,2199671,18353,1,BI,1,100,1240
1660667450.745836,2202378,18783,1,BI,1,100,2760
1660667451.871794,2203476,18968,1,BI,1,100,1120
1660667453.576115,2205138,19238,1,BI,1,100,1680
1660667454.690794,2206225,19421,1,BI,1,100,1120
1660667455.989031,2207491,19637,1,BI,1,100,1280
1660667456.705830,2208190,19754,1,BI,1,100,720
1660667457.446214,2208912,19861,1,BI,1,100,720
1660667458.653185,2210089,20061,1,BI,1,100,1200
1660667459.369984,2210788,20179,1,BI,1,100,720
1660667461.299906,2212670,20476,1,BI,1,100,1920
1660667463.835877,2215143,20882,1,BI,1,100,2520
1660667465.041823,2216319,21081,1,BI,1,100,1200
1660667465.817073,2217075,21200,1,BI,1,100,760
1660667466.549254,2217789,21316,1,BI,1,100,720
1660667467.139921,2218365,21417,1,BI,1,100,600
1660667468.846292,2220029,21687,1,BI,1,100,1680
1660667471.651961,2222765,22137,1,BI,1,100,2800
1660667473.945922,2225002,22488,1,BI,1,100,2280
1660667475.194937,2226220,22704,1,BI,1,100,1240
1660667477.089994,2228068,23003,1,BI,1,100,1880
1660667479.921299,2230829,23440,1,BI,1,100,2800
1660667482.535205,2233378,23870,1,BI,1,100,2600
1660667483.175094,2234002,23971,1,BI,1,100,640
1660667485.478285,2236248,24326,1,BI,1,100,2280
1660667489.540146,2240209,24977,1,BI,1,100,4040
1660667492.044328,2242651,25375,1,BI,1,100,2480
1660667494.932034,2245467,25841,1,BI,1,100,2880
1660667498.043290,2248501,26339,1,BI,1,100,3080
1660667500.010129,2250419,26659,1,BI,1,100,1960
1660667501.430396,2251804,26876,1,BI,1,100,1400
1660667503.686416,2254004,27240,1,BI,1,100,2240
1660667506.743323,2256985,27725,1,BI,1,100,3040
1660667507.835441,2258050,27892,1,BI,1,100,1080
1660667508.682474,2258876,28026,1,BI,1,100,840
1660667510.896450,2261035,28380,1,BI,1,100,2200
1660667511.545568,2261668,28482,1,BI,1,100,640
1660667512.176228,2262283,28597,1,BI,1,100,640
1660667516.178612,2266186,29215,1,BI,1,100,3960
1660667518.790468,2268733,29629,1,BI,1,100,2600
1660667519.387288,2269315,29731,1,BI,1,100,600
1660667521.484361,2271360,30053,1,BI,1,100,2080
1660667524.275672,2274082,30501,1,BI,1,100,2760
1660667527.003405,2276742,30935,1,BI,1,100,2720
1660667528.294464,2278001,31137,1,BI,1,100,1280
1660667530.273609,2279931,31451,1,BI,1,100,1960
1660667533.776592,2283347,32003,1,BI,1,100,3480
1660667536.225399,2285735,32407,1,BI,1,100,2440
1660667537.113450,2286601,32539,1,BI,1,100,880
1660667539.085417,2288524,32854,1,BI,1,100,1960
1660667541.789564,2291161,33273,1,BI,1,100,2680
1660667542.954491,2292297,33458,1,BI,1,100,1160
1660667544.887489,2294182,33772,1,BI,1,100,1920
1660667545.496615,2294776,33872,1,BI,1,100,600
1660667547.600866,2296828,34196,1,BI,1,100,2080
1660667548.847830,2298044,34394,1,BI,1,100,1240
1660667550.969514,2300113,34727,1,BI,1,100,2120
1660667553.830557,2302903,35178,1,BI,1,100,2840
1660667556.904896,2305901,35663,1,BI,1,100,3040
1660667557.629899,2306608,35771,1,BI,1,100,720
1660667559.925912,2308847,36137,1,BI,1,100,2280
1660667563.310967,2312148,36656,1,BI,1,100,3360
1660667565.673635,2314452,37037,1,BI,1,100,2360
1660667568.462896,2317172,37458,1,BI,1,100,2760
1660667569.227892,2317918,37592,1,BI,1,100,760
1660667571.275742,2319915,37907,1,BI,1,100,2040
1660667573.340000,2321928,38229,1,BI,1,100,2040
1660667574.661823,2323217,38444,1,BI,1,100,1320
1660667575.396055,2323933,38561,1,BI,1,100,720
1660667577.039873,2325536,38827,1,BI,1,100,1640
1660667578.240691,2326707,39017,1,BI,1,100,1200
1660667579.862974,2328289,39267,1,BI,1,100,1600
1660667583.443892,2331781,39836,1,BI,1,100,3560
1660667586.379795,2334644,40283,1,BI,1,100,2920
1660667587.229904,2335473,40417,1,BI,1,100,840
1660667589.283907,2337476,40736,1,BI,1,100,2040
1660667591.937807,2340064,41150,1,BI,1,100,2640
1660667595.124948,2343172,41650,1,BI,1,100,3160
1660667597.622977,2345608,42049,1,BI,1,100,2480
1660667598.355158,2346322,42165,1,BI,1,100,720
1660667604.991958,2352794,43201,1,BI,1,100,6600
1660667605.714910,2353499,43318,1,BI,1,100,720
1660667607.457172,2355198,43599,1,BI,1,100,1720
1660667612.858289,2360465,44450,1,BI,1,100,5360
1660667616.509964,2364026,45016,1,BI,1,100,3640
1660667619.499190,2366941,45498,1,BI,1,100,2960
1660667620.621047,2368035,45670,1,BI,1,100,1120
1660667622.120275,2369497,45920,1,BI,1,100,1480
