TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
2378042.000000,5453752.000000,1660667630.882861,1660670784.911291,853,2.08954e+06,6.52229e+06,1.5.10
