LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1660667336.693782,2091158.000,796,2,RD,1,100,TL
1660667336.693782,2091158.000,796,2,RD,1,100,TU
1660667339.312303,2093711.500,1625,2,RD,1,100,TL
1660667341.930824,2096265.000,1625,2,RD,1,100,TU
1660667344.566265,2098835.000,2452,2,RD,1,100,TL
1660667347.201707,2101405.000,2452,2,RD,1,100,TU
1660667349.823817,2103962.000,3283,2,RD,1,100,TL
1660667352.445927,2106519.000,3283,2,RD,1,100,TU
1660667355.064448,2109072.500,4113,2,RD,1,100,TL
1660667357.682969,2111626.000,4113,2,RD,1,100,TU
1660667360.299440,2114177.500,4946,2,RD,1,100,TL
1660667362.915910,2116729.000,4946,2,RD,1,100,TU
1660667365.542635,2119290.500,5774,2,RD,1,100,TL
1660667368.169359,2121852.000,5774,2,RD,1,100,TU
1660667370.788906,2124406.500,6605,2,RD,1,100,TL
1660667373.408453,2126961.000,6605,2,RD,1,100,TU
1660667376.032614,2129520.000,7437,2,RD,1,100,TL
1660667378.656775,2132079.000,7437,2,RD,1,100,TU
1660667381.276322,2134633.500,8254,2,RD,1,100,TL
1660667383.895868,2137188.000,8254,2,RD,1,100,TU
1660667386.538488,2139765.000,9089,2,RD,1,100,TL
1660667389.181107,2142342.000,9089,2,RD,1,100,TU
1660667391.799116,2144895.000,9905,2,RD,1,100,TL
1660667394.417124,2147448.000,9905,2,RD,1,100,TU
1660667397.048463,2150014.000,10679,2,RD,1,100,TL
1660667399.679803,2152580.000,10679,2,RD,1,100,TU
1660667402.298837,2155134.000,11509,2,RD,1,100,TL
1660667404.917871,2157688.000,11509,2,RD,1,100,TU
1660667407.565617,2160270.000,12356,2,RD,1,100,TL
1660667410.213364,2162852.000,12356,2,RD,1,100,TU
1660667412.829322,2165403.000,13186,2,RD,1,100,TL
1660667415.445279,2167954.000,13186,2,RD,1,100,TU
1660667418.078669,2170522.000,14019,2,RD,1,100,TL
1660667420.712060,2173090.000,14019,2,RD,1,100,TU
1660667423.337759,2175650.500,14850,2,RD,1,100,TL
1660667425.963459,2178211.000,14850,2,RD,1,100,TU
1660667428.584543,2180767.000,15680,2,RD,1,100,TL
1660667431.205628,2183323.000,15680,2,RD,1,100,TU
1660667433.831327,2185883.500,16510,2,RD,1,100,TL
