LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1660669847.228466,4539353,4628,1,SA,1,100,0.000013
1660669848.227267,4540327,4815,1,SA,1,100,0.000018
1660669858.281937,4550132,6387,1,SA,1,100,0.000006
1660669859.746299,4551560,6661,1,SA,1,100,0.000020
1660669861.475230,4553246,6929,1,SA,1,100,0.000097
1660669864.539315,4556234,7428,1,SA,1,100,0.000011
1660669868.065885,4559673,7966,1,SA,1,100,0.000017
1660669869.801994,4561366,8233,1,SA,1,100,0.000010
1660669880.714977,4572008,9993,1,SA,1,100,0.000011
1660669885.374683,4576552,10751,1,SA,1,100,0.000025
1660669887.835796,4578952,11107,1,SA,1,100,0.000005
1660669892.963114,4583952,11940,1,SA,1,100,0.000015
1660669893.760924,4584730,12074,1,SA,1,100,0.000026
1660669894.096251,4585057,12109,1,SA,1,100,0.000018
1660669899.285096,4590117,12940,1,SA,1,100,0.000024
1660669903.150068,4593886,13560,1,SA,1,100,0.000021
1660669903.415663,4594145,13594,1,SA,1,100,0.000015
1660669908.075370,4598689,14344,1,SA,1,100,0.000002
1660669908.344041,4598951,14380,1,SA,1,100,0.000015
1660669908.544006,4599146,14413,1,SA,1,100,0.000018
1660669910.006317,4600572,14699,1,SA,1,100,0.000063
1660669912.534085,4603037,15070,1,SA,1,100,0.000035
1660669914.200463,4604662,15335,1,SA,1,100,0.000027
1660669916.262671,4606673,15670,1,SA,1,100,0.000021
1660669921.185921,4611474,16423,1,SA,1,100,0.000007
1660669923.650110,4613877,16825,1,SA,1,100,0.000009
1660669925.514402,4615695,17128,1,SA,1,100,0.000031
1660669926.046618,4616214,17228,1,SA,1,100,0.000011
1660669932.636247,4622640,18275,1,SA,1,100,0.000036
1660669932.903893,4622901,18309,1,SA,1,100,0.000053
1660669938.564451,4628421,19221,1,SA,1,100,0.000044
1660669941.893106,4631667,19735,1,SA,1,100,0.000002
1660669943.223132,4632964,19970,1,SA,1,100,0.000025
1660669947.681848,4637312,20657,1,SA,1,100,0.000016
1660669949.213890,4638806,20911,1,SA,1,100,0.000008
1660669950.677227,4640233,21163,1,SA,1,100,0.000037
1660669958.799923,4648154,22444,1,SA,1,100,0.000064
1660669959.801801,4649131,22598,1,SA,1,100,0.000005
1660669965.324948,4654517,23482,1,SA,1,100,0.000011
1660669966.322723,4655490,23649,1,SA,1,100,0.000027
1660669969.520119,4658608,24144,1,SA,1,100,0.000071
1660669970.383559,4659450,24301,1,SA,1,100,0.000028
1660669978.770825,4667629,25630,1,SA,1,100,0.000009
1660669979.104101,4667954,25715,1,SA,1,100,0.000135
1660669982.634772,4671397,26250,1,SA,1,100,0.000041
1660669985.895746,4674577,26788,1,SA,1,100,0.000030
1660669986.295677,4674967,26839,1,SA,1,100,0.000022
1660669988.159969,4676785,27189,1,SA,1,100,0.000143
1660669988.625530,4677239,27224,1,SA,1,100,0.000123
1660669989.021359,4677625,27262,1,SA,1,100,0.000012
1660669995.878633,4684312,28350,1,SA,1,100,0.000011
1660669996.080650,4684509,28385,1,SA,1,100,0.000035
1660669996.281641,4684705,28424,1,SA,1,100,0.000017
1660669997.941866,4686324,28708,1,SA,1,100,0.000022
1660669999.939469,4688272,29009,1,SA,1,100,0.000009
1660670000.872641,4689182,29143,1,SA,1,100,0.000017
1660670003.469114,4691714,29562,1,SA,1,100,0.000008
1660670003.736760,4691975,29598,1,SA,1,100,0.000078
1660670009.462949,4697559,30474,1,SA,1,100,0.000102
1660670012.522932,4700543,30976,1,SA,1,100,0.000036
1660670017.782534,4705672,31826,1,SA,1,100,0.000030
1660670022.708861,4710476,32575,1,SA,1,100,0.000001
1660670022.975482,4710736,32628,1,SA,1,100,0.000014
1660670023.971207,4711707,32797,1,SA,1,100,0.000035
1660670029.099550,4716708,33583,1,SA,1,100,0.000018
1660670034.691402,4722161,34486,1,SA,1,100,0.000023
1660670038.483567,4725859,35059,1,SA,1,100,0.000015
1660670038.684557,4726055,35092,1,SA,1,100,0.000075
1660670047.870660,4735013,36546,1,SA,1,100,0.000032
1660670051.466960,4738520,37115,1,SA,1,100,0.000033
1660670063.583837,4750336,38997,1,SA,1,100,0.000016
1660670070.906672,4757477,40118,1,SA,1,100,0.000003
1660670076.764120,4763189,41052,1,SA,1,100,0.000017
1660670077.165076,4763580,41102,1,SA,1,100,0.000027
1660670097.334918,4783249,44267,1,SA,1,100,0.000005
1660670104.793115,4790522,45424,1,SA,1,100,0.000001
1660670108.986235,4794611,46079,1,SA,1,100,0.000035
1660670116.571589,4802008,47216,1,SA,1,100,0.000007
1660670116.839235,4802269,47251,1,SA,1,100,0.000022
1660670119.101407,4804475,47641,1,SA,1,100,0.000137
1660670119.898192,4805252,47727,1,SA,1,100,0.000011
1660670120.101234,4805450,47794,1,SA,1,100,0.000107
1660670121.566622,4806879,48046,1,SA,1,100,0.000281
1660670141.066836,4825895,51078,1,SA,1,100,0.000009
1660670150.118603,4834722,52503,1,SA,1,100,0.000005
1660670153.378551,4837901,53037,1,SA,1,100,0.000026
1660670159.640032,4844007,54046,1,SA,1,100,0.000043
1660670160.036886,4844394,54080,1,SA,1,100,0.000057
1660670168.891763,4853029,55478,1,SA,1,100,0.000029
1660670184.005045,4867767,57907,1,SA,1,100,0.000051
1660670189.995803,4873609,58844,1,SA,1,100,0.000011
1660670192.657906,4876205,59283,1,SA,1,100,0.000035
1660670199.845380,4883214,60404,1,SA,1,100,0.000018
1660670203.106354,4886394,60943,1,SA,1,100,0.000032
1660670212.225801,4895287,62350,1,SA,1,100,0.000008
1660670217.346966,4900281,63139,1,SA,1,100,0.000014
1660670224.877970,4907625,64337,1,SA,1,100,0.000025
1660670228.337884,4910999,64879,1,SA,1,100,0.000008
1660670228.534773,4911191,64915,1,SA,1,100,0.000028
1660670228.869074,4911517,64966,1,SA,1,100,0.000019
1660670230.602108,4913207,65233,1,SA,1,100,0.000036
1660670232.265409,4914829,65535,1,SA,1,100,0.000011
1660670235.660719,4918140,535,1,SA,1,100,0.000015
1660670238.788383,4921190,1007,1,SA,1,100,0.000041
1660670241.116185,4923460,1390,1,SA,1,100,0.000019
1660670244.779141,4927032,1960,1,SA,1,100,0.000020
1660670249.701366,4931832,2746,1,SA,1,100,0.000009
1660670253.764252,4935794,3382,1,SA,1,100,0.000033
1660670256.294071,4938261,3780,1,SA,1,100,0.000031
1660670259.223820,4941118,4271,1,SA,1,100,0.000033
1660670271.208413,4952805,6194,1,SA,1,100,0.000013
1660670280.329911,4961700,7628,1,SA,1,100,0.000136
1660670291.046005,4972150,9312,1,SA,1,100,0.000006
1660670305.425054,4986172,11603,1,SA,1,100,0.000001
1660670305.626045,4986368,11622,1,SA,1,100,0.000022
1660670308.090234,4988771,12009,1,SA,1,100,0.000011
1660670324.600197,5004871,14669,1,SA,1,100,0.000009
1660670328.590275,5008762,15272,1,SA,1,100,0.000010
