LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1660667336.692756,2091157.000,795,2,AK,1,100,65517
1660667336.692756,2091157.000,795,2,AK,1,100,RD
1660667336.709677,2091173.500,798,2,AK,1,100,796
1660667336.726597,2091190.000,798,2,AK,1,100,RD
1660667339.328198,2093727.000,1624,2,AK,1,100,796
1660667341.929799,2096264.000,1624,2,AK,1,100,RD
1660667341.945693,2096279.500,1627,2,AK,1,100,1625
1660667341.961588,2096295.000,1627,2,AK,1,100,RD
1660667344.581135,2098849.500,2451,2,AK,1,100,1625
1660667347.200681,2101404.000,2451,2,AK,1,100,RD
1660667347.215550,2101418.500,2454,2,AK,1,100,2452
1660667347.230420,2101433.000,2454,2,AK,1,100,RD
1660667349.838173,2103976.000,3282,2,AK,1,100,2452
1660667352.445927,2106519.000,3282,2,AK,1,100,RD
1660667352.469000,2106541.500,3285,2,AK,1,100,3283
1660667352.492073,2106564.000,3285,2,AK,1,100,RD
1660667355.087521,2109095.000,4112,2,AK,1,100,3283
1660667357.682969,2111626.000,4112,2,AK,1,100,RD
1660667357.697839,2111640.500,4115,2,AK,1,100,4113
1660667357.712708,2111655.000,4115,2,AK,1,100,RD
1660667360.314309,2114192.000,4945,2,AK,1,100,4113
1660667362.915910,2116729.000,4945,2,AK,1,100,RD
1660667362.930779,2116743.500,4948,2,AK,1,100,4946
1660667362.945648,2116758.000,4948,2,AK,1,100,RD
1660667365.557504,2119305.000,5773,2,AK,1,100,4946
1660667368.169359,2121852.000,5773,2,AK,1,100,RD
1660667368.183203,2121865.500,5776,2,AK,1,100,5774
1660667368.197047,2121879.000,5776,2,AK,1,100,RD
1660667370.802237,2124419.500,6604,2,AK,1,100,5774
1660667373.407427,2126960.000,6604,2,AK,1,100,RD
1660667373.422809,2126975.000,6607,2,AK,1,100,6605
1660667373.438191,2126990.000,6607,2,AK,1,100,RD
1660667376.046970,2129534.000,7436,2,AK,1,100,6605
1660667378.655750,2132078.000,7436,2,AK,1,100,RD
1660667378.682924,2132104.500,7439,2,AK,1,100,7437
1660667378.710099,2132131.000,7439,2,AK,1,100,RD
1660667381.302471,2134659.000,8253,2,AK,1,100,7437
1660667383.894843,2137187.000,8253,2,AK,1,100,RD
1660667383.912788,2137204.500,8256,2,AK,1,100,8254
1660667383.930734,2137222.000,8256,2,AK,1,100,RD
1660667386.555408,2139781.500,9088,2,AK,1,100,8254
1660667389.180082,2142341.000,9088,2,AK,1,100,RD
1660667389.235457,2142395.000,9091,2,AK,1,100,9089
1660667389.290832,2142449.000,9091,2,AK,1,100,RD
1660667391.853978,2144948.500,9904,2,AK,1,100,9089
1660667394.417124,2147448.000,9904,2,AK,1,100,RD
1660667394.447888,2147478.000,9907,2,AK,1,100,9905
1660667394.478652,2147508.000,9907,2,AK,1,100,RD
1660667397.079227,2150044.000,10678,2,AK,1,100,9905
1660667399.679803,2152580.000,10678,2,AK,1,100,RD
1660667399.695185,2152595.000,10681,2,AK,1,100,10679
1660667399.710567,2152610.000,10681,2,AK,1,100,RD
1660667402.313706,2155148.500,11508,2,AK,1,100,10679
1660667404.916845,2157687.000,11508,2,AK,1,100,RD
1660667404.932227,2157702.000,11511,2,AK,1,100,11509
1660667404.947609,2157717.000,11511,2,AK,1,100,RD
1660667407.579974,2160284.000,12355,2,AK,1,100,11509
1660667410.212339,2162851.000,12355,2,AK,1,100,RD
1660667410.229259,2162867.500,12358,2,AK,1,100,12356
1660667410.246179,2162884.000,12358,2,AK,1,100,RD
1660667412.844704,2165418.000,13185,2,AK,1,100,12356
1660667415.443228,2167952.000,13185,2,AK,1,100,RD
1660667415.460148,2167968.500,13188,2,AK,1,100,13186
1660667415.477068,2167985.000,13188,2,AK,1,100,RD
1660667418.094051,2170537.000,14018,2,AK,1,100,13186
1660667420.711034,2173089.000,14018,2,AK,1,100,RD
1660667420.754616,2173131.500,14021,2,AK,1,100,14019
1660667420.798199,2173174.000,14021,2,AK,1,100,RD
1660667423.380829,2175692.500,14849,2,AK,1,100,14019
1660667425.963459,2178211.000,14849,2,AK,1,100,RD
1660667425.986531,2178233.500,14852,2,AK,1,100,14850
1660667426.009604,2178256.000,14852,2,AK,1,100,RD
1660667428.607616,2180789.500,15679,2,AK,1,100,14850
1660667431.205628,2183323.000,15679,2,AK,1,100,RD
1660667431.228701,2183345.500,15682,2,AK,1,100,15680
1660667431.251774,2183368.000,15682,2,AK,1,100,RD
1660667433.854400,2185906.000,16509,2,AK,1,100,15680
1660667436.457027,2188444.000,16509,2,AK,1,100,RD
1660667436.472921,2188459.500,16512,2,AK,1,100,16510
1660667436.488816,2188475.000,16512,2,AK,1,100,RD
1660667439.091443,2191013.000,17345,2,AK,1,100,16510
1660667441.694069,2193551.000,17345,2,AK,1,100,RD
1660667441.740215,2193596.000,17348,2,AK,1,100,17346
1660667441.786361,2193641.000,17348,2,AK,1,100,RD
1660667444.373605,2196164.000,18184,2,AK,1,100,17346
1660667446.960850,2198687.000,18184,2,AK,1,100,RD
1660667446.983410,2198709.000,18187,2,AK,1,100,18185
1660667447.005970,2198731.000,18187,2,AK,1,100,RD
1660667449.606546,2201267.000,19019,2,AK,1,100,18185
1660667452.207121,2203803.000,19019,2,AK,1,100,RD
1660667452.220965,2203816.500,19022,2,AK,1,100,19020
1660667452.234809,2203830.000,19022,2,AK,1,100,RD
1660667454.838973,2206369.500,19857,2,AK,1,100,19020
1660667457.443138,2208909.000,19857,2,AK,1,100,RD
1660667457.467749,2208933.000,19860,2,AK,1,100,19858
1660667457.492360,2208957.000,19860,2,AK,1,100,RD
1660667460.086270,2211486.500,20695,2,AK,1,100,19858
1660667462.680180,2214016.000,20695,2,AK,1,100,RD
1660667462.725301,2214060.000,20698,2,AK,1,100,20696
1660667462.770421,2214104.000,20698,2,AK,1,100,RD
1660667465.345360,2216615.000,21534,2,AK,1,100,20696
1660667467.920299,2219126.000,21534,2,AK,1,100,RD
1660667467.939783,2219145.000,21537,2,AK,1,100,21535
1660667467.959266,2219164.000,21537,2,AK,1,100,RD
1660667470.579326,2221719.000,22369,2,AK,1,100,21535
1660667473.199385,2224274.000,22369,2,AK,1,100,RD
1660667473.214767,2224289.000,22372,2,AK,1,100,22370
1660667473.230149,2224304.000,22372,2,AK,1,100,RD
1660667475.832263,2226841.500,23206,2,AK,1,100,22370
1660667478.434376,2229379.000,23206,2,AK,1,100,RD
1660667478.448220,2229392.500,23209,2,AK,1,100,23207
1660667478.462064,2229406.000,23209,2,AK,1,100,RD
1660667481.073407,2231952.500,24040,2,AK,1,100,23207
1660667483.684750,2234499.000,24040,2,AK,1,100,RD
1660667483.702183,2234516.000,24043,2,AK,1,100,24041
1660667483.719615,2234533.000,24043,2,AK,1,100,RD
1660667486.326344,2237075.000,24873,2,AK,1,100,24041
1660667488.933072,2239617.000,24873,2,AK,1,100,RD
1660667488.961785,2239645.000,24876,2,AK,1,100,24874
1660667488.990498,2239673.000,24876,2,AK,1,100,RD
1660667491.575691,2242194.000,25706,2,AK,1,100,24874
1660667494.160885,2244715.000,25706,2,AK,1,100,RD
1660667494.175241,2244729.000,25709,2,AK,1,100,25707
1660667494.189598,2244743.000,25709,2,AK,1,100,RD
1660667496.820937,2247309.000,26556,2,AK,1,100,25707
1660667499.452277,2249875.000,26556,2,AK,1,100,RD
1660667499.471761,2249894.000,26559,2,AK,1,100,26557
1660667499.491244,2249913.000,26559,2,AK,1,100,RD
1660667502.095922,2252453.000,27391,2,AK,1,100,26557
1660667504.700599,2254993.000,27391,2,AK,1,100,RD
1660667504.714956,2255007.000,27394,2,AK,1,100,27392
1660667504.729312,2255021.000,27394,2,AK,1,100,RD
1660667507.337579,2257564.500,28227,2,AK,1,100,27392
1660667509.945845,2260108.000,28227,2,AK,1,100,RD
1660667509.970456,2260132.000,28230,2,AK,1,100,28228
