left eye 1,left eye 2,right eye 1,right eye 2,current time
nan, nan,nan, nan,26:10.6
nan, nan,nan, nan,26:10.7
nan, nan,nan, nan,26:10.7
nan, nan,nan, nan,26:10.8
nan, nan,nan, nan,26:10.8
0.300101161,0.674416423,0.276558548,0.679718494,26:10.9
0.317855179,0.684831679,0.29938069,0.683664262,26:10.9
0.327540457,0.704783082,0.315523744,0.699599266,26:11.0
0.330925256,0.719947457,0.323345214,0.720989823,26:11.0
0.337915719,0.736906588,0.331823945,0.728516638,26:11.1
0.339514345,0.737691641,0.332579672,0.735587955,26:11.1
0.338283002,0.74398011,0.334290802,0.743716896,26:11.2
0.337880403,0.747584939,0.336665511,0.74671489,26:11.2
0.338247091,0.741005599,0.339790076,0.746449828,26:11.3
0.336949825,0.741528988,0.340021759,0.749438763,26:11.4
0.344869137,0.736628056,0.338976324,0.750002086,26:11.4
0.344849706,0.738403678,0.338472724,0.748241544,26:11.4
0.345399618,0.737812281,0.338039964,0.74428308,26:11.5
0.344798297,0.736516476,0.337251723,0.742512345,26:11.5
0.340934753,0.736361623,0.370898038,0.75940156,26:11.6
0.465484381,0.819196105,0.441586316,0.812180102,26:11.7
0.464472055,0.810373247,0.454267234,0.832616687,26:11.7
0.463383675,0.804205656,0.453109533,0.829248607,26:11.8
0.467354894,0.797411263,0.455953419,0.820739985,26:11.9
0.471392095,0.796657085,0.458420813,0.818728924,26:11.9
0.472976327,0.797294676,0.450915337,0.82525146,26:12.0
0.473063499,0.797684193,0.45065546,0.829575241,26:12.0
0.470607013,0.812985182,0.45124799,0.831964374,26:12.0
0.468400031,0.810386658,0.4548015,0.832507074,26:12.1
0.469745576,0.807632983,0.459331363,0.827421069,26:12.2
0.468772888,0.8057127,0.457870126,0.832002819,26:12.2
0.470211446,0.799080551,0.45492813,0.834153056,26:12.3
0.471473217,0.798024654,0.45186609,0.831809223,26:12.3
0.468161136,0.794717252,0.450454652,0.827818394,26:12.4
0.468198299,0.795979977,0.448282748,0.816690028,26:12.4
0.468067825,0.790067196,0.452232689,0.816268325,26:12.5
0.468323141,0.786910594,0.452063531,0.809356868,26:12.5
0.469545782,0.783334255,0.45179525,0.80501467,26:12.5
0.470771223,0.784258068,0.451339096,0.803015232,26:12.6
0.470720828,0.786122918,0.450349599,0.805114925,26:12.6
0.471204311,0.783947408,0.449354231,0.801911235,26:12.7
0.472758949,0.783269286,0.449119925,0.801283836,26:12.7
0.472911209,0.777570426,0.452994704,0.794622123,26:12.8
0.469685495,0.779249847,0.451387554,0.793327272,26:12.8
0.466109306,0.776721478,0.454434633,0.79309541,26:12.9
0.459207714,0.768128157,0.455359787,0.790714502,26:12.9
0.46038273,0.763743579,0.456220061,0.788516998,26:13.0
0.46801573,0.755966604,0.456201464,0.780740201,26:13.0
0.471521854,0.747984052,0.453367382,0.783055186,26:13.0
0.475654989,0.754203796,0.45596388,0.778284907,26:13.1
0.47325924,0.748160481,0.454924107,0.766087711,26:13.1
0.467196673,0.737293184,0.453537166,0.76854986,26:13.2
0.464619428,0.732163906,0.453863561,0.765611827,26:13.2
0.459607631,0.737110257,0.452304929,0.762845874,26:13.2
0.460714728,0.734782577,0.456986845,0.758170009,26:13.3
0.463547826,0.735357344,0.45928067,0.754094362,26:13.4
0.466337949,0.736161828,0.460492402,0.746776283,26:13.4
0.472426862,0.730206609,0.461605787,0.744505882,26:13.5
