LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1659621753.070273,60972.000,973,4,EM,1,100,RS
1659621753.070273,60972.000,973,4,EM,1,100,RB
1659621753.070273,60972.000,973,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621753.070273,60972.000,973,4,EM,1,100,PS
1659621753.140766,61040.750,1006,4,EM,1,100,RS
1659621753.211258,61109.500,1006,4,EM,1,100,RB
1659621753.281751,61178.250,1006,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621753.352244,61247.000,1006,4,EM,1,100,PS
1659621753.404281,61297.750,1038,4,EM,1,100,RS
1659621753.456317,61348.500,1038,4,EM,1,100,RB
1659621753.508354,61399.250,1038,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621753.560390,61450.000,1038,4,EM,1,100,PS
1659621753.611914,61500.250,1072,4,EM,1,100,RS
1659621753.663438,61550.500,1072,4,EM,1,100,RB
1659621753.714962,61600.750,1072,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621753.766486,61651.000,1072,4,EM,1,100,PS
1659621753.818010,61701.250,1105,4,EM,1,100,RS
1659621753.869533,61751.500,1105,4,EM,1,100,RB
1659621753.921057,61801.750,1105,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621753.972581,61852.000,1105,4,EM,1,100,PS
1659621754.024105,61902.250,1138,4,EM,1,100,RS
1659621754.075629,61952.500,1138,4,EM,1,100,RB
1659621754.127153,62002.750,1138,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621754.178677,62053.000,1138,4,EM,1,100,PS
1659621754.230200,62103.250,1170,4,EM,1,100,RS
1659621754.281724,62153.500,1170,4,EM,1,100,RB
1659621754.333248,62203.750,1170,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621754.384772,62254.000,1170,4,EM,1,100,PS
1659621754.436552,62304.500,1203,4,EM,1,100,RS
1659621754.488332,62355.000,1203,4,EM,1,100,RB
1659621754.540112,62405.500,1203,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621754.591893,62456.000,1203,4,EM,1,100,PS
1659621754.643160,62506.000,1236,4,EM,1,100,RS
1659621754.694428,62556.000,1236,4,EM,1,100,RB
1659621754.745695,62606.000,1236,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621754.796963,62656.000,1236,4,EM,1,100,PS
1659621754.848487,62706.250,1270,4,EM,1,100,RS
1659621754.900011,62756.500,1270,4,EM,1,100,RB
1659621754.951535,62806.750,1270,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621755.003058,62857.000,1270,4,EM,1,100,PS
1659621755.054582,62907.250,1303,4,EM,1,100,RS
1659621755.106106,62957.500,1303,4,EM,1,100,RB
1659621755.157630,63007.750,1303,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621755.209154,63058.000,1303,4,EM,1,100,PS
1659621755.260678,63108.250,1335,4,EM,1,100,RS
1659621755.312201,63158.500,1335,4,EM,1,100,RB
1659621755.363725,63208.750,1335,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621755.415249,63259.000,1335,4,EM,1,100,PS
1659621755.466773,63309.250,1369,4,EM,1,100,RS
1659621755.518297,63359.500,1369,4,EM,1,100,RB
1659621755.569821,63409.750,1369,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621755.621345,63460.000,1369,4,EM,1,100,PS
1659621755.672868,63510.250,1400,4,EM,1,100,RS
1659621755.724392,63560.500,1400,4,EM,1,100,RB
1659621755.775916,63610.750,1400,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621755.827440,63661.000,1400,4,EM,1,100,PS
1659621755.878964,63711.250,1435,4,EM,1,100,RS
1659621755.930488,63761.500,1435,4,EM,1,100,RB
1659621755.982012,63811.750,1435,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621756.033535,63862.000,1435,4,EM,1,100,PS
1659621756.085059,63912.250,1466,4,EM,1,100,RS
1659621756.136583,63962.500,1466,4,EM,1,100,RB
1659621756.188107,64012.750,1466,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621756.239631,64063.000,1466,4,EM,1,100,PS
1659621756.291155,64113.250,1500,4,EM,1,100,RS
1659621756.342679,64163.500,1500,4,EM,1,100,RB
1659621756.394202,64213.750,1500,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621756.445726,64264.000,1500,4,EM,1,100,PS
1659621756.498019,64315.000,1534,4,EM,1,100,RS
1659621756.550312,64366.000,1534,4,EM,1,100,RB
1659621756.602605,64417.000,1534,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621756.654898,64468.000,1534,4,EM,1,100,PS
1659621756.706422,64518.250,1565,4,EM,1,100,RS
1659621756.757946,64568.500,1565,4,EM,1,100,RB
1659621756.809469,64618.750,1565,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621756.860993,64669.000,1565,4,EM,1,100,PS
1659621756.912517,64719.250,1600,4,EM,1,100,RS
1659621756.964041,64769.500,1600,4,EM,1,100,RB
1659621757.015565,64819.750,1600,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621757.067089,64870.000,1600,4,EM,1,100,PS
1659621757.121689,64923.250,1632,4,EM,1,100,RS
1659621757.176288,64976.500,1632,4,EM,1,100,RB
1659621757.230888,65029.750,1632,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621757.285488,65083.000,1632,4,EM,1,100,PS
1659621757.337012,65133.250,1665,4,EM,1,100,RS
1659621757.388536,65183.500,1665,4,EM,1,100,RB
1659621757.440060,65233.750,1665,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621757.491584,65284.000,1665,4,EM,1,100,PS
1659621757.543108,65334.250,1697,4,EM,1,100,RS
1659621757.594631,65384.500,1697,4,EM,1,100,RB
1659621757.646155,65434.750,1697,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621757.697679,65485.000,1697,4,EM,1,100,PS
1659621757.749203,65535.250,1730,4,EM,1,100,RS
1659621757.800727,65585.500,1730,4,EM,1,100,RB
1659621757.852251,65635.750,1730,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621757.903774,65686.000,1730,4,EM,1,100,PS
1659621757.955555,65736.500,1765,4,EM,1,100,RS
1659621758.007335,65787.000,1765,4,EM,1,100,RB
1659621758.059115,65837.500,1765,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621758.110895,65888.000,1765,4,EM,1,100,PS
1659621758.162676,65938.500,1797,4,EM,1,100,RS
1659621758.214456,65989.000,1797,4,EM,1,100,RB
1659621758.266236,66039.500,1797,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621758.318016,66090.000,1797,4,EM,1,100,PS
1659621758.371334,66142.000,1836,4,EM,1,100,RS
1659621758.424653,66194.000,1836,4,EM,1,100,RB
1659621758.477971,66246.000,1836,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621758.531289,66298.000,1836,4,EM,1,100,PS
1659621758.582813,66348.250,1868,4,EM,1,100,RS
1659621758.634337,66398.500,1868,4,EM,1,100,RB
1659621758.685861,66448.750,1868,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621758.737384,66499.000,1868,4,EM,1,100,PS
1659621758.789934,66550.250,1903,4,EM,1,100,RS
1659621758.842483,66601.500,1903,4,EM,1,100,RB
1659621758.895032,66652.750,1903,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621758.947581,66704.000,1903,4,EM,1,100,PS
1659621758.999105,66754.250,1934,4,EM,1,100,RS
1659621759.050629,66804.500,1934,4,EM,1,100,RB
1659621759.102153,66854.750,1934,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621759.153677,66905.000,1934,4,EM,1,100,PS
1659621759.205200,66955.250,1968,4,EM,1,100,RS
1659621759.256724,67005.500,1968,4,EM,1,100,RB
1659621759.308248,67055.750,1968,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621759.359772,67106.000,1968,4,EM,1,100,PS
1659621759.412321,67157.250,2000,4,EM,1,100,RS
1659621759.464870,67208.500,2000,4,EM,1,100,RB
1659621759.517420,67259.750,2000,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621759.569969,67311.000,2000,4,EM,1,100,PS
1659621759.621749,67361.500,2033,4,EM,1,100,RS
1659621759.673529,67412.000,2033,4,EM,1,100,RB
1659621759.725310,67462.500,2033,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621759.777090,67513.000,2033,4,EM,1,100,PS
1659621759.828614,67563.250,2068,4,EM,1,100,RS
1659621759.880137,67613.500,2068,4,EM,1,100,RB
1659621759.931661,67663.750,2068,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621759.983185,67714.000,2068,4,EM,1,100,PS
1659621760.034709,67764.250,2099,4,EM,1,100,RS
1659621760.086233,67814.500,2099,4,EM,1,100,RB
1659621760.137757,67864.750,2099,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621760.189281,67915.000,2099,4,EM,1,100,PS
1659621760.240804,67965.250,2133,4,EM,1,100,RS
1659621760.292328,68015.500,2133,4,EM,1,100,RB
1659621760.343852,68065.750,2133,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621760.395376,68116.000,2133,4,EM,1,100,PS
1659621760.446900,68166.250,2165,4,EM,1,100,RS
1659621760.498424,68216.500,2165,4,EM,1,100,RB
1659621760.549948,68266.750,2165,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621760.601471,68317.000,2165,4,EM,1,100,PS
1659621760.652995,68367.250,2198,4,EM,1,100,RS
1659621760.704519,68417.500,2198,4,EM,1,100,RB
1659621760.756043,68467.750,2198,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621760.807567,68518.000,2198,4,EM,1,100,PS
1659621760.863961,68573.000,2232,4,EM,1,100,RS
1659621760.920355,68628.000,2232,4,EM,1,100,RB
1659621760.976750,68683.000,2232,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621761.033144,68738.000,2232,4,EM,1,100,PS
1659621761.084668,68788.250,2264,4,EM,1,100,RS
1659621761.136192,68838.500,2264,4,EM,1,100,RB
1659621761.187716,68888.750,2264,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621761.239239,68939.000,2264,4,EM,1,100,PS
1659621761.294608,68993.000,2298,4,EM,1,100,RS
1659621761.349977,69047.000,2298,4,EM,1,100,RB
1659621761.405346,69101.000,2298,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621761.460715,69155.000,2298,4,EM,1,100,PS
1659621761.512239,69205.250,2330,4,EM,1,100,RS
1659621761.563763,69255.500,2330,4,EM,1,100,RB
1659621761.615287,69305.750,2330,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621761.666811,69356.000,2330,4,EM,1,100,PS
1659621761.718334,69406.250,2363,4,EM,1,100,RS
1659621761.769858,69456.500,2363,4,EM,1,100,RB
1659621761.821382,69506.750,2363,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621761.872906,69557.000,2363,4,EM,1,100,PS
1659621761.926993,69609.750,2396,4,EM,1,100,RS
1659621761.981081,69662.500,2396,4,EM,1,100,RB
1659621762.035168,69715.250,2396,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621762.089255,69768.000,2396,4,EM,1,100,PS
1659621762.140779,69818.250,2430,4,EM,1,100,RS
1659621762.192303,69868.500,2430,4,EM,1,100,RB
1659621762.243826,69918.750,2430,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621762.295350,69969.000,2430,4,EM,1,100,PS
1659621762.346874,70019.250,2461,4,EM,1,100,RS
1659621762.398398,70069.500,2461,4,EM,1,100,RB
1659621762.449922,70119.750,2461,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621762.501446,70170.000,2461,4,EM,1,100,PS
1659621762.552970,70220.250,2495,4,EM,1,100,RS
1659621762.604493,70270.500,2495,4,EM,1,100,RB
1659621762.656017,70320.750,2495,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621762.707541,70371.000,2495,4,EM,1,100,PS
1659621762.759065,70421.250,2527,4,EM,1,100,RS
1659621762.810589,70471.500,2527,4,EM,1,100,RB
1659621762.862113,70521.750,2527,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621762.913637,70572.000,2527,4,EM,1,100,PS
1659621762.965160,70622.250,2561,4,EM,1,100,RS
1659621763.016684,70672.500,2561,4,EM,1,100,RB
1659621763.068208,70722.750,2561,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621763.119732,70773.000,2561,4,EM,1,100,PS
1659621763.171256,70823.250,2595,4,EM,1,100,RS
1659621763.222780,70873.500,2595,4,EM,1,100,RB
1659621763.274304,70923.750,2595,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621763.325827,70974.000,2595,4,EM,1,100,PS
1659621763.377351,71024.250,2626,4,EM,1,100,RS
1659621763.428875,71074.500,2626,4,EM,1,100,RB
1659621763.480399,71124.750,2626,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621763.531923,71175.000,2626,4,EM,1,100,PS
1659621763.589086,71230.750,2665,4,EM,1,100,RS
1659621763.646250,71286.500,2665,4,EM,1,100,RB
1659621763.703413,71342.250,2665,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621763.760576,71398.000,2665,4,EM,1,100,PS
1659621763.813382,71449.500,2700,4,EM,1,100,RS
1659621763.866187,71501.000,2700,4,EM,1,100,RB
1659621763.918993,71552.500,2700,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621763.971798,71604.000,2700,4,EM,1,100,PS
1659621764.023322,71654.250,2731,4,EM,1,100,RS
1659621764.074846,71704.500,2731,4,EM,1,100,RB
1659621764.126370,71754.750,2731,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621764.177894,71805.000,2731,4,EM,1,100,PS
1659621764.229418,71855.250,2765,4,EM,1,100,RS
1659621764.280941,71905.500,2765,4,EM,1,100,RB
1659621764.332465,71955.750,2765,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621764.383989,72006.000,2765,4,EM,1,100,PS
1659621764.437051,72057.750,2797,4,EM,1,100,RS
1659621764.490113,72109.500,2797,4,EM,1,100,RB
1659621764.543175,72161.250,2797,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621764.596237,72213.000,2797,4,EM,1,100,PS
1659621764.647760,72263.250,2830,4,EM,1,100,RS
1659621764.699284,72313.500,2830,4,EM,1,100,RB
1659621764.750808,72363.750,2830,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621764.802332,72414.000,2830,4,EM,1,100,PS
1659621764.853856,72464.250,2863,4,EM,1,100,RS
1659621764.905380,72514.500,2863,4,EM,1,100,RB
1659621764.956904,72564.750,2863,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621765.008427,72615.000,2863,4,EM,1,100,PS
1659621765.062258,72667.500,2896,4,EM,1,100,RS
1659621765.116089,72720.000,2896,4,EM,1,100,RB
1659621765.169920,72772.500,2896,4,EM,1,100,2022-08-04_10-02-32-806797.csv
1659621765.223751,72825.000,2896,4,EM,1,100,PS
1659621765.275275,72875.250,2929,4,EM,1,100,RS
1659621765.326799,72925.500,2929,4,EM,1,100,RB
