LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1659621753.211771,61110.000,989,1,SF,1,100,0.0000
1659621753.541934,61432.000,1039,1,SF,1,100,0.0000
1659621753.875173,61757.000,1088,1,SF,1,100,0.0000
1659621754.274034,62146.000,1155,1,SF,1,100,0.0000
1659621754.607273,62471.000,1204,1,SF,1,100,0.0000
1659621754.871814,62729.000,1252,1,SF,1,100,0.0000
1659621755.205052,63054.000,1304,1,SF,1,100,0.0000
1659621755.538291,63379.000,1352,1,SF,1,100,0.0000
1659621755.937152,63768.000,1418,1,SF,1,100,0.0000
1659621756.271417,64094.000,1467,1,SF,1,100,0.0000
1659621756.539033,64355.000,1517,1,SF,1,100,0.0000
1659621756.869196,64677.000,1566,1,SF,1,100,0.0000
1659621757.201410,65001.000,1615,1,SF,1,100,0.0000
1659621757.601296,65391.000,1682,1,SF,1,100,0.0000
1659621757.932484,65714.000,1731,1,SF,1,100,0.0000
1659621758.198050,65973.000,1780,1,SF,1,100,0.0000
1659621758.532314,66299.000,1837,1,SF,1,100,0.0000
1659621758.865553,66624.000,1885,1,SF,1,100,0.0000
1659621759.197767,66948.000,1935,1,SF,1,100,0.0000
1659621759.598679,67339.000,2001,1,SF,1,100,0.0000
1659621759.865270,67599.000,2050,1,SF,1,100,0.0000
1659621760.196458,67922.000,2100,1,SF,1,100,0.0000
1659621760.529697,68247.000,2149,1,SF,1,100,0.0000
1659621760.862936,68572.000,2199,1,SF,1,100,0.0000
1659621761.260772,68960.000,2265,1,SF,1,100,0.0000
1659621761.594011,69285.000,2313,1,SF,1,100,0.0000
1659621761.860602,69545.000,2364,1,SF,1,100,0.0000
1659621762.192815,69869.000,2413,1,SF,1,100,0.0000
1659621762.526054,70194.000,2462,1,SF,1,100,0.0000
1659621762.924916,70583.000,2528,1,SF,1,100,0.0000
1659621763.191507,70843.000,2578,1,SF,1,100,0.0000
1659621763.522695,71166.000,2627,1,SF,1,100,0.0000
1659621763.853883,71489.000,2682,1,SF,1,100,0.0000
1659621764.188147,71815.000,2732,1,SF,1,100,0.0000
1659621764.523437,72142.000,2780,1,SF,1,100,0.0000
1659621764.920247,72529.000,2848,1,SF,1,100,0.0000
1659621765.254512,72855.000,2897,1,SF,1,100,0.0000
1659621765.521103,73115.000,2945,1,SF,1,100,0.0000
1659621765.853316,73439.000,2996,1,SF,1,100,0.0000
1659621766.186555,73764.000,3045,1,SF,1,100,0.0000
1659621766.585416,74153.000,3110,1,SF,1,100,0.0000
1659621766.917630,74477.000,3159,1,SF,1,100,0.0000
1659621767.182170,74735.000,3210,1,SF,1,100,0.0000
1659621767.517460,75062.000,3261,1,SF,1,100,0.0000
1659621767.850699,75387.000,3311,1,SF,1,100,0.0000
1659621768.181887,75710.000,3361,1,SF,1,100,0.0000
1659621768.582799,76101.000,3426,1,SF,1,100,0.0000
1659621768.981660,76490.000,3480,1,SF,1,100,0.0000
1659621769.182629,76686.000,3517,1,SF,1,100,0.0000
1659621769.514843,77010.000,3565,1,SF,1,100,0.0000
1659621769.912678,77398.000,3631,1,SF,1,100,0.0000
1659621770.245917,77723.000,3680,1,SF,1,100,0.0000
1659621770.510458,77981.000,3730,1,SF,1,100,0.0000
1659621770.843697,78306.000,3779,1,SF,1,100,0.0000
1659621771.177961,78632.000,3829,1,SF,1,100,0.0000
1659621771.574771,79019.000,3895,1,SF,1,100,0.0000
1659621771.910061,79346.000,3944,1,SF,1,100,0.0000
1659621772.175627,79605.000,3995,1,SF,1,100,0.0000
1659621772.507840,79929.000,4046,1,SF,1,100,0.0000
1659621772.840054,80253.000,4094,1,SF,1,100,0.0000
1659621773.239940,80643.000,4160,1,SF,1,100,0.0000
1659621773.572154,80967.000,4209,1,SF,1,100,0.0000
1659621773.837720,81226.000,4259,1,SF,1,100,0.0000
1659621774.237607,81616.000,4314,1,SF,1,100,0.0000
1659621774.569820,81940.000,4364,1,SF,1,100,0.0000
1659621774.835386,82199.000,4413,1,SF,1,100,0.0000
1659621775.170675,82526.000,4464,1,SF,1,100,0.0000
1659621775.501863,82849.000,4513,1,SF,1,100,0.0000
1659621775.900725,83238.000,4579,1,SF,1,100,0.0000
1659621776.234989,83564.000,4627,1,SF,1,100,0.0000
1659621776.502605,83825.000,4678,1,SF,1,100,0.0000
1659621776.832768,84147.000,4726,1,SF,1,100,0.0000
1659621777.164982,84471.000,4776,1,SF,1,100,0.0000
1659621777.563843,84860.000,4843,1,SF,1,100,0.0000
1659621777.897082,85185.000,4891,1,SF,1,100,0.0000
1659621778.161623,85443.000,4941,1,SF,1,100,0.0000
1659621778.494861,85768.000,4991,1,SF,1,100,0.0000
1659621778.828100,86093.000,5040,1,SF,1,100,0.0000
1659621779.226961,86482.000,5106,1,SF,1,100,0.0000
1659621779.562251,86809.000,5159,1,SF,1,100,0.0000
1659621779.829868,87070.000,5210,1,SF,1,100,0.0000
1659621780.160030,87392.000,5259,1,SF,1,100,0.0000
1659621780.492244,87716.000,5309,1,SF,1,100,0.0000
1659621780.893156,88107.000,5376,1,SF,1,100,0.0000
1659621781.224344,88430.000,5424,1,SF,1,100,0.0000
1659621781.489910,88689.000,5473,1,SF,1,100,0.0000
1659621781.823149,89014.000,5523,1,SF,1,100,0.0000
1659621782.156388,89339.000,5573,1,SF,1,100,0.0000
1659621782.553198,89726.000,5638,1,SF,1,100,0.0000
1659621782.889513,90054.000,5686,1,SF,1,100,0.0000
1659621783.155079,90313.000,5738,1,SF,1,100,0.0000
1659621783.554965,90703.000,5786,1,SF,1,100,0.0000
1659621783.887179,91027.000,5837,1,SF,1,100,0.0000
1659621784.152745,91286.000,5886,1,SF,1,100,0.0000
1659621784.485984,91611.000,5937,1,SF,1,100,0.0000
1659621784.816147,91933.000,5990,1,SF,1,100,0.0000
1659621785.216033,92323.000,6056,1,SF,1,100,0.0000
1659621785.482624,92583.000,6105,1,SF,1,100,0.0000
1659621785.815863,92908.000,6155,1,SF,1,100,0.0000
1659621786.148077,93232.000,6205,1,SF,1,100,0.0000
1659621786.548989,93623.000,6270,1,SF,1,100,0.0000
1659621786.882228,93948.000,6318,1,SF,1,100,0.0000
1659621787.145743,94205.000,6370,1,SF,1,100,0.0000
1659621787.480007,94531.000,6418,1,SF,1,100,0.0000
1659621787.814271,94857.000,6470,1,SF,1,100,2.0823
1659621788.144434,95179.000,6522,1,SF,1,100,4.1404
1659621788.546371,95571.000,6587,1,SF,1,100,4.0925
1659621788.811937,95830.000,6636,1,SF,1,100,4.0452
1659621789.144150,96154.000,6687,1,SF,1,100,3.9984
1659621789.477389,96479.000,6738,1,SF,1,100,6.0344
1659621789.877276,96869.000,6809,1,SF,1,100,5.9646
1659621790.140791,97126.000,6843,1,SF,1,100,5.8956
1659621790.541703,97517.000,6908,1,SF,1,100,5.8274
1659621790.808294,97777.000,6958,1,SF,1,100,7.8422
1659621791.141533,98102.000,7010,1,SF,1,100,7.7515
1659621791.472721,98425.000,7060,1,SF,1,100,9.7441
1659621791.806986,98751.000,7109,1,SF,1,100,9.6314
1659621792.207898,99142.000,7177,1,SF,1,100,9.5199
1659621792.537035,99463.000,7225,1,SF,1,100,9.4098
1659621792.805677,99725.000,7274,1,SF,1,100,9.3010
1659621793.139941,100051.000,7325,1,SF,1,100,9.1934
1659621793.469079,100372.000,7376,1,SF,1,100,11.1693
1659621793.802317,100697.000,7425,1,SF,1,100,11.0401
1659621794.203229,101088.000,7494,1,SF,1,100,10.9124
1659621794.536468,101413.000,7545,1,SF,1,100,12.8684
1659621794.799983,101670.000,7595,1,SF,1,100,14.8018
1659621795.135273,101997.000,7654,1,SF,1,100,16.7128
1659621795.468512,102322.000,7702,1,SF,1,100,16.5195
1659621795.865322,102709.000,7770,1,SF,1,100,16.3284
1659621796.199587,103035.000,7823,1,SF,1,100,18.2217
1659621796.467203,103296.000,7871,1,SF,1,100,18.0109
1659621796.796341,103617.000,7922,1,SF,1,100,17.8026
1659621797.129580,103942.000,7973,1,SF,1,100,17.5966
1659621797.463844,104268.000,8022,1,SF,1,100,17.3931
1659621797.861680,104656.000,8090,1,SF,1,100,19.2741
1659621798.195944,104982.000,8138,1,SF,1,100,19.0512
1659621798.462535,105242.000,8193,1,SF,1,100,20.9130
1659621798.794749,105566.000,8241,1,SF,1,100,20.6711
1659621799.127987,105891.000,8291,1,SF,1,100,20.4320
1659621799.527874,106281.000,8360,1,SF,1,100,20.1956
1659621799.860088,106605.000,8410,1,SF,1,100,22.0442
1659621800.126679,106865.000,8460,1,SF,1,100,21.7892
1659621800.525540,107254.000,8517,1,SF,1,100,23.6194
1659621800.792131,107514.000,8566,1,SF,1,100,23.3462
1659621801.126395,107840.000,8617,1,SF,1,100,23.0761
1659621801.455533,108161.000,8670,1,SF,1,100,24.8914
1659621801.788772,108486.000,8718,1,SF,1,100,24.6035
1659621802.190709,108878.000,8786,1,SF,1,100,24.3189
1659621802.456275,109137.000,8835,1,SF,1,100,24.0376
1659621802.788488,109461.000,8889,1,SF,1,100,27.9240
1659621803.123778,109788.000,8940,1,SF,1,100,27.6010
1659621803.521614,110176.000,9006,1,SF,1,100,27.2817
1659621803.853827,110500.000,9054,1,SF,1,100,26.9661
