LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1659621787.145743,94205,6452,1,SA,1,100,0.051471
1659621787.878868,94920,6520,1,SA,1,100,0.012428
1659621788.944207,95959,6736,1,SA,1,100,0.020612
1659621790.406357,97385,6956,1,SA,1,100,0.011178
1659621791.005162,97969,7027,1,SA,1,100,0.003299
1659621792.870274,99788,7341,1,SA,1,100,0.003642
1659621793.868965,100762,7510,1,SA,1,100,0.002402
1659621794.335500,101217,7546,1,SA,1,100,0.001081
1659621794.735386,101607,7614,1,SA,1,100,0.001056
1659621795.600782,102451,7788,1,SA,1,100,0.001980
1659621797.129580,103942,8088,1,SA,1,100,0.005347
1659621798.128271,104916,8174,1,SA,1,100,0.001446
1659621799.326905,106085,8361,1,SA,1,100,0.000585
1659621799.993383,106735,8479,1,SA,1,100,0.000376
1659621800.392244,107124,8668,1,SA,1,100,0.006828
1659621801.990766,108683,8854,1,SA,1,100,0.001714
1659621802.588545,109266,8887,1,SA,1,100,0.000343
1659621803.123778,109788,9089,1,SA,1,100,0.004248
1659621804.054796,110696,9156,1,SA,1,100,0.001556
1659621804.454683,111086,9174,1,SA,1,100,0.000338
1659621804.650525,111277,9246,1,SA,1,100,0.001108
1659621804.984789,111603,9313,1,SA,1,100,0.001975
1659621805.847109,112444,9420,1,SA,1,100,0.000328
1659621806.446939,113029,9521,1,SA,1,100,0.000514
1659621807.245687,113808,9688,1,SA,1,100,0.001618
1659621807.776818,114326,9741,1,SA,1,100,0.002442
1659621808.244378,114782,9906,1,SA,1,100,0.007630
1659621809.174371,115689,10126,1,SA,1,100,0.023213
1659621812.040225,118484,10528,1,SA,1,100,0.012375
1659621818.562479,124845,11430,1,SA,1,100,0.000161
1659621825.012958,131136,12455,1,SA,1,100,0.000206
1659621826.346939,132437,12674,1,SA,1,100,0.000945
1659621826.744775,132825,12744,1,SA,1,100,0.000462
1659621827.076989,133149,12778,1,SA,1,100,0.000426
1659621828.543240,134579,13011,1,SA,1,100,0.000166
1659621829.006698,135031,13081,1,SA,1,100,0.000128
1659621829.207667,135227,13097,1,SA,1,100,0.000318
1659621829.407610,135422,13167,1,SA,1,100,0.000276
1659621829.741874,135748,13203,1,SA,1,100,0.000139
1659621830.007440,136007,13254,1,SA,1,100,0.000410
1659621830.336577,136328,13290,1,SA,1,100,0.000178
1659621831.268621,137237,13459,1,SA,1,100,0.000128
1659621831.868451,137822,13631,1,SA,1,100,0.001167
1659621832.668224,138602,13682,1,SA,1,100,0.000439
1659621833.799186,139705,13851,1,SA,1,100,0.000138
1659621834.533337,140421,14006,1,SA,1,100,0.000110
1659621839.457069,145223,14760,1,SA,1,100,0.013044
1659621846.313587,151910,15794,1,SA,1,100,0.000224
1659621846.645801,152234,15862,1,SA,1,100,0.000145
1659621846.842668,152426,15946,1,SA,1,100,0.000809
1659621847.444549,153013,15982,1,SA,1,100,0.000085
1659621847.644492,153208,16038,1,SA,1,100,0.000822
1659621847.978756,153534,16105,1,SA,1,100,0.000494
1659621848.576536,154117,16193,1,SA,1,100,0.000264
1659621848.909775,154442,16227,1,SA,1,100,0.000163
1659621849.106642,154634,16278,1,SA,1,100,0.000164
1659621849.506529,155024,16329,1,SA,1,100,0.000229
1659621851.435213,156905,16699,1,SA,1,100,0.001477
1659621851.971471,157428,16736,1,SA,1,100,0.000425
1659621852.237037,157687,16786,1,SA,1,100,0.000570
1659621852.633847,158074,16862,1,SA,1,100,0.000530
1659621853.171131,158598,16915,1,SA,1,100,0.000277
1659621853.766860,159179,17017,1,SA,1,100,0.000041
1659621854.363613,159761,17151,1,SA,1,100,0.000449
1659621854.965494,160348,17220,1,SA,1,100,0.000082
1659621855.565324,160933,17305,1,SA,1,100,0.000266
1659621855.897538,161257,17357,1,SA,1,100,0.000301
1659621858.225083,163527,17744,1,SA,1,100,0.000129
1659621858.426052,163723,17779,1,SA,1,100,0.000149
1659621858.627020,163919,17815,1,SA,1,100,0.000137
1659621858.892586,164178,17947,1,SA,1,100,0.003461
1659621860.089170,165345,18051,1,SA,1,100,0.000655
1659621860.352685,165602,18118,1,SA,1,100,0.001064
1659621860.687975,165929,18469,1,SA,1,100,0.025910
1659621870.735383,175728,19830,1,SA,1,100,0.000567
1659621871.333163,176311,19866,1,SA,1,100,0.000229
1659621871.667427,176637,19936,1,SA,1,100,0.000747
1659621871.999640,176961,19987,1,SA,1,100,0.000126
1659621872.466175,177416,20072,1,SA,1,100,0.001290
1659621872.864011,177804,20139,1,SA,1,100,0.001226
1659621873.399244,178326,20194,1,SA,1,100,0.000064
1659621873.595086,178517,20229,1,SA,1,100,0.000558
1659621873.929350,178843,20301,1,SA,1,100,0.000847
1659621874.993664,179881,20453,1,SA,1,100,0.000118
1659621875.326902,180206,20523,1,SA,1,100,0.001051
1659621875.592468,180465,20592,1,SA,1,100,0.000646
1659621875.925707,180790,20676,1,SA,1,100,0.001138
1659621876.462991,181314,20712,1,SA,1,100,0.000326
1659621876.658833,181505,20749,1,SA,1,100,0.000355
1659621876.858776,181700,20832,1,SA,1,100,0.000974
1659621877.655473,182477,20901,1,SA,1,100,0.000137
1659621877.855417,182672,20934,1,SA,1,100,0.000056
1659621878.322976,183128,21021,1,SA,1,100,0.000280
1659621878.722863,183518,21072,1,SA,1,100,0.000260
1659621878.920756,183711,21125,1,SA,1,100,0.000492
1659621879.454963,184232,21199,1,SA,1,100,0.000177
1659621879.788202,184557,21250,1,SA,1,100,0.000154
1659621879.984044,184748,21286,1,SA,1,100,0.000310
1659621889.171184,193708,23011,1,SA,1,100,0.012446
1659621892.632766,197084,23297,1,SA,1,100,0.000594
1659621902.215691,206430,24864,1,SA,1,100,0.000457
1659621902.817572,207017,25167,1,SA,1,100,0.008355
1659621905.741871,209869,25392,1,SA,1,100,0.000307
1659621915.393495,219282,27055,1,SA,1,100,0.002698
1659621916.659802,220517,27123,1,SA,1,100,0.000353
1659621916.855644,220708,27161,1,SA,1,100,0.001183
1659621917.591846,221426,27278,1,SA,1,100,0.000383
1659621917.920983,221747,27380,1,SA,1,100,0.000709
1659621918.321895,222138,27416,1,SA,1,100,0.000428
1659621926.043809,229669,28745,1,SA,1,100,0.005083
1659621927.173745,230771,28814,1,SA,1,100,0.000452
1659621927.375739,230968,28849,1,SA,1,100,0.000464
1659621928.371355,231939,29019,1,SA,1,100,0.000349
1659621929.035782,232587,29104,1,SA,1,100,0.000479
1659621929.370046,232913,29258,1,SA,1,100,0.006955
1659621930.765548,234274,29526,1,SA,1,100,0.006881
1659621931.899585,235380,29577,1,SA,1,100,0.002256
1659621932.898277,236354,29729,1,SA,1,100,0.000356
1659621933.095144,236546,29848,1,SA,1,100,0.007712
1659621939.818367,243103,30886,1,SA,1,100,0.004145
1659621944.807722,247969,31622,1,SA,1,100,0.000975
1659621948.934757,251994,32295,1,SA,1,100,0.000324
1659621949.335669,252385,32345,1,SA,1,100,0.000286
1659621950.599926,253618,32679,1,SA,1,100,0.004637
1659621951.731913,254722,32748,1,SA,1,100,0.001477
1659621952.198447,255177,32817,1,SA,1,100,0.000503
1659621952.397365,255371,32836,1,SA,1,100,0.000400
1659621953.527301,256473,33014,1,SA,1,100,0.000077
1659621962.581145,265303,34511,1,SA,1,100,0.001206
1659621965.043012,267704,34848,1,SA,1,100,0.000313
1659621965.508521,268158,34932,1,SA,1,100,0.000597
1659621966.309319,268939,35048,1,SA,1,100,0.000368
1659621966.970670,269584,35152,1,SA,1,100,0.000082
1659621971.762133,274257,35926,1,SA,1,100,0.000411
1659621972.294290,274776,36011,1,SA,1,100,0.000659
1659621979.283078,281592,37091,1,SA,1,100,0.000305
1659621980.414040,282695,37279,1,SA,1,100,0.000165
1659621980.746253,283019,37346,1,SA,1,100,0.000448
1659621981.012844,283279,37396,1,SA,1,100,0.000449
1659621989.200267,291264,38690,1,SA,1,100,0.000079
1659621989.994914,292039,38809,1,SA,1,100,0.000643
1659621992.129693,294121,39129,1,SA,1,100,0.000136
1659621998.250010,300090,40136,1,SA,1,100,0.004132
1659621998.915462,300739,40187,1,SA,1,100,0.000442
1659621999.115406,300934,40239,1,SA,1,100,0.000943
1659622000.448361,302234,40446,1,SA,1,100,0.000224
1659622000.847222,302623,40497,1,SA,1,100,0.000160
1659622012.295259,313788,42267,1,SA,1,100,0.000586
1659622014.558208,315995,42617,1,SA,1,100,0.000821
1659622014.957069,316384,42668,1,SA,1,100,0.000350
1659622015.159063,316581,42737,1,SA,1,100,0.001036
1659622015.555874,316968,42779,1,SA,1,100,0.000231
1659622015.889113,317293,42864,1,SA,1,100,0.001197
1659622017.223094,318594,43133,1,SA,1,100,0.014683
1659622019.880802,321186,43469,1,SA,1,100,0.000189
1659622020.081770,321382,43503,1,SA,1,100,0.000314
1659622030.860254,331894,45218,1,SA,1,100,0.001028
1659622032.794065,333780,45492,1,SA,1,100,0.000841
1659622036.986722,337869,46166,1,SA,1,100,0.000636
1659622041.516721,342287,46886,1,SA,1,100,0.000048
1659622041.848934,342611,46944,1,SA,1,100,0.000885
1659622042.048877,342806,46963,1,SA,1,100,0.000017
1659622042.245745,342998,47015,1,SA,1,100,0.000349
1659622042.580009,343324,47067,1,SA,1,100,0.000581
1659622042.844549,343582,47102,1,SA,1,100,0.000621
1659622043.376706,344101,47188,1,SA,1,100,0.000261
1659622055.088259,355523,49149,1,SA,1,100,0.005367
1659622055.956730,356370,49220,1,SA,1,100,0.001795
1659622056.419163,356821,49304,1,SA,1,100,0.002645
1659622057.284559,357665,49406,1,SA,1,100,0.000953
1659622060.879437,361171,50176,1,SA,1,100,0.010014
1659622062.280066,362537,50227,1,SA,1,100,0.001980
1659622062.813248,363057,50294,1,SA,1,100,0.000777
1659622063.010116,363249,50335,1,SA,1,100,0.001307
1659622064.208750,364418,50504,1,SA,1,100,0.000298
1659622064.941876,365133,50638,1,SA,1,100,0.001000
1659622082.975739,382721,53612,1,SA,1,100,0.005840
1659622083.975455,383696,53667,1,SA,1,100,0.002834
1659622084.505562,384213,53738,1,SA,1,100,0.001483
1659622092.823204,392325,55060,1,SA,1,100,0.000476
1659622093.156443,392650,55094,1,SA,1,100,0.000389
1659622093.488656,392974,55180,1,SA,1,100,0.001079
1659622096.950239,396350,55700,1,SA,1,100,0.000091
1659622113.658324,412645,58386,1,SA,1,100,0.000114
1659622114.321726,413292,58474,1,SA,1,100,0.000145
1659622114.654965,413617,58541,1,SA,1,100,0.000996
1659622146.193718,444376,63520,1,SA,1,100,0.000471
1659622146.524906,444699,63588,1,SA,1,100,0.000565
1659622147.792239,445935,63762,1,SA,1,100,0.000040
