LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1659621767.437483,74984,3243,1,HR,1,100, 3
1659621769.045232,76552,3499,1,HR,1,100, 7
1659621771.939796,79375,3963,1,HR,1,100, 9
1659621793.848458,100742,7444,1,HR,1,100, 8
1659621795.770990,102617,7752,1,HR,1,100,11
1659621796.619980,103445,7890,1,HR,1,100,18
1659621798.357949,105140,8173,1,HR,1,100,20
1659621799.396629,106153,8342,1,HR,1,100,24
1659621800.237417,106973,8478,1,HR,1,100,30
1659621801.220727,107932,8634,1,HR,1,100,34
1659621802.575215,109253,8853,1,HR,1,100,35
1659621804.870975,111492,9228,1,HR,1,100,34
1659621806.683794,113260,9520,1,HR,1,100,34
1659621809.947485,116443,10058,1,HR,1,100,32
1659621815.070135,121439,10877,1,HR,1,100,30
1659621818.199505,124491,11364,1,HR,1,100,28
1659621819.096686,125366,11485,1,HR,1,100,33
1659621819.970285,126218,11637,1,HR,1,100,37
1659621820.860289,127086,11771,1,HR,1,100,41
1659621822.707971,128888,12057,1,HR,1,100,40
1659621829.688556,135696,13166,1,HR,1,100,36
1659621830.733388,136715,13340,1,HR,1,100,39
1659621833.337778,139255,13767,1,HR,1,100,37
1659621834.188819,140085,13903,1,HR,1,100,41
1659621835.034733,140910,14005,1,HR,1,100,45
1659621837.730379,143539,14412,1,HR,1,100,42
1659621842.206034,147904,15125,1,HR,1,100,39
1659621843.138077,148813,15265,1,HR,1,100,42
1659621848.763149,154299,16192,1,HR,1,100,38
1659621850.011001,155516,16398,1,HR,1,100,39
1659621851.057884,156537,16566,1,HR,1,100,41
1659621852.148857,157601,16735,1,HR,1,100,43
1659621852.914793,158348,16861,1,HR,1,100,47
1659621853.804797,159216,17000,1,HR,1,100,50
1659621855.499702,160869,17271,1,HR,1,100,48
1659621856.508646,161853,17442,1,HR,1,100,50
1659621859.976382,165235,18002,1,HR,1,100,46
1659621862.015804,167224,18336,1,HR,1,100,44
1659621863.385672,168560,18553,1,HR,1,100,44
1659621864.193648,169348,18692,1,HR,1,100,48
1659621865.084677,170217,18825,1,HR,1,100,50
1659621866.048506,171157,18993,1,HR,1,100,51
1659621866.929283,172016,19126,1,HR,1,100,53
1659621867.854149,172918,19277,1,HR,1,100,55
1659621868.858992,173898,19449,1,HR,1,100,55
1659621870.765118,175757,19748,1,HR,1,100,53
1659621871.688959,176658,19901,1,HR,1,100,54
1659621873.492551,178417,20193,1,HR,1,100,52
1659621874.541484,179440,20370,1,HR,1,100,52
1659621875.473527,180349,20522,1,HR,1,100,54
1659621876.522461,181372,20694,1,HR,1,100,54
1659621878.286064,183092,20988,1,HR,1,100,52
1659621879.333972,184114,21164,1,HR,1,100,53
1659621880.337790,185093,21322,1,HR,1,100,54
1659621881.345709,186076,21487,1,HR,1,100,54
1659621883.251836,187935,21787,1,HR,1,100,52
1659621884.207462,188867,21953,1,HR,1,100,53
1659621885.267674,189901,22123,1,HR,1,100,53
1659621887.188156,191774,22422,1,HR,1,100,51
1659621888.235039,192795,22589,1,HR,1,100,52
1659621889.291149,193825,22756,1,HR,1,100,52
1659621891.223935,195710,23046,1,HR,1,100,50
1659621892.310807,196770,23229,1,HR,1,100,51
1659621893.320776,197755,23399,1,HR,1,100,52
1659621894.237440,198649,23549,1,HR,1,100,53
1659621895.325337,199710,23707,1,HR,1,100,54
1659621896.373245,200732,23873,1,HR,1,100,54
1659621897.345277,201680,24022,1,HR,1,100,55
1659621898.277320,202589,24173,1,HR,1,100,56
1659621899.277037,203564,24339,1,HR,1,100,57
1659621900.398770,204658,24514,1,HR,1,100,56
1659621901.485642,205718,24681,1,HR,1,100,56
1659621902.453573,206662,24832,1,HR,1,100,57
1659621903.541469,207723,25015,1,HR,1,100,57
1659621904.514527,208672,25166,1,HR,1,100,57
1659621905.557308,209689,25340,1,HR,1,100,57
1659621906.486276,210595,25492,1,HR,1,100,58
1659621907.444978,211530,25643,1,HR,1,100,59
1659621908.492887,212552,25810,1,HR,1,100,59
1659621909.624873,213656,25993,1,HR,1,100,58
1659621910.506675,214516,26144,1,HR,1,100,59
1659621911.552532,215536,26299,1,HR,1,100,59
1659621912.645555,216602,26484,1,HR,1,100,59
1659621913.651424,217583,26650,1,HR,1,100,59
1659621914.663445,218570,26799,1,HR,1,100,59
1659621915.796457,219675,26984,1,HR,1,100,58
1659621916.835137,220688,27143,1,HR,1,100,58
1659621917.884071,221711,27314,1,HR,1,100,58
1659621918.929928,222731,27485,1,HR,1,100,58
1659621919.772766,223553,27619,1,HR,1,100,60
1659621920.737621,224494,27769,1,HR,1,100,60
1659621921.786554,225517,27925,1,HR,1,100,60
1659621922.877527,226581,28109,1,HR,1,100,59
1659621924.732386,228390,28408,1,HR,1,100,56
1659621927.061982,230662,28764,1,HR,1,100,53
1659621928.108865,231683,28935,1,HR,1,100,53
1659621928.792774,232350,29054,1,HR,1,100,57
1659621930.088817,233614,29257,1,HR,1,100,56
1659621932.861364,236318,29696,1,HR,1,100,52
1659621934.282500,237704,29933,1,HR,1,100,51
1659621936.003038,239382,30198,1,HR,1,100,49
1659621936.941233,240297,30336,1,HR,1,100,51
1659621937.857897,241191,30487,1,HR,1,100,53
1659621938.821726,242131,30637,1,HR,1,100,54
1659621940.602760,243868,30938,1,HR,1,100,51
1659621943.949503,247132,31472,1,HR,1,100,48
1659621945.278358,248428,31674,1,HR,1,100,47
1659621946.152981,249281,31825,1,HR,1,100,50
1659621948.214961,251292,32145,1,HR,1,100,47
1659621950.019578,253052,32432,1,HR,1,100,46
1659621952.160509,255140,32784,1,HR,1,100,44
1659621953.085375,256042,32930,1,HR,1,100,46
1659621954.100472,257032,33082,1,HR,1,100,48
1659621955.106341,258013,33249,1,HR,1,100,49
1659621956.062993,258946,33400,1,HR,1,100,51
1659621956.868918,259732,33533,1,HR,1,100,54
1659621957.877863,260716,33689,1,HR,1,100,54
1659621958.881681,261695,33839,1,HR,1,100,55
1659621959.929589,262717,34007,1,HR,1,100,55
1659621962.069495,264804,34339,1,HR,1,100,52
1659621963.075364,265785,34510,1,HR,1,100,53
1659621964.047396,266733,34646,1,HR,1,100,54
1659621965.056341,267717,34813,1,HR,1,100,55
1659621966.731764,269351,35086,1,HR,1,100,53
1659621967.749937,270344,35255,1,HR,1,100,54
1659621968.549710,271124,35377,1,HR,1,100,56
1659621970.411747,272940,35674,1,HR,1,100,53
1659621971.415565,273919,35825,1,HR,1,100,54
1659621972.385546,274865,35994,1,HR,1,100,55
1659621973.580079,276030,36179,1,HR,1,100,54
1659621975.517991,277920,36483,1,HR,1,100,52
1659621976.450035,278829,36634,1,HR,1,100,53
1659621977.538957,279891,36801,1,HR,1,100,54
1659621978.572510,280899,36984,1,HR,1,100,54
1659621980.467358,282747,37259,1,HR,1,100,51
1659621981.356337,283614,37416,1,HR,1,100,53
1659621982.647253,284873,37616,1,HR,1,100,53
1659621985.551045,287705,38069,1,HR,1,100,49
1659621986.477962,288609,38220,1,HR,1,100,51
1659621987.523819,289629,38386,1,HR,1,100,52
1659621989.454554,291512,38689,1,HR,1,100,49
1659621990.500412,292532,38843,1,HR,1,100,50
1659621991.633424,293637,39029,1,HR,1,100,51
1659621993.572361,295528,39346,1,HR,1,100,48
1659621994.614117,296544,39517,1,HR,1,100,49
1659621995.709192,297612,39668,1,HR,1,100,50
1659621996.696604,298575,39820,1,HR,1,100,51
1659621998.521728,300355,40101,1,HR,1,100,49
1659622000.486299,302271,40429,1,HR,1,100,47
1659622001.617260,303374,40600,1,HR,1,100,48
1659622003.312165,305027,40866,1,HR,1,100,46
1659622004.281121,305972,41031,1,HR,1,100,48
1659622005.360815,307025,41186,1,HR,1,100,49
1659622007.341792,308957,41485,1,HR,1,100,47
1659622008.389700,309979,41667,1,HR,1,100,48
1659622009.439659,311003,41835,1,HR,1,100,49
1659622010.397336,311937,41992,1,HR,1,100,51
1659622011.411407,312926,42128,1,HR,1,100,52
1659622012.501355,313989,42266,1,HR,1,100,52
