TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
445484.000000,3383528.000000,1659622147.329806,1659625159.854397,675,60955,3.52817e+06,1.5.10
