LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1659621787.145743,94205,6453,1,SR,1,100,0.466667
1659621787.878868,94920,6521,1,SR,1,100,0.133333
1659621788.944207,95959,6737,1,SR,1,100,0.400000
1659621790.406357,97385,6957,1,SR,1,100,0.333333
1659621791.005162,97969,7028,1,SR,1,100,0.133333
1659621792.870274,99788,7342,1,SR,1,100,0.333333
1659621793.868965,100762,7511,1,SR,1,100,0.333333
1659621794.335500,101217,7547,1,SR,1,100,0.133333
1659621794.735386,101607,7615,1,SR,1,100,0.066667
1659621795.600782,102451,7789,1,SR,1,100,0.266667
1659621797.129580,103942,8089,1,SR,1,100,0.600000
1659621798.128271,104916,8175,1,SR,1,100,0.133333
1659621799.326905,106085,8362,1,SR,1,100,0.133333
1659621799.993383,106735,8480,1,SR,1,100,0.133333
1659621800.392244,107124,8669,1,SR,1,100,0.933333
1659621801.990766,108683,8855,1,SR,1,100,0.466667
1659621802.588545,109266,8888,1,SR,1,100,0.133333
1659621803.123778,109788,9090,1,SR,1,100,0.800000
1659621804.054796,110696,9157,1,SR,1,100,0.266667
1659621804.454683,111086,9175,1,SR,1,100,0.066667
1659621804.650525,111277,9247,1,SR,1,100,0.200000
1659621804.984789,111603,9314,1,SR,1,100,0.333333
1659621805.847109,112444,9421,1,SR,1,100,0.066667
1659621806.446939,113029,9522,1,SR,1,100,0.133333
1659621807.245687,113808,9689,1,SR,1,100,0.400000
1659621807.776818,114326,9742,1,SR,1,100,0.200000
1659621808.244378,114782,9907,1,SR,1,100,0.800000
1659621809.174371,115689,10127,1,SR,1,100,1.133333
1659621812.040225,118484,10529,1,SR,1,100,0.800000
1659621818.562479,124845,11431,1,SR,1,100,0.066667
1659621825.012958,131136,12456,1,SR,1,100,0.200000
1659621826.346939,132437,12675,1,SR,1,100,0.266667
1659621826.744775,132825,12745,1,SR,1,100,0.200000
1659621827.076989,133149,12779,1,SR,1,100,0.133333
1659621828.543240,134579,13012,1,SR,1,100,0.200000
1659621829.006698,135031,13082,1,SR,1,100,0.066667
1659621829.207667,135227,13098,1,SR,1,100,0.066667
1659621829.407610,135422,13168,1,SR,1,100,0.200000
1659621829.741874,135748,13204,1,SR,1,100,0.133333
1659621830.007440,136007,13255,1,SR,1,100,0.200000
1659621830.336577,136328,13291,1,SR,1,100,0.066667
1659621831.268621,137237,13460,1,SR,1,100,0.200000
1659621831.868451,137822,13632,1,SR,1,100,0.666667
1659621832.668224,138602,13683,1,SR,1,100,0.133333
1659621833.799186,139705,13852,1,SR,1,100,0.066667
1659621834.533337,140421,14007,1,SR,1,100,0.200000
1659621839.457069,145223,14761,1,SR,1,100,0.400000
1659621846.313587,151910,15795,1,SR,1,100,0.066667
1659621846.645801,152234,15863,1,SR,1,100,0.066667
1659621846.842668,152426,15947,1,SR,1,100,0.466667
1659621847.444549,153013,15983,1,SR,1,100,0.066667
1659621847.644492,153208,16039,1,SR,1,100,0.200000
1659621847.978756,153534,16106,1,SR,1,100,0.200000
1659621848.576536,154117,16194,1,SR,1,100,0.200000
1659621848.909775,154442,16228,1,SR,1,100,0.066667
1659621849.106642,154634,16279,1,SR,1,100,0.133333
1659621849.506529,155024,16330,1,SR,1,100,0.066667
1659621851.435213,156905,16700,1,SR,1,100,0.400000
1659621851.971471,157428,16737,1,SR,1,100,0.133333
1659621852.237037,157687,16787,1,SR,1,100,0.133333
1659621852.633847,158074,16863,1,SR,1,100,0.133333
1659621853.171131,158598,16916,1,SR,1,100,0.066667
1659621853.766860,159179,17018,1,SR,1,100,0.066667
1659621854.363613,159761,17152,1,SR,1,100,0.333333
1659621854.965494,160348,17221,1,SR,1,100,0.066667
1659621855.565324,160933,17306,1,SR,1,100,0.066667
1659621855.897538,161257,17358,1,SR,1,100,0.066667
1659621858.225083,163527,17745,1,SR,1,100,0.066667
1659621858.426052,163723,17780,1,SR,1,100,0.066667
1659621858.627020,163919,17816,1,SR,1,100,0.133333
1659621858.892586,164178,17948,1,SR,1,100,0.666667
1659621860.089170,165345,18052,1,SR,1,100,0.133333
1659621860.352685,165602,18119,1,SR,1,100,0.200000
1659621860.687975,165929,18470,1,SR,1,100,2.133333
1659621870.735383,175728,19831,1,SR,1,100,0.466667
1659621871.333163,176311,19867,1,SR,1,100,0.066667
1659621871.667427,176637,19937,1,SR,1,100,0.200000
1659621871.999640,176961,19988,1,SR,1,100,0.200000
1659621872.466175,177416,20073,1,SR,1,100,0.266667
1659621872.864011,177804,20140,1,SR,1,100,0.266667
1659621873.399244,178326,20195,1,SR,1,100,0.066667
1659621873.595086,178517,20230,1,SR,1,100,0.066667
1659621873.929350,178843,20302,1,SR,1,100,0.200000
1659621874.993664,179881,20454,1,SR,1,100,0.066667
1659621875.326902,180206,20524,1,SR,1,100,0.133333
1659621875.592468,180465,20593,1,SR,1,100,0.200000
1659621875.925707,180790,20677,1,SR,1,100,0.400000
1659621876.462991,181314,20713,1,SR,1,100,0.066667
1659621876.658833,181505,20750,1,SR,1,100,0.066667
1659621876.858776,181700,20833,1,SR,1,100,0.400000
1659621877.655473,182477,20902,1,SR,1,100,0.066667
1659621877.855417,182672,20935,1,SR,1,100,0.066667
1659621878.322976,183128,21022,1,SR,1,100,0.133333
1659621878.722863,183518,21073,1,SR,1,100,0.066667
1659621878.920756,183711,21126,1,SR,1,100,0.133333
1659621879.454963,184232,21200,1,SR,1,100,0.066667
1659621879.788202,184557,21251,1,SR,1,100,0.066667
1659621879.984044,184748,21287,1,SR,1,100,0.066667
1659621889.171184,193708,23012,1,SR,1,100,1.733333
1659621892.632766,197084,23298,1,SR,1,100,0.066667
1659621902.215691,206430,24865,1,SR,1,100,0.333333
1659621902.817572,207017,25168,1,SR,1,100,1.600000
1659621905.741871,209869,25393,1,SR,1,100,0.066667
1659621915.393495,219282,27056,1,SR,1,100,0.866667
1659621916.659802,220517,27124,1,SR,1,100,0.066667
1659621916.855644,220708,27162,1,SR,1,100,0.066667
1659621917.591846,221426,27279,1,SR,1,100,0.066667
1659621917.920983,221747,27381,1,SR,1,100,0.266667
1659621918.321895,222138,27417,1,SR,1,100,0.066667
1659621926.043809,229669,28746,1,SR,1,100,0.866667
1659621927.173745,230771,28815,1,SR,1,100,0.066667
1659621927.375739,230968,28850,1,SR,1,100,0.066667
1659621928.371355,231939,29020,1,SR,1,100,0.133333
1659621929.035782,232587,29105,1,SR,1,100,0.066667
1659621929.370046,232913,29259,1,SR,1,100,0.600000
1659621930.765548,234274,29527,1,SR,1,100,1.000000
1659621931.899585,235380,29578,1,SR,1,100,0.200000
1659621932.898277,236354,29730,1,SR,1,100,0.066667
1659621933.095144,236546,29849,1,SR,1,100,0.600000
1659621939.818367,243103,30887,1,SR,1,100,0.466667
1659621944.807722,247969,31623,1,SR,1,100,0.066667
1659621948.934757,251994,32296,1,SR,1,100,0.133333
