LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1659621753.259963,61157.000,988,1,TL,1,100,2022-08-04_10-02-33-234469
1659621758.441058,66210.000,1815,1,TL,1,100,2022-08-04_10-02-33-318676
1659621758.470793,66239.000,1818,1,TL,1,100,2022-08-04_10-02-38-455073
1659621763.668294,71308.000,2644,1,TL,1,100,2022-08-04_10-02-38-539106
1659621763.695979,71335.000,2647,1,TL,1,100,2022-08-04_10-02-43-680524
1659621768.912962,76423.000,3474,1,TL,1,100,2022-08-04_10-02-43-761927
1659621769.001142,76509.000,3477,1,TL,1,100,2022-08-04_10-02-48-984262
1659621774.170959,81551.000,4308,1,TL,1,100,2022-08-04_10-02-49-069496
1659621774.265291,81643.000,4311,1,TL,1,100,2022-08-04_10-02-54-248802
1659621779.421778,86672.000,5139,1,TL,1,100,2022-08-04_10-02-54-332023
1659621779.452538,86702.000,5142,1,TL,1,100,2022-08-04_10-02-59-435142
1659621784.672597,91793.000,5968,1,TL,1,100,2022-08-04_10-02-59-495475
1659621784.701307,91821.000,5971,1,TL,1,100,2022-08-04_10-03-04-688406
1659621789.909062,96900.000,6804,1,TL,1,100,2022-08-04_10-03-04-856208
1659621789.939822,96930.000,6807,1,TL,1,100,2022-08-04_10-03-09-919889
1659621795.147577,102009.000,7649,1,TL,1,100,2022-08-04_10-03-10-080049
1659621795.175261,102036.000,7652,1,TL,1,100,2022-08-04_10-03-15-159132
1659621800.429157,107160.000,8499,1,TL,1,100,2022-08-04_10-03-20-414705
1659621805.629734,112232.000,9347,1,TL,1,100,2022-08-04_10-03-20-523780
1659621805.663571,112265.000,9350,1,TL,1,100,2022-08-04_10-03-25-648275
1659621810.861072,117334.000,10194,1,TL,1,100,2022-08-04_10-03-25-745362
1659621810.890807,117363.000,10197,1,TL,1,100,2022-08-04_10-03-30-872941
1659621816.099587,122443.000,11027,1,TL,1,100,2022-08-04_10-03-30-968828
1659621816.200072,122541.000,11030,1,TL,1,100,2022-08-04_10-03-36-185327
1659621821.383218,127596.000,11837,1,TL,1,100,2022-08-04_10-03-36-294676
1659621821.428333,127640.000,11840,1,TL,1,100,2022-08-04_10-03-41-412689
1659621826.674026,132756.000,12671,1,TL,1,100,2022-08-04_10-03-46-656022
1659621831.920744,137873.000,13526,1,TL,1,100,2022-08-04_10-03-46-740832
1659621831.979189,137930.000,13529,1,TL,1,100,2022-08-04_10-03-51-963810
1659621837.199248,143021.000,14324,1,TL,1,100,2022-08-04_10-03-52-062858
1659621837.227957,143049.000,14327,1,TL,1,100,2022-08-04_10-03-57-214193
1659621842.441864,148134.000,15159,1,TL,1,100,2022-08-04_10-03-57-285507
1659621842.518766,148209.000,15162,1,TL,1,100,2022-08-04_10-04-02-507957
1659621847.674227,153237.000,15998,1,TL,1,100,2022-08-04_10-04-02-582832
1659621847.702937,153265.000,16001,1,TL,1,100,2022-08-04_10-04-07-686045
1659621852.917869,158351.000,16855,1,TL,1,100,2022-08-04_10-04-07-834216
1659621852.978365,158410.000,16858,1,TL,1,100,2022-08-04_10-04-12-953204
1659621858.180993,163484.000,17706,1,TL,1,100,2022-08-04_10-04-13-058118
1659621858.209703,163512.000,17709,1,TL,1,100,2022-08-04_10-04-18-195169
1659621863.514866,168686.000,18572,1,TL,1,100,2022-08-04_10-04-23-502193
1659621868.726722,173769.000,19408,1,TL,1,100,2022-08-04_10-04-23-566131
1659621868.756457,173798.000,19411,1,TL,1,100,2022-08-04_10-04-28-742451
1659621873.958060,178871.000,20264,1,TL,1,100,2022-08-04_10-04-28-824521
1659621873.989846,178902.000,20267,1,TL,1,100,2022-08-04_10-04-33-973435
1659621879.261172,184043.000,21143,1,TL,1,100,2022-08-04_10-04-34-046861
1659621879.289882,184071.000,21146,1,TL,1,100,2022-08-04_10-04-39-276100
1659621884.510966,189163.000,21989,1,TL,1,100,2022-08-04_10-04-44-495880
1659621889.740253,194263.000,22823,1,TL,1,100,2022-08-04_10-04-44-595313
1659621889.768963,194291.000,22826,1,TL,1,100,2022-08-04_10-04-49-753057
1659621894.977743,199371.000,23649,1,TL,1,100,2022-08-04_10-04-49-819506
1659621895.058745,199450.000,23652,1,TL,1,100,2022-08-04_10-04-55-040572
1659621900.223435,204487.000,24474,1,TL,1,100,2022-08-04_10-04-55-113889
1659621900.275728,204538.000,24477,1,TL,1,100,2022-08-04_10-05-00-262107
1659621905.459900,209594.000,25317,1,TL,1,100,2022-08-04_10-05-00-328197
1659621905.494762,209628.000,25320,1,TL,1,100,2022-08-04_10-05-05-480383
1659621910.690212,214695.000,26162,1,TL,1,100,2022-08-04_10-05-05-586805
1659621910.723024,214727.000,26165,1,TL,1,100,2022-08-04_10-05-10-705868
1659621915.927702,219803.000,27001,1,TL,1,100,2022-08-04_10-05-10-809358
1659621921.168268,224914.000,27835,1,TL,1,100,2022-08-04_10-05-16-137490
1659621921.260550,225004.000,27838,1,TL,1,100,2022-08-04_10-05-21-247767
1659621926.418062,230034.000,28656,1,TL,1,100,2022-08-04_10-05-21-355749
1659621926.445747,230061.000,28659,1,TL,1,100,2022-08-04_10-05-26-429845
1659621931.660679,235147.000,29506,1,TL,1,100,2022-08-04_10-05-26-578588
1659621936.899194,240256.000,30330,1,TL,1,100,2022-08-04_10-05-31-903392
1659621936.947385,240303.000,30333,1,TL,1,100,2022-08-04_10-05-36-920513
1659621942.139760,245367.000,31169,1,TL,1,100,2022-08-04_10-05-37-022985
1659621942.168470,245395.000,31172,1,TL,1,100,2022-08-04_10-05-42-157287
1659621947.391605,250489.000,32006,1,TL,1,100,2022-08-04_10-05-42-219099
1659621947.420314,250517.000,32009,1,TL,1,100,2022-08-04_10-05-47-406142
1659621952.633196,255601.000,32856,1,TL,1,100,2022-08-04_10-05-47-477705
1659621952.712148,255678.000,32859,1,TL,1,100,2022-08-04_10-05-52-694039
1659621957.873762,260712.000,33682,1,TL,1,100,2022-08-04_10-05-52-803298
1659621957.937333,260774.000,33685,1,TL,1,100,2022-08-04_10-05-57-916495
1659621963.107150,265816.000,34503,1,TL,1,100,2022-08-04_10-05-58-117725
1659621963.134835,265843.000,34506,1,TL,1,100,2022-08-04_10-06-03-121362
1659621968.398983,270977.000,35352,1,TL,1,100,2022-08-04_10-06-03-341027
1659621968.485113,271061.000,35355,1,TL,1,100,2022-08-04_10-06-08-462038
1659621973.679538,276127.000,36196,1,TL,1,100,2022-08-04_10-06-08-572898
1659621973.713375,276160.000,36199,1,TL,1,100,2022-08-04_10-06-13-694354
1659621978.968296,281285.000,37035,1,TL,1,100,2022-08-04_10-06-13-887232
1659621979.027766,281343.000,37038,1,TL,1,100,2022-08-04_10-06-19-011745
1659621984.205785,286393.000,37863,1,TL,1,100,2022-08-04_10-06-19-200653
1659621984.236546,286423.000,37866,1,TL,1,100,2022-08-04_10-06-24-224336
1659621989.443275,291501.000,38682,1,TL,1,100,2022-08-04_10-06-24-435968
1659621989.471985,291529.000,38685,1,TL,1,100,2022-08-04_10-06-29-456034
1659621994.673588,296602.000,39510,1,TL,1,100,2022-08-04_10-06-29-660714
1659621994.701272,296629.000,39513,1,TL,1,100,2022-08-04_10-06-34-687877
1659621999.943889,301742.000,40339,1,TL,1,100,2022-08-04_10-06-34-882530
1659622000.018739,301815.000,40342,1,TL,1,100,2022-08-04_10-06-40-002788
1659622005.250077,306917.000,41164,1,TL,1,100,2022-08-04_10-06-40-205661
1659622010.479364,312017.000,41983,1,TL,1,100,2022-08-04_10-06-45-324050
1659622010.499871,312037.000,41985,1,TL,1,100,2022-08-04_10-06-45-433581
1659622010.526530,312063.000,41988,1,TL,1,100,2022-08-04_10-06-50-510586
1659622015.715828,317124.000,42774,1,TL,1,100,2022-08-04_10-06-50-691050
1659622015.747614,317155.000,42777,1,TL,1,100,2022-08-04_10-06-55-728917
1659622020.953318,322232.000,43607,1,TL,1,100,2022-08-04_10-06-55-885091
1659622020.982028,322260.000,43610,1,TL,1,100,2022-08-04_10-07-00-967018
1659622026.236949,327385.000,44443,1,TL,1,100,2022-08-04_10-07-01-125478
1659622026.265659,327413.000,44446,1,TL,1,100,2022-08-04_10-07-06-247248
1659622031.520580,332538.000,45285,1,TL,1,100,2022-08-04_10-07-06-400377
1659622031.561594,332578.000,45288,1,TL,1,100,2022-08-04_10-07-11-545575
1659622036.758069,337646.000,46109,1,TL,1,100,2022-08-04_10-07-11-686781
1659622036.786779,337674.000,46112,1,TL,1,100,2022-08-04_10-07-16-771340
1659622041.994534,342753.000,46938,1,TL,1,100,2022-08-04_10-07-16-929720
1659622042.023244,342781.000,46941,1,TL,1,100,2022-08-04_10-07-22-004726
1659622047.286367,347914.000,47789,1,TL,1,100,2022-08-04_10-07-22-178471
1659622047.314052,347941.000,47792,1,TL,1,100,2022-08-04_10-07-27-294911
1659622052.562820,353060.000,48629,1,TL,1,100,2022-08-04_10-07-27-450783
1659622052.591530,353088.000,48632,1,TL,1,100,2022-08-04_10-07-32-572788
1659622057.829020,358196.000,49474,1,TL,1,100,2022-08-04_10-07-32-729049
1659622057.857730,358224.000,49477,1,TL,1,100,2022-08-04_10-07-37-842406
1659622063.092144,363329.000,50313,1,TL,1,100,2022-08-04_10-07-38-002066
1659622063.120853,363357.000,50316,1,TL,1,100,2022-08-04_10-07-43-103280
1659622068.349115,368456.000,51137,1,TL,1,100,2022-08-04_10-07-43-252548
1659622068.378850,368485.000,51140,1,TL,1,100,2022-08-04_10-07-48-359195
1659622073.633771,373610.000,51971,1,TL,1,100,2022-08-04_10-07-48-511963
1659622073.662481,373638.000,51974,1,TL,1,100,2022-08-04_10-07-53-640884
1659622078.897920,378744.000,52808,1,TL,1,100,2022-08-04_10-07-53-793238
1659622078.926630,378772.000,52811,1,TL,1,100,2022-08-04_10-07-58-907376
1659622084.168221,383884.000,53645,1,TL,1,100,2022-08-04_10-07-59-058190
1659622084.198982,383914.000,53648,1,TL,1,100,2022-08-04_10-08-04-181801
1659622089.433395,389019.000,54489,1,TL,1,100,2022-08-04_10-08-04-331578
1659622089.463131,389048.000,54492,1,TL,1,100,2022-08-04_10-08-09-446293
1659622094.708823,394164.000,55330,1,TL,1,100,2022-08-04_10-08-09-596005
1659622094.737533,394192.000,55333,1,TL,1,100,2022-08-04_10-08-14-723402
1659622099.984251,399309.000,56168,1,TL,1,100,2022-08-04_10-08-14-878422
1659622100.018088,399342.000,56171,1,TL,1,100,2022-08-04_10-08-20-000891
1659622105.224817,404420.000,57007,1,TL,1,100,2022-08-04_10-08-20-150610
1659622105.300693,404494.000,57010,1,TL,1,100,2022-08-04_10-08-25-285253
1659622110.462307,409528.000,57831,1,TL,1,100,2022-08-04_10-08-25-395372
1659622110.493067,409558.000,57834,1,TL,1,100,2022-08-04_10-08-30-473326
1659622115.738760,414674.000,58676,1,TL,1,100,2022-08-04_10-08-30-629862
1659622115.767470,414702.000,58679,1,TL,1,100,2022-08-04_10-08-35-750023
1659622121.007010,419812.000,59515,1,TL,1,100,2022-08-04_10-08-35-905975
1659622121.036746,419841.000,59518,1,TL,1,100,2022-08-04_10-08-41-019031
