LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1659621753.273292,61170.000,996,2,TH,1,100,27.326
1659621753.273292,61170.000,996,2,TH,1,100,27.326
1659621753.482464,61374.000,1028,1,TH,1,100,27.279
1659621753.584999,61474.000,1046,1,TH,1,100,27.286
1659621753.688559,61575.000,1062,1,TH,1,100,27.349
1659621753.797246,61681.000,1078,1,TH,1,100,27.349
1659621754.000266,61879.000,1112,1,TH,1,100,27.351
1659621754.102801,61979.000,1128,1,TH,1,100,27.351
1659621754.206361,62080.000,1145,1,TH,1,100,27.311
1659621754.413482,62282.000,1177,1,TH,1,100,27.318
1659621754.518068,62384.000,1193,1,TH,1,100,27.334
1659621754.620603,62484.000,1211,1,TH,1,100,27.334
1659621754.729290,62590.000,1226,1,TH,1,100,27.428
1659621754.931284,62787.000,1259,1,TH,1,100,27.428
1659621755.034844,62888.000,1277,1,TH,1,100,27.352
1659621755.138405,62989.000,1293,1,TH,1,100,27.352
1659621755.348601,63194.000,1325,1,TH,1,100,27.392
1659621755.451136,63294.000,1342,1,TH,1,100,27.399
1659621755.554697,63395.000,1359,1,TH,1,100,27.388
1659621755.661333,63499.000,1375,1,TH,1,100,27.388
1659621755.865378,63698.000,1407,1,TH,1,100,27.445
1659621755.975091,63805.000,1425,1,TH,1,100,27.445
1659621756.077626,63905.000,1442,1,TH,1,100,27.528
1659621756.285772,64108.000,1474,1,TH,1,100,27.535
1659621756.388307,64208.000,1490,1,TH,1,100,27.535
1659621756.491867,64309.000,1507,1,TH,1,100,27.535
1659621756.595428,64410.000,1524,1,TH,1,100,27.535
1659621756.802548,64612.000,1555,1,TH,1,100,27.535
1659621756.906109,64713.000,1573,1,TH,1,100,27.501
1659621757.010694,64815.000,1590,1,TH,1,100,27.501
1659621757.216790,65016.000,1622,1,TH,1,100,27.532
1659621757.320350,65117.000,1639,1,TH,1,100,27.539
1659621757.423911,65218.000,1655,1,TH,1,100,27.531
1659621757.528496,65320.000,1672,1,TH,1,100,27.531
1659621757.748947,65535.000,1704,1,TH,1,100,27.520
1659621757.851482,65635.000,1720,1,TH,1,100,27.527
1659621757.955042,65736.000,1738,1,TH,1,100,27.597
