txtStim,stimFile,AI_Resp,ExplanationFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,trial_start,Choice_1_Intro_Txt.started,Choice_1_Intro_Txt.stopped,Accept_Deny_Button_6.response,Accept_Deny_Button_6.rt,Accept_Deny_Button_6.started,Accept_Deny_Button_6.stopped,ConfidenceSlider_6.response,ConfidenceSlider_6.rt,ConfidenceSlider_6.started,ConfidenceSlider_6.stopped,Experimental_Images_6.started,Experimental_Images_6.stopped,DenySlider_6.response,DenySlider_6.rt,DenySlider_6.started,DenySlider_6.stopped,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,mouse_9.time,mouse_9.clicked_name,mouse_9.started,mouse_9.stopped,Click_to_Continue_9.started,Click_to_Continue_9.stopped,trial_end,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 8:,stim/Au_cha_30677.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Au_cha_30677.jpg.png,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:39:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:39:51",,,,,,,,,,,,,,,,,,,,,,,,1659.119374700007,1669.1461166000227,1669.1461166000227,None,2.0,17.178233300015563,1669.1461166000227,None,4.0,26.58617530000629,1669.1461166000227,None,1.0,28.542303700000048,1669.1461166000227,None,"[-0.32407406, -0.36018518, 0.325, 0.5824074]","[-0.107407406, -0.2935185, -0.17407407, -0.45462963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.982912700012093, 16.38005360000534, 18.29859240000951, 20.65175720001571]",['Click_to_Continue_8'],10.031341810012236,None,1687.6969437000225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 9:,stim/Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg.png,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:39:51",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:40:30",,,,,,,,,,,,,,,,,,,,,,,,1689.8481320000137,1699.9064093000197,1699.8727669000218,None,2.0,34.7773184000107,1699.8727669000218,None,5.0,36.17063470001449,1699.8727669000218,None,1.0,37.763643399986904,1699.8727669000218,None,"[-0.3351852, -0.2824074, 0.28796297, 0.33425927, 0.55277777]","[-0.125, -0.2851852, -0.16388889, -0.18981482, -0.4425926]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[24.57236209997791, 25.823086499993224, 26.929203799983952, 27.58954059999087, 28.6114963]",['Click_to_Continue_8'],10.029307210003026,None,1727.6548921000212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 10:,stim/Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg.png,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:40:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:41:25",,,,,,,,,,,,,,,,,,,,,,,,1728.54021560002,1738.5836784999992,1738.5549976000038,None,1.0,49.430693600006634,1738.5549976000038,None,2.0,50.272444600006565,1738.5549976000038,None,2.0,54.17313420001301,1738.5549976000038,None,"[-0.5509259, -0.5314815, 0.41666666, 0.5675926]","[-0.119444445, -0.29074073, -0.20833333, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[39.25586679999833, 40.089497999986634, 43.947543299989775, 45.06557829998201]",['Click_to_Continue_8'],10.03040178003721,None,1782.7492297000135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 11:,stim/Au_ani_00048.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00048.jpg.png,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:41:25",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:42:05",,,,,,,,,,,,,,,,,,,,,,,,1783.6806376000168,1793.7223790000135,1793.696265400009,None,1.0,28.84222019999288,1793.696265400009,None,3.0,33.425555499998154,1793.696265400009,None,3.0,39.08710390000488,1793.696265400009,None,"[-0.6111111, -0.5824074, -0.25555557, -0.4398148, 0.42777777, 0.47685185, 0.59814817, 0.6009259]","[-0.10925926, -0.096296296, -0.2851852, -0.31388888, -0.19074073, -0.21111111, -0.4185185, -0.4351852]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[17.70006679999642, 18.624528799991822, 20.994906099978834, 23.214135499991244, 25.468898599996464, 28.920069999992847, 29.60375679997378, 30.06251569997403]",['Click_to_Continue_8'],10.027192280016607,None,1819.3377601000248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 12:,stim/Tp_D_CRN_M_N_nat00084_nat00086_10073.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00084_nat00086_10073.tif.png,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:42:05",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:42:55",,,,,,,,,,,,,,,,,,,,,,,,1823.8140992000117,1833.8588401000015,1833.8325385000207,None,2.0,42.811928100010846,1833.8325385000207,None,3.0,45.838268299994525,1833.8325385000207,None,1.0,48.80942230002256,1833.8325385000207,None,"[-0.35092592, -0.44814816, 0.3074074, 0.28611112, 0.3101852, 0.59814817]","[-0.10925926, -0.28425926, -0.1712963, -0.18796296, -0.19351852, -0.44814816]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[32.55357139999978, 35.71067140001105, 37.685556700016605, 38.209795600007055, 38.613059900002554, 39.93959230001201]",['Click_to_Continue_8'],10.034716880007181,None,1872.6670257000078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 13:,stim/Au_ani_00070.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00070.jpg.png,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:42:55",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:43:40",,,,,,,,,,,,,,,,,,,,,,,,1873.824078500009,1883.8692001000163,1883.8433668000216,None,1.0,41.136008900008164,1883.8433668000216,None,5.0,41.98885219998192,1883.8433668000216,None,3.0,44.707030899997335,1883.8433668000216,None,"[-0.63703704, -0.5833333, -0.58148146, -0.56666666, -0.26666668, 0.49814814, 0.53425926]","[-0.027777778, -0.062962964, -0.06481481, -0.08240741, -0.27592593, -0.19351852, -0.4425926]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[29.303996800008463, 30.0196913999971, 30.4843794000044, 30.94839239999419, 31.793267100001685, 34.44843600000604, 35.33320699998876]",['Click_to_Continue_8'],10.022371310013114,None,1918.569976400002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 14:,stim/Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg.png,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:43:40",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:44:18",,,,,,,,,,,,,,,,,,,,,,,,1919.2295383000164,1929.2665082000021,1929.239836599998,None,2.0,33.03495010000188,1929.239836599998,None,5.0,36.36145769999712,1929.239836599998,None,1.0,33.90769970000838,1929.239836599998,None,"[-0.3472222, 0.29259259, -0.25462964, 0.56203705]","[-0.09351852, -0.19351852, -0.32222223, -0.4675926]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[22.77948009999818, 23.73108830000274, 26.210787299991352, 27.13306280001416]",['Click_to_Continue_8'],10.029063179972582,None,1955.6209673999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 15:,stim/Au_ani_00093.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00093.jpg.png,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:44:18",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:44:44",,,,,,,,,,,,,,,,,,,,,,,,1956.4293371000094,1966.4621860000188,1966.4372634000028,None,1.0,13.212736999994377,1966.4372634000028,None,5.0,15.22606720001204,1966.4372634000028,None,1.0,18.020701200002804,1966.4372634000028,None,"[-0.5824074, -0.24907407, 0.32407406, 0.52592593]","[-0.08888889, -0.32314816, -0.19537038, -0.4601852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.0289660000125878, 5.011667100014165, 7.805582400003914, 16.076952100003837]",['Click_to_Continue_8'],10.023753479967127,None,1974.4848663000157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 16:,stim/Tp_D_CRN_M_N_arc00045_arc00046_10084.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_arc00045_arc00046_10084.tif.png,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:44:44",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:45:28",,,,,,,,,,,,,,,,,,,,,,,,1982.5645768000104,1992.5884738000168,1992.5884738000168,None,1.0,28.613288199994713,1992.5884738000168,None,4.0,40.842456299986225,1992.5884738000168,None,1.0,42.80802500000573,1992.5884738000168,None,"[-0.5703704, -0.36018518, -0.3361111, 0.3148148, 0.53055555, 0.53981483, 0.55185187]","[-0.11111111, -0.2712963, -0.28703704, -0.17777778, -0.40648147, -0.4212963, -0.42962962]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[18.423615000006976, 29.743495300004724, 30.641465000022436, 32.50649070000509, 33.46357550000539, 33.96963060001144, 34.45235550001962]",['Click_to_Continue_8'],10.028792909986805,None,2025.4081538000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 17:,stim/Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg.png,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:45:28",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:45:53",,,,,,,,,,,,,,,,,,,,,,,,2027.0911428000254,2037.1181996000232,2037.1181996000232,None,2.0,20.661831100005656,2037.1181996000232,None,5.0,22.404399099992588,2037.1181996000232,None,1.0,23.449626899993746,2037.1181996000232,None,"[-0.33240741, -0.25277779, 0.3148148, 0.5416667]","[-0.11018518, -0.31666666, -0.225, -0.44537038]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[10.392911700007971, 12.017121000011684, 13.240132500010077, 14.209408700000495]",['Click_to_Continue_8'],10.031906610005535,None,2050.5870859000133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 18:,stim/Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg.png,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:45:53",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:46:30",,,,,,,,,,,,,,,,,,,,,,,,2051.376694000006,2061.398483900004,2061.398483900004,None,1.0,26.437360000010813,2061.398483900004,None,4.0,30.97895819999394,2061.398483900004,None,2.0,33.66903580000508,2061.398483900004,None,"[-0.59074074, -0.35092592, 0.41203704, 0.41666666, 0.54351854, 0.55]","[-0.096296296, -0.30185184, -0.17314816, -0.20555556, -0.42407408, -0.44537038]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[16.186856399988756, 20.780323899991345, 22.958806000009645, 23.47886319999816, 26.246003299980657, 27.429217299999436]",['Click_to_Continue_8'],10.027576910011703,None,2085.0847321000183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 19:,stim/Au_nat_20060.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Au_nat_20060.jpg.png,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:46:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thursday, July 28, 2022 06:47:09",,,,,,,,,,,,,,,,,,,,,,,,2088.898757500021,2098.9392701000033,2098.911442200013,None,1.0,34.28307840001071,2098.911442200013,None,4.0,35.65492100000847,2098.911442200013,None,1.0,37.99361449998105,2098.911442200013,None,"[-0.61203706, -0.6009259, -0.5925926, -0.5675926, -0.3638889, 0.325, 0.32777777, 0.56574076]","[-0.121296294, -0.11111111, -0.11018518, -0.12314815, -0.28333333, -0.15277778, -0.18240741, -0.45277777]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[8.096835500007728, 22.875966100022197, 23.289323700009845, 24.099216800008435, 25.40047890000278, 27.372969700023532, 27.835181900009047, 28.866537299996708]",['Click_to_Continue_8'],10.03176754998276,None,2126.934124899999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 1:,stim/Tp_D_CNN_M_N_ani00023_ani00024_10205.tif,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_M_N_ani00023_ani00024_10205.tif.png,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,06:49:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:50:34,,,,,,,,,,,,,2.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2291.2078432000126,2301.253402400005,1.0,26.63857349997852,2301.253402400005,None,5.0,37.13153839998995,2301.253402400005,None,2301.253402400005,None,1.0,39.3602865000139,2301.253402400005,None,"[-0.5648148, -0.25462964, 0.2851852, 0.29444444, 0.53333336]","[-0.119444445, -0.3, -0.2037037, -0.20648149, -0.45462963]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[16.419914199999766, 26.871455699991202, 28.653275299991947, 29.21400700000231, 31.893152500008]",['Click_to_Continue'],10.05465110996738,None,2330.600207500014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 2:,stim/Tp_D_CNN_S_N_art00007_art00008_01197.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_S_N_art00007_art00008_01197.tif.png,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,06:50:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.192041400005,2343.210089900007,1.0,23.14562090000254,2343.210089900007,None,5.0,25.033844899997348,2343.210089900007,None,2343.210089900007,None,1.0,26.18727029999718,2343.210089900007,None,"[-0.58055556, -0.22777778, -0.2462963, 0.29814816, 0.587963]","[-0.10185185, -0.3037037, -0.30648148, -0.18703704, -0.4425926]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[12.970346499991138, 14.332432199997129, 14.812606899999082, 16.039066400000593, 17.213589499995578]",['Click_to_Continue'],10.030833310011076,None,2359.413872300007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 3:,stim/Au_pla_20034.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_pla_20034.jpg.png,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360.483721299999,2370.520247200009,2.0,43.41961689997697,2370.4929023000004,None,2.0,45.60302850001608,2370.4929023000004,None,2370.4929023000004,None,3.0,56.726044099981664,2370.4929023000004,None,"[-0.6064815, -0.31851852, -0.54351854, 0.42222223, 0.5388889, 0.53333336, 0.49907407, 0.5546296]","[-0.0787037, -0.11481482, -0.31574073, -0.19722222, -0.20555556, -0.21296297, -0.19166666, -0.44537038]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[5.484875199996168, 33.197754399996484, 35.40636259998428, 38.84566539997468, 45.84793969997554, 46.210398299997905, 46.551097399991704, 47.364291999983834]",['Click_to_Continue'],10.021574179991148,None,2409.566637000011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
Question 4:,stim/Tp_D_CNN_M_B_nat00056_nat00099_11105.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_M_B_nat00056_nat00099_11105.jpg.png,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:52:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.906857300026,2427.947494300024,1.0,49.815818100003526,2427.9209306000266,None,2.0,50.639690600015456,2427.9209306000266,None,2427.9209306000266,None,3.0,52.282856799982255,2427.9209306000266,None,"[-0.5537037, -0.5407407, 0.49166667, 0.58518517]","[-0.11203704, -0.3037037, -0.17407407, -0.45555556]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[39.5899875999894, 40.47753850001027, 42.13263529998949, 44.008843199990224]",['Click_to_Continue'],10.02048221003497,None,2470.2338094000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2022-07-28_18h16.10.408,CSVTrial4,2022.1.3,None,
