TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
526978.000000,3284548.000000,1658855582.795396,1658858409.982258,738,145979,4.48246e+06,1.5.10
