LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1658855193.550603,147318.000,21909,1,TL,1,100,2022-07-26_13-06-28-382601
1658855193.578285,147345.000,21912,1,TL,1,100,2022-07-26_13-06-33-534372
1658855198.799861,152438.000,22741,1,TL,1,100,2022-07-26_13-06-33-599364
1658855198.829593,152467.000,22744,1,TL,1,100,2022-07-26_13-06-38-785757
1658855204.101407,157609.000,23588,1,TL,1,100,2022-07-26_13-06-38-852670
1658855204.134214,157641.000,23591,1,TL,1,100,2022-07-26_13-06-44-087733
1658855209.346564,162725.000,24417,1,TL,1,100,2022-07-26_13-06-44-156180
1658855209.374245,162752.000,24420,1,TL,1,100,2022-07-26_13-06-49-329629
1658855214.582494,167832.000,25246,1,TL,1,100,2022-07-26_13-06-49-390563
1658855214.611201,167860.000,25249,1,TL,1,100,2022-07-26_13-06-54-568494
1658855219.829701,172950.000,26062,1,TL,1,100,2022-07-26_13-06-54-642268
1658855219.858408,172978.000,26065,1,TL,1,100,2022-07-26_13-06-59-816584
1658855225.068707,178060.000,26890,1,TL,1,100,2022-07-26_13-06-59-878377
1658855225.101515,178092.000,26893,1,TL,1,100,2022-07-26_13-07-05-053542
1658855230.366152,183227.000,27721,1,TL,1,100,2022-07-26_13-07-05-119576
1658855230.394859,183255.000,27724,1,TL,1,100,2022-07-26_13-07-10-350763
1658855235.632839,188364.000,28532,1,TL,1,100,2022-07-26_13-07-10-414249
1658855235.686152,188416.000,28535,1,TL,1,100,2022-07-26_13-07-15-632687
1658855240.869794,193472.000,29370,1,TL,1,100,2022-07-26_13-07-15-711217
1658855240.898501,193500.000,29373,1,TL,1,100,2022-07-26_13-07-20-857996
1658855246.105724,198579.000,30201,1,TL,1,100,2022-07-26_13-07-20-918962
1658855246.134431,198607.000,30204,1,TL,1,100,2022-07-26_13-07-26-093673
1658855251.341654,203686.000,31031,1,TL,1,100,2022-07-26_13-07-26-164969
1658855251.369336,203713.000,31034,1,TL,1,100,2022-07-26_13-07-31-329049
1658855256.600139,208815.000,31864,1,TL,1,100,2022-07-26_13-07-31-392861
1658855256.627821,208842.000,31867,1,TL,1,100,2022-07-26_13-07-36-590043
1658855261.838120,213924.000,32697,1,TL,1,100,2022-07-26_13-07-36-659358
1658855261.865801,213951.000,32700,1,TL,1,100,2022-07-26_13-07-41-828033
1658855267.119160,219075.000,33555,1,TL,1,100,2022-07-26_13-07-41-883057
1658855267.146842,219102.000,33558,1,TL,1,100,2022-07-26_13-07-47-106625
1658855272.382772,224209.000,34394,1,TL,1,100,2022-07-26_13-07-47-265860
1658855272.413529,224239.000,34397,1,TL,1,100,2022-07-26_13-07-52-372379
1658855277.656636,229353.000,35230,1,TL,1,100,2022-07-26_13-07-52-526358
1658855277.684318,229380.000,35233,1,TL,1,100,2022-07-26_13-07-57-646598
1658855282.931525,234498.000,36061,1,TL,1,100,2022-07-26_13-07-57-796257
1658855282.963308,234529.000,36064,1,TL,1,100,2022-07-26_13-08-02-922643
1658855288.280232,239715.000,36893,1,TL,1,100,2022-07-26_13-08-03-085246
1658855288.309964,239744.000,36896,1,TL,1,100,2022-07-26_13-08-08-271724
1658855293.551021,244856.000,37723,1,TL,1,100,2022-07-26_13-08-08-432556
1658855293.580753,244885.000,37726,1,TL,1,100,2022-07-26_13-08-13-543399
1658855298.817708,249993.000,38554,1,TL,1,100,2022-07-26_13-08-13-694802
1658855298.853591,250028.000,38557,1,TL,1,100,2022-07-26_13-08-18-811355
1658855304.080294,255126.000,39383,1,TL,1,100,2022-07-26_13-08-18-963058
1658855304.109001,255154.000,39386,1,TL,1,100,2022-07-26_13-08-24-077358
1658855309.339805,260256.000,40216,1,TL,1,100,2022-07-26_13-08-24-226592
1658855309.369537,260285.000,40219,1,TL,1,100,2022-07-26_13-08-29-334214
1658855314.621871,265408.000,41046,1,TL,1,100,2022-07-26_13-08-29-485995
1658855314.649552,265435.000,41049,1,TL,1,100,2022-07-26_13-08-34-612992
1658855319.889583,270546.000,41877,1,TL,1,100,2022-07-26_13-08-34-772549
1658855319.922391,270578.000,41880,1,TL,1,100,2022-07-26_13-08-39-882863
1658855325.174725,275701.000,42708,1,TL,1,100,2022-07-26_13-08-40-032565
1658855325.203432,275729.000,42711,1,TL,1,100,2022-07-26_13-08-45-169040
1658855330.431160,280828.000,43525,1,TL,1,100,2022-07-26_13-08-45-329437
1658855330.464993,280861.000,43528,1,TL,1,100,2022-07-26_13-08-50-432782
