LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1658855192.188051,145989.000,21718,1,T1,1,100,28.935
1658855192.413605,146209.000,21735,1,T1,1,100,28.936
1658855192.545862,146338.000,21767,1,T1,1,100,28.973
1658855192.681194,146470.000,21784,1,T1,1,100,28.953
1658855192.812426,146598.000,21801,1,T1,1,100,29.050
1658855192.946733,146729.000,21834,1,T1,1,100,29.022
1658855193.080015,146859.000,21849,1,T1,1,100,28.974
1658855193.212272,146988.000,21866,1,T1,1,100,28.918
1658855193.343503,147116.000,21883,1,T1,1,100,28.858
1658855193.475760,147245.000,21919,1,T1,1,100,28.797
1658855193.610067,147376.000,21937,1,T1,1,100,28.877
1658855193.743349,147506.000,21954,1,T1,1,100,28.911
1658855193.877656,147637.000,21971,1,T1,1,100,28.891
1658855194.009913,147766.000,22003,1,T1,1,100,28.917
1658855194.144220,147897.000,22019,1,T1,1,100,29.000
1658855194.276477,148026.000,22037,1,T1,1,100,29.000
1658855194.408733,148155.000,22053,1,T1,1,100,28.964
1658855194.543041,148286.000,22085,1,T1,1,100,29.020
1658855194.675297,148415.000,22103,1,T1,1,100,28.902
1658855194.810630,148547.000,22119,1,T1,1,100,28.922
1658855194.942887,148676.000,22152,1,T1,1,100,29.002
1658855195.076169,148806.000,22168,1,T1,1,100,29.001
1658855195.209450,148936.000,22184,1,T1,1,100,28.894
1658855195.341707,149065.000,22202,1,T1,1,100,28.954
1658855195.474989,149195.000,22233,1,T1,1,100,28.980
1658855195.608271,149325.000,22250,1,T1,1,100,28.956
1658855195.742578,149456.000,22268,1,T1,1,100,28.910
1658855195.874835,149585.000,22284,1,T1,1,100,28.890
1658855196.009142,149716.000,22316,1,T1,1,100,29.023
1658855196.140373,149844.000,22333,1,T1,1,100,28.975
1658855196.272630,149973.000,22350,1,T1,1,100,28.954
1658855196.406937,150104.000,22381,1,T1,1,100,28.909
1658855196.538169,150232.000,22398,1,T1,1,100,28.961
1658855196.671451,150362.000,22415,1,T1,1,100,28.948
1658855196.803707,150491.000,22433,1,T1,1,100,28.977
1658855196.939040,150623.000,22465,1,T1,1,100,28.884
1658855197.071297,150752.000,22481,1,T1,1,100,28.914
1658855197.204579,150882.000,22498,1,T1,1,100,29.034
1658855197.337861,151012.000,22515,1,T1,1,100,28.944
1658855197.470117,151141.000,22546,1,T1,1,100,29.011
1658855197.603399,151271.000,22564,1,T1,1,100,29.005
1658855197.736681,151401.000,22581,1,T1,1,100,29.179
1658855197.870988,151532.000,22613,1,T1,1,100,29.042
1658855198.003245,151661.000,22630,1,T1,1,100,28.983
1658855198.137552,151792.000,22646,1,T1,1,100,29.028
1658855198.269809,151921.000,22663,1,T1,1,100,28.977
1658855198.402066,152050.000,22695,1,T1,1,100,28.954
1658855198.536373,152181.000,22711,1,T1,1,100,29.016
1658855198.668629,152310.000,22729,1,T1,1,100,29.042
