LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1658855193.553679,147321.000,21911,2,RD,1,100,TL
1658855193.553679,147321.000,21911,2,RD,1,100,TU
1658855196.179333,149882.000,22743,2,RD,1,100,TL
1658855198.804987,152443.000,22743,2,RD,1,100,TU
1658855201.455247,155028.000,23590,2,RD,1,100,TL
1658855204.105508,157613.000,23590,2,RD,1,100,TU
1658855206.728086,160171.000,24419,2,RD,1,100,TL
1658855209.350665,162729.000,24419,2,RD,1,100,TU
1658855211.968630,165282.500,25248,2,RD,1,100,TL
1658855214.586595,167836.000,25248,2,RD,1,100,TU
1658855217.210198,170395.000,26064,2,RD,1,100,TL
1658855219.833802,172954.000,26064,2,RD,1,100,TU
1658855222.453305,175509.000,26892,2,RD,1,100,TL
1658855225.072808,178064.000,26892,2,RD,1,100,TU
1658855227.721530,180647.500,27723,2,RD,1,100,TL
1658855230.370253,183231.000,27723,2,RD,1,100,TU
1658855233.003084,185799.000,28534,2,RD,1,100,TL
1658855235.635915,188367.000,28534,2,RD,1,100,TU
1658855238.254905,190921.500,29372,2,RD,1,100,TL
1658855240.873895,193476.000,29372,2,RD,1,100,TU
1658855243.491860,196029.500,30203,2,RD,1,100,TL
1658855246.109825,198583.000,30203,2,RD,1,100,TU
1658855248.727790,201136.500,31033,2,RD,1,100,TL
1658855251.345755,203690.000,31033,2,RD,1,100,TU
1658855253.974485,206254.000,31866,2,RD,1,100,TL
1658855256.603215,208818.000,31866,2,RD,1,100,TU
1658855259.222205,211372.500,32699,2,RD,1,100,TL
1658855261.841196,213927.000,32699,2,RD,1,100,TU
1658855264.482229,216503.000,33557,2,RD,1,100,TL
1658855267.123261,219079.000,33557,2,RD,1,100,TU
1658855269.755067,221646.000,34396,2,RD,1,100,TL
1658855272.386873,224213.000,34396,2,RD,1,100,TU
1658855275.023805,226785.000,35232,2,RD,1,100,TL
1658855277.660737,229357.000,35232,2,RD,1,100,TU
1658855280.297669,231929.000,36063,2,RD,1,100,TL
1658855282.934601,234501.000,36063,2,RD,1,100,TU
1658855285.609467,237110.000,36895,2,RD,1,100,TL
1658855288.284333,239719.000,36895,2,RD,1,100,TU
1658855290.919727,242289.500,37725,2,RD,1,100,TL
1658855293.555122,244860.000,37725,2,RD,1,100,TU
1658855296.187953,247428.000,38556,2,RD,1,100,TL
1658855298.820784,249996.000,38556,2,RD,1,100,TU
1658855301.452590,252563.000,39385,2,RD,1,100,TL
1658855304.084395,255130.000,39385,2,RD,1,100,TU
1658855306.714150,257695.000,40218,2,RD,1,100,TL
1658855309.343906,260260.000,40218,2,RD,1,100,TU
1658855311.984939,262836.000,41048,2,RD,1,100,TL
1658855314.625972,265412.000,41048,2,RD,1,100,TU
1658855317.259828,267981.000,41879,2,RD,1,100,TL
1658855319.893684,270550.000,41879,2,RD,1,100,TU
