LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1658855192.201379,146002.000,21717,2,EL,1,100,-12051.349609
1658855192.201379,146002.000,21717,2,EL,1,100,-12045.900391
1658855192.361318,146158.000,21734,1,EL,1,100,-12043.849609
1658855192.427446,146222.500,21750,2,EL,1,100,-12040.049805
1658855192.493574,146287.000,21750,2,EL,1,100,-12034.950195
1658855192.560728,146352.500,21766,2,EL,1,100,-12030.500000
1658855192.627882,146418.000,21766,2,EL,1,100,-12021.099609
1658855192.695548,146484.000,21783,1,EL,1,100,-12018.049805
1658855192.761163,146548.000,21800,2,EL,1,100,-12016.950195
1658855192.826779,146612.000,21800,2,EL,1,100,-12014.450195
1658855192.894445,146678.000,21816,1,EL,1,100,-12009.750000
1658855192.961087,146743.000,21833,2,EL,1,100,-12005.500000
1658855193.027727,146808.000,21833,2,EL,1,100,-11999.750000
1658855193.092318,146871.000,21848,1,EL,1,100,-11995.549805
1658855193.158959,146936.000,21865,2,EL,1,100,-11988.950195
1658855193.225600,147001.000,21865,2,EL,1,100,-11983.250000
1658855193.291216,147065.000,21882,2,EL,1,100,-11979.299805
1658855193.356831,147129.000,21882,2,EL,1,100,-11979.700195
1658855193.423472,147194.000,21899,1,EL,1,100,-11986.000000
1658855193.490626,147259.500,21918,2,EL,1,100,-11986.700195
1658855193.557780,147325.000,21918,2,EL,1,100,-11988.500000
1658855193.623395,147389.000,21936,1,EL,1,100,-11988.599609
1658855193.690036,147454.000,21953,2,EL,1,100,-11984.150391
1658855193.756677,147519.000,21953,2,EL,1,100,-11977.849609
1658855193.824343,147585.000,21970,2,EL,1,100,-11971.599609
1658855193.892009,147651.000,21970,2,EL,1,100,-11969.299805
1658855193.959676,147717.000,21987,1,EL,1,100,-11965.849609
1658855194.025291,147781.000,22002,2,EL,1,100,-11962.599609
1658855194.090907,147845.000,22002,2,EL,1,100,-11962.700195
1658855194.157548,147910.000,22018,1,EL,1,100,-11960.250000
1658855194.223164,147974.000,22036,2,EL,1,100,-11951.700195
1658855194.288780,148038.000,22036,2,EL,1,100,-11946.599609
1658855194.356446,148104.000,22052,1,EL,1,100,-11944.099609
1658855194.423087,148169.000,22069,2,EL,1,100,-11938.450195
1658855194.489728,148234.000,22069,2,EL,1,100,-11932.400391
1658855194.556369,148299.000,22084,2,EL,1,100,-11932.900391
1658855194.623010,148364.000,22084,2,EL,1,100,-11930.099609
1658855194.688626,148428.000,22102,1,EL,1,100,-11924.099609
1658855194.756292,148494.000,22118,2,EL,1,100,-11920.049805
1658855194.823958,148560.000,22118,2,EL,1,100,-11918.049805
1658855194.890599,148625.000,22135,1,EL,1,100,-11916.349609
1658855194.957240,148690.000,22151,2,EL,1,100,-11910.650391
1658855195.023881,148755.000,22151,2,EL,1,100,-11907.400391
1658855195.090522,148820.000,22167,1,EL,1,100,-11907.099609
1658855195.156650,148884.500,22183,2,EL,1,100,-11903.650391
1658855195.222779,148949.000,22183,2,EL,1,100,-11899.650391
1658855195.289420,149014.000,22201,1,EL,1,100,-11898.400391
1658855195.356061,149079.000,22217,2,EL,1,100,-11887.900391
1658855195.422702,149144.000,22217,2,EL,1,100,-11887.750000
1658855195.488830,149208.500,22232,2,EL,1,100,-11885.750000
