RD,TS_received,TS_sent,AK,RoundTrip,
419484,419510,2022-07-26_13-11-12-585370,419513,26,
424597,424627,2022-07-26_13-11-17-828264,424630,30,
429704,429727,2022-07-26_13-11-23-059831,429730,23,
434807,434838,2022-07-26_13-11-28-300116,434841,31,
439922,440003,2022-07-26_13-11-33-590789,440006,81,
445050,445097,2022-07-26_13-11-38-816884,445101,47,
450158,450187,2022-07-26_13-11-44-035590,450191,29,
455262,455388,2022-07-26_13-11-49-362797,460368,126,
460390,460486,2022-07-26_13-11-54-588089,460489,96,
465488,465594,2022-07-26_13-11-59-821487,465597,106,
470596,470661,2022-07-26_13-12-05-028780,470666,65,
475733,480833,2022-07-26_13-12-10-457893,480837,5100,
480837,480860,2022-07-26_13-12-15-487864,480865,23,
485976,486037,2022-07-26_13-12-20-793625,486040,61,
491132,491226,2022-07-26_13-12-26-118468,491236,94,
496289,496319,2022-07-26_13-12-31-338570,496323,30,
501396,501423,2022-07-26_13-12-36-573666,501426,27,
506483,506507,2022-07-26_13-12-41-789377,506510,24,
511603,511627,2022-07-26_13-12-47-040911,511631,24,
516713,516738,2022-07-26_13-12-52-280378,516742,25,
521822,521887,2022-07-26_13-12-57-559906,521891,65,
526956,526978,2022-07-26_13-13-02-784396,526982,22,
532056,532080,2022-07-26_13-13-08-015402,532083,24,
537209,537263,2022-07-26_13-13-13-331656,537266,54,
542321,542357,2022-07-26_13-13-18-554306,542360,36,
547427,547459,2022-07-26_13-13-23-780919,547465,32,
552532,552577,2022-07-26_13-13-29-035671,552580,45,
557643,557731,2022-07-26_13-13-34-318170,557735,88,
562776,562831,2022-07-26_13-13-39-547863,562837,55,
567906,567929,2022-07-26_13-13-44-781671,567932,23,
573014,573038,2022-07-26_13-13-50-017299,573042,24,
578126,578149,2022-07-26_13-13-55-258244,578152,23,
583234,583258,2022-07-26_13-14-00-495522,583261,24,
588402,588427,2022-07-26_13-14-05-794413,588430,25,
593550,593577,2022-07-26_13-14-11-075190,593580,27,
598721,598747,2022-07-26_13-14-16-373891,598750,26,
603835,603864,2022-07-26_13-14-21-614873,603868,29,
608936,608971,2022-07-26_13-14-26-848142,608974,35,
614044,614093,2022-07-26_13-14-32-090270,614096,49,
619152,619198,2022-07-26_13-14-37-337613,619201,46,
624299,624326,2022-07-26_13-14-42-594287,624329,27,
629445,629468,2022-07-26_13-14-47-872205,629472,23,
634608,634645,2022-07-26_13-14-53-179862,634648,37,
639742,639772,2022-07-26_13-14-58-430084,639776,30,
644871,644900,2022-07-26_13-15-03-692209,644904,29,
649981,650006,2022-07-26_13-15-08-925354,650010,25,
655122,655146,2022-07-26_13-15-14-193911,655149,24,
660280,660307,2022-07-26_13-15-19-488113,660310,27,
665404,665434,2022-07-26_13-15-24-738590,665438,30,
670511,670537,2022-07-26_13-15-29-973606,670540,26,
675668,675693,2022-07-26_13-15-35-260524,675696,25,
680806,680830,2022-07-26_13-15-40-528599,680833,24,
685945,685975,2022-07-26_13-15-45-803499,685978,30,
691075,691099,2022-07-26_13-15-51-059613,691102,24,
696183,696207,2022-07-26_13-15-56-293530,696210,24,
701345,701370,2022-07-26_13-16-01-588279,701373,25,
706452,706479,2022-07-26_13-16-06-826690,706482,27,
711562,711592,2022-07-26_13-16-12-066228,711595,30,
716704,716743,2022-07-26_13-16-17-339859,716747,39,
721836,721861,2022-07-26_13-16-22-598963,721864,25,
726985,727024,2022-07-26_13-16-27-887196,727027,39,
732092,732118,2022-07-26_13-16-33-115760,732121,26,
737201,737226,2022-07-26_13-16-38-350698,737229,25,
742355,742379,2022-07-26_13-16-43-634858,742382,24,
747462,747489,2022-07-26_13-16-48-872974,747492,27,
752625,752651,2022-07-26_13-16-54-166220,752654,26,
757732,757762,2022-07-26_13-16-59-399751,757765,30,
762924,
768030,768055,2022-07-26_13-17-09-955130,768058,25,
773190,773215,2022-07-26_13-17-15-248889,773218,25,
778300,778330,2022-07-26_13-17-20-489577,778333,30,
783423,783451,2022-07-26_13-17-25-741644,783455,28,
788564,788587,2022-07-26_13-17-31-010370,788591,23,
793700,793725,2022-07-26_13-17-36-275233,793728,25,
798816,798841,2022-07-26_13-17-41-521040,798844,25,
803977,804002,2022-07-26_13-17-46-812889,804006,25,
809129,809164,2022-07-26_13-17-52-105683,809168,35,
814268,814319,2022-07-26_13-17-57-367858,814323,51,
819398,819422,2022-07-26_13-18-02-623050,819425,24,
824541,824564,2022-07-26_13-18-07-896470,824568,23,
829669,829692,2022-07-26_13-18-13-151861,829696,23,
834778,834802,2022-07-26_13-18-18-392866,834806,24,
839884,839909,2022-07-26_13-18-23-629106,839912,25,
845041,845066,2022-07-26_13-18-28-916463,845069,25,
850148,850178,2022-07-26_13-18-34-156433,850181,30,
855256,855280,2022-07-26_13-18-39-386370,855283,24,
860413,860438,2022-07-26_13-18-44-675257,860441,25,
865520,865548,2022-07-26_13-18-49-912065,865551,28,
870629,870653,2022-07-26_13-18-55-148097,870657,24,
875737,875761,2022-07-26_13-19-00-383031,875764,24,
880883,880907,2022-07-26_13-19-05-660417,880910,24,
885991,886027,2022-07-26_13-19-10-899005,886030,36,
891099,891134,2022-07-26_13-19-16-134829,891137,35,
896208,896230,2022-07-26_13-19-21-370980,896234,22,
901314,901337,2022-07-26_13-19-26-608399,901340,23,
906462,906486,2022-07-26_13-19-31-883824,906490,24,
911570,911597,2022-07-26_13-19-37-122177,911601,27,
916695,916720,2022-07-26_13-19-42-375733,916723,25,
921806,921829,2022-07-26_13-19-47-613404,921832,23,
926953,926981,2022-07-26_13-19-52-899272,926985,28,
932060,932084,2022-07-26_13-19-58-128224,932088,24,
937168,937191,2022-07-26_13-20-03-365145,937195,23,
942288,942312,2022-07-26_13-20-08-617987,942315,24,
947396,947419,2022-07-26_13-20-13-851574,947422,23,
952504,957649,2022-07-26_13-20-19-093335,957659,5145,
957677,957747,2022-07-26_13-20-24-439433,957753,70,
962772,962822,2022-07-26_13-20-29-646490,962825,50,
967883,967934,2022-07-26_13-20-34-882629,967938,51,
972988,973046,2022-07-26_13-20-40-107242,973051,58,
978097,978121,2022-07-26_13-20-45-332730,978124,24,
983197,988341,2022-07-26_13-20-50-562442,988359,5144,
988380,988406,2022-07-26_13-20-55-875151,988409,26,
993475,993504,2022-07-26_13-21-01-098811,993507,29,
998579,998602,2022-07-26_13-21-06-330365,998605,23,
1003696,1003792,2022-07-26_13-21-11-642341,1003796,96,
1008806,1008880,2022-07-26_13-21-16-864906,1008883,74,
1013914,1013980,2022-07-26_13-21-22-092042,1013987,66,
1019028,1019083,2022-07-26_13-21-27-318914,1019088,55,
1024155,1029289,2022-07-26_13-21-32-739075,1029292,5134,
1029292,1029318,2022-07-26_13-21-37-815791,1029321,26,
1034433,1034460,2022-07-26_13-21-43-094032,1034463,27,
1039571,
1044675,1049797,2022-07-26_13-21-53-880327,1049804,5122,
1049804,1049830,2022-07-26_13-21-58-849031,1049833,26,
1054908,1054948,2022-07-26_13-22-04-099041,1054953,40,
1060016,1060077,2022-07-26_13-22-09-346558,1060080,61,
1065124,1065178,2022-07-26_13-22-14-581043,1065182,54,
1070258,1075357,2022-07-26_13-22-19-857160,1075371,5099,
1075392,1075509,2022-07-26_13-22-25-172067,1080468,117,
1080483,1080531,2022-07-26_13-22-30-315406,1080534,48,
1085561,
1090696,1090750,2022-07-26_13-22-40-798462,1090753,54,
1095858,1095888,2022-07-26_13-22-46-074903,1095892,30,
1101008,1106105,2022-07-26_13-22-51-409485,1106115,5097,
1106130,1106184,2022-07-26_13-22-56-612709,1111205,54,
1111205,1111229,2022-07-26_13-23-01-803461,1111232,24,
1116375,1116401,2022-07-26_13-23-07-106053,1116404,26,
1121520,1121546,2022-07-26_13-23-12-379890,1121550,26,
1126646,1126673,2022-07-26_13-23-17-633694,1126676,27,
1131762,1131786,2022-07-26_13-23-22-878683,1131789,24,
1136906,1136930,2022-07-26_13-23-28-155084,1136934,24,
1142080,1142104,2022-07-26_13-23-33-456403,1142107,24,
1147203,1147305,2022-07-26_13-23-38-788065,1147308,102,
1152314,1152339,2022-07-26_13-23-43-948527,1152342,25,
1157512,1157599,2022-07-26_13-23-49-343009,1157603,87,
1162651,
1167776,
1172890,1172985,2022-07-26_13-24-05-114581,1172989,95,
1178062,1178087,2022-07-26_13-24-10-347448,1178090,25,
1183184,1183258,2022-07-26_13-24-15-646154,1183261,74,
1188278,1188303,2022-07-26_13-24-20-817533,1188306,25,
1193442,1193466,2022-07-26_13-24-26-112486,1193470,24,
1198590,1198645,2022-07-26_13-24-31-422910,1198648,55,
1203696,1203759,2022-07-26_13-24-36-655775,1203765,63,
1208806,1208866,2022-07-26_13-24-41-903098,1208870,60,
1213910,1219033,2022-07-26_13-24-47-202942,1219042,5123,
1219058,1219098,2022-07-26_13-24-52-386463,1219101,40,
1224214,1224239,2022-07-26_13-24-57-659442,1224242,25,
1229398,1229451,2022-07-26_13-25-02-976944,1229454,53,
1234506,1234544,2022-07-26_13-25-08-213565,1234547,38,
1239611,1239714,2022-07-26_13-25-13-521547,1244754,103,
1244776,1244800,2022-07-26_13-25-18-742734,1244803,24,
1249891,1249915,2022-07-26_13-25-23-986141,1249918,24,
1255030,1255078,2022-07-26_13-25-29-278216,1255081,48,
1260128,1260163,2022-07-26_13-25-34-490178,1260167,35,
1265243,1265283,2022-07-26_13-25-39-735367,1265288,40,
1270363,1270387,2022-07-26_13-25-44-975647,1270390,24,
1275533,1280625,2022-07-26_13-25-50-479759,1280629,5092,
1280629,1280655,2022-07-26_13-25-55-499726,1280659,26,
1285761,1285784,2022-07-26_13-26-00-758281,1285788,23,
1290880,1290904,2022-07-26_13-26-06-008664,1290907,24,
1295988,1296016,2022-07-26_13-26-11-249256,1296019,28,
1301106,1301136,2022-07-26_13-26-16-495785,1301141,30,
1306205,1311343,2022-07-26_13-26-22-537806,1311349,5138,
1311349,1311424,2022-07-26_13-26-27-039741,1311429,75,
1316479,1316503,2022-07-26_13-26-32-252806,1316506,24,
1321599,1321699,2022-07-26_13-26-37-579388,1321702,100,
1326713,1326829,2022-07-26_13-26-42-837819,1331825,116,
1331848,1331899,2022-07-26_13-26-48-034649,1331905,51,
1336953,1336989,2022-07-26_13-26-53-252416,1336995,36,
1342055,1342103,2022-07-26_13-26-58-497394,1342107,48,
1347166,1352311,2022-07-26_13-27-03-904612,1352318,5145,
1352318,1352365,2022-07-26_13-27-09-017091,1352369,47,
1357423,1357478,2022-07-26_13-27-14-251763,1357485,55,
1362536,1362575,2022-07-26_13-27-19-475115,1362583,39,
1367642,1372798,2022-07-26_13-27-24-905937,1372805,5156,
1372805,1372857,2022-07-26_13-27-30-018724,1372863,52,
1377913,1377943,2022-07-26_13-27-35-237219,1377946,30,
1383015,1383056,2022-07-26_13-27-40-469635,1383061,41,
1388123,1388223,2022-07-26_13-27-45-777787,1388228,100,
1393275,1393318,2022-07-26_13-27-51-007174,1393321,43,
1398393,1398418,2022-07-26_13-27-56-235047,1398421,25,
1403497,1403525,2022-07-26_13-28-01-471743,1403528,28,
1408664,1408715,2022-07-26_13-28-06-769048,1408719,51,
1413802,1413828,2022-07-26_13-28-12-034499,1413831,26,
1418915,1419008,2022-07-26_13-28-17-340651,1419012,93,
1424055,1429153,2022-07-26_13-28-22-749574,1429157,5098,
1429157,1429184,2022-07-26_13-28-27-775730,1429187,27,
1434268,1434374,2022-07-26_13-28-33-094866,1439365,106,
1439383,1439480,2022-07-26_13-28-38-331558,1439484,97,
1444488,1444552,2022-07-26_13-28-43-531879,1444555,64,
1449644,1449748,2022-07-26_13-28-48-857408,1454751,104,
1454774,1454849,2022-07-26_13-28-54-087398,1454855,75,
1459862,1459963,2022-07-26_13-28-59-327810,1459966,101,
1465004,1465040,2022-07-26_13-29-04-531288,1465044,36,
1470109,1470162,2022-07-26_13-29-09-780266,1470165,53,
1475213,1475325,2022-07-26_13-29-15-071085,1480371,112,
1480393,1480433,2022-07-26_13-29-20-303573,1480440,40,
1485487,1485515,2022-07-26_13-29-25-525171,1485518,28,
1490585,1490611,2022-07-26_13-29-30-747264,1490614,26,
1495747,1495810,2022-07-26_13-29-36-073113,1495813,63,
1500844,1500903,2022-07-26_13-29-41-292653,1500908,59,
1505967,1505998,2022-07-26_13-29-46-519580,1506001,31,
1511081,1511104,2022-07-26_13-29-51-756191,1511107,23,
1516181,1516205,2022-07-26_13-29-56-984646,1516208,24,
1521345,1521377,2022-07-26_13-30-02-288112,1521381,32,
1526447,1526474,2022-07-26_13-30-07-516827,1526477,27,
1531551,1531576,2022-07-26_13-30-12-743843,1531579,25,
1536666,1536770,2022-07-26_13-30-18-069940,1536773,104,
1541755,1541838,2022-07-26_13-30-23-268551,1541841,83,
1546915,1546945,2022-07-26_13-30-28-502616,1546948,30,
1552077,1552155,2022-07-26_13-30-33-833382,1552161,78,
1557182,1557251,2022-07-26_13-30-39-067923,1557254,69,
1562291,1567393,2022-07-26_13-30-44-438933,1567398,5102,
1567398,1567432,2022-07-26_13-30-49-499368,1567436,34,
1572501,1572526,2022-07-26_13-30-54-725407,1572529,25,
1577606,1577700,2022-07-26_13-31-00-032513,1577703,94,
1582767,1582799,2022-07-26_13-31-05-259886,1582802,32,
1587866,1587893,2022-07-26_13-31-10-478427,1587896,27,
1593017,1593101,2022-07-26_13-31-15-815168,1593107,84,
1598156,1598183,2022-07-26_13-31-21-033448,1598187,27,
1603259,1603389,2022-07-26_13-31-26-357706,1608405,130,
1608430,1608486,2022-07-26_13-31-31-584778,1608491,56,
1613510,1613540,2022-07-26_13-31-36-769033,1613543,30,
1618667,1618694,2022-07-26_13-31-42-055948,1618697,27,
1623833,1623862,2022-07-26_13-31-47-355805,1623866,29,
1628935,1628957,2022-07-26_13-31-52-579967,1628960,22,
1634102,1634141,2022-07-26_13-31-57-889563,1634144,39,
1639211,1644366,2022-07-26_13-32-03-325904,1644369,5155,
1644369,1644393,2022-07-26_13-32-08-405301,1644396,24,
1649501,1649536,2022-07-26_13-32-13-677979,1649540,35,
1654613,1654734,2022-07-26_13-32-18-998476,1659716,121,
1659739,1659802,2022-07-26_13-32-24-202590,1659805,63,
1664821,1664844,2022-07-26_13-32-29-373680,1664847,23,
1669930,1669986,2022-07-26_13-32-34-646727,1669990,56,
1675040,1675064,2022-07-26_13-32-39-850063,1675067,24,
1680145,1680170,2022-07-26_13-32-45-087220,1680173,25,
1685259,1685284,2022-07-26_13-32-50-327682,1685287,25,
1690407,1690435,2022-07-26_13-32-55-610085,1690438,28,
1695514,1695540,2022-07-26_13-33-00-843418,1695543,26,
1700676,1700744,2022-07-26_13-33-06-183676,1700747,68,
1705778,1705847,2022-07-26_13-33-11-413207,1705850,69,
1710898,1710953,2022-07-26_13-33-16-640247,1710959,55,
1716038,1716065,2022-07-26_13-33-21-888013,1716068,27,
1721175,1721226,2022-07-26_13-33-27-182844,1721230,51,
1726288,1726321,2022-07-26_13-33-32-400273,1726324,33,
1731398,1731421,2022-07-26_13-33-37-635723,1731426,23,
1736503,1736528,2022-07-26_13-33-42-871385,1736531,25,
1741661,1741716,2022-07-26_13-33-48-182985,1741722,55,
1746776,1746805,2022-07-26_13-33-53-403270,1746808,29,
1751875,1751906,2022-07-26_13-33-58-633946,1751910,31,
1756983,1757007,2022-07-26_13-34-03-869635,1757010,24,
1762091,1762137,2022-07-26_13-34-09-121297,1762141,46,
1767199,1767228,2022-07-26_13-34-14-341441,1767231,29,
1772307,1772338,2022-07-26_13-34-19-586008,1772342,31,
1777414,1777442,2022-07-26_13-34-24-814478,1777445,28,
1782525,1782549,2022-07-26_13-34-30-053328,1782552,24,
1787631,1787659,2022-07-26_13-34-35-291636,1787662,28,
1792743,1792767,2022-07-26_13-34-40-530296,1792770,24,
1797851,1797874,2022-07-26_13-34-45-764042,1797877,23,
1803008,1803034,2022-07-26_13-34-51-049555,1803038,26,
1808130,1808153,2022-07-26_13-34-56-303458,1808157,23,
1813238,1813261,2022-07-26_13-35-01-537531,1813264,23,
1818347,1818372,2022-07-26_13-35-06-774588,1818375,25,
1823459,1823483,2022-07-26_13-35-12-017090,1823486,24,
1828566,1828618,2022-07-26_13-35-17-275956,1828622,52,
1833674,1833700,2022-07-26_13-35-22-492561,1833703,26,
1838821,1843942,2022-07-26_13-35-27-817905,1843946,5121,
1843946,
1849054,1849082,2022-07-26_13-35-38-262202,1849086,28,
1854190,1854216,2022-07-26_13-35-43-527336,1854219,26,
1859338,1859362,2022-07-26_13-35-48-801653,1859365,24,
1864472,1864497,2022-07-26_13-35-54-064706,1864500,25,
1869632,1869660,2022-07-26_13-35-59-363188,1869663,28,
1874746,1874769,2022-07-26_13-36-04-603081,1874773,23,
1879848,1879875,2022-07-26_13-36-09-832844,1879878,27,
1884999,1885024,2022-07-26_13-36-15-110745,1885028,25,
1890107,1890133,2022-07-26_13-36-20-348917,1890136,26,
1895253,1895279,2022-07-26_13-36-25-624370,1895282,26,
1900404,1900425,2022-07-26_13-36-30-902552,1900429,21,
1905540,1905564,2022-07-26_13-36-36-172343,1905567,24,
1910647,1910675,2022-07-26_13-36-41-408417,1910678,28,
1915791,1915834,2022-07-26_13-36-46-699741,1915837,43,
1920949,1920974,2022-07-26_13-36-51-967981,1920978,25,
1926123,1926148,2022-07-26_13-36-57-271042,1926151,25,
1931271,1931297,2022-07-26_13-37-02-549964,1931300,26,
1936417,1936461,2022-07-26_13-37-07-825755,1936464,44,
1941557,1941594,2022-07-26_13-37-13-107713,1941597,37,
1946684,1946720,2022-07-26_13-37-18-359593,1946723,36,
1951790,1951819,2022-07-26_13-37-23-591626,1951823,29,
1956943,1956969,2022-07-26_13-37-28-874173,1956972,26,
1962083,1962107,2022-07-26_13-37-34-143966,1962111,24,
1967225,1967248,2022-07-26_13-37-39-414421,1967251,23,
1972372,1972397,2022-07-26_13-37-44-695804,1972400,25,
1977538,1977577,2022-07-26_13-37-49-992981,1977580,39,
1982663,1982715,2022-07-26_13-37-55-268188,1982719,52,
1987769,1987820,2022-07-26_13-38-00-502057,1987826,51,
1992873,1992899,2022-07-26_13-38-05-713453,1992902,26,
1997980,1998005,2022-07-26_13-38-10-948489,1998008,25,
2003107,2003182,2022-07-26_13-38-16-257792,2003186,75,
2008216,2008282,2022-07-26_13-38-21-482663,2008286,66,
2013307,2013389,2022-07-26_13-38-26-723956,2013392,82,
2018429,2018453,2022-07-26_13-38-31-916617,2018456,24,
2023541,2023566,2022-07-26_13-38-37-157185,2023569,25,
2028649,
2033743,2033768,2022-07-26_13-38-47-620488,2033771,25,
2038878,2038903,2022-07-26_13-38-52-881624,2038907,25,
2044028,2044054,2022-07-26_13-38-58-161609,2044058,26,
2049148,2049170,2022-07-26_13-39-03-410154,2049174,22,
2054261,2054285,2022-07-26_13-39-08-655092,2054289,24,
2059370,2059394,2022-07-26_13-39-13-893179,2059398,24,
2064477,2064503,2022-07-26_13-39-19-128619,2064506,26,
2069585,2069609,2022-07-26_13-39-24-370880,2069612,24,
2074693,2074716,2022-07-26_13-39-29-605694,2074720,23,
2079846,2079870,2022-07-26_13-39-34-890416,2079873,24,
2084975,2085016,2022-07-26_13-39-40-165685,2085019,41,
2090083,2090106,2022-07-26_13-39-45-390657,2090111,23,
2095200,2095224,2022-07-26_13-39-50-636849,2095227,24,
2100309,2100336,2022-07-26_13-39-55-873596,2100340,27,
2105416,2105440,2022-07-26_13-40-01-109050,2105444,24,
2110524,2110548,2022-07-26_13-40-06-347760,2110551,24,
2115631,2115661,2022-07-26_13-40-11-584378,2115665,30,
2120739,2120764,2022-07-26_13-40-16-825873,2120767,25,
2125888,2125911,2022-07-26_13-40-22-103633,2125915,23,
2130995,2131023,2022-07-26_13-40-27-342625,2131026,28,
2136147,2136188,2022-07-26_13-40-32-636717,2136192,41,
2141255,2141280,2022-07-26_13-40-37-858591,2141283,25,
2146362,2146392,2022-07-26_13-40-43-101822,2146395,30,
2151473,2151498,2022-07-26_13-40-48-338863,2151502,25,
2156579,2156607,2022-07-26_13-40-53-574557,2156610,28,
2161689,2161714,2022-07-26_13-40-58-811459,2161718,25,
2166819,2166842,2022-07-26_13-41-04-066601,2166845,23,
2171979,2172002,2022-07-26_13-41-09-355988,2172006,23,
2177086,2177122,2022-07-26_13-41-14-607471,2177126,36,
2182245,2182273,2022-07-26_13-41-19-892187,2182276,28,
2187351,2187376,2022-07-26_13-41-25-123855,2187379,25,
2192459,2192482,2022-07-26_13-41-30-356076,2192486,23,
2197568,2197592,2022-07-26_13-41-35-598701,2197595,24,
2202674,2202703,2022-07-26_13-41-40-836802,2202707,29,
2207782,2207807,2022-07-26_13-41-46-071058,2207812,25,
2212891,2212916,2022-07-26_13-41-51-308468,2212919,25,
2218059,2218082,2022-07-26_13-41-56-608504,2218085,23,
2223218,2223244,2022-07-26_13-42-01-899661,2223247,26,
2228326,2228349,2022-07-26_13-42-07-137218,2228353,23,
2233433,2233457,2022-07-26_13-42-12-375321,2233461,24,
2238541,2238566,2022-07-26_13-42-17-612434,2238569,25,
2243650,2243676,2022-07-26_13-42-22-851708,2243681,26,
2248799,2248828,2022-07-26_13-42-28-132164,2248832,29,
2253910,2253934,2022-07-26_13-42-33-371104,2253937,24,
2259017,2259068,2022-07-26_13-42-38-611584,2259071,51,
2264124,2264150,2022-07-26_13-42-43-845364,2264154,26,
2269276,2269338,2022-07-26_13-42-49-140035,2269342,62,
2274383,2274408,2022-07-26_13-42-54-360676,2274413,25,
2279511,2279542,2022-07-26_13-42-59-629102,2279546,31,
2284637,2284661,2022-07-26_13-43-04-875916,2284665,24,
2289746,2289771,2022-07-26_13-43-10-114109,2289774,25,
2294890,2294918,2022-07-26_13-43-15-388226,2294922,28,
2300018,2300044,2022-07-26_13-43-20-646801,2300047,26,
2305162,2305190,2022-07-26_13-43-25-921978,2305194,28,
2310299,2310343,2022-07-26_13-43-31-202754,2310346,44,
2315458,2315482,2022-07-26_13-43-36-477003,2315486,24,
2320565,2320590,2022-07-26_13-43-41-714871,2320594,25,
2325672,2325698,2022-07-26_13-43-46-950205,2325701,26,
2330831,2330858,2022-07-26_13-43-52-237571,2330862,27,
2335960,2335986,2022-07-26_13-43-57-496569,2335989,26,
2341067,2341093,2022-07-26_13-44-02-733423,2341097,26,
2346232,2346258,2022-07-26_13-44-08-024799,2346261,26,
2351389,2351415,2022-07-26_13-44-13-315389,2351419,26,
2356497,2356521,2022-07-26_13-44-18-549013,2356524,24,
2361640,2361663,2022-07-26_13-44-23-821669,2361666,23,
2366780,2366804,2022-07-26_13-44-29-092997,2366808,24,
2371922,2371948,2022-07-26_13-44-34-362309,2371951,26,
2377055,2377080,2022-07-26_13-44-39-624817,2377084,25,
2382183,2382206,2022-07-26_13-44-44-881727,2382209,23,
2387332,2387361,2022-07-26_13-44-50-157797,2387364,29,
2392440,2392464,2022-07-26_13-44-55-394584,2392467,24,
2397579,2397606,2022-07-26_13-45-00-665719,2397609,27,
2402709,2402733,2022-07-26_13-45-05-923464,2402736,24,
2407853,2407900,2022-07-26_13-45-11-197343,2407904,47,
2412996,2413019,2022-07-26_13-45-16-467267,2413022,23,
2418160,2418188,2022-07-26_13-45-21-766726,2418191,28,
2423275,2423299,2022-07-26_13-45-27-010298,2423302,24,
2428410,2428445,2022-07-26_13-45-32-282359,2428448,35,
2433518,2433541,2022-07-26_13-45-37-511511,2433545,23,
2438663,2438689,2022-07-26_13-45-42-790438,2438693,26,
2443813,2443840,2022-07-26_13-45-48-066753,2443843,27,
2448961,2448990,2022-07-26_13-45-53-350300,2448993,29,
2454120,2454144,2022-07-26_13-45-58-636227,2454147,24,
2459320,2459350,2022-07-26_13-46-03-969300,2459354,30,
2464460,2464486,2022-07-26_13-46-09-233502,2464489,26,
2469599,2469623,2022-07-26_13-46-14-502627,2469626,24,
2474741,2474766,2022-07-26_13-46-19-776150,2474770,25,
2479846,2479916,2022-07-26_13-46-25-049031,2479919,70,
2484964,2484988,2022-07-26_13-46-30-255199,2484992,24,
2490072,2490101,2022-07-26_13-46-35-497082,2490104,29,
2495222,2495252,2022-07-26_13-46-40-772175,2495255,30,
2500329,2500353,2022-07-26_13-46-46-007893,2500356,24,
2505487,2505513,2022-07-26_13-46-51-293472,2505516,26,
2510595,2510620,2022-07-26_13-46-56-529770,2510623,25,
2515772,2515796,2022-07-26_13-47-01-839078,2515799,24,
2520884,2520908,2022-07-26_13-47-07-079618,2520912,24,
2526024,2526085,2022-07-26_13-47-12-382447,2526090,61,
2531161,2531185,2022-07-26_13-47-17-616291,2531189,24,
2536268,2536323,2022-07-26_13-47-22-876311,2536327,55,
2541379,2541403,2022-07-26_13-47-28-094088,2541406,24,
2546487,2546511,2022-07-26_13-47-33-328918,2546514,24,
2551594,2551624,2022-07-26_13-47-38-565047,2551627,30,
2556709,2556733,2022-07-26_13-47-43-810380,2556736,24,
