LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1658855192.201379,146002.000,21712,1,SF,1,100,6.4042
1658855192.627882,146418.000,21761,1,SF,1,100,6.3301
1658855193.027727,146808.000,21828,1,SF,1,100,6.2568
1658855193.356831,147129.000,21877,1,SF,1,100,6.1845
1658855193.623395,147389.000,21931,1,SF,1,100,6.1129
1658855193.959676,147717.000,21982,1,SF,1,100,6.0422
1658855194.288780,148038.000,22031,1,SF,1,100,5.9723
1658855194.623010,148364.000,22079,1,SF,1,100,5.9032
1658855195.023881,148755.000,22146,1,SF,1,100,5.8349
1658855195.289420,149014.000,22196,1,SF,1,100,5.7674
1658855195.621599,149338.000,22244,1,SF,1,100,5.7007
1658855195.955829,149664.000,22296,1,SF,1,100,5.6348
1658855196.286984,149987.000,22344,1,SF,1,100,5.5696
1658855196.684779,150375.000,22409,1,SF,1,100,5.5052
1658855197.019009,150701.000,22459,1,SF,1,100,5.4415
1658855197.286598,150962.000,22509,1,SF,1,100,5.3785
1658855197.616727,151284.000,22558,1,SF,1,100,5.3163
1658855197.950958,151610.000,22607,1,SF,1,100,5.2548
1658855198.349778,151999.000,22674,1,SF,1,100,5.1940
1658855198.681958,152323.000,22723,1,SF,1,100,5.1339
1658855199.016188,152649.000,22779,1,SF,1,100,5.0745
1658855199.348367,152973.000,22828,1,SF,1,100,5.0158
1658855199.612881,153231.000,22876,1,SF,1,100,4.9578
1658855199.947111,153557.000,22928,1,SF,1,100,4.9005
1658855200.279290,153881.000,22976,1,SF,1,100,4.8438
1658855200.680161,154272.000,23041,1,SF,1,100,4.7877
1658855200.945700,154531.000,23091,1,SF,1,100,4.7324
1658855201.278905,154856.000,23141,1,SF,1,100,4.6776
1658855201.613135,155182.000,23190,1,SF,1,100,4.6235
1658855202.008880,155568.000,23256,1,SF,1,100,4.5700
1658855202.342085,155893.000,23305,1,SF,1,100,4.5172
1658855202.608649,156153.000,23355,1,SF,1,100,4.4649
1658855202.941854,156478.000,23404,1,SF,1,100,4.4132
1658855203.274033,156802.000,23455,1,SF,1,100,4.3622
1658855203.675930,157194.000,23523,1,SF,1,100,4.3117
1658855204.008109,157518.000,23571,1,SF,1,100,4.2619
1658855204.341314,157843.000,23625,1,SF,1,100,4.2126
1658855204.607878,158103.000,23675,1,SF,1,100,4.1638
1658855204.940058,158427.000,23725,1,SF,1,100,4.1157
1658855205.271212,158750.000,23775,1,SF,1,100,4.0680
1658855205.604417,159075.000,23824,1,SF,1,100,4.0210
1658855206.004263,159465.000,23890,1,SF,1,100,3.9745
1658855206.269801,159724.000,23938,1,SF,1,100,3.9285
1658855206.603006,160049.000,23989,1,SF,1,100,3.8830
1658855206.935186,160373.000,24038,1,SF,1,100,3.8381
1658855207.270441,160700.000,24087,1,SF,1,100,3.7937
1658855207.669262,161089.000,24153,1,SF,1,100,3.7498
1658855207.933775,161347.000,24203,1,SF,1,100,3.7065
1658855208.266980,161672.000,24252,1,SF,1,100,3.6636
1658855208.600185,161997.000,24302,1,SF,1,100,3.6212
1658855208.931339,162320.000,24352,1,SF,1,100,3.5793
1658855209.332210,162711.000,24422,1,SF,1,100,3.5379
1658855209.665415,163036.000,24471,1,SF,1,100,3.4970
1658855209.994519,163357.000,24522,1,SF,1,100,3.4565
1658855210.263133,163619.000,24570,1,SF,1,100,3.4165
1658855210.598389,163946.000,24620,1,SF,1,100,3.3770
1658855210.927493,164267.000,24670,1,SF,1,100,3.3380
1658855211.328364,164658.000,24735,1,SF,1,100,3.2993
1658855211.596978,164920.000,24784,1,SF,1,100,3.2612
1658855211.928133,165243.000,24835,1,SF,1,100,3.2234
1658855212.260312,165567.000,24884,1,SF,1,100,3.1862
1658855212.595567,165894.000,24932,1,SF,1,100,3.1493
1658855212.993363,166282.000,25000,1,SF,1,100,3.1129
1658855213.322467,166603.000,25049,1,SF,1,100,3.0769
