LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1659046137.112013,97888.000,11439,1,SF,1,100,22.7005
1659046137.508370,98275.000,11488,1,SF,1,100,22.4379
1659046137.774657,98535.000,11541,1,SF,1,100,24.2606
1659046138.107515,98860.000,11592,1,SF,1,100,23.9800
1659046138.439349,99184.000,11641,1,SF,1,100,23.7026
1659046138.773232,99510.000,11692,1,SF,1,100,23.4284
1659046139.174710,99902.000,11757,1,SF,1,100,23.1574
1659046139.507568,100227.000,11805,1,SF,1,100,22.8895
1659046139.772831,100486.000,11857,1,SF,1,100,22.6247
1659046140.106713,100812.000,11905,1,SF,1,100,22.3630
1659046140.440596,101138.000,11956,1,SF,1,100,22.1043
1659046140.770381,101460.000,12007,1,SF,1,100,21.8486
1659046141.170835,101851.000,12072,1,SF,1,100,21.5958
1659046141.436098,102110.000,12106,1,SF,1,100,21.3460
1659046141.834503,102499.000,12174,1,SF,1,100,21.0991
1659046142.169410,102826.000,12225,1,SF,1,100,22.9372
1659046142.502268,103151.000,12282,1,SF,1,100,24.7541
1659046142.767531,103410.000,12332,1,SF,1,100,24.4678
1659046143.098341,103733.000,12382,1,SF,1,100,24.1847
1659046143.432223,104059.000,12431,1,SF,1,100,23.9050
1659046143.767129,104386.000,12482,1,SF,1,100,23.6284
1659046144.095891,104707.000,12531,1,SF,1,100,23.3551
1659046144.496345,105098.000,12597,1,SF,1,100,23.0849
1659046144.830228,105424.000,12647,1,SF,1,100,22.8179
1659046145.160013,105746.000,12698,1,SF,1,100,22.5539
1659046145.428348,106008.000,12746,1,SF,1,100,22.2930
1659046145.762231,106334.000,12799,1,SF,1,100,22.0351
1659046146.162685,106725.000,12865,1,SF,1,100,21.7802
1659046146.495543,107050.000,12917,1,SF,1,100,23.6105
1659046146.761829,107310.000,12967,1,SF,1,100,23.3374
1659046147.094688,107635.000,13017,1,SF,1,100,23.0674
1659046147.425498,107958.000,13066,1,SF,1,100,22.8006
1659046147.759380,108284.000,13123,1,SF,1,100,22.5368
1659046148.091214,108608.000,13155,1,SF,1,100,22.2761
1659046148.488595,108996.000,13220,1,SF,1,100,22.0184
1659046148.756931,109258.000,13270,1,SF,1,100,21.7637
1659046149.088765,109582.000,13320,1,SF,1,100,21.5119
1659046149.420599,109906.000,13369,1,SF,1,100,21.2631
1659046149.753457,110231.000,13418,1,SF,1,100,21.0171
1659046150.086315,110556.000,13469,1,SF,1,100,20.7740
1659046150.421222,110883.000,13518,1,SF,1,100,20.5337
1659046150.752032,111206.000,13567,1,SF,1,100,20.2961
1659046151.086938,111533.000,13617,1,SF,1,100,20.0614
1659046151.487392,111924.000,13684,1,SF,1,100,19.8293
1659046151.816154,112245.000,13732,1,SF,1,100,19.5999
1659046152.085513,112508.000,13781,1,SF,1,100,19.3732
1659046152.419395,112834.000,13831,1,SF,1,100,19.1491
1659046152.816777,113222.000,13883,1,SF,1,100,18.9275
1659046153.081015,113480.000,13938,1,SF,1,100,18.7086
1659046153.415922,113807.000,13987,1,SF,1,100,18.4922
1659046153.748780,114132.000,14036,1,SF,1,100,18.2782
1659046154.147186,114521.000,14105,1,SF,1,100,18.0668
1659046154.481068,114847.000,14154,1,SF,1,100,17.8578
1659046154.745306,115105.000,14205,1,SF,1,100,17.6512
1659046155.142688,115493.000,14240,1,SF,1,100,17.4470
1659046155.412047,115756.000,14276,1,SF,1,100,17.2452
1659046155.744905,116081.000,14325,1,SF,1,100,17.0457
1659046156.142287,116469.000,14392,1,SF,1,100,16.8485
1659046156.407549,116728.000,14441,1,SF,1,100,16.6536
1659046156.741431,117054.000,14490,1,SF,1,100,16.4610
1659046157.075314,117380.000,14541,1,SF,1,100,16.2705
1659046157.405100,117702.000,14591,1,SF,1,100,18.1646
1659046157.740006,118029.000,14644,1,SF,1,100,17.9544
1659046158.142509,118422.000,14715,1,SF,1,100,17.7467
1659046158.471270,118743.000,14763,1,SF,1,100,17.5415
1659046158.738581,119004.000,14815,1,SF,1,100,19.4208
1659046159.073488,119331.000,14865,1,SF,1,100,19.1961
1659046159.403273,119653.000,14914,1,SF,1,100,18.9741
1659046159.801679,120042.000,14980,1,SF,1,100,18.7546
1659046160.135561,120368.000,15028,1,SF,1,100,18.5376
1659046160.402872,120629.000,15079,1,SF,1,100,18.3232
1659046160.730609,120949.000,15130,1,SF,1,100,18.1112
1659046161.065516,121276.000,15179,1,SF,1,100,17.9017
1659046161.466994,121668.000,15247,1,SF,1,100,17.6946
1659046161.795756,121989.000,15297,1,SF,1,100,17.4899
1659046162.064091,122251.000,15346,1,SF,1,100,17.2876
1659046162.398997,122578.000,15396,1,SF,1,100,17.0876
1659046162.729807,122901.000,15446,1,SF,1,100,16.8899
1659046163.129237,123291.000,15513,1,SF,1,100,16.6946
1659046163.462095,123616.000,15571,1,SF,1,100,18.5837
1659046163.793929,123940.000,15620,1,SF,1,100,18.3687
1659046164.126788,124265.000,15669,1,SF,1,100,18.1562
1659046164.392050,124524.000,15721,1,SF,1,100,17.9462
1659046164.724908,124849.000,15770,1,SF,1,100,17.7386
1659046165.059815,125176.000,15819,1,SF,1,100,17.5334
1659046165.459245,125566.000,15887,1,SF,1,100,17.3306
1659046165.792103,125891.000,15937,1,SF,1,100,17.1301
1659046166.057365,126150.000,15986,1,SF,1,100,16.9319
1659046166.389199,126474.000,16036,1,SF,1,100,16.7360
1659046166.723082,126800.000,16086,1,SF,1,100,16.5424
1659046167.121488,127189.000,16151,1,SF,1,100,16.3511
1659046167.453322,127513.000,16200,1,SF,1,100,16.1619
1659046167.719608,127773.000,16251,1,SF,1,100,15.9750
1659046168.053491,128099.000,16299,1,SF,1,100,15.7902
1659046168.386349,128424.000,16350,1,SF,1,100,15.6075
1659046168.718183,128748.000,16406,1,SF,1,100,15.4270
1659046169.118637,129139.000,16471,1,SF,1,100,15.2485
1659046169.451495,129464.000,16520,1,SF,1,100,15.0721
1659046169.715734,129722.000,16571,1,SF,1,100,14.8977
1659046170.049616,130048.000,16620,1,SF,1,100,14.7254
1659046170.382474,130373.000,16671,1,SF,1,100,14.5551
1659046170.780880,130762.000,16740,1,SF,1,100,14.3867
1659046171.114762,131088.000,16789,1,SF,1,100,14.2203
1659046171.380025,131347.000,16837,1,SF,1,100,14.0558
1659046171.713907,131673.000,16889,1,SF,1,100,13.8932
1659046172.046765,131998.000,16937,1,SF,1,100,13.7324
1659046172.378599,132322.000,16986,1,SF,1,100,13.5736
1659046172.778029,132712.000,17054,1,SF,1,100,13.4166
1659046173.109863,133036.000,17102,1,SF,1,100,13.2614
1659046173.375126,133295.000,17153,1,SF,1,100,13.1080
1659046173.710032,133622.000,17204,1,SF,1,100,12.9563
1659046174.040842,133945.000,17258,1,SF,1,100,12.8064
1659046174.441296,134336.000,17328,1,SF,1,100,14.7405
1659046174.775179,134662.000,17376,1,SF,1,100,14.5700
1659046175.040441,134921.000,17427,1,SF,1,100,14.4015
1659046175.373299,135246.000,17459,1,SF,1,100,14.2349
1659046175.706157,135571.000,17508,1,SF,1,100,14.0702
1659046176.104563,135960.000,17575,1,SF,1,100,13.9074
1659046176.436397,136284.000,17624,1,SF,1,100,13.7466
1659046176.704732,136546.000,17675,1,SF,1,100,13.5875
1659046177.037591,136871.000,17726,1,SF,1,100,13.4304
1659046177.367376,137193.000,17774,1,SF,1,100,13.2750
1659046177.703307,137521.000,17824,1,SF,1,100,13.1214
1659046178.035141,137845.000,17874,1,SF,1,100,12.9696
1659046178.432523,138233.000,17940,1,SF,1,100,12.8196
1659046178.767429,138560.000,17989,1,SF,1,100,12.6713
1659046179.034740,138821.000,18044,1,SF,1,100,12.5247
1659046179.364526,139143.000,18093,1,SF,1,100,12.3798
1659046179.698408,139469.000,18145,1,SF,1,100,12.2366
1659046180.032290,139795.000,18195,1,SF,1,100,12.0951
1659046180.365149,140120.000,18243,1,SF,1,100,11.9552
1659046180.763554,140509.000,18310,1,SF,1,100,11.8169
1659046181.029841,140769.000,18360,1,SF,1,100,11.6802
1659046181.362699,141094.000,18410,1,SF,1,100,11.5450
1659046181.695557,141419.000,18462,1,SF,1,100,11.4115
1659046182.027391,141743.000,18510,1,SF,1,100,11.2795
1659046182.427845,142134.000,18577,1,SF,1,100,11.1490
1659046182.760704,142459.000,18627,1,SF,1,100,11.0200
1659046183.024942,142717.000,18677,1,SF,1,100,10.8925
1659046183.359848,143044.000,18728,1,SF,1,100,10.7665
1659046183.693731,143370.000,18777,1,SF,1,100,10.6420
1659046184.090088,143757.000,18844,1,SF,1,100,10.5189
1659046184.356375,144017.000,18898,1,SF,1,100,10.3972
1659046184.689233,144342.000,18949,1,SF,1,100,10.2769
1659046185.021067,144666.000,19000,1,SF,1,100,10.1580
1659046185.422545,145058.000,19066,1,SF,1,100,10.0405
1659046185.755404,145383.000,19114,1,SF,1,100,9.9244
1659046186.087238,145707.000,19163,1,SF,1,100,9.8096
1659046186.352500,145966.000,19215,1,SF,1,100,9.6961
1659046186.751930,146356.000,19265,1,SF,1,100,9.5839
1659046187.020265,146618.000,19315,1,SF,1,100,9.4731
1659046187.349026,146939.000,19364,1,SF,1,100,9.3635
1659046187.681885,147264.000,19414,1,SF,1,100,9.2552
1659046188.014743,147589.000,19464,1,SF,1,100,9.1481
1659046188.414173,147979.000,19531,1,SF,1,100,9.0423
1659046188.749079,148306.000,19581,1,SF,1,100,8.9377
1659046189.082962,148632.000,19631,1,SF,1,100,8.8343
1659046189.348224,148891.000,19679,1,SF,1,100,8.7321
1659046189.747654,149281.000,19738,1,SF,1,100,8.6311
1659046190.012917,149540.000,19786,1,SF,1,100,8.5312
1659046190.347823,149867.000,19837,1,SF,1,100,8.4325
1659046190.676585,150188.000,19888,1,SF,1,100,8.3350
1659046191.076015,150578.000,19953,1,SF,1,100,8.2386
1659046191.409897,150904.000,19990,1,SF,1,100,8.1433
1659046191.675159,151163.000,20009,1,SF,1,100,8.0491
1659046192.006994,151487.000,20059,1,SF,1,100,7.9560
1659046192.341900,151814.000,20108,1,SF,1,100,7.8639
1659046192.741330,152204.000,20176,1,SF,1,100,7.7729
1659046193.005568,152462.000,20224,1,SF,1,100,7.6830
1659046193.339451,152788.000,20273,1,SF,1,100,7.5942
1659046193.673333,153114.000,20326,1,SF,1,100,7.5063
1659046194.004143,153437.000,20375,1,SF,1,100,7.4195
1659046194.405621,153829.000,20441,1,SF,1,100,7.3336
1659046194.738479,154154.000,20499,1,SF,1,100,9.3311
1659046195.068265,154476.000,20549,1,SF,1,100,9.2231
1659046195.337624,154739.000,20601,1,SF,1,100,11.1987
1659046195.669458,155063.000,20653,1,SF,1,100,11.0691
1659046196.000268,155386.000,20701,1,SF,1,100,10.9411
1659046196.333126,155711.000,20750,1,SF,1,100,10.8145
1659046196.733580,156102.000,20819,1,SF,1,100,10.6894
1659046196.999867,156362.000,20868,1,SF,1,100,10.5658
1659046197.330677,156685.000,20917,1,SF,1,100,10.4435
1659046197.664559,157011.000,20969,1,SF,1,100,12.4050
1659046198.066038,157403.000,21035,1,SF,1,100,12.2615
1659046198.394799,157724.000,21084,1,SF,1,100,12.1196
1659046198.729706,158051.000,21135,1,SF,1,100,11.9794
1659046198.997016,158312.000,21186,1,SF,1,100,11.8408
1659046199.326802,158634.000,21236,1,SF,1,100,13.7861
1659046199.659660,158959.000,21286,1,SF,1,100,13.6266
1659046199.995591,159287.000,21341,1,SF,1,100,13.4690
1659046200.393997,159676.000,21409,1,SF,1,100,13.3132
1659046200.726855,160001.000,21458,1,SF,1,100,13.1592
1659046200.994166,160262.000,21508,1,SF,1,100,13.0070
1659046201.326000,160586.000,21557,1,SF,1,100,12.8565
1659046201.657834,160910.000,21612,1,SF,1,100,14.7900
1659046201.991716,161236.000,21661,1,SF,1,100,14.6189
1659046202.389098,161624.000,21728,1,SF,1,100,14.4498
1659046202.720932,161948.000,21777,1,SF,1,100,14.2827
1659046202.986194,162207.000,21828,1,SF,1,100,14.1174
1659046203.320077,162533.000,21876,1,SF,1,100,13.9541
1659046203.718482,162922.000,21942,1,SF,1,100,13.7927
1659046204.052365,163248.000,21994,1,SF,1,100,15.7154
1659046204.318651,163508.000,22047,1,SF,1,100,17.6159
1659046204.651510,163833.000,22097,1,SF,1,100,17.4121
1659046204.984368,164158.000,22145,1,SF,1,100,17.2107
1659046205.317226,164483.000,22201,1,SF,1,100,17.0116
1659046205.652133,164810.000,22250,1,SF,1,100,16.8148
1659046206.051563,165200.000,22316,1,SF,1,100,16.6203
1659046206.382373,165523.000,22366,1,SF,1,100,16.4280
1659046206.650707,165785.000,22415,1,SF,1,100,16.2379
1659046206.984590,166111.000,22466,1,SF,1,100,16.0501
1659046207.312327,166431.000,22514,1,SF,1,100,15.8644
1659046207.713805,166823.000,22580,1,SF,1,100,15.6809
1659046208.048712,167150.000,22631,1,SF,1,100,15.4995
1659046208.311926,167407.000,22681,1,SF,1,100,15.3202
1659046208.644784,167732.000,22733,1,SF,1,100,17.2252
1659046208.979691,168059.000,22783,1,SF,1,100,17.0260
1659046209.379121,168449.000,22852,1,SF,1,100,18.9113
1659046209.644383,168708.000,22904,1,SF,1,100,18.6925
1659046209.979290,169035.000,22952,1,SF,1,100,18.4763
1659046210.313172,169361.000,23003,1,SF,1,100,18.2625
1659046210.641934,169682.000,23057,1,SF,1,100,18.0513
1659046210.975816,170008.000,23108,1,SF,1,100,17.8425
1659046211.308675,170333.000,23156,1,SF,1,100,17.6361
1659046211.707080,170722.000,23222,1,SF,1,100,17.4320
1659046211.974391,170983.000,23273,1,SF,1,100,19.3126
1659046212.308273,171309.000,23323,1,SF,1,100,19.0892
1659046212.641132,171634.000,23375,1,SF,1,100,18.8684
1659046213.040561,172024.000,23440,1,SF,1,100,18.6501
1659046213.372396,172348.000,23491,1,SF,1,100,18.4344
1659046213.640731,172610.000,23542,1,SF,1,100,18.2211
1659046213.970516,172932.000,23594,1,SF,1,100,20.0926
1659046214.303375,173257.000,23645,1,SF,1,100,19.8602
1659046214.703829,173648.000,23711,1,SF,1,100,19.6304
1659046215.033614,173970.000,23759,1,SF,1,100,19.4033
1659046215.369545,174298.000,23810,1,SF,1,100,21.2611
1659046215.704452,174625.000,23866,1,SF,1,100,21.0152
1659046215.968690,174883.000,23917,1,SF,1,100,20.7721
1659046216.301548,175208.000,23969,1,SF,1,100,22.6140
1659046216.635431,175534.000,24019,1,SF,1,100,22.3524
1659046217.033836,175923.000,24088,1,SF,1,100,24.1761
1659046217.299098,176182.000,24136,1,SF,1,100,23.8964
1659046217.634005,176509.000,24188,1,SF,1,100,23.6200
1659046217.965839,176833.000,24238,1,SF,1,100,25.4290
1659046218.299722,177159.000,24287,1,SF,1,100,25.1349
1659046218.699152,177549.000,24356,1,SF,1,100,24.8441
1659046218.964414,177808.000,24405,1,SF,1,100,24.5567
1659046219.294200,178130.000,24454,1,SF,1,100,24.2726
1659046219.628082,178456.000,24504,1,SF,1,100,23.9918
1659046220.028536,178847.000,24572,1,SF,1,100,23.7143
1659046220.360370,179171.000,24621,1,SF,1,100,23.4400
1659046220.625633,179430.000,24670,1,SF,1,100,23.1688
1659046220.960539,179757.000,24728,1,SF,1,100,22.9008
1659046221.293397,180082.000,24776,1,SF,1,100,22.6359
1659046221.627280,180408.000,24826,1,SF,1,100,22.3740
1659046222.025686,180797.000,24892,1,SF,1,100,22.1152
1659046222.292996,181058.000,24943,1,SF,1,100,21.8594
1659046222.622782,181380.000,24993,1,SF,1,100,21.6065
1659046222.955640,181705.000,25045,1,SF,1,100,23.4388
1659046223.290547,182032.000,25094,1,SF,1,100,23.1677
1659046223.689977,182422.000,25160,1,SF,1,100,22.8997
1659046223.954215,182680.000,25208,1,SF,1,100,22.6348
1659046224.290146,183008.000,25259,1,SF,1,100,22.3729
1659046224.623004,183333.000,25310,1,SF,1,100,22.1141
1659046224.954838,183657.000,25359,1,SF,1,100,21.8583
1659046225.355292,184048.000,25427,1,SF,1,100,21.6054
1659046225.687126,184372.000,25475,1,SF,1,100,21.3555
1659046225.951364,184630.000,25526,1,SF,1,100,21.1085
1659046226.284223,184955.000,25581,1,SF,1,100,20.8643
1659046226.619129,185282.000,25631,1,SF,1,100,20.6229
