LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1659046136.816025,97599,11437,1,SA,1,100,0.017928
1659046137.308656,98080,11523,1,SA,1,100,0.019563
1659046141.504718,102177,12175,1,SA,1,100,0.021035
1659046142.035243,102695,12226,1,SA,1,100,0.005187
1659046146.294804,106854,12915,1,SA,1,100,0.004235
1659046156.875599,117185,14557,1,SA,1,100,0.007362
1659046158.339151,118614,14813,1,SA,1,100,0.038219
1659046162.532141,122708,15514,1,SA,1,100,0.011875
1659046173.906675,133814,17308,1,SA,1,100,0.005380
1659046193.539165,152983,20497,1,SA,1,100,0.018503
1659046194.738479,154154,20566,1,SA,1,100,0.008203
1659046196.665985,156036,20952,1,SA,1,100,0.034016
1659046198.662110,157985,21202,1,SA,1,100,0.011755
1659046199.659660,158959,21610,1,SA,1,100,0.063875
1659046203.585339,162792,21960,1,SA,1,100,0.000336
1659046204.184484,163377,22045,1,SA,1,100,0.000125
1659046206.984590,166111,22714,1,SA,1,100,0.029017
1659046208.712380,167798,22801,1,SA,1,100,0.008450
1659046211.441818,170463,23256,1,SA,1,100,0.038348
1659046213.572110,172543,23592,1,SA,1,100,0.116275
1659046214.966018,173904,23793,1,SA,1,100,0.009472
1659046215.773072,174692,23934,1,SA,1,100,0.023712
1659046216.301548,175208,24051,1,SA,1,100,0.042506
1659046217.499838,176378,24204,1,SA,1,100,0.003551
1659046222.622782,181380,25043,1,SA,1,100,0.000516
1659046228.018158,186648,25896,1,SA,1,100,0.031482
1659046229.014684,187621,26046,1,SA,1,100,0.001108
1659046232.141503,190674,26549,1,SA,1,100,0.072289
1659046239.129478,197497,27662,1,SA,1,100,0.017133
1659046240.394339,198732,27925,1,SA,1,100,0.122571
1659046243.855041,202111,28411,1,SA,1,100,0.003180
1659046244.055780,202307,28463,1,SA,1,100,0.042721
1659046244.917114,203148,28580,1,SA,1,100,0.075144
1659046249.306746,207434,29295,1,SA,1,100,0.021670
1659046255.567554,213547,30374,1,SA,1,100,0.427907
1659046258.695397,216601,30760,1,SA,1,100,0.005646
1659046268.746692,226415,32378,1,SA,1,100,0.000188
1659046279.859036,237265,34247,1,SA,1,100,0.004194
1659046280.722419,238108,34316,1,SA,1,100,0.002903
1659046282.122472,239475,34748,1,SA,1,100,0.184727
1659046284.118597,241424,34822,1,SA,1,100,0.026219
1659046293.102697,250196,36401,1,SA,1,100,0.025064
1659046306.413954,263193,38504,1,SA,1,100,0.028351
1659046307.945102,264688,38571,1,SA,1,100,0.003195
1659046308.879153,265600,38890,1,SA,1,100,0.102321
1659046313.402953,270017,39613,1,SA,1,100,0.136344
1659046316.930226,273461,39974,1,SA,1,100,0.002372
1659046393.067707,347801,52089,1,SA,1,100,0.023094
1659046402.450212,356962,53765,1,SA,1,100,0.206109
1659046490.564445,442996,1944,1,SA,1,100,0.007744
1659046497.485848,449754,3441,1,SA,1,100,0.319052
1659046500.947573,453134,3508,1,SA,1,100,0.044875
1659046502.680485,454826,3776,1,SA,1,100,0.037894
1659046503.478320,455605,3929,1,SA,1,100,0.049127
1659046506.005994,458073,4347,1,SA,1,100,0.038329
1659046527.833301,479385,7946,1,SA,1,100,0.182301
1659046529.366498,480882,8131,1,SA,1,100,0.276383
1659046540.078387,491341,9805,1,SA,1,100,0.101722
1659046613.885861,563406,21599,1,SA,1,100,0.056267
1659046621.475029,570816,22787,1,SA,1,100,0.173985
1659046632.653944,581731,24507,1,SA,1,100,0.021138
