TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
338890.000000,3665073.000000,1659046383.941246,1659049790.548653,889,97599,4.68262e+06,1.5.10
