LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1659046137.430533,98199.000,11505,1,B%,1,100,90
1659046138.430132,99175.000,11657,1,B%,1,100,90
1659046139.429731,100151.000,11822,1,B%,1,100,89
1659046140.430354,101128.000,11971,1,B%,1,100,89
1659046141.425856,102100.000,12123,1,B%,1,100,88
1659046142.425455,103076.000,12299,1,B%,1,100,89
1659046143.423005,104050.000,12448,1,B%,1,100,88
1659046144.419532,105023.000,12595,1,B%,1,100,88
1659046145.418106,105998.000,12763,1,B%,1,100,90
1659046146.417705,106974.000,12934,1,B%,1,100,88
1659046147.415256,107948.000,13083,1,B%,1,100,88
1659046148.414855,108924.000,13237,1,B%,1,100,89
1659046149.410357,109896.000,13386,1,B%,1,100,89
1659046150.410980,110873.000,13535,1,B%,1,100,88
1659046151.410579,111849.000,13682,1,B%,1,100,88
1659046152.410178,112825.000,13846,1,B%,1,100,88
1659046153.405680,113797.000,14004,1,B%,1,100,87
1659046154.404255,114772.000,14171,1,B%,1,100,87
1659046155.401805,115746.000,14293,1,B%,1,100,88
1659046156.397307,116718.000,14458,1,B%,1,100,88
1659046157.395882,117693.000,14608,1,B%,1,100,88
1659046158.397529,118671.000,14780,1,B%,1,100,88
1659046159.394056,119644.000,14931,1,B%,1,100,88
1659046160.392630,120619.000,15095,1,B%,1,100,89
1659046161.388133,121591.000,15245,1,B%,1,100,88
1659046162.388756,122568.000,15411,1,B%,1,100,88
1659046163.386306,123542.000,15570,1,B%,1,100,88
1659046164.382833,124515.000,15738,1,B%,1,100,88
1659046165.381407,125490.000,15885,1,B%,1,100,88
1659046166.379982,126465.000,16052,1,B%,1,100,88
1659046167.376508,127438.000,16216,1,B%,1,100,89
1659046168.376107,128414.000,16367,1,B%,1,100,89
1659046169.372633,129387.000,16537,1,B%,1,100,89
1659046170.372232,130363.000,16687,1,B%,1,100,89
1659046171.370807,131338.000,16854,1,B%,1,100,89
1659046172.369382,132313.000,17003,1,B%,1,100,89
1659046173.365908,133286.000,17170,1,B%,1,100,89
1659046174.364483,134261.000,17326,1,B%,1,100,88
1659046175.363058,135236.000,17476,1,B%,1,100,84
1659046176.358560,136208.000,17641,1,B%,1,100,84
1659046177.357134,137183.000,17791,1,B%,1,100,84
1659046178.358782,138161.000,17939,1,B%,1,100,84
1659046179.355308,139134.000,18110,1,B%,1,100,84
1659046180.354907,140110.000,18260,1,B%,1,100,84
1659046181.352458,141084.000,18427,1,B%,1,100,84
1659046182.352056,142060.000,18594,1,B%,1,100,84
1659046183.349607,143034.000,18745,1,B%,1,100,84
1659046184.346133,144007.000,18915,1,B%,1,100,84
1659046185.344708,144982.000,19064,1,B%,1,100,84
1659046186.343283,145957.000,19231,1,B%,1,100,84
1659046187.339809,146930.000,19381,1,B%,1,100,83
1659046188.339408,147906.000,19548,1,B%,1,100,83
1659046189.337983,148881.000,19696,1,B%,1,100,83
1659046190.337581,149857.000,19852,1,B%,1,100,84
