LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1659046136.816025,97599,11438,1,SR,1,100,0.066667
1659046137.308656,98080,11524,1,SR,1,100,0.333333
1659046141.504718,102177,12176,1,SR,1,100,0.266667
1659046142.035243,102695,12227,1,SR,1,100,0.066667
1659046146.294804,106854,12916,1,SR,1,100,0.066667
1659046156.875599,117185,14558,1,SR,1,100,0.266667
1659046158.339151,118614,14814,1,SR,1,100,0.333333
1659046162.532141,122708,15515,1,SR,1,100,0.533333
1659046173.906675,133814,17309,1,SR,1,100,0.333333
1659046193.539165,152983,20498,1,SR,1,100,1.066667
1659046194.738479,154154,20567,1,SR,1,100,0.333333
1659046196.665985,156036,20953,1,SR,1,100,0.800000
1659046198.662110,157985,21203,1,SR,1,100,0.333333
1659046199.659660,158959,21611,1,SR,1,100,1.933333
1659046203.585339,162792,21961,1,SR,1,100,0.200000
1659046204.184484,163377,22046,1,SR,1,100,0.066667
1659046206.984590,166111,22715,1,SR,1,100,1.466667
1659046208.712380,167798,22802,1,SR,1,100,0.266667
1659046211.441818,170463,23257,1,SR,1,100,0.333333
1659046213.572110,172543,23593,1,SR,1,100,0.333333
1659046214.966018,173904,23794,1,SR,1,100,0.133333
1659046215.773072,174692,23935,1,SR,1,100,0.266667
1659046216.301548,175208,24052,1,SR,1,100,0.400000
1659046217.499838,176378,24205,1,SR,1,100,0.133333
1659046222.622782,181380,25044,1,SR,1,100,0.200000
1659046228.018158,186648,25897,1,SR,1,100,0.133333
1659046229.014684,187621,26047,1,SR,1,100,0.066667
1659046232.141503,190674,26550,1,SR,1,100,0.133333
1659046239.129478,197497,27663,1,SR,1,100,0.133333
1659046240.394339,198732,27926,1,SR,1,100,0.466667
1659046243.855041,202111,28412,1,SR,1,100,0.066667
1659046244.055780,202307,28464,1,SR,1,100,0.200000
1659046244.917114,203148,28581,1,SR,1,100,0.066667
1659046249.306746,207434,29296,1,SR,1,100,0.200000
1659046255.567554,213547,30375,1,SR,1,100,0.733333
1659046258.695397,216601,30761,1,SR,1,100,0.066667
1659046268.746692,226415,32379,1,SR,1,100,0.066667
1659046279.859036,237265,34248,1,SR,1,100,0.733333
1659046280.722419,238108,34317,1,SR,1,100,0.333333
1659046282.122472,239475,34749,1,SR,1,100,1.733333
1659046284.118597,241424,34823,1,SR,1,100,0.200000
1659046293.102697,250196,36402,1,SR,1,100,1.133333
1659046306.413954,263193,38505,1,SR,1,100,1.266667
1659046307.945102,264688,38572,1,SR,1,100,0.133333
1659046308.879153,265600,38891,1,SR,1,100,1.133333
1659046313.402953,270017,39614,1,SR,1,100,1.266667
1659046316.930226,273461,39975,1,SR,1,100,0.066667
1659046393.067707,347801,52090,1,SR,1,100,0.866667
1659046402.450212,356962,53766,1,SR,1,100,2.000000
1659046490.564445,442996,1945,1,SR,1,100,0.933333
1659046497.485848,449754,3442,1,SR,1,100,3.333333
1659046500.947573,453134,3509,1,SR,1,100,0.266667
1659046502.680485,454826,3777,1,SR,1,100,0.266667
1659046503.478320,455605,3930,1,SR,1,100,0.400000
1659046506.005994,458073,4348,1,SR,1,100,0.466667
1659046527.833301,479385,7947,1,SR,1,100,1.266667
1659046529.366498,480882,8132,1,SR,1,100,0.866667
1659046540.078387,491341,9806,1,SR,1,100,0.666667
1659046613.885861,563406,21600,1,SR,1,100,0.933333
1659046621.475029,570816,22788,1,SR,1,100,1.266667
1659046632.653944,581731,24508,1,SR,1,100,0.800000
1659046708.123661,655419,36396,1,SR,1,100,0.800000
1659046957.700766,899104,9989,1,SR,1,100,0.066667
1659046957.900481,899299,10108,1,SR,1,100,0.533333
1659046958.832484,900209,10210,1,SR,1,100,0.200000
1659046960.694442,902027,10492,1,SR,1,100,0.133333
1659047196.358073,1132127,47418,1,SR,1,100,0.066667
1659047198.156532,1133883,47692,1,SR,1,100,0.066667
1659047200.152657,1135832,48026,1,SR,1,100,0.066667
1659047332.326054,1264885,3257,1,SR,1,100,0.133333
1659047351.360424,1283470,6254,1,SR,1,100,0.066667
1659047367.934716,1299653,8912,1,SR,1,100,0.066667
1659047375.518763,1307058,10114,1,SR,1,100,0.066667
1659047381.643354,1313038,11094,1,SR,1,100,0.066667
1659047402.409612,1333314,14369,1,SR,1,100,0.066667
1659047416.119274,1346700,16574,1,SR,1,100,0.066667
1659047422.375985,1352809,17549,1,SR,1,100,0.066667
1659047428.498528,1358787,18527,1,SR,1,100,0.066667
1659047457.846383,1387442,23212,1,SR,1,100,0.133333
1659047458.246837,1387833,23264,1,SR,1,100,0.066667
1659047485.466447,1414410,27515,1,SR,1,100,0.066667
1659047502.170810,1430720,30203,1,SR,1,100,0.066667
1659047509.287831,1437669,31357,1,SR,1,100,0.133333
1659047527.791676,1455736,34295,1,SR,1,100,0.133333
1659047548.018191,1475485,37466,1,SR,1,100,0.066667
1659047566.720727,1493746,40396,1,SR,1,100,0.133333
1659047566.984966,1494004,40432,1,SR,1,100,0.066667
1659047572.310697,1499204,41241,1,SR,1,100,0.066667
1659047582.826969,1509472,42846,1,SR,1,100,0.066667
1659047585.423264,1512007,43246,1,SR,1,100,0.066667
1659047602.726771,1528902,46006,1,SR,1,100,0.133333
1659047602.995106,1529164,46023,1,SR,1,100,0.066667
1659047604.588729,1530720,46308,1,SR,1,100,0.133333
1659047611.312465,1537285,47380,1,SR,1,100,0.200000
1659047622.096048,1547814,49061,1,SR,1,100,0.066667
1659047626.422181,1552038,49754,1,SR,1,100,0.066667
1659047632.674795,1558143,50711,1,SR,1,100,0.066667
1659047643.384636,1568600,52406,1,SR,1,100,0.133333
1659047658.896854,1583746,54888,1,SR,1,100,0.133333
1659047674.407024,1598890,57354,1,SR,1,100,0.200000
1659047675.272455,1599735,57481,1,SR,1,100,0.133333
1659047681.256734,1605578,58442,1,SR,1,100,0.133333
1659047688.780355,1612924,59638,1,SR,1,100,0.066667
1659047698.231480,1622152,61140,1,SR,1,100,0.066667
1659047713.206004,1636773,63520,1,SR,1,100,0.066667
1659047713.402647,1636965,63556,1,SR,1,100,0.066667
1659047737.164628,1660166,1824,1,SR,1,100,0.066667
1659047737.366391,1660363,1860,1,SR,1,100,0.066667
1659047739.828518,1662767,2249,1,SR,1,100,0.066667
1659047746.681301,1669458,3359,1,SR,1,100,0.066667
1659047747.415637,1670175,3478,1,SR,1,100,0.066667
1659047772.567430,1694733,7542,1,SR,1,100,0.066667
1659047781.220720,1703182,8941,1,SR,1,100,0.133333
1659047811.768913,1733009,13870,1,SR,1,100,0.133333
1659047822.881257,1743859,15690,1,SR,1,100,0.266667
1659047835.059772,1755750,17630,1,SR,1,100,0.133333
1659047851.163965,1771474,20244,1,SR,1,100,0.200000
1659047851.899326,1772192,20348,1,SR,1,100,0.133333
1659047875.588590,1795322,24161,1,SR,1,100,0.066667
1659047876.059713,1795782,24247,1,SR,1,100,0.133333
1659047884.841025,1804356,25654,1,SR,1,100,0.066667
1659047887.171033,1806631,26022,1,SR,1,100,0.066667
1659047889.963969,1809358,26471,1,SR,1,100,0.066667
1659047897.952567,1817158,27782,1,SR,1,100,0.200000
1659047913.792522,1832624,30282,1,SR,1,100,0.066667
1659047916.583411,1835349,30744,1,SR,1,100,0.066667
1659047938.550006,1856797,34252,1,SR,1,100,0.066667
1659047940.146701,1858356,34503,1,SR,1,100,0.066667
1659047945.736671,1863814,35400,1,SR,1,100,0.133333
1659047961.844962,1879542,37872,1,SR,1,100,0.066667
1659047990.592647,1907611,42455,1,SR,1,100,0.133333
1659047996.849358,1913720,43405,1,SR,1,100,0.066667
1659048014.150817,1930613,46172,1,SR,1,100,0.066667
1659048024.934400,1941142,47891,1,SR,1,100,0.133333
1659048029.058769,1945169,48552,1,SR,1,100,0.066667
1659048031.586443,1947637,48958,1,SR,1,100,0.066667
1659048035.714910,1951668,49618,1,SR,1,100,0.133333
1659048048.027592,1963690,51547,1,SR,1,100,0.066667
1659048086.427142,2001183,57671,1,SR,1,100,0.066667
1659048087.360170,2002094,57823,1,SR,1,100,0.066667
1659048094.745526,2009305,59020,1,SR,1,100,0.066667
1659048095.075311,2009627,59063,1,SR,1,100,0.066667
1659048134.211247,2047839,65306,1,SR,1,100,0.200000
1659048156.637698,2069736,3395,1,SR,1,100,0.133333
1659048175.340235,2087997,6388,1,SR,1,100,0.066667
1659048226.386349,2137838,14567,1,SR,1,100,0.066667
1659048283.888890,2193983,23814,1,SR,1,100,0.066667
1659048284.088605,2194178,23851,1,SR,1,100,0.133333
1659048303.187498,2212826,26902,1,SR,1,100,0.066667
1659048340.057949,2248826,32815,1,SR,1,100,0.066667
1659048357.693291,2266045,35620,1,SR,1,100,0.066667
1659048369.536899,2277609,37527,1,SR,1,100,0.133333
1659048376.989851,2284886,38691,1,SR,1,100,0.133333
1659048386.173666,2293853,40102,1,SR,1,100,0.133333
1659048391.900876,2299445,41015,1,SR,1,100,0.066667
1659048420.447822,2327318,45517,1,SR,1,100,0.133333
1659048430.164210,2336805,47064,1,SR,1,100,0.066667
1659048505.172021,2410042,59034,1,SR,1,100,0.066667
1659048567.530195,2470928,3498,1,SR,1,100,0.066667
1659048572.720736,2475996,4326,1,SR,1,100,0.066667
1659048579.310304,2482430,5408,1,SR,1,100,0.133333
1659048638.542684,2540264,14941,1,SR,1,100,0.133333
1659048656.177001,2557482,17770,1,SR,1,100,0.133333
1659048672.620198,2573537,20418,1,SR,1,100,0.066667
1659048680.137673,2580877,21634,1,SR,1,100,0.066667
1659048723.996099,2623700,28717,1,SR,1,100,0.133333
1659048809.721945,2707402,42347,1,SR,1,100,0.066667
1659048834.548048,2731642,46279,1,SR,1,100,0.133333
1659048874.284153,2770440,52552,1,SR,1,100,0.066667
1659048874.482843,2770634,52589,1,SR,1,100,0.133333
1659048887.261527,2783111,54597,1,SR,1,100,0.066667
1659048901.771074,2797278,56881,1,SR,1,100,0.066667
1659048923.599405,2818591,60373,1,SR,1,100,0.133333
1659048963.333461,2857387,1193,1,SR,1,100,0.066667
1659048987.494872,2880978,5082,1,SR,1,100,0.066667
1659049071.089401,2962599,18478,1,SR,1,100,0.066667
1659049076.345489,2967731,19328,1,SR,1,100,0.133333
1659049085.530328,2976699,20795,1,SR,1,100,0.133333
1659049096.177695,2987095,22518,1,SR,1,100,0.133333
1659049119.335410,3009706,26172,1,SR,1,100,0.066667
1659049131.580497,3021662,28146,1,SR,1,100,0.133333
1659049278.997777,3165599,51275,1,SR,1,100,0.066667
