LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1659046138.029678,98784,11574,1,HR,1,100,39
1659046140.484635,101181,11973,1,HR,1,100,37
1659046141.657320,102326,12157,1,HR,1,100,39
1659046144.635633,105234,12632,1,HR,1,100,37
1659046145.766327,106338,12798,1,HR,1,100,39
1659046146.397222,106954,12898,1,HR,1,100,45
1659046147.572979,108102,13106,1,HR,1,100,46
1659046152.440903,112855,13849,1,HR,1,100,42
1659046154.049889,114426,14088,1,HR,1,100,42
1659046154.742234,115102,14204,1,HR,1,100,47
1659046155.349572,115695,14275,1,HR,1,100,53
1659046157.643733,117935,14627,1,HR,1,100,50
1659046160.497097,120721,15097,1,HR,1,100,47
1659046161.700507,121896,15280,1,HR,1,100,47
1659046162.833249,123002,15464,1,HR,1,100,48
1659046164.197456,124334,15687,1,HR,1,100,47
1659046165.696854,125798,15936,1,HR,1,100,47
1659046168.189707,128232,16318,1,HR,1,100,44
1659046170.086486,130084,16638,1,HR,1,100,43
1659046170.684607,130668,16723,1,HR,1,100,49
1659046173.179507,133104,17121,1,HR,1,100,46
1659046174.063374,133967,17276,1,HR,1,100,49
1659046176.641233,136484,17658,1,HR,1,100,46
1659046179.460799,139237,18112,1,HR,1,100,43
1659046181.359627,141091,18409,1,HR,1,100,42
1659046182.032512,141748,18529,1,HR,1,100,47
1659046183.205198,142893,18710,1,HR,1,100,48
1659046184.586815,144242,18932,1,HR,1,100,47
1659046186.230623,145847,19198,1,HR,1,100,46
1659046188.202168,147772,19498,1,HR,1,100,44
1659046189.568423,149106,19720,1,HR,1,100,44
1659046190.540369,150055,19871,1,HR,1,100,46
1659046191.421163,150915,19989,1,HR,1,100,49
1659046193.475667,152921,20292,1,HR,1,100,47
1659046194.716972,154133,20496,1,HR,1,100,47
1659046195.373471,154774,20600,1,HR,1,100,52
1659046196.619897,155991,20802,1,HR,1,100,52
1659046198.515652,157842,21103,1,HR,1,100,50
1659046200.315135,159599,21408,1,HR,1,100,48
1659046201.494989,160751,21593,1,HR,1,100,48
1659046202.211915,161451,21710,1,HR,1,100,52
1659046204.189605,163382,22028,1,HR,1,100,50
1659046207.969850,167073,22630,1,HR,1,100,46
1659046208.983788,168063,22782,1,HR,1,100,47
1659046209.623900,168688,22903,1,HR,1,100,53
1659046212.487505,171484,23357,1,HR,1,100,49
1659046213.335525,172312,23490,1,HR,1,100,52
1659046213.974613,172936,23591,1,HR,1,100,57
1659046215.907239,174823,23899,1,HR,1,100,54
1659046216.995942,175886,24087,1,HR,1,100,54
1659046218.685837,177536,24355,1,HR,1,100,52
1659046219.850329,178673,24555,1,HR,1,100,52
1659046220.863242,179662,24705,1,HR,1,100,53
1659046222.189554,180957,24926,1,HR,1,100,52
1659046224.410999,183126,25277,1,HR,1,100,49
1659046225.971848,184650,25525,1,HR,1,100,48
1659046227.312499,185959,25745,1,HR,1,100,47
1659046261.743355,219577,31241,1,HR,1,100,42
1659046265.213274,222965,31790,1,HR,1,100,39
1659046266.222090,223950,31958,1,HR,1,100,42
1659046268.884956,226550,32377,1,HR,1,100,39
1659046270.721309,228343,32678,1,HR,1,100,39
