LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1659046137.145811,97921.000,11434,2,RD,1,100,TL
1659046137.145811,97921.000,11434,2,RD,1,100,TU
1659046139.762077,100475.500,12263,2,RD,1,100,TL
1659046142.378343,103030.000,12263,2,RD,1,100,TU
1659046144.999217,105589.000,13101,2,RD,1,100,TL
1659046147.620092,108148.000,13101,2,RD,1,100,TU
1659046150.258889,110724.500,13902,2,RD,1,100,TL
1659046152.897687,113301.000,13902,2,RD,1,100,TU
1659046155.513953,115855.500,14711,2,RD,1,100,TL
1659046158.130219,118410.000,14711,2,RD,1,100,TU
1659046160.745460,120963.500,15551,2,RD,1,100,TL
1659046163.360702,123517.000,15551,2,RD,1,100,TU
1659046165.976967,126071.500,16387,2,RD,1,100,TL
1659046168.593233,128626.000,16387,2,RD,1,100,TU
1659046171.208987,131180.000,17222,2,RD,1,100,TL
1659046173.824740,133734.000,17222,2,RD,1,100,TU
1659046176.440494,136288.000,18041,2,RD,1,100,TL
1659046179.056248,138842.000,18041,2,RD,1,100,TU
1659046181.672001,141396.000,18878,2,RD,1,100,TL
1659046184.287755,143950.000,18878,2,RD,1,100,TU
1659046186.902997,146503.500,19700,2,RD,1,100,TL
1659046189.518238,149057.000,19700,2,RD,1,100,TU
1659046192.134504,151611.500,20492,2,RD,1,100,TL
1659046194.750770,154166.000,20492,2,RD,1,100,TU
1659046197.367547,156721.000,21338,2,RD,1,100,TL
1659046199.984325,159276.000,21338,2,RD,1,100,TU
1659046202.598543,161828.500,22181,2,RD,1,100,TL
1659046205.212760,164381.000,22181,2,RD,1,100,TU
1659046207.829026,166935.500,23021,2,RD,1,100,TL
1659046210.445292,169490.000,23021,2,RD,1,100,TU
1659046213.061045,172044.000,23863,2,RD,1,100,TL
1659046215.676799,174598.000,23863,2,RD,1,100,TU
1659046218.316108,177175.000,24724,2,RD,1,100,TL
1659046220.955418,179752.000,24724,2,RD,1,100,TU
1659046223.571172,182306.000,25562,2,RD,1,100,TL
1659046226.186926,184860.000,25562,2,RD,1,100,TU
1659046228.802679,187414.000,26398,2,RD,1,100,TL
1659046231.418433,189968.000,26398,2,RD,1,100,TU
1659046234.034187,192522.000,27228,2,RD,1,100,TL
1659046236.649940,195076.000,27228,2,RD,1,100,TU
1659046239.291810,197655.500,28077,2,RD,1,100,TL
1659046241.933681,200235.000,28077,2,RD,1,100,TU
