LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1659629632.446473,359529.000,56372,1,EA,1,100,0.063860
1659629632.508992,359590.000,56386,1,EA,1,100,0.063888
1659629632.575612,359655.000,56403,2,EA,1,100,0.063891
1659629632.642231,359720.000,56403,2,EA,1,100,0.063885
1659629632.708850,359785.000,56420,2,EA,1,100,0.063888
1659629632.775470,359850.000,56420,2,EA,1,100,0.063956
1659629632.843114,359916.000,56437,1,EA,1,100,0.064001
1659629632.909733,359981.000,56451,2,EA,1,100,0.063991
1659629632.976352,360046.000,56451,2,EA,1,100,0.063999
1659629633.043997,360112.000,56469,1,EA,1,100,0.064046
1659629633.111128,360177.500,56485,2,EA,1,100,0.064123
1659629633.178260,360243.000,56485,2,EA,1,100,0.064158
1659629633.245904,360309.000,56502,1,EA,1,100,0.064250
1659629633.312011,360373.500,56521,2,EA,1,100,0.064281
1659629633.378118,360438.000,56521,2,EA,1,100,0.064242
1659629633.443712,360502.000,56537,1,EA,1,100,0.064351
1659629633.509306,360566.000,56562,4,EA,1,100,0.064308
1659629633.574901,360630.000,56562,4,EA,1,100,0.064304
1659629633.640495,360694.000,56562,4,EA,1,100,0.064430
1659629633.706089,360758.000,56562,4,EA,1,100,0.064308
1659629633.774246,360824.500,56578,2,EA,1,100,0.064213
1659629633.842403,360891.000,56578,2,EA,1,100,0.064217
1659629633.907997,360955.000,56595,1,EA,1,100,0.064354
1659629633.975129,361020.500,56614,2,EA,1,100,0.064420
1659629634.042261,361086.000,56614,2,EA,1,100,0.064355
1659629634.109905,361152.000,56629,1,EA,1,100,0.064299
1659629634.176012,361216.500,56645,2,EA,1,100,0.064278
1659629634.242119,361281.000,56645,2,EA,1,100,0.064226
1659629634.309250,361346.500,56665,2,EA,1,100,0.064290
1659629634.376382,361412.000,56665,2,EA,1,100,0.064272
1659629634.445051,361479.000,56682,1,EA,1,100,0.064218
1659629634.510645,361543.000,56697,2,EA,1,100,0.064133
1659629634.576240,361607.000,56697,2,EA,1,100,0.064097
1659629634.640809,361670.000,56713,1,EA,1,100,0.064061
1659629634.707428,361735.000,56731,2,EA,1,100,0.064041
1659629634.774048,361800.000,56731,2,EA,1,100,0.064050
1659629634.840667,361865.000,56747,1,EA,1,100,0.064088
1659629634.906774,361929.500,56764,2,EA,1,100,0.064059
1659629634.972881,361994.000,56764,2,EA,1,100,0.064046
1659629635.040012,362059.500,56779,2,EA,1,100,0.064020
1659629635.107144,362125.000,56779,2,EA,1,100,0.064055
1659629635.173764,362190.000,56796,1,EA,1,100,0.064070
1659629635.240895,362255.500,56812,2,EA,1,100,0.064060
1659629635.308027,362321.000,56812,2,EA,1,100,0.064042
1659629635.374646,362386.000,56830,1,EA,1,100,0.064002
1659629635.441265,362451.000,56846,2,EA,1,100,0.064098
1659629635.507885,362516.000,56846,2,EA,1,100,0.064064
1659629635.572454,362579.000,56862,1,EA,1,100,0.064028
1659629635.638561,362643.500,56879,2,EA,1,100,0.064114
1659629635.704668,362708.000,56879,2,EA,1,100,0.064098
1659629635.772312,362774.000,56896,1,EA,1,100,0.064102
1659629635.838931,362839.000,56912,2,EA,1,100,0.064044
1659629635.905550,362904.000,56912,2,EA,1,100,0.063980
1659629635.971657,362968.500,56928,2,EA,1,100,0.063995
1659629636.037764,363033.000,56928,2,EA,1,100,0.063992
1659629636.104383,363098.000,56944,1,EA,1,100,0.064007
1659629636.171515,363163.500,56961,2,EA,1,100,0.064117
1659629636.238647,363229.000,56961,2,EA,1,100,0.064101
1659629636.305266,363294.000,56977,1,EA,1,100,0.064063
1659629636.371373,363358.500,56994,2,EA,1,100,0.064046
1659629636.437480,363423.000,56994,2,EA,1,100,0.064029
1659629636.505124,363489.000,57010,1,EA,1,100,0.063998
1659629636.571231,363553.500,57027,2,EA,1,100,0.063929
1659629636.637338,363618.000,57027,2,EA,1,100,0.063909
1659629636.704982,363684.000,57044,1,EA,1,100,0.063963
1659629636.771601,363749.000,57061,2,EA,1,100,0.064015
1659629636.838220,363814.000,57061,2,EA,1,100,0.064072
1659629636.904327,363878.500,57077,2,EA,1,100,0.064073
1659629636.970434,363943.000,57077,2,EA,1,100,0.064078
1659629637.033978,364005.000,57095,1,EA,1,100,0.064083
1659629637.102135,364071.500,57111,2,EA,1,100,0.064072
1659629637.170292,364138.000,57111,2,EA,1,100,0.063972
1659629637.236911,364203.000,57128,1,EA,1,100,0.063926
1659629637.303530,364268.000,57144,2,EA,1,100,0.063957
1659629637.370150,364333.000,57144,2,EA,1,100,0.063977
1659629637.436769,364398.000,57162,2,EA,1,100,0.063977
1659629637.503388,364463.000,57162,2,EA,1,100,0.064053
1659629637.569495,364527.500,57176,2,EA,1,100,0.064125
1659629637.635602,364592.000,57176,2,EA,1,100,0.064178
1659629637.702221,364657.000,57194,1,EA,1,100,0.064258
1659629637.768840,364722.000,57210,2,EA,1,100,0.064382
1659629637.835460,364787.000,57210,2,EA,1,100,0.064384
1659629637.903104,364853.000,57227,1,EA,1,100,0.064360
1659629637.969723,364918.000,57244,2,EA,1,100,0.064453
1659629638.036342,364983.000,57244,2,EA,1,100,0.064502
1659629638.101937,365047.000,57259,1,EA,1,100,0.064545
1659629638.167019,365110.500,57279,2,EA,1,100,0.064438
1659629638.232100,365174.000,57279,2,EA,1,100,0.064459
1659629638.299745,365240.000,57297,2,EA,1,100,0.064507
1659629638.367389,365306.000,57297,2,EA,1,100,0.064570
1659629638.434008,365371.000,57314,1,EA,1,100,0.064628
1659629638.500115,365435.500,57332,2,EA,1,100,0.064579
1659629638.566222,365500.000,57332,2,EA,1,100,0.064631
1659629638.633866,365566.000,57347,1,EA,1,100,0.064748
1659629638.700998,365631.500,57365,2,EA,1,100,0.064758
1659629638.768130,365697.000,57365,2,EA,1,100,0.064883
1659629638.835090,365762.333,57387,3,EA,1,100,0.065017
1659629638.902051,365827.667,57387,3,EA,1,100,0.065114
1659629638.969012,365893.000,57387,3,EA,1,100,0.065222
1659629639.034607,365957.000,57404,1,EA,1,100,0.065259
1659629639.100201,366021.000,57421,2,EA,1,100,0.065344
1659629639.165795,366085.000,57421,2,EA,1,100,0.065474
1659629639.234464,366152.000,57437,1,EA,1,100,0.065613
1659629639.300571,366216.500,57455,2,EA,1,100,0.065653
1659629639.366678,366281.000,57455,2,EA,1,100,0.065715
1659629639.433297,366346.000,57470,1,EA,1,100,0.065880
1659629639.499404,366410.500,57491,2,EA,1,100,0.065874
1659629639.565511,366475.000,57491,2,EA,1,100,0.065913
1659629639.632643,366540.500,57508,2,EA,1,100,0.065866
1659629639.699775,366606.000,57508,2,EA,1,100,0.065816
1659629639.765369,366670.000,57525,1,EA,1,100,0.065803
1659629639.833013,366736.000,57540,2,EA,1,100,0.065879
1659629639.900657,366802.000,57540,2,EA,1,100,0.065886
1659629639.966252,366866.000,57556,1,EA,1,100,0.065833
1659629640.032871,366931.000,57573,2,EA,1,100,0.065733
1659629640.099490,366996.000,57573,2,EA,1,100,0.065721
1659629640.167134,367062.000,57590,1,EA,1,100,0.065503
1659629640.233753,367127.000,57606,2,EA,1,100,0.065382
1659629640.300373,367192.000,57606,2,EA,1,100,0.065316
1659629640.365967,367256.000,57622,2,EA,1,100,0.065306
1659629640.431561,367320.000,57622,2,EA,1,100,0.065324
