RD,TS_received,TS_sent,AK,RoundTrip,
580731,580758,2022-08-04_12-17-39-157070,580761,27,
585875,585905,2022-08-04_12-17-44-433701,585908,30,
591016,591041,2022-08-04_12-17-49-695976,591044,25,
596132,596197,2022-08-04_12-17-54-976211,596201,65,
601271,601295,2022-08-04_12-18-00-206513,601298,24,
606373,606398,2022-08-04_12-18-05-437733,606401,25,
611523,611602,2022-08-04_12-18-10-770711,611605,79,
616652,616681,2022-08-04_12-18-15-974941,616684,29,
621755,621877,2022-08-04_12-18-21-298315,626856,122,
626869,626894,2022-08-04_12-18-26-444842,626897,25,
631978,632082,2022-08-04_12-18-31-761183,632086,104,
637079,637102,2022-08-04_12-18-36-905782,637106,23,
642252,642278,2022-08-04_12-18-42-212796,642281,26,
647398,647457,2022-08-04_12-18-47-515635,647463,59,
652507,652572,2022-08-04_12-18-52-758724,652575,65,
657621,657645,2022-08-04_12-18-57-961702,657649,24,
662728,662752,2022-08-04_12-19-03-198424,662756,24,
667898,667940,2022-08-04_12-19-08-509191,667946,42,
672995,673022,2022-08-04_12-19-13-717639,673026,27,
678115,678140,2022-08-04_12-19-18-967747,678144,25,
683259,683282,2022-08-04_12-19-24-240608,683286,23,
688366,688415,2022-08-04_12-19-29-497216,688418,49,
693476,693502,2022-08-04_12-19-34-710416,693506,26,
698582,698608,2022-08-04_12-19-39-943546,698612,26,
703756,703782,2022-08-04_12-19-45-245479,703785,26,
708864,708889,2022-08-04_12-19-50-477073,708892,25,
713972,713998,2022-08-04_12-19-55-713845,714001,26,
719134,719193,2022-08-04_12-20-01-040717,719196,59,
724268,724291,2022-08-04_12-20-06-270946,724294,23,
729399,729423,2022-08-04_12-20-11-528713,729426,24,
734542,734576,2022-08-04_12-20-16-809360,734579,34,
739641,739670,2022-08-04_12-20-22-028249,739673,29,
744748,744774,2022-08-04_12-20-27-257680,744779,26,
749913,749950,2022-08-04_12-20-32-549393,749953,37,
755066,755091,2022-08-04_12-20-37-833074,755094,25,
760206,760254,2022-08-04_12-20-43-127626,760258,48,
765338,770479,2022-08-04_12-20-48-551004,770484,5141,
770485,770549,2022-08-04_12-20-53-675249,770552,64,
775627,775662,2022-08-04_12-20-58-907945,775668,35,
780783,780835,2022-08-04_12-21-04-222247,780838,52,
785890,785932,2022-08-04_12-21-09-442340,785936,42,
790999,791025,2022-08-04_12-21-14-667421,791028,26,
796148,796172,2022-08-04_12-21-19-943910,796176,24,
801292,801315,2022-08-04_12-21-25-214034,801319,23,
806396,806419,2022-08-04_12-21-30-444122,806423,23,
811572,811611,2022-08-04_12-21-35-762226,811615,39,
816700,816727,2022-08-04_12-21-41-001704,816730,27,
821866,821903,2022-08-04_12-21-46-309758,821907,37,
826973,826998,2022-08-04_12-21-51-529697,827001,25,
832074,832099,2022-08-04_12-21-56-757727,832103,25,
837179,837277,2022-08-04_12-22-02-069287,837280,98,
842315,842340,2022-08-04_12-22-07-257949,842344,25,
847431,847476,2022-08-04_12-22-12-519066,847481,45,
852589,852661,2022-08-04_12-22-17-837869,852671,72,
857696,862854,2022-08-04_12-22-23-061209,862871,5158,
862894,862951,2022-08-04_12-22-28-386540,862954,57,
868003,868060,2022-08-04_12-22-33-619365,868066,57,
873122,873146,2022-08-04_12-22-38-838288,873150,24,
878224,878248,2022-08-04_12-22-44-069489,878252,24,
883331,883356,2022-08-04_12-22-49-306299,883359,25,
888462,888527,2022-08-04_12-22-54-601567,888530,65,
893562,893586,2022-08-04_12-22-59-791814,893589,24,
898680,898704,2022-08-04_12-23-05-039608,898708,24,
903796,903819,2022-08-04_12-23-10-281453,903823,23,
908899,908925,2022-08-04_12-23-15-512009,908928,26,
914008,914032,2022-08-04_12-23-20-751715,914036,24,
919116,919141,2022-08-04_12-23-25-986408,919144,25,
924224,924292,2022-08-04_12-23-31-266776,924295,68,
929399,929475,2022-08-04_12-23-36-579765,929478,76,
934523,934583,2022-08-04_12-23-41-814372,934586,60,
939662,939685,2022-08-04_12-23-47-041745,939690,23,
944817,944884,2022-08-04_12-23-52-365841,944888,67,
949920,949943,2022-08-04_12-23-57-550828,949946,23,
955053,955077,2022-08-04_12-24-02-815132,955080,24,
960164,960188,2022-08-04_12-24-08-050308,960191,24,
965271,965296,2022-08-04_12-24-13-281321,965299,25,
970386,970460,2022-08-04_12-24-18-578466,970463,74,
975501,975551,2022-08-04_12-24-23-793645,975555,50,
980616,980640,2022-08-04_12-24-29-011667,980643,24,
985734,985759,2022-08-04_12-24-34-258894,985762,25,
990850,990877,2022-08-04_12-24-39-502873,990880,27,
995960,996038,2022-08-04_12-24-44-789613,996043,78,
1001113,1001139,2022-08-04_12-24-50-018159,1001143,26,
1006215,1006239,2022-08-04_12-24-55-251516,1006242,24,
1011330,1011414,2022-08-04_12-25-00-555517,1011417,84,
1016431,1016456,2022-08-04_12-25-05-722137,1016460,25,
1021592,1021616,2022-08-04_12-25-11-015025,1021619,24,
1026700,1026723,2022-08-04_12-25-16-252459,1026727,23,
1031807,1031902,2022-08-04_12-25-21-551708,1031908,95,
1036941,1036993,2022-08-04_12-25-26-776316,1036996,52,
1042050,1042089,2022-08-04_12-25-31-999189,1042092,39,
1047157,1047182,2022-08-04_12-25-37-221351,1047187,25,
1052260,1052384,2022-08-04_12-25-42-545144,1057377,124,
1057392,1057416,2022-08-04_12-25-47-706611,1057419,24,
1062537,1062570,2022-08-04_12-25-52-991307,1062574,33,
1067660,1067682,2022-08-04_12-25-58-229921,1067685,22,
1072769,1072803,2022-08-04_12-26-03-461798,1072806,34,
1077877,1077899,2022-08-04_12-26-08-696650,1077903,22,
1083045,1083070,2022-08-04_12-26-13-994916,1083074,25,
1088146,1088173,2022-08-04_12-26-19-221847,1088176,27,
1093251,1093275,2022-08-04_12-26-24-452852,1093279,24,
1098358,1098445,2022-08-04_12-26-29-751146,1098449,87,
1103469,1103493,2022-08-04_12-26-34-926585,1103496,24,
1108578,1108602,2022-08-04_12-26-40-161963,1108607,24,
1113693,1113732,2022-08-04_12-26-45-414095,1113735,39,
1118803,1123898,2022-08-04_12-26-50-761624,1123907,5095,
1123928,1129005,2022-08-04_12-26-56-002575,1129015,5077,
1129028,1129113,2022-08-04_12-27-01-189131,1129117,85,
1134118,1134157,2022-08-04_12-27-06-353728,1134160,39,
1139262,1139286,2022-08-04_12-27-11-616152,1139289,24,
1144375,1144398,2022-08-04_12-27-16-862318,1144402,23,
1149481,1149505,2022-08-04_12-27-22-093924,1149509,24,
1154586,1154610,2022-08-04_12-27-27-328138,1154614,24,
1159697,1159720,2022-08-04_12-27-32-568947,1159724,23,
1164832,1164890,2022-08-04_12-27-37-861776,1164893,58,
1170001,1170023,2022-08-04_12-27-43-127615,1170026,22,
1175117,1175162,2022-08-04_12-27-48-397434,1175172,45,
1180226,1180254,2022-08-04_12-27-53-617794,1180257,28,
1185324,1185351,2022-08-04_12-27-58-841421,1185354,27,
1190525,1190550,2022-08-04_12-28-04-170322,1190553,25,
1195634,1195662,2022-08-04_12-28-09-405089,1195666,28,
1200775,1200799,2022-08-04_12-28-14-675170,1200802,24,
1205917,1205942,2022-08-04_12-28-19-947232,1205945,25,
1211023,1211047,2022-08-04_12-28-25-177677,1211050,24,
1216164,1216190,2022-08-04_12-28-30-446763,1216193,26,
1221312,1221337,2022-08-04_12-28-35-723977,1221340,25,
1226480,1226503,2022-08-04_12-28-41-018690,1226506,23,
1231588,1231620,2022-08-04_12-28-46-252021,1231624,32,
1236695,1236719,2022-08-04_12-28-51-481984,1236722,24,
1241802,1241827,2022-08-04_12-28-56-722600,1241830,25,
1246912,1246937,2022-08-04_12-29-01-957368,1246940,25,
1252076,1252100,2022-08-04_12-29-07-251715,1252103,24,
1257184,1257219,2022-08-04_12-29-12-493803,1257222,35,
1262292,1262316,2022-08-04_12-29-17-728225,1262319,24,
1267423,1267447,2022-08-04_12-29-22-984797,1267451,24,
1272531,1272554,2022-08-04_12-29-28-219978,1272558,23,
1277639,1277666,2022-08-04_12-29-33-459587,1277669,27,
1282789,1282819,2022-08-04_12-29-38-734819,1282823,30,
1287897,1287922,2022-08-04_12-29-43-968163,1287925,25,
1293004,1293105,2022-08-04_12-29-49-220218,1293108,101,
1298257,1298281,2022-08-04_12-29-54-587509,1298284,24,
1303425,1303451,2022-08-04_12-29-59-882642,1303455,26,
1308532,1308556,2022-08-04_12-30-05-118645,1308559,24,
1313699,1313724,2022-08-04_12-30-10-414360,1313727,25,
1318814,1318838,2022-08-04_12-30-15-657043,1318842,24,
1323916,1323939,2022-08-04_12-30-20-884430,1323943,23,
1329023,1329048,2022-08-04_12-30-26-115942,1329051,25,
1334145,1334169,2022-08-04_12-30-31-365766,1334172,24,
1339253,1339278,2022-08-04_12-30-36-604859,1339281,25,
1344362,1344393,2022-08-04_12-30-41-842790,1344397,31,
1349469,1349493,2022-08-04_12-30-47-074097,1349497,24,
1354577,1354624,2022-08-04_12-30-52-328388,1354629,47,
1359688,1359711,2022-08-04_12-30-57-545680,1359714,23,
1364838,1364874,2022-08-04_12-31-02-830769,1364877,36,
1369948,1369972,2022-08-04_12-31-08-061006,1369975,24,
1375055,1375084,2022-08-04_12-31-13-296391,1375087,29,
1380162,1380184,2022-08-04_12-31-18-527475,1380187,22,
1385304,1385328,2022-08-04_12-31-23-797246,1385331,24,
1390413,1390437,2022-08-04_12-31-29-033146,1390441,24,
1395521,1395544,2022-08-04_12-31-34-269697,1395548,23,
1400628,1400653,2022-08-04_12-31-39-506172,1400656,25,
1405767,1405792,2022-08-04_12-31-44-767993,1405795,25,
1410875,1410899,2022-08-04_12-31-50-008551,1410903,24,
1415983,1416009,2022-08-04_12-31-55-244748,1416013,26,
1421091,0,,1426217,-1421091,
1426217,1426242,2022-08-04_12-32-05-730019,1426245,25,
1431358,1431382,2022-08-04_12-32-10-998549,1431385,24,
1436467,1436493,2022-08-04_12-32-16-238467,1436496,26,
1441611,1441635,2022-08-04_12-32-21-507587,1441639,24,
1446732,1446762,2022-08-04_12-32-26-758111,1446765,30,
1451840,1451870,2022-08-04_12-32-31-997975,1451873,30,
1456992,1457015,2022-08-04_12-32-37-274336,1457019,23,
1462141,1462165,2022-08-04_12-32-42-548729,1462168,24,
1467276,1467301,2022-08-04_12-32-47-811792,1467305,25,
1472390,1472439,2022-08-04_12-32-53-067221,1472442,49,
1477524,1477551,2022-08-04_12-32-58-320997,1477554,27,
1482679,1482703,2022-08-04_12-33-03-600992,1482706,24,
1487819,1487844,2022-08-04_12-33-08-867635,1487847,25,
1492948,1492972,2022-08-04_12-33-14-126044,1492975,24,
1498078,1498102,2022-08-04_12-33-19-384494,1498105,24,
1503186,1503212,2022-08-04_12-33-24-621056,1503216,26,
1508327,1508352,2022-08-04_12-33-29-885259,1508355,25,
1513463,1513489,2022-08-04_12-33-35-151964,1513492,26,
1518613,1518637,2022-08-04_12-33-40-431053,1518641,24,
1523746,1523776,2022-08-04_12-33-45-690503,1523780,30,
1528889,1528919,2022-08-04_12-33-50-966151,1528922,30,
1534035,1534061,2022-08-04_12-33-56-239363,1534064,26,
1539144,1539170,2022-08-04_12-34-01-471474,1539174,26,
1544259,1544283,2022-08-04_12-34-06-714950,1544287,24,
1549367,1549397,2022-08-04_12-34-11-956660,1549401,30,
1554476,1554501,2022-08-04_12-34-17-186712,1554504,25,
1559583,1559606,2022-08-04_12-34-22-420389,1559610,23,
1564692,1564718,2022-08-04_12-34-27-656061,1564721,26,
1569838,1569861,2022-08-04_12-34-32-931633,1569865,23,
1574978,1575005,2022-08-04_12-34-38-198275,1575009,27,
1580108,1580132,2022-08-04_12-34-43-458201,1580135,24,
1585264,1585290,2022-08-04_12-34-48-742766,1585294,26,
1590408,1590440,2022-08-04_12-34-54-016456,1590443,32,
1595555,1595579,2022-08-04_12-34-59-289445,1595582,24,
1600708,1600734,2022-08-04_12-35-04-570433,1600737,26,
1605835,1605858,2022-08-04_12-35-09-823200,1605862,23,
1610935,1610959,2022-08-04_12-35-15-053927,1610962,24,
1616046,1616071,2022-08-04_12-35-20-296029,1616074,25,
1621200,1621225,2022-08-04_12-35-25-572547,1621228,25,
1626310,1626335,2022-08-04_12-35-30-810168,1626338,25,
1631475,1636579,2022-08-04_12-35-36-274872,1636582,5104,
1636582,1636607,2022-08-04_12-35-41-341704,1636610,25,
1641755,1641777,2022-08-04_12-35-46-639157,1641780,22,
1646863,1646888,2022-08-04_12-35-51-876634,1646891,25,
1652023,1652053,2022-08-04_12-35-57-167237,1652056,30,
1657129,1657152,2022-08-04_12-36-02-396315,1657155,23,
1662277,1662302,2022-08-04_12-36-07-677678,1662305,25,
1667395,1667423,2022-08-04_12-36-12-919874,1667426,28,
1672502,1672531,2022-08-04_12-36-18-152455,1672534,29,
1677605,1677628,2022-08-04_12-36-23-386271,1677632,23,
1682709,1682811,2022-08-04_12-36-28-690061,1682814,102,
1687817,1687842,2022-08-04_12-36-33-852181,1687846,25,
1692926,1693001,2022-08-04_12-36-39-139762,1693004,75,
1698040,1698064,2022-08-04_12-36-44-327234,1698068,24,
1703149,1703196,2022-08-04_12-36-49-583920,1703199,47,
1708290,1708313,2022-08-04_12-36-54-832706,1708317,23,
1713399,1713483,2022-08-04_12-37-00-131947,1713487,84,
1718554,1718586,2022-08-04_12-37-05-360451,1718590,32,
1723657,1723687,2022-08-04_12-37-10-588234,1723690,30,
1728760,1728788,2022-08-04_12-37-15-818134,1728791,28,
1733853,1733884,2022-08-04_12-37-21-040767,1733887,31,
1738975,1738998,2022-08-04_12-37-26-280156,1739001,23,
1744100,1744125,2022-08-04_12-37-31-534043,1744128,25,
1749207,1749248,2022-08-04_12-37-36-783836,1749251,41,
1754324,1754348,2022-08-04_12-37-42-015053,1754352,24,
1759430,1759453,2022-08-04_12-37-47-246425,1759456,23,
1764531,1764568,2022-08-04_12-37-52-488242,1764571,37,
1769646,1769670,2022-08-04_12-37-57-719951,1769674,24,
1774763,1774842,2022-08-04_12-38-03-009984,1774845,79,
1779912,1779929,2022-08-04_12-38-08-239462,1779941,17,
1785018,1785065,2022-08-04_12-38-13-498705,1785069,47,
1790127,1790217,2022-08-04_12-38-18-775997,1790220,90,
1795290,1795319,2022-08-04_12-38-24-003459,1795323,29,
1800389,1800413,2022-08-04_12-38-29-229199,1800416,24,
1805555,1805601,2022-08-04_12-38-34-548600,1805604,46,
1810745,1810797,2022-08-04_12-38-39-870999,1810801,52,
1815851,1815896,2022-08-04_12-38-45-094954,1815899,45,
1820957,1820988,2022-08-04_12-38-50-310009,1820991,31,
1826127,1826187,2022-08-04_12-38-55-642853,1826190,60,
1831234,1831278,2022-08-04_12-39-00-864698,1831281,44,
1836343,1836372,2022-08-04_12-39-06-084488,1836375,29,
1841449,1841571,2022-08-04_12-39-11-410247,1846548,122,
1846561,1846586,2022-08-04_12-39-16-553857,1846589,25,
1851667,1851695,2022-08-04_12-39-21-783524,1851698,28,
1856775,1856884,2022-08-04_12-39-27-090438,1861886,109,
1861909,1861946,2022-08-04_12-39-32-295062,1861949,37,
1866999,1867049,2022-08-04_12-39-37-523962,1867053,50,
1872105,1872143,2022-08-04_12-39-42-745335,1872147,38,
1877270,1877294,2022-08-04_12-39-48-024726,1877297,24,
1882387,1882436,2022-08-04_12-39-53-287051,1882439,49,
1887488,1887529,2022-08-04_12-39-58-514215,1887533,41,
1892597,1892622,2022-08-04_12-40-03-732334,1892626,25,
1897711,1897829,2022-08-04_12-40-09-073478,1902810,118,
1902825,1902849,2022-08-04_12-40-14-216625,1902853,24,
1907923,1907947,2022-08-04_12-40-19-440918,1907951,24,
1913030,1913132,2022-08-04_12-40-24-734163,1913136,102,
1918147,1918171,2022-08-04_12-40-29-924015,1918175,24,
1923285,1923308,2022-08-04_12-40-35-183947,1923312,23,
1928472,1928497,2022-08-04_12-40-40-500635,1928500,25,
1933582,1933650,2022-08-04_12-40-45-785025,1933653,68,
1938687,1938710,2022-08-04_12-40-50-970870,1938714,23,
1943794,1943818,2022-08-04_12-40-56-204264,1943821,24,
1948948,1948978,2022-08-04_12-41-01-491436,1948981,30,
1954105,1954129,2022-08-04_12-41-06-772234,1954132,24,
1959248,1959297,2022-08-04_12-41-12-067688,1959300,49,
1964380,1964470,2022-08-04_12-41-17-367610,1964473,90,
1969509,1969565,2022-08-04_12-41-22-588795,1969568,56,
1974617,1974654,2022-08-04_12-41-27-809975,1974658,37,
1979770,1979801,2022-08-04_12-41-33-075133,1979805,31,
1984896,1984920,2022-08-04_12-41-38-328966,1984923,24,
1990067,1990170,2022-08-04_12-41-43-707753,1990174,103,
1995175,1995238,2022-08-04_12-41-48-902953,1995241,63,
2000282,2000332,2022-08-04_12-41-54-125584,2000336,50,
2005381,2005405,2022-08-04_12-41-59-325229,2005408,24,
2010553,2010581,2022-08-04_12-42-04-625138,2010584,28,
2015710,2015733,2022-08-04_12-42-09-908956,2015737,23,
2020817,2020840,2022-08-04_12-42-15-142742,2020844,23,
2025946,2026006,2022-08-04_12-42-20-437023,2026010,60,
2031060,2031115,2022-08-04_12-42-25-667136,2031121,55,
2036181,2036207,2022-08-04_12-42-30-892300,2036210,26,
2041289,2041311,2022-08-04_12-42-36-124186,2041315,22,
2046388,2046411,2022-08-04_12-42-41-352455,2046415,23,
2051496,2051520,2022-08-04_12-42-46-588554,2051524,24,
2056603,2056630,2022-08-04_12-42-51-827594,2056633,27,
2061722,2061780,2022-08-04_12-42-57-104839,2061785,58,
2066837,2066862,2022-08-04_12-43-02-312297,2066865,25,
2071950,2077048,2022-08-04_12-43-07-653132,2077057,5098,
2077071,2077096,2022-08-04_12-43-12-798549,2077099,25,
2082161,2082197,2022-08-04_12-43-18-028022,2082200,36,
2087267,2087292,2022-08-04_12-43-23-253436,2087295,25,
2092391,2092423,2022-08-04_12-43-28-502190,2092427,32,
2097507,2097549,2022-08-04_12-43-33-763852,2097552,42,
2102617,2102669,2022-08-04_12-43-39-001993,2102672,52,
2107721,2107746,2022-08-04_12-43-44-214145,2107749,25,
2112828,2112851,2022-08-04_12-43-49-448452,2112854,23,
2117935,2117959,2022-08-04_12-43-54-681668,2117962,24,
2123045,2123121,2022-08-04_12-43-59-975329,2123125,76,
2128159,2128218,2022-08-04_12-44-05-200516,2128222,59,
2133286,2133319,2022-08-04_12-44-10-423210,2133322,33,
2138393,2138417,2022-08-04_12-44-15-650457,2138421,24,
2143494,2143522,2022-08-04_12-44-20-885271,2143525,28,
2148655,2148678,2022-08-04_12-44-26-170570,2148683,23,
2153762,2153796,2022-08-04_12-44-31-413965,2153800,34,
2158915,2158939,2022-08-04_12-44-36-683411,2158942,24,
2164029,2164081,2022-08-04_12-44-41-953265,2164084,52,
2169136,2169215,2022-08-04_12-44-47-210497,2169218,79,
2174259,2174284,2022-08-04_12-44-52-407834,2174288,25,
2179367,2179397,2022-08-04_12-44-57-643225,2179402,30,
2184475,2184503,2022-08-04_12-45-02-880334,2184506,28,
2189686,2189771,2022-08-04_12-45-08-279873,2189774,85,
2194795,2194820,2022-08-04_12-45-13-453776,2194824,25,
2199913,2199961,2022-08-04_12-45-18-722723,2199964,48,
2205015,2205039,2022-08-04_12-45-23-930221,2205042,24,
2210128,2210150,2022-08-04_12-45-29-169197,2210153,22,
2215292,2215348,2022-08-04_12-45-34-494529,2215351,56,
2220400,2220423,2022-08-04_12-45-39-696989,2220426,23,
2225536,2225637,2022-08-04_12-45-45-039911,2225640,101,
2230702,2230733,2022-08-04_12-45-50-262463,2230737,31,
2235809,2235833,2022-08-04_12-45-55-490671,2235836,24,
2240911,2240941,2022-08-04_12-46-00-718030,2240946,30,
2246061,2246085,2022-08-04_12-46-05-997032,2246089,24,
2251205,2251240,2022-08-04_12-46-11-281830,2251244,35,
2256348,2256372,2022-08-04_12-46-16-542780,2256375,24,
2261465,2261506,2022-08-04_12-46-21-801889,2261512,41,
2266574,2266605,2022-08-04_12-46-27-026211,2266611,31,
2271679,2276779,2022-08-04_12-46-32-295249,2276790,5100,
2276804,2276831,2022-08-04_12-46-37-506723,2276834,27,
2281892,2281918,2022-08-04_12-46-42-721930,2281921,26,
2287037,2287097,2022-08-04_12-46-48-029005,2287100,60,
2292146,2292191,2022-08-04_12-46-53-253430,2292194,45,
2297245,2297276,2022-08-04_12-46-58-460442,2297279,31,
2302416,2302471,2022-08-04_12-47-03-788263,2302475,55,
2307537,2307560,2022-08-04_12-47-09-002649,2307563,23,
2312643,2312683,2022-08-04_12-47-14-248275,2312686,40,
2317748,2317772,2022-08-04_12-47-19-469188,2317776,24,
2322889,2322920,2022-08-04_12-47-24-746091,2322923,31,
2327998,2328049,2022-08-04_12-47-30-000572,2328052,51,
2333113,2333145,2022-08-04_12-47-35-223217,2333148,32,
2338220,2338256,2022-08-04_12-47-40-460813,2338260,36,
2343328,2343354,2022-08-04_12-47-45-689951,2343357,26,
2348491,2348534,2022-08-04_12-47-50-994856,2348537,43,
2353622,2353653,2022-08-04_12-47-56-238279,2353657,31,
2358730,2358756,2022-08-04_12-48-01-473956,2358759,26,
2363838,2363862,2022-08-04_12-48-06-711276,2363865,24,
2368945,2369010,2022-08-04_12-48-11-985295,2369014,65,
2374054,2374079,2022-08-04_12-48-17-178967,2374082,25,
2379193,2379219,2022-08-04_12-48-22-447893,2379223,26,
2384352,2384401,2022-08-04_12-48-27-757407,2384404,49,
2389460,2389503,2022-08-04_12-48-32-979013,2389506,43,
2394559,2394584,2022-08-04_12-48-38-193014,2394586,25,
2399671,2399695,2022-08-04_12-48-43-430523,2399699,24,
2404775,2404798,2022-08-04_12-48-48-662136,2404801,23,
2409931,2409958,2022-08-04_12-48-53-947778,2409961,27,
2415075,2415099,2022-08-04_12-48-59-223857,2415102,24,
2420222,2420270,2022-08-04_12-49-04-519712,2420276,48,
2425327,2425362,2022-08-04_12-49-09-738483,2425365,35,
2430435,2430460,2022-08-04_12-49-14-963556,2430464,25,
2435561,2435587,2022-08-04_12-49-20-217652,2435590,26,
2440671,2440694,2022-08-04_12-49-25-457059,2440698,23,
2445788,2445844,2022-08-04_12-49-30-731491,2445848,56,
2450903,2450942,2022-08-04_12-49-35-955787,2450945,39,
2456028,0,,2461152,-2456028,
2461153,2461176,2022-08-04_12-49-46-443941,2461179,23,
2466308,2466334,2022-08-04_12-49-51-730135,2466338,26,
2471409,2471435,2022-08-04_12-49-56-958719,2471438,26,
2476517,2476540,2022-08-04_12-50-02-189845,2476544,23,
2481678,2481729,2022-08-04_12-50-07-495603,2481732,51,
2486787,2486812,2022-08-04_12-50-12-719341,2486815,25,
2491894,2492002,2022-08-04_12-50-18-040779,2496995,108,
2497018,2497112,2022-08-04_12-50-23-270459,2497115,94,
2502104,2502128,2022-08-04_12-50-28-414203,2502132,24,
2507211,2507235,2022-08-04_12-50-33-651658,2507238,24,
2512374,2517510,2022-08-04_12-50-39-139229,2517516,5136,
2517516,2517583,2022-08-04_12-50-44-257737,2517586,67,
2522615,2522638,2022-08-04_12-50-49-438651,2522641,23,
2527732,2527776,2022-08-04_12-50-54-703147,2527780,44,
2532839,2532875,2022-08-04_12-50-59-926859,2532881,36,
2537944,2537967,2022-08-04_12-51-05-152443,2537973,23,
2543050,2543076,2022-08-04_12-51-10-382733,2543080,26,
2548159,2548258,2022-08-04_12-51-15-694621,2548262,99,
2553313,2553337,2022-08-04_12-51-20-902026,2553340,24,
2558426,2563527,2022-08-04_12-51-26-245559,2563537,5101,
2563550,2563573,2022-08-04_12-51-31-394623,2563576,23,
2568640,2568666,2022-08-04_12-51-36-616940,2568670,26,
2573747,2573842,2022-08-04_12-51-41-914508,2573847,95,
2578918,2578943,2022-08-04_12-51-47-143420,2578946,25,
2584021,2584045,2022-08-04_12-51-52-373991,2584049,24,
2589131,2589215,2022-08-04_12-51-57-676042,2589219,84,
2594239,2594320,2022-08-04_12-52-02-900628,2594326,81,
2599374,2599412,2022-08-04_12-52-08-125292,2599416,38,
2604516,2604554,2022-08-04_12-52-13-395423,2604556,38,
2609631,2609654,2022-08-04_12-52-18-622015,2609658,23,
2614747,2614813,2022-08-04_12-52-23-901342,2614819,66,
2619856,2619890,2022-08-04_12-52-29-113908,2619893,34,
2624963,2625001,2022-08-04_12-52-34-340837,2625008,38,
2630062,2630091,2022-08-04_12-52-39-560825,2630094,29,
2635225,2635291,2022-08-04_12-52-44-897340,2635294,66,
2640330,2640373,2022-08-04_12-52-50-108105,2640376,43,
2645441,2645469,2022-08-04_12-52-55-331785,2645473,28,
2650539,2650564,2022-08-04_12-53-00-552053,2650567,25,
2655680,2655706,2022-08-04_12-53-05-820427,2655710,26,
2660854,2660879,2022-08-04_12-53-11-123822,2660882,25,
2666002,2666054,2022-08-04_12-53-16-427532,2666058,52,
2671110,2671144,2022-08-04_12-53-21-648065,2671147,34,
2676248,2676271,2022-08-04_12-53-26-899516,2676275,23,
2681412,2681436,2022-08-04_12-53-32-194366,2681439,24,
2686515,2686539,2022-08-04_12-53-37-423810,2686543,24,
2691662,2691687,2022-08-04_12-53-42-699306,2691690,25,
2696810,2696843,2022-08-04_12-53-47-984824,2696846,33,
2701969,2702014,2022-08-04_12-53-53-282699,2702017,45,
2707076,2707113,2022-08-04_12-53-58-510185,2707116,37,
2712184,2712229,2022-08-04_12-54-03-742513,2712234,45,
2717292,2717315,2022-08-04_12-54-08-970247,2717319,23,
2722413,2722437,2022-08-04_12-54-14-218566,2722441,24,
